Index,Telugu Text,Mapped English Text
1,డెవన్!,Devon! Devon!
2,"లేదు. చూడండి, మేము సంతోషంగా ఏమీ లేము, మా జీవితాలు భయంకరంగా ఉన్నాయి.","No, no, no. Listen, we're not happy, we're miserable."
3,బర్ట్!,Burt!
4,అక్కడ మమ్మల్ని చిత్రహింసలకు గురి చేస్తారు! డెవన్!,They torture us down there! Devon!
5,మేమక్కడ ఖైదీలం!,We're prisoners!
6,బర్ట్!,Burt!
7,తను బతికే ఉంది!,She's alive!
9,హా. సరే. సరే.,Yeah. Okay. Okay.
10,మార్క్? ఇదుగో. పాపని ఒక నిమిషం తీసుకుంటావా?,Mark? Here. Will you take her for a second?
11,సరే. నేను చూసుకుంటా. హా. పాప జాగ్రత్త.,It's okay. I got her. Yeah. Be careful with her.
12,మరీ ఎక్కువ దూరం వెళ్లకు. హా. వెళ్ళను.,Don't go far though. I won't.
13,మార్క్.,Mark.
14,ఇప్పుడు ఆఫీసు వాడివి కాదు కదా?,"So, this is you now?"
15,కాదు.,Yeah.
16,నువ్వు బాగానే ఉన్నావా?,Are you okay?
17,హా.,Yeah.
18,పక్కానా? హా.,Are you sure? Yeah.
19,నా పేరేంటి?,What's my name?
20,పర్సాఫన్.,Persephone.
21,స్పెల్లింగ్ చెప్పగలవా?,Can you spell that?
22,అస్సలు చెప్పలేను. హా.,Never. Okay.
23,బేబీ సరే మరి. ఈ డైపర్ విషయంలో సహాయం కావాలి.,Babe Okay. Need help with this diaper.
24,అయ్యయ్యో.,", boy."
25,తనకి అమ్మ కావాలనుకుంటా. పిచ్చిదానా.,I think she wants mommy. Fetid moppet.
26,నాన్నా.,Father.
27,ఆఫీసుకు చెందిన ఒకరి చేత పనియేతర అవతారాలను సంప్రదించమని చెప్పాలి.,We'll have someone from the floor liaise with the outies.
28,వాళ్ళు ఎవరితో మాట్లాడారో మనం తెలుసుకోవాలి. అది కూడా వెంటనే.,We need to find out who they talked to. Promptly.
31,నువ్వు వెళ్లి వాళ్లందరినీ సంప్రదించాలి.,I need you to go see all of them.
32,వాళ్ళు ఎవరితో మాట్లాడారో కనుక్కోవడంతో పాటు ఏం మాట్లాడారో కూడా కనుక్కో.,Find out every word they said and who they said it to.
33,వాళ్ళని పనిలోంచి తీసివేయనా?,And shall I fire them?
34,కియర్ నిన్ను నడిపిస్తాడులే.,Let Kier guide your hand.
35,అవునులే.,Of course.
36,దయచేసి కూర్చోండి.,"Please, sit."
37,అతిథులు తీసిన వీడియోలను మేము హస్తగతం చేసుకున్నాం.,We've commandeered the footage taken by guests.
38,ఇప్పటికే నాటలీ మీడియా వాళ్ళతో మాట్లాడుతోంది.,Natalie is already doing outreach to media.
39,"ఈ ఘటనకు బాధ్యులైన, వేర్పాటు పద్ధతి జరిపించుకున్న ఉద్యోగులపై చర్యలు మొదలయ్యాయి.",And the severed employees who were involved are being dealt with.
41,శరవేగంగా స్పందించినందుకు థ్యాంక్యూ.,Thank you for acting so quickly.
42,ఊహించలేనంత నష్టం నుండి మీరు మమ్మల్ని కాపాడారు.,You saved us from disaster.
43,మిస్టర్ ఈగన్ కూడా వస్తారా?,Will Mr. Eagan be joining?
44,"లేదు, నేనొక్కదాన్నే.",Just me.
45,వ్యక్తిగతంగా మీకు కృతజ్ఞతలు చెప్పాల్సిన బాధ్యత నాపై ఉంది.,I personally owe you a debt of gratitude.
46,కానీ నేను చాలా నష్టపోయాను.,It cost me dearly.
47,అవును.,It did.
48,"అయినా కానీ, ఈరాత్రి మీ విధేయతను మీరు చాటుకున్నారు.","And still, you proved your loyalty tonight."
49,"అందుకే, మళ్ళీ మా సంస్థలో చేరమని కోరుతున్నాం.",Which is why we'd like to ask you back.
50,మీరు క్షమాపణ చెప్పాల్సిన అవసరం ఉంది.,An apology is warranted.
51,నేను క్షమాపణ కోరుతున్నాను.,I apologize.
52,మా నాన్న క్షమాపణ కోరుతున్నారు.,My father apologizes.
53,బోర్డు క్షమాపణ కోరుతోంది.,The Board apologizes.
54,మీ పట్ల అమానుషంగా ప్రవర్తించాం.,We've treated you poorly.
55,మన్నించండి.,I'm sorry.
57,మీరు తప్పు తెలుసుకున్నందుకు సంతోషం.,I welcome your contrition.
58,అందుకు నాకు ఆనందంగా ఉంది.,I'm so glad.
59,మనం చాలా నష్టాన్ని నివారించాలి.,There's much damage to control.
60,"మనం ఫుటేజీలను పరిశీలించాలి, అంతే కాకుండా, నేను డిలన్ జీ ని విచారించి, అతను ఎలా ప్రవేశం పొందాడో.","I recommend we start by scouring the feed, and I need to interview Dylan G. To see how he gained access to the."
61,మా ఆలోచన వేరు.,We have something else in mind.
62,మీకు ప్రమోషన్ ఇవ్వాలనుకుంటున్నాం.,We'd like to offer you a promotion.
