Index,Telugu Text,Mapped English Text
1,ఇప్పుడంతా ఓకే.,All set.
2,థ్యాంక్స్.,Thanks.
4,ఏం పుస్తకం చదువుతున్నారు?,"What do you, , got there?"
5,సారీ. మీరు ఏం చదువుతున్నారు?,Sorry. What do you What do you got there?
6,"టాల్స్టాయ్ రాసిన ""డెత్ ఆఫ్ ఇవాన్ ఇలియిచ్""లో మతమార్పిడికి సంబంధించిన అంశాలు.",", themes of religious conversion in Tolstoy's The Death of Ivan Ilyich."
7,దేవుడా. అందులో ఏముందో చెప్పేయకండి. మరి మీరు?,", my God. Spoiler alert, please. What about you?"
8,"మీరు చదువుతున్నది నేనా? ఇది హా, ఇది చాలా అద్భుతంగా ఉంది.","Are you reading Me? , well It's , yeah, this is a real treat."
9,"""పశ్చిమ పొలిమేరలో మత్తు: మొదటి ప్రపంచ యుద్ధ సమయంలో సైనికుల మాదక ద్రవ్యాల వినియోగం.""","""All Quiet on the Western Blunt: Drug Use by Enlisted Soldiers during World War I."""
10,"లేదు. ఆపండి. లేదు, ఇక్కడ అదే ఉంది.","No, stop. No, that's that's what it is."
11,బుడ్డోడు మేధావిలా ఉన్నాడు. సగం మందిని ఫెయిల్ చేయాలి.,Kid's a genius. You should flunk every other child.
12,ఫెయిల్ చేయాల్సిందే. మన్నించాలి. ఎవరు మీరు?,I couldn't agree more. I'm sorry. Who are you?
13,జెమ్మా.,Gemma.
14,సరే.,All right.
15,మార్క్.,Mark.
16,"మిమ్మల్ని కలవడం బాగుంది, మార్క్. మిమ్మల్ని కూడా.","Nice to meet you, Mark. You too."
17,"జెమ్మా, ఏం ఆలోచిస్తున్నావు?","Gemma, where did you go?"
19,అతనికి ఏమీ కాదు.,He'll be okay.
20,కొన్ని లోటుపాట్లు ఉండవచ్చు.,There might be some deficits.
21,ఎక్కువ కాలం పాటు అవి ఉండకూడదనే కోరుకుంటున్నా.,"Hopefully, nothing long term."
22,నువ్వు డాక్టరువా?,Are you a doctor?
23,అంబులెన్స్ అవసరం అవుతుందా?,Do we need an ambulance?
24,అడిగిన వాటిలో ఒక్క దానికి అయినా సమాధానం ఇస్తావా?,"C-Can you answer one of my questions, please?"
25,అంబులెన్స్ అవసరం అవుతుందా? లేదు.,Do we need an ambulance? No.
26,కాసేపు ఇలా నిద్రలోనే ఉంటాడు.,He's gonna sleep for a while.
27,సరే. కానీ ఎంత కాలం?,Okay. How long?
28,చెప్పడం కష్టం.,Hard to say.
29,కింద ఉండే కొంత సామాగ్రి అవసరమవుతుంది. జాగ్రత్తగా తీసుకురావడంలో సాయపడగలవా?,We'll need some equipment from downstairs. Are you clumsy?
30,ఏంటి? మార్క్ ఇంటి బేస్మెంటులో నీ సామాగ్రి ఎందుకు ఉంది?,What? Why-Why do you have equipment in Mark's basement?
31,మీ తమ్ముడు రీ-ఇంటిగ్రేట్ అవుతున్నాడు.,Your brother's reintegrating.
32,"లేదు, నేను నమ్మను.","No, he's not."
33,అది ఇబ్బందికరమైన విషయమే అని తెలుసు. సరే.,I know that was troubling. Okay.
34,"నువ్వు నాకన్నా తెలివైనదానివే అని తెలుసు, కాబట్టి ఇలా ముక్కుసూటిగా చెప్తున్నందుకు క్షమించు, నా తమ్ముడి మెదడుతో ఇంకోసారి ఆడుకోవాలని ఆలోచించినా, నిన్ను చంపి పారేస్తా.","I can tell that you're smarter than me, so forgive me if I say this, like, super plainly, but if you give one solitary thought to messing with my brother again, I will throw you off a fucking bridge."
35,డెవన్ మళ్ళీ ఆ పని చేయవద్దు.,Devon We don't do that again.
36,తర్వాత మాట్లాడుకుందాం. లేదు!,We'll discuss it later. Nope!
37,"లేదు. ఈ విషయంలో మరోమాట లేదు, సరేనా?","No. It's settled fucking law, lady, okay?"
38,"దానికి కట్టుబడి ఉండు, అంతే.",Just accept it.
39,ఇది ఫైనల్.,The end.
40,అతనికి ఇది కావాలట.,It's what he wants.
41,జెమ్మా బతికి ఉందా లేదా అన్నదే తెలుసుకోవాలనుకుంటున్నాడు.,What he wants is to know whether Gemma's alive or not.
42,తను బతికే ఉంది.,She is.
43,నాతో కామెడీ చేయవద్దు.,Please don't mess with me.
44,తను నిజంగా బతికే ఉంది.,She is alive.
46,"ఇవాళ తిన్నావా, హనీ?","You've eaten today, honey?"
47,తిన్నా.,Yes.
49,చదివావా?,Done your reading?
50,యాభై పేజీలు చదివా.,Fifty pages.
51,వ్యాయామం?,Calisthenics?
52,చేశా.,Yes.
54,"ఒకవేళ నువ్వు ఊబిలో పడితే, దేనికి ఎక్కువ భయపడతావు? ఊపిరి ఆడదనా? లేక మునిగి చనిపోతావు అనా?","If you were caught in a mudslide, would you be more afraid of suffocating or drowning?"
55,మునిగి చనిపోతాను అని.,Drowning.
57,ఇవాళ ఎన్ని గదులకు వెళ్ళాలి?,How many rooms today?
58,ఆరు.,Six.
60,అబ్బా.,Shit.
68,సిద్ధంగా ఉన్నావా?,Ready?
73,సిద్ధంగా ఉన్నావుగా.,There she is.
74,నాకు కాస్త విరామం ఇస్తావా?,Could I please get a break?
75,కొద్ది సేపటికే.,Just for a little while.
76,కానీ ఆరు వారాల గ్యాప్ వచ్చింది కదా.,But it's been six weeks.
77,ఇందాకే కదా వచ్చా ఇక్కడికి.,I was just here.
78,నాకు తెలుసు.,I know.
79,డెంటిస్ట్ అంటే ఎవరికీ ఇష్టం ఉండదు.,Nobody likes the dentist.
80,మా అమ్మ చెప్పినట్టుగా అకౌంటెంట్ అయి ఉండాల్సింది నేను.,I should have been an accountant like my mom wanted.
81,దయచేసి కూర్చో.,"Please, have a seat."
84,సూపర్.,Excellent.
86,ఇప్పుడు మన పురోగతి ఎక్కడి దాకా వచ్చిందో చూద్దాం.,"Now, let's see how we're doing."
88,దయచేసి బాగా తెరువు.,"Open wide, please."
92,లోపల ఎంత సేపు ఉన్నాను?,How long was I in there?
93,రెండు గంటలు.,Two hours.
97,బంగారం.,", bud."
98,"నువ్వు కోలుకోవాలి, బాసూ.","I need you back, m'lady."
99,దయచేసి కోలుకో.,Please come back.
103,హేయ్. చల్లగా ఉండు. హేయ్. సారీ.,"Hey. , bless you. Hey. Excuse me."
104,హాయ్. హేయ్.,Hi. Hey.
105,నిన్న రాత్రి బాగా గడిచింది.,"That was, , fun last night."
106,అవును.,It was.
107,"క్షమించాలి. ""హజీ మరాడ్""పై మూడు గంటలకు నేను లెక్చర్ ఇవ్వాలి. నా నోట్స్ అన్నీ ఎక్కడ పడితే అక్కడ ఉన్నాయి. పర్లేదు. మరి మరేం పర్లేదు.","I'm sorry. I have a lecture at 3:00 on Hadji Murad and my notes are all over the place. , no, no. That's It's okay."
108,నేను నేను నీకోసం ఒకటి తెచ్చా. ఇది చీమల ఫామ్. చీమలంటే ఇష్టమని నిన్న రాత్రి అన్నావు కదా. అందుకని నేను నేను అన్నది మొక్కలంటే ఇష్టమని.,"Um, I just I brought you something. Um It's an ant farm. Last night you said you liked ants. So I said I liked I like plants."
109,మొక్కలా?,Plants.
110,నాకు చీమలంటే పడదు. అయ్యయ్యో.,"I hate ants. , shit."
111,కానీ నాకు నాకు ఫామ్స్ అంటే ఇష్టం. మంచిది.,"But I I love farms. , good."
112,నాకు చాలా ఆలస్యమైపోయింది.,I'm so fucking behind.
113,నేను ఇంకా ఇక్కడికి రాలేదు కూడా.,Aw. I'm not even here.
114,అయితే ఇక్కడ లేవా నువ్వు? సరే.,Y-You're not here? Okay.
115,ఏం చేస్తున్నావు?,What are you doing?
116,ఏం చేస్తున్నావు? ఏం చేస్తున్నావు నువ్వు?,What are you doing? What are you doing?
119,హా.,Yeah.
120,"నిజంగానా? అంటే, అది అమ్మకంలో ఉండింది.","Really? Well, I mean, you know, it was on sale."
121,"మరి దాన్ని ఎవరు బాగు చేస్తారు, పనోడా? నువ్వు చేస్తావా?","And, um, who's putting it together, Mr. Handyman? You?"
122,నేను కత్తిలాంటి పనోడిని.,I happen to be quite handy.
123,నీకంత సీన్ లేదు.,"No, you're not."
124,ఏంటి? ఎంత ధైర్యం నీకు. కూలోడా!,What? How dare you. Handsy.
125,కూలోడినా?,Handsy?
126,సరే. బహుశా నేను కూలోడినే ఏమో.,", all right. Maybe I am kinda handsy."
127,అవునా? నాకది నచ్చింది.,Yeah? I like it.
135,హా. అంటే ఈ ప్రస్తావన వస్తుందనే అనుకున్నా.,Yeah. Well This is what I was hoping would come up.
136,ఏమైంది?,What happened?
137,అది మరీ అంత దారుణంగా ఏం జరగలేదులే.,"It really, truly wasn't that bad."
138,నీకు బాగానే ఉండింది. ఎందుకంటే నువ్వు బల్లిలా గోడలను ఎక్కేయగలవు.,For you. That's 'cause you can scale walls like a gecko.
139,ఒక ఒక కిలోమీటర్ దాకా రాయే ఉంది.,This It was like half a mile of just exposed rock face.
140,బండరాళ్లు. సరే. వారెవ్వా.,Boulders. Fine. It sounds fun.
141,కొన్ని బండరాళ్లు ఉన్నాయి.,There were There were a few boulders.
142,"బండరాళ్ళా? బంగారం, భలేవాడివే. అది ఎవరెస్టు పర్వతం దగ్గర ఉండే శవాల కుప్పలా ఉంది.","Boulders? Babe, come on. It was like the death zone of Everest."
143,చొములుంగ్మాలా అన్నమాట.,Like Chomolungma.
144,"గడ్డకట్టిన శవాలేమైనా కనిపించాయా? లేదు, నేను చూశా.","Any frozen bodies? No, I looked."
