"Index","Telugu Text","Mapped English Text"
"1","కంపు కొట్టే చెత్త వెధవ.","Stinking sack of shit."
"2","దయచేసి అలాంటి భాష మాట్లాడకు.","Please don't use language like that."
"3","దయచేసి నీ సెక్రెటరీ తో సెక్స్ చెయ్యకు.","Please don't fuck your secretary!"
"4","సరే, పద.","Okay, come on."
"4","పద, వెళ్దాం.","Let's go."
"5","లేదు, ఇంకా నేను అప్పుడే రాలేను.","No, I'm not ready."
"5","నేను వాడి తల నరికేయాలి!","I still have to rip his head off!"
"6","కాదు, ఇప్పుడు కాదు.","No, not now."
"6","మనం చాలా దూరం వెళ్ళాలి.","We have a long way to go."
"7","డేనియల్, సమయాభావం వలన నీ తలని నువ్వే నరుక్కో.","Daniel, in the interest of time, maybe you could rip your own head off."
"7","నోరు, మూసుకో, మార్టీ.","Fuck you, Marty."
"7","దయచేసి మర్యాదగా మాట్లాడు.","Please, watch language."
"8","ధన్యవాదాలు.","Thank you."
"9","నన్ను క్షమించు.","I'm sorry."
"10","నన్ను క్షమించు.","I'm so sorry."
"11","క్షమాపణ చెప్పాల్సిన అవసరం లేదు.","There's no need to apologize."
"12","నువ్విది ఎప్పుడో చేసి ఉండాల్సింది.","You should've done this years ago."
"13","నేను పెద్ద మూర్ఖురాలిని.","I am such an idiot."
"14","నువ్వు మూర్ఖురాలివి కాదు.","You're not an idiot."
"15","నువ్వు మా అందరిలానే దద్దమ్మవి.","You're just a schmuck like the rest of us."
"16","అవునా?","Right?"
"17","సరే, మీరందరూ ఒక సాహసం కోసం సిద్ధంగా ఉన్నారా?","All right, guys, you ready for an adventure?"
"18","పదండి వెళ్దాం.","Blast off."
"19","ఎవరికైనా రేడియో వినాలని ఉందా?","Would anyone like to listen to the radio?"
"20","నాకు వినాలనుంది.","I think I would."
"21","అధికారికంగా నాది ఈ ప్రపంచంలోనే అత్యద్భుతమైన పాడే స్వరం అని మీకు తెలుసా?","Did you guys know that I officially have the best singing voice in the world?"
"22","వినండి.","Listen."
"23","అబ్బా, అంకుల్ మార్టీ.",", no, Uncle Marty."
"24","దయచేసి ఆపండి.","Please stop."
"24","అబ్బా, ఆపండి.","Come on, stop."
"25","వద్దు.","No."
"25","అంకుల్ మార్టీ, ఆపండి.","Uncle Marty, stop."
"26","కుక్కలు ఓటు వేసినందుకు.","As voted on by dogs."
"27","అబ్బా, మార్టీ.","No, Marty."
"27","కుక్కలా?","Dogs?"
"28","కుక్కలు ఓటు వెయ్యలేవు!","Dogs can't even vote!"
"29","నా చెవులు! నన్ను పెద్దగా పాడమంటారా?","My eardrums! Want me to go higher?"
"29","నేను పెద్దగా పాడగలను.","I can go higher."
"30","ప్లీజ్, పాడద్దు.","Please, just don't sing."
"30","వద్దు, వద్దు! మెల్లగా.","No, no! Lower."
"31","సరే, ఎవరైనా నాతో కలిసి పెద్ద రాగాలు తీస్తారా?","Okay, someone join me in the high harmonies here."
"32","నాన్సీ, పాడు.","Nancy, come on."
"32","నువ్వు పాడు.","You're up."
"32","వద్దు.","Do not."
"33","సరే.","Okay."
"34","నేను లిండా రాన్స్టాడ్ లాంటివాడిని.","You got a regular Linda Ronstadt back there."
"35","అది బానే ఉంది.","That's not bad."
"35","నా వంతు.","My turn, my turn."
"35","నేను ఇంకా పైకి పాడగలను.","I can sing even higher."
"36","అది చాలా పెద్ద నింద.","That's quite an accusation."
"36","సరే, పాడు.","Okay, go ahead."
"36","పాడు,పెద్ద మనిషి.","Go for it, big shot."
"37","స్వరం చాలా పెద్దగా ఉంది.","That's very high."
"37","స్వరం చాలా పెద్దగా ఉంది.","That's very high."
"38","వాన్ ట్రాప్ కుటుంబ గాయకుల కొత్త బృందం మన దగ్గర ఉంది.","We got the brand-new version of the von Trapp family singers here."
"39","మనకి కావలసిందల్లా ఒక సిస్టర్ ఇంకా కొంత మంది నాజీలు.","All we need is a nun and some Nazis."
"40","మనం ఆల్ప్స్ కేసి వెళ్దాము!","Let's head for the Alps!"
"41","ఆల్ప్స్ కేసి వెళ్దాము!","To the Alps!"
"42","అది బాగుందా?","That sound good?"
"42","బాగుంది.","Yeah."
"43","బాగుందా?","Yeah?"
"43","బాగుంది.","Yeah."
"44","అద్భుతం.","Beautiful."
"44","అందరూ అద్భుతంగా పాడుతున్నారు.","Beautiful singing, everyone."
"44","అవును.","Yes."
