Index,Telugu Text,Mapped English Text
1,నువ్వు నాకు చివరిగా చెప్పినదేంటో గుర్తుందా?,[Devon] Do you remember the last thing that you said to me?
2,"""తను బతికే ఉంది.""","[Mark] ""She's alive."""
3,కోల్డ్ హార్బర్ ని పూర్తి చేసేశావా?,Have you finished Cold Harbor?
4,నేనెక్కడ ఉన్నాను?,What is this place?
5,ఇది ప్రసవాల కోసం ఉపయోగించే క్యాబిన్.,", it's a cabin for giving birth."
6,నేను ఇక్కడ ఎందుకు ఉన్నాను? నువ్వు ఎందుకు ఉన్నావు ఇక్కడ?,[stammers] Why am I here? Why are you here?
7,కోల్డ్ హార్బర్.,Cold Harbor.
8,దాన్ని పూర్తి చేశావా?,Have you finished it?
9,లేదు.,No.
10,"అయితే, తను బతికే ఉంటుంది.",[sighs] Then she's still alive.
12,మనం తనని కాపాడవచ్చు.,We can save her.
13,ఎవరిని?,Who?
14,మిస్ కేసీని.,Ms. Casey.
15,తనే జెమ్మా.,Gemma.
16,అక్కడ ఒక హాల్ వే ఉంది. అది మిగతా వాటిలా ఉండదు.,There's a hallway down there. It's different than the others.
17,"అది పొడవుగా, చీకటిగా ఉంటుంది. అది రహస్యమైనది.",It's long and black and hidden.
18,అర్వింగ్ చిత్రాల్లో అదే ఉంది.,From Irving's drawings.
19,ఏంటి?,What?
20,ఆ చిత్రాల్లో లిఫ్ట్ కిందకు వెళ్తూ ఉంటుంది.,With an elevator going down.
21,అది ఎక్కడుందో మాకు తెలుసు.,We know where it is.
23,పార్టీలో నువ్వు భలే గమ్మతైన స్పీచ్ ఇచ్చావు.,[Jame] What a funny speech you gave at the party.
24,"దాని తర్వాత, నీపై కోపం వచ్చింది కూడా.",I was cross with you after.
25,కొవ్వొత్తుల డబ్బాని విసిరిపారేశాను.,I threw a tin of candies.
26,"బాబోయ్, ఇంత విచిత్రంగా ఉన్నావేంటి!","God, you're fucking weird."
27,నా కూతురిపై నాకు ప్రేమ లేదు.,I do not love my daughter.
28,"ఒకప్పుడు తనలో నాకు కియర్ కనిపించేవాడు, కానీ తను పెరిగి పెద్దయ్యేటప్పుడు కనిపించడం మానేశాడు.","I used to see Kier in her, but he left her as she grew."
29,ఆదర్శ తండ్రిలా ఉన్నావుగా.,You sound like a great dad.
30,రహస్యంగా కొందరితో పిల్లలను కన్నా.,I sired others in the shadows.
31,కానీ ఆ పిల్లల్లో కూడా అతను కనిపించలేదు.,But he wasn't in them either.
33,ఇంతలో మళ్ళీ కనిపించడం మొదలుపెట్టాడు.,Until I saw him again.
34,నీలో.,In you.
36,"నువ్వు, నీ కుటుంబం కలిసి నరకాన్ని సృష్టించారు, అందులో నువ్వు కూడా మాడి మసి అయిపోతావు.","You and your family created hell, and you're going to burn in it."
37,అడుగో కియర్.,There he is.
39,రేపు చాలా ప్రత్యేకమైన రోజు.,Tomorrow is a special day.
40,హేయ్!,[Helly] Hey!
41,ఎందుకు వచ్చావు ఇక్కడికి?,Why did you come here?
42,నేను ఏం చేసి పెట్టాలి నీకు?,What do you want from me?
43,"అయితే, నేను కోల్డ్ హార్బర్ ని పూర్తి చేసినప్పుడు, వాళ్లొక పరీక్ష జరిపి, తనని చంపేస్తారా?","So [sighs] wait, when I finish Cold Harbor, they do a test, and then th-they kill her?"
