"Index","Start Time","End Time","Telugu Text","Mapped English Text"
"1","00:01:30,632","00:01:32,885","నాకు ఆరేళ్లప్పుడు, మా నాన్నమ్మ చనిపోయింది.","[child] When I was six, my grandmother died."
"2","00:01:35,721","00:01:40,184","ఆమె అంత్యక్రియల కోసం నాన్న దక్షిణ కరోలినాలోని తన సొంత ఊరు అయిన విగ్గిన్స్ కి మమ్మల్ని తీసుకెళ్లాడు.","My father drove us to his hometown of Wiggins, South Carolina for her funeral."
"3","00:01:43,937","00:01:51,612","నేను తనని ఎప్పుడూ కలవలేదు కాబట్టి తను చనిపోయినందుకు నాకు అంత బాధగా ఏమీ అనిపించలేదు… కానీ మా నాన్న మాత్రం చాలా బాధపడ్డాడు.","I had never met her, so her death didn't mean much to me… though it made my father very sad."
"4","00:01:55,699","00:01:57,659","ఆ శవపేటికలో ఉన్న ఆమెని చూసి నాకు భయమేసింది.","I was afraid of her in that coffin."
"5","00:01:58,327","00:02:01,747","తను ఏదో లోకంలోకి వెళ్లిపోయింది, ఆరేళ్ల వయస్సులో నాకు అదంతా అర్థం కాలేదు.","She was part of something that, even at six, I wondered about."
"6","00:02:02,956","00:02:04,374","మరణాంతర లోకానికి వెళ్లిపోయింది.","The place after this one."
"7","00:02:10,714","00:02:14,301","మేము చిన్నపిల్లలం కాబట్టి తనకి నచ్చలేదేమో అని, అందుకే తను కిందికి చూస్తుందేమో అని అనుకున్నాను.","I worried she was looking down and didn't like us because we were young."
"8","00:02:14,384","00:02:15,677","**[NO TELUGU MATCH FOUND]**","[giggling]"
"9","00:02:15,761","00:02:17,137","విగ్గిన్స్ ఏడవ బ్యాప్టిస్ట్","**[NO ENGLISH MATCH FOUND]**"
"10","00:02:17,221","00:02:20,641","జీవితమంటే ఆహారం తప్ప ఇంకేం లేదా, శరీరం అంటే గుడ్డలు కప్పుకోవడానికే ఉందా?","**[NO ENGLISH MATCH FOUND]**"
"11","00:02:20,724","00:02:21,934","మ్యాథ్యూ 6:25","**[NO ENGLISH MATCH FOUND]**"
"12","00:02:26,688","00:02:27,773","**[NO TELUGU MATCH FOUND]**","[radio chatter]"
"13","00:02:53,465","00:02:55,717","**[NO TELUGU MATCH FOUND]**","[faint chattering]"
"14","00:03:48,395","00:03:50,898","**[NO TELUGU MATCH FOUND]**","[chattering]"
"15","00:04:03,660","00:04:05,420","**[NO TELUGU MATCH FOUND]**","- [buzzer sounds] - [door mechanism rattling]"
"16","00:04:21,011","00:04:22,679","**[NO TELUGU MATCH FOUND]**","[radio chatter]"
"17","00:04:27,809","00:04:28,810","**[NO TELUGU MATCH FOUND]**","[door closes]"
"18","00:04:28,894","00:04:30,938","**[NO TELUGU MATCH FOUND]**","[footsteps approaching]"
"19","00:04:34,107","00:04:35,442","డాక్టర్ జికర్మన్ ఎక్కడ?","Where's Dr. Zicherman?"
"20","00:04:39,571","00:04:40,697","ఏవండి.","Excuse me."
"21","00:04:42,115","00:04:43,325","డాక్టర్ జికర్మన్ ఎక్కడ?","Where's Dr. Zicherman?"
"22","00:04:44,618","00:04:45,827","సెలవులపై వెళ్లాడు.","He's on vacation."
"23","00:04:47,704","00:04:48,914","నీకు చెప్పలేదా?","He didn't tell you?"
"24","00:04:51,166","00:04:52,167","లేదు.","No."
"25","00:04:52,251","00:04:54,753","సాధారణంగా అలా అతను చేయడే.","[scoffs] That seems so unlike him."
"26","00:04:55,587","00:04:57,714","నువ్వు అతడిని ప్రతీ మంగళవారం కలుస్తావా?","Uh, do you see him every Tuesday?"
"27","00:04:58,549","00:04:59,591","లేదు, కేవలం…","No, just..."
"28","00:05:00,092","00:05:02,427","మామూలుగా అన్నమాట.","Uh, just, you know."
"29","00:05:03,804","00:05:06,014","మామూలుగా అంటే?","No, I don't know. [chuckles]"
"30","00:05:08,600","00:05:09,810","నాకు అవసరం వచ్చినప్పుడే కలుస్తాను.","Just if I need to."
