"Index","Start Time","End Time","Telugu Text","Mapped English Text"
"1","00:01:22,416","00:01:24,501","**[NO TELUGU MATCH FOUND]**","[inmates chattering]"
"2","00:01:45,147","00:01:46,398","మొదటి వారం ఎలా గడిచింది?","How was week one?"
"3","00:01:47,733","00:01:50,319","నీ యెంకమ్మ!","Motherfucker! [shouts]"
"4","00:01:50,402","00:01:52,487","**[NO TELUGU MATCH FOUND]**","[clamoring]"
"5","00:01:54,865","00:01:55,866","ఏమీ అర్థం కావట్లేదు.","Disorienting."
"6","00:01:59,786","00:02:00,996","పునరాలోచనలో పడ్డావా?","You having second thoughts?"
"7","00:02:04,208","00:02:05,292","అవును.","Nothing but."
"8","00:02:06,376","00:02:08,711","నా పరిస్థితి కూడా అదే.","Well, we're in the same boat."
"9","00:02:11,131","00:02:14,218","కానీ లారీ హాల్ స్థానం ఈ జైలే అని నాకు తెలుసు.","But I know the place for Larry Hall is here."
"10","00:02:14,801","00:02:16,553","అతను విడుదల కాకూడదు.","Never back out there."
"11","00:02:19,681","00:02:23,602","హాల్ ఉన్న యూనిట్ లోనే, అతని సెల్ కి ఎదురుగా ఉన్న సెల్ ని నీకు కేటాయించాను.","I've had you placed in Hall's unit. Directly across from his cell."
"12","00:02:25,604","00:02:27,356","ఆ యూనిట్ లో ఉన్న అందరూ ఏదోక మందులు వాడుతుంటారు.","Everyone in that unit is medicated."
"13","00:02:29,775","00:02:31,693","నీకు మనస్థాపాన్ని తగ్గించే మందును రాసిస్తున్నా.","I'm prescribing you an antidepressant."
"14","00:02:32,444","00:02:34,655","లేదంటే, నీపై అనుమానం కలుగుతుంది.","Otherwise, you'll arouse suspicion."
"15","00:02:36,365","00:02:37,866","నాకు ఏ సమస్యా లేదు.","There's nothing wrong with me."
"16","00:02:39,993","00:02:41,161","అందుకేనా జైల్లో ఉన్నావు!","Hence, prison."
"17","00:02:45,207","00:02:47,584","సరే. ఆ మాత్రలేవో ఇవ్వండి.","Fine. I'll take the fucking pills."
"18","00:02:50,462","00:02:52,422","ఇంకో విషయం, ఇక్కడికి అప్పుడప్పుడూ మాత్రమే వస్తూ పోతూ ఉండు.","Otherwise, you keep your visits to a minimum here."
"19","00:02:52,464","00:02:55,175","మరీ ఎక్కువ సార్లు వస్తే అనుమానం కలుగుతుంది.","Too many drop-ins will also arouse suspicion."
"20","00:03:00,806","00:03:03,559","**[NO TELUGU MATCH FOUND]**","[inmates chattering]"
"21","00:03:09,189","00:03:13,902","అత్యధిక శాతం జైళ్ళలో, కాలం గడిచేకొద్దీ ఏది ఎలా ఉంటుందో చెప్పేయవచ్చు.","[Dr. Zicherman] Most prisons grow predictable with time."
"22","00:03:13,986","00:03:15,612","మత్తుపదార్థాల సంబంధిత సామాగ్రికి అస్సలు అనుమతి లేదు","**[NO ENGLISH MATCH FOUND]**"
"23","00:03:15,696","00:03:17,531","మైదానం నుండి వారిని తీసుకెళ్లిపోవచ్చు","**[NO ENGLISH MATCH FOUND]**"
"24","00:03:18,657","00:03:19,992","అన్నిట్లో ఓ పద్ధతి ఉంటుంది.","They have a rhythm."
"25","00:03:21,702","00:03:23,620","**[NO TELUGU MATCH FOUND]**","[buzzer sounds]"
"26","00:03:24,830","00:03:27,165","**[NO TELUGU MATCH FOUND]**","[grunts, coughs]"
"27","00:03:27,249","00:03:30,335","స్ప్రింగ్ ఫీల్డ్ లో ఉండే ఏకైక పద్ధతి ఏంటంటే ఎప్పుడు ఏం జరుగుతుందో చెప్పలేకపోవడం.","[Dr. Zicherman] Springfield's only rhythm is unpredictability."
"28","00:03:35,257","00:03:38,510","**[NO TELUGU MATCH FOUND]**","[inmates clamoring]"
"29","00:03:39,136","00:03:43,015","అది నీకు చికాకును కలిగిస్తుంది. నీకు నిద్రను దూరం చేస్తుంది.","It'll wear on you. Affect your sleep."
"30","00:03:43,765","00:03:44,808","నీకు మనశ్శాంతి లేకుండా చేస్తుంది.","Your peace of mind."
"31","00:03:44,892","00:03:47,332","నా సెల్ లో ఇంతకు ముందు ఉన్న వ్యక్తికి అదే జరిగిందా?","Is that what happened to the guy who was in my cell before me?"
"32","00:03:52,941","00:03:56,278","అతనికి స్వీయ హాని చేసుకొనే ఆలవాటు ఉంది.","Previous inmate had a predisposition to self-harm."
"33","00:03:56,361","00:03:58,739","**[NO TELUGU MATCH FOUND]**","[grunting]"
"34","00:03:58,822","00:04:00,324","హేయ్, హేయ్! ఏం చేస్తున్నావు, బాసూ?","[guard] Hey, hey, hey! Come on, man!"
"35","00:04:00,407","00:04:02,993","సరే. ఇక నువ్వు బయలుదేరవచ్చు.","All right. That's all our time for today."
"36","00:04:06,496","00:04:07,623","ఆగండి.","Wait."
"37","00:04:08,457","00:04:12,419","ఎప్పుడైనా పరిస్థితులు పూర్తిగా తలకిందులైపోతే, మిమ్మల్ని కానీ, వార్డెన్ ని కానీ సంప్రదించడం ఎలా?","If things go completely south someday, how do I reach you or the warden?"
"38","00:04:12,503","00:04:14,421","నాతో మాట్లాడాలని అడిగేయ్.","You just demand to speak to me."
"39","00:04:15,464","00:04:17,173","మేము గార్డులను అడగడం వాళ్లకి నచ్చదు.","Guards don't like demands much."
"40","00:04:22,721","00:04:23,889","నీకు మంచి జ్ఞాపక శక్తి ఉందా?","How's your memory?"
"41","00:04:24,806","00:04:25,807","నా జ్ఞాపక శక్తి సూపర్.","Top-notch."
"42","00:04:26,517","00:04:30,103","612-5711.","612-5711."
