"Index","Start Time","End Time","Telugu Text","Mapped English Text"
"1","00:02:06,627","00:02:13,884","మన సోదరుడు స్వర్గమునకు పయనమైనాడు, అతని ఆత్మశాంతికై ప్రార్థన చేసేందుకు మనం ఇక్కడికి వచ్చాము.","[priest] And that is why we are here today, to pray for our brother whose body lies here in rest."
"2","00:02:13,967","00:02:26,647","ఎలాగైతే యేసు ప్రభువు మరణించాక మరలా ఉదయించి, తన తప్పులను పునీతం చేసుకున్నాడో, ఈయన కూడా ప్రభువు చెంత… మరణించి మరలా ఉదయించినాడు.","He has passed from death to life in the company of Lord Jesus, who died and rose to a new life… and is purified in all his faults."
"3","00:02:27,689","00:02:34,238","ప్రభువు ఈయన్ని స్వర్గమునకు ఆహ్వానించి పావనుల చెంత చోటు ఇచ్చేలా ప్రార్థిద్దాం. తథాస్తు.","And we pray God welcome him among all the saints of heaven. Amen."
"4","00:02:34,821","00:02:36,073","తథాస్తు.","[funeral guests] Amen."
"5","00:02:42,246","00:02:43,914","**[NO TELUGU MATCH FOUND]**","[swallows, sighs]"
"6","00:02:51,296","00:02:52,339","**[NO TELUGU MATCH FOUND]**","[sand scrapes]"
"7","00:02:57,553","00:02:58,554","**[NO TELUGU MATCH FOUND]**","[grunts]"
"8","00:03:04,893","00:03:06,019","**[NO TELUGU MATCH FOUND]**","[sighs]"
"9","00:03:46,852","00:03:48,061","లేయ్, లారీ.","[grave digger] Get up, Larry."
"10","00:03:50,147","00:03:53,192","-గ్యారీని తీసుకెళ్లవచ్చు కదా? -హా, నేనే వస్తా కదా?","- Why can't Gary come? - Yeah, why can't I come?"
"11","00:03:53,275","00:03:55,277","పక్కలో ఒంటేలు పోసేది, నువ్వా, గ్యారీనా?","[grave digger] 'Cause Gary don't wet the bed."
"12","00:03:55,360","00:03:57,237","బయటకు రావోయ్. పదా.","Get your ass out the door. Come on."
"13","00:04:11,084","00:04:15,506","కాంకకీ, ఇల్లినాయి","**[NO ENGLISH MATCH FOUND]**"
"14","00:04:16,507","00:04:18,132","**[NO TELUGU MATCH FOUND]**","[door opens]"
"15","00:04:19,468","00:04:20,677","**[NO TELUGU MATCH FOUND]**","[adult sniffs]"
"16","00:04:25,224","00:04:27,309","**[NO TELUGU MATCH FOUND]**","[adult sighs]"
"17","00:04:31,563","00:04:32,981","**[NO TELUGU MATCH FOUND]**","[child sighs]"
"18","00:04:34,441","00:04:35,984","హేయ్, బుడ్డోడా.","Hey, pal. [sighs]"
"19","00:04:36,068","00:04:37,152","హేయ్, నాన్నా.","Hey, Dad."
"20","00:04:38,612","00:04:40,113","నీకు ఇంకా ఆడాలనుందా?","You still want to do this?"
"21","00:04:43,575","00:04:44,785","నువ్వు పనికి వెళ్లాలి కదా.","You had to work."
