"Index","Start Time","End Time","Telugu Text","Mapped English Text"
"1","00:02:08,711","00:02:11,006","**[NO TELUGU MATCH FOUND]**","[engine starts]"
"2","00:02:40,410","00:02:41,620","**[NO TELUGU MATCH FOUND]**","[van door opens]"
"3","00:02:55,968","00:03:02,266","మారియన్, ఇల్లినాయి మార్చి 29, 1993","**[NO ENGLISH MATCH FOUND]**"
"4","00:02:58,262","00:02:59,805","**[NO TELUGU MATCH FOUND]**","[van door closes]"
"5","00:03:09,439","00:03:10,899","నీకు మహిళలంటే ఇష్టమా, జిమ్మీ?","[Lauren] Do you like women, Jimmy?"
"6","00:03:13,902","00:03:15,112","మీకేం అనిపిస్తోంది?","What do you think?"
"7","00:03:19,575","00:03:20,701","నాకు వాళ్లంటే ప్రాణం.","I love 'em."
"8","00:03:20,784","00:03:21,994","అవునా?","Yeah?"
"9","00:03:27,958","00:03:29,251","**[NO TELUGU MATCH FOUND]**","[clears throat]"
"10","00:03:32,796","00:03:34,298","వాళ్లలో నీకేం నచ్చుతుంది?","What do you like about them?"
"11","00:04:20,802","00:04:21,803","అన్నీ.","Everything."
"12","00:04:23,472","00:04:24,598","నాకు అక్కాచెల్లెళ్లు ఉన్నారు.","I got sisters."
"13","00:04:29,394","00:04:31,772","**[NO TELUGU MATCH FOUND]**","[sighs]"
"14","00:04:32,773","00:04:37,528","మహిళల్లో… మంచితనం ఎక్కువ ఉంటుంది.","Women are more… kind."
"15","00:04:38,820","00:04:41,949","ఒక మగవాడితో కన్నా నేను మహిళతోనే ఇంకా ఎక్కువ సరదాగా గడపగలను.","I can chill with a woman in a way I never could with a dude."
"16","00:04:44,743","00:04:47,079","నాలా ఉండగలను.","I can just be."
"17","00:04:48,872","00:04:50,582","కానీ నీకు వాళ్లలో నచ్చిన విషయాలేంటి?","But what do you like about them?"
"18","00:04:55,087","00:04:56,380","నాకు ఇది బాగా నచ్చింది.","I like this."
"19","00:05:00,008","00:05:08,100","తప్పకుండా జరుగుతుంది అని నేను చెప్పడం లేదు, కానీ… అవకాశమైతే ఉంది.","I'm not saying anything's gonna happen, but… possibility's there."
"20","00:05:10,102","00:05:12,020","నీకు మహిళల్లో నచ్చని విషయాలేంటి?","What don't you like about women?"
