"Index","Start Time","End Time","Telugu Text","Mapped English Text"
"1","00:00:13,680","00:00:15,682","**[NO TELUGU MATCH FOUND]**","[train clattering]"
"2","00:00:35,827","00:00:39,456","హాయ్.","Hi."
"3","00:00:51,134","00:00:53,345","**[NO TELUGU MATCH FOUND]**","[parent speaks Spanish]"
"4","00:01:00,561","00:01:03,480","**[NO TELUGU MATCH FOUND]**","[train conductor chattering]"
"5","00:01:15,242","00:01:17,578","కొకీ బార్","**[NO ENGLISH MATCH FOUND]**"
"6","00:01:48,567","00:01:49,943","కొకీ బార్","**[NO ENGLISH MATCH FOUND]**"
"7","00:01:49,193","00:01:51,195","**[NO TELUGU MATCH FOUND]**","[speaks Spanish]"
"8","00:01:52,029","00:01:53,780","**[NO TELUGU MATCH FOUND]**","[people on TV speaking Spanish]"
"9","00:01:54,698","00:01:57,159","నా తాళం చెవులు ఇక్కడే ఉన్నాయి కదా.","[in Spanish] Please tell me my keys are here."
"10","00:01:57,659","00:01:59,328","ఆ గిన్నెలో ఉన్నాయి.","In the fishbowl."
"11","00:02:10,214","00:02:14,801","నాకు కనబడట్లేదే... నేనే తీసుకొని అక్కడ పెట్టా.","I don't see them… They are there. I took them."
"12","00:02:17,137","00:02:18,889","ఉన్నాయి.","Here they are."
"13","00:02:20,098","00:02:21,725","కానీ అన్నీ లేవు.","But not all of them."
"14","00:02:21,808","00:02:23,977","ఏమో. నీ దగ్గర అవే ఉన్నాయి మరి.","[bar back] I don't know. That's what you had."
"15","00:02:31,318","00:02:32,945","**[NO TELUGU MATCH FOUND]**","- [speaks Spanish] - [bar back] Uh-huh."
"16","00:02:58,136","00:03:12,609","**[NO TELUGU MATCH FOUND]**","- [sighs] - [car horn honks] - [sniffs] - [engine starts]"
"17","00:03:12,693","00:03:14,570","**[NO TELUGU MATCH FOUND]**","[music plays on radio]"
"18","00:03:16,405","00:03:17,823","**[NO TELUGU MATCH FOUND]**","[music stops]"
"19","00:03:31,670","00:03:32,588","**[NO TELUGU MATCH FOUND]**","[engine starts]"
"20","00:03:32,671","00:03:34,673","**[NO TELUGU MATCH FOUND]**","[game beeping]"
"21","00:03:35,299","00:03:36,300","**[NO TELUGU MATCH FOUND]**","[Dan knocking]"
"22","00:03:36,383","00:03:38,760","-ఫ్రెడ్డీ. -నేను గేమ్ మధ్యలో ఉన్నాను.","- [Dan in English] Freddie. - I'm not pausing."
"23","00:03:40,470","00:03:41,972","వచ్చి తలుపు తెరువు.","[Dan] Open the door."
"24","00:03:42,055","00:03:44,892","**[NO TELUGU MATCH FOUND]**","[Dan speaks Portuguese]"
"25","00:03:49,146","00:03:50,480","**[NO TELUGU MATCH FOUND]**","[door opens]"
"26","00:03:57,738","00:03:59,072","**[NO TELUGU MATCH FOUND]**","[breathes heavily]"
"27","00:03:59,156","00:04:00,324","**[NO TELUGU MATCH FOUND]**","[speaks Portuguese]"
"28","00:04:06,205","00:04:07,206","**[NO TELUGU MATCH FOUND]**","[sighs]"
"29","00:04:08,624","00:04:12,711","ఇలాంటి చెత్తని నువ్వు వారాంతాల్లో మాత్రమే తినాలి.","[in Portuguese] You can only eat this junk on weekends."
"30","00:04:12,794","00:04:14,588","-ఇంట్లో అవి తప్ప ఇంకేమీ లేవు. -అది అబద్ధం.","- [in English] It's all we have. - It's not."
"31","00:04:16,632","00:04:17,798","ఇక పద. తయారవ్వు.","Come on. Get going."
"32","00:04:17,882","00:04:19,718","-స్కూలుకా? -మరి స్కూలుకే కదా?","- To go to school? - You have to go to school?"
"33","00:04:19,801","00:04:22,280","అవును, స్కూలుకి వెళ్లాలి. నేను ఆఫీసుకు వెళ్లాలి. నువ్వు స్కూలుకు వెళ్లాలి.","Yeah, you have to go to school. I go to work. You go to school."
"34","00:04:22,304","00:04:23,472","అదీ లెక్క.","That's the deal."
"35","00:04:23,555","00:04:24,848","అయినా నువ్వు ఆఫీసుకు వెళ్లట్లేదు కదా.","You weren't working though."
"36","00:04:27,226","00:04:28,560","నేను ఆఫీసు నుండే వస్తున్నా.","I... I was at the office."
"37","00:04:28,644","00:04:30,364","-అక్కడి నుండే నీకు కాల్ చేశా. -అది అబద్ధం.","- I called you from there. - No, you didn't."
"38","00:04:32,231","00:04:33,690","సరే.","[sniffs] Okay."
"39","00:04:34,399","00:04:36,568","సరే, ఫ్రెడ్డీ, నేను నీకు కాల్ చేయలేదేమో. నాకు తెలీదు.","Okay, Freddie, maybe I didn't. I don't know."
"40","00:04:36,652","00:04:38,946","అయినా కానీ నువ్వు స్కూలుకు వెళ్లాలి. నా మాట విను.","But you still have to go to school. Please."
"41","00:04:39,530","00:04:42,241","స్కూలుకు వెళ్దాం పద.","- [slaps thighs] - [speaks Portuguese] Let's go to school."
"42","00:04:43,825","00:04:45,118","నేను దింపుతాను.","I'll drop you off."
"43","00:04:45,619","00:04:46,620","హేయ్.","Hey."
"44","00:04:50,749","00:04:52,251","కారులో ఇది మర్చిపోయావా?","You leave this in the car?"
"45","00:04:52,334","00:04:53,544","అది నాది కాదు.","That's not mine."
"46","00:04:57,339","00:04:59,842","లోకో పఫ్స్","**[NO ENGLISH MATCH FOUND]**"
"47","00:05:44,011","00:05:47,264","**[NO TELUGU MATCH FOUND]**","[speaks Portuguese]"
"48","00:05:47,931","00:05:49,391","సరే. నీ మాటలు వినబడ్డాయి.","[Freddie] Yeah, okay. I heard you."
"49","00:05:49,474","00:05:54,146","**[NO TELUGU MATCH FOUND]**","[Dan speaks Portuguese]"
"50","00:05:55,731","00:05:56,940","ఒక్క నిమిషం. మనం లంచ్ చేసుకోవాలి.","Wait. We have to make lunch."
"51","00:06:01,028","00:06:03,822","నేను ఏదోకటి చేస్తాను. నీకు ఏం కావాలి?","[Dan] I'll fix something for you. What do you want?"
"52","00:06:37,147","00:06:39,149","లారెన్ బ్యూక్స్ రచించిన నవల ఆధారంగా రూపొందించబడింది","**[NO ENGLISH MATCH FOUND]**"
