"Index","Start Time","End Time","Telugu Text","Mapped English Text"
"1","00:00:06,006","00:00:10,010","**[NO TELUGU MATCH FOUND]**","[train approaching]"
"2","00:00:19,520","00:00:21,188","హోవర్డ్","**[NO ENGLISH MATCH FOUND]**"
"3","00:00:21,271","00:00:22,940","లిండెన్","**[NO ENGLISH MATCH FOUND]**"
"4","00:00:23,023","00:00:27,027","**[NO TELUGU MATCH FOUND]**","[""Lucky Number"" playing]"
"5","00:00:54,179","00:00:55,180","2బీ","**[NO ENGLISH MATCH FOUND]**"
"6","00:00:54,179","00:00:57,391","**[NO TELUGU MATCH FOUND]**","[song continues on speakers]"
"7","00:00:57,474","00:00:58,892","**[NO TELUGU MATCH FOUND]**","[dog barking]"
"8","00:00:59,518","00:01:00,894","**[NO TELUGU MATCH FOUND]**","[mumbles]"
"9","00:01:01,770","00:01:04,272","అమ్మ, సౌండ్ తగ్గించవా?","[sighs] Mom, can you turn the music down?"
"10","00:01:04,690","00:01:06,775","అమ్మా, సౌండ్ తగ్గించు.","- Mom, turn the music down. - Hmm. [gasps]"
"11","00:01:06,859","00:01:08,443","నువ్వు ఎప్పుడు వచ్చావు?","When the fuck did you sneak in?"
"12","00:01:09,027","00:01:10,028","ఇక్కడికి వచ్చావే?","Why are you at my place?"
"13","00:01:10,112","00:01:12,447","మా బిల్డింగులో మళ్లీ నీటి సరఫరాని నిలిపివేశారు.","They turned the water off in my building again."
"14","00:01:12,531","00:01:14,116","షోకి ముందు స్నానం చేద్దామని వచ్చా.","I needed a shower before the show."
"15","00:01:14,825","00:01:17,786","ఇంకో విషయం, నువ్వు ఏసీ కొనుక్కోవాలి.","Um, also, you need to buy some more conditioner."
"16","00:01:17,870","00:01:19,806","నువ్వు టోక్యోని నడకకు తీసుకెళ్ళలేదు కదా?","You didn't happen to take Tokyo for a walk, did you?"
"17","00:01:19,830","00:01:21,748","లేదు. కానీ దానికి ఆహారం పెట్టా.","Um, no. But I fed her."
"18","00:01:22,958","00:01:24,543","అమ్మా, కుక్కకి పిజ్జాలు పెట్టకూడదు.","Mom, you cannot feed the dog pizza."
"19","00:01:24,626","00:01:26,420","ఎందుకు? అది ఆవురావురు మంటూ లాగించేస్తుంది.","Why? She likes it."
"20","00:01:26,503","00:01:29,131","సరే. పిజ్జా పెట్టనులే. కోపం తెచ్చుకోకు. ఇక నేను బయలుదేరుతున్నా.","All right. No pizza, no pizza. Don't freak out. I'm leaving."
"21","00:01:29,214","00:01:32,235","స్టీవ్ సౌండ్ చెక్ చేస్తున్నాడు. వాడు దేనైన్నా నాశనం చేయకముందే నేను అక్కడ ఉంటే మంచిది.","Steve is rolling sound check. I gotta get there before he fucks up the inputs."
