"Index","Start Time","End Time","Telugu Text","Mapped English Text"
"1","00:00:03,003","00:00:05,255","**[NO TELUGU MATCH FOUND]**","[workers chattering in Polish, Swedish]"
"2","00:00:12,971","00:00:15,307","**[NO TELUGU MATCH FOUND]**","[chattering continues]"
"3","00:00:15,891","00:00:19,478","లేక్ వ్యూ, చికాగో","**[NO ENGLISH MATCH FOUND]**"
"4","00:00:19,561","00:00:22,606","**[NO TELUGU MATCH FOUND]**","[chattering continues]"
"5","00:00:44,002","00:00:47,339","**[NO TELUGU MATCH FOUND]**","[shouting, laughter]"
"6","00:01:01,395","00:01:03,397","**[NO TELUGU MATCH FOUND]**","[rumbling]"
"7","00:01:41,226","00:01:42,352","హలో?","Hallå?"
"8","00:01:44,188","00:01:46,440","హలో?","Hallå? [speaks Swedish]"
"9","00:01:52,446","00:01:53,447","హలో?","Hallå?"
"10","00:01:54,740","00:01:55,782","**[NO TELUGU MATCH FOUND]**","[speaks Swedish]"
"11","00:02:46,583","00:02:48,961","ఇదంతా ఇక నీ సొంతం","**[NO ENGLISH MATCH FOUND]**"
"12","00:03:39,344","00:03:41,471","**[NO TELUGU MATCH FOUND]**","[panting]"
"13","00:03:42,139","00:03:44,308","**[NO TELUGU MATCH FOUND]**","[dog growls]"
"14","00:03:53,192","00:03:55,068","**[NO TELUGU MATCH FOUND]**","[dog growling]"
"15","00:04:02,284","00:04:05,245","**[NO TELUGU MATCH FOUND]**","[growling continues]"
"16","00:04:05,329","00:04:06,455","శాంతించు.","Easy."
"17","00:04:10,918","00:04:11,919","ఎక్కడి నుండి వచ్చావు?","Where'd you come from?"
"18","00:04:15,714","00:04:18,175","**[NO TELUGU MATCH FOUND]**","[breathing heavily]"
"19","00:04:19,593","00:04:21,512","**[NO TELUGU MATCH FOUND]**","[growling continues]"
"20","00:04:27,392","00:04:28,894","ఇది చూశావా? వెళ్లి తీసుకురాపో.","See this? Huh? Go get it."
"21","00:04:28,977","00:04:31,605","**[NO TELUGU MATCH FOUND]**","[dog barking, snarling]"
"22","00:05:10,602","00:05:12,729","లారెన్ బ్యూక్స్ రచించిన నవల ఆధారంగా రూపొందించబడింది","**[NO ENGLISH MATCH FOUND]**"
"23","00:05:20,988","00:05:22,447","నిజానికి, వాడు ఇక్కడికి రావాలి.","He should've been here."
"24","00:05:23,073","00:05:25,534","రికార్డింగ్ విన్నావు కదా. అది ఈ రోజే జరగాలి కదా?","You heard the recording. When else could it have been?"
"25","00:05:26,118","00:05:28,704","ఏమో, నాకు ఏమీ అర్థం కావట్లేదు, నేను ఏం విన్నానో ఏమో.","I don't know. I don't know what I heard anymore."
"26","00:05:29,580","00:05:31,707","ఇప్పుడు నేను ఏం చేయాలి?","What am I supposed to do now? [breathes heavily]"
"27","00:05:38,380","00:05:41,049","జిన్-సుక్ గ్వాన్సన్ ఇప్పుడు నువ్వు ఇక్కడ ఉంటున్నావు.","[Kirby] This is where you live now."
"28","00:05:41,133","00:05:42,551","నేను కాలేజీలో చదువుతున్నప్పుడు అక్కడ ఉండేదాన్ని.","That was my place in grad school."
"29","00:05:42,634","00:05:44,011","నువ్వు ఇక్కడ పని చేస్తున్నావు.","This... This is where you work."
"30","00:05:44,094","00:05:46,763","ఫర్మీ నేషనల్ ఏక్సెలరేటర్ ల్యాబొరేటరీ నేను ""మెకానికల్ టెక్నీషియన్""నా?","I'm a ""mechanical technician""?"
"31","00:05:46,847","00:05:48,765","రేపు అక్కడికి వెళ్తే, నీకే తెలుస్తుంది.","You'll find out when you show up tomorrow."
"32","00:05:50,058","00:05:51,059","ఆ పని నేను చేయలేను.","I can't do that."
"33","00:05:51,143","00:05:56,166","తప్పదు. నువ్వు ఇంటికి కానీ, ఆఫీసుకి కానీ వెళ్లకపోతే, నీకోసం ఎదురు చూసేవారు పోలీసులకి కాల్ చేస్తారు.","You have to. If you do not go home or you do not go to work, whoever is expecting you, they will call the police."
"34","00:05:56,190","00:05:59,484","నువ్వు ఏం జరిగిందో వాళ్లకి చెప్పాలని చూస్తే, వాళ్లు నువ్వు చెప్పేది నమ్మరు.","And when you try to tell them what happened to you, they will not believe you."
"35","00:05:59,568","00:06:01,320","నిన్ను పిచ్చాసుపత్రిలో చేర్చుతారు.","They'll take you to the hospital."
"36","00:06:01,403","00:06:06,867","అలా నీకు జరిగిందా? ఇప్పుడు నువ్వు ఈ మనిషివి.","- Did that happen to you? - [breathes shakily] This is who you are now."
"37","00:06:08,160","00:06:09,912","నువ్వు ఇలాగే బతకాలి.","This is who you have to be."
"38","00:06:09,995","00:06:13,498","నువ్వు చేయగలవు. నేను చాలాసార్లు చేశా.","You can do this. I have many times."
"39","00:06:15,250","00:06:17,920","-ఎక్కడికి వెళ్తున్నావు? -కంగారుపడకు, ఏమీ కాదు.","[breathes shakily] Where are you going? [Kirby] It's gonna be okay."
"40","00:06:30,182","00:06:31,475","మీకేం కావాలి?","Can I help you?"
"41","00:06:33,227","00:06:34,478","డాన్ వెలాజ్కెజ్ ఉన్నాడా?","Is Dan Velazquez here?"
"42","00:06:35,145","00:06:37,189","మన్నించాలి, అతనెవరో నాకు తెలీదు.","[resident] I'm sorry. I don't know who that is."
"43","00:06:37,272","00:06:38,398","ఇదే అతని ఇల్లు.","He lives here."
"44","00:06:38,482","00:06:40,275","కానీ ఇప్పుడు కాదు. క్షమించాలి.","He doesn't anymore. Sorry."
"45","00:06:41,527","00:06:44,404","మీరు ఎంత కాలం నుండి ఇక్కడ ఉంటున్నారు? నేను వెళ్లిపోతాను. ఈ ఒక్క ప్రశ్నకు సమాధానం చెప్పండి చాలు.","How long have you lived here? I'll leave. Just tell me how long."
"46","00:06:44,905","00:06:45,906","కొన్నేళ్ల నుండి.","A few years."
"47","00:06:45,989","00:06:47,616","-మీకు పోస్ట్ ఏమైనా వస్తుందా? -వస్తుంది.","- Do you get mail? - Yeah."
"48","00:06:47,699","00:06:51,203","మీకు కాదు, మీకు ముందున్న యజమానికి. ఉత్తరాలు, బిల్స్ లాంటివేవైనా.","No, something from the previous owner. Letters, bills, anything like that?"
"49","00:06:51,286","00:06:53,705","లేదు, ఎవరికో వచ్చిన బిల్స్ ని నేను ఉంచుకోను.","No, I didn't keep some random guy's bills."
"50","00:06:55,290","00:06:56,291","అంతేనా?","Is that all?"
"51","00:06:57,417","00:06:58,418","హా.","Yeah."
"52","00:07:12,474","00:07:14,017","**[NO TELUGU MATCH FOUND]**","[elevator bell dings]"
"53","00:07:22,526","00:07:23,694","**[NO TELUGU MATCH FOUND]**","[door clatters]"
"54","00:07:26,697","00:07:28,991","**[NO TELUGU MATCH FOUND]**","[line rings]"
"55","00:07:29,658","00:07:30,659","హలో?","[person on phone] Hello?"
"56","00:07:31,159","00:07:33,871","హేయ్. రేచల్ ఉందా?","Hey. Um, is Rachel there?"
"57","00:07:33,954","00:07:34,955","ఎవరు?","[person on phone] Who?"
"58","00:08:13,327","00:08:15,037","**[NO TELUGU MATCH FOUND]**","[sniffs, sighs]"
"59","00:08:15,120","00:08:16,663","శుభోదయం, కిర్బీ.","Morning, Kirby."
"60","00:08:18,665","00:08:19,666","**[NO TELUGU MATCH FOUND]**","[grunts]"
"61","00:08:21,627","00:08:25,088","క్షమించాలి. నిన్న పొద్దుపోయేదాకా పని చేశా, ఇక్కడే నిద్రపోయాను.","[grunts] Sorry. I was working late, and I crashed here."
"62","00:08:25,797","00:08:26,924","సరే.","Okay."
"63","00:08:27,007","00:08:28,800","**[NO TELUGU MATCH FOUND]**","[breathes heavily]"
"64","00:08:40,270","00:08:41,270","**[NO TELUGU MATCH FOUND]**","[sighs]"
"65","00:08:46,360","00:08:49,988","**[NO TELUGU MATCH FOUND]**","[wheels rolling]"
"66","00:08:54,326","00:08:59,790","లేదు, అలా అని నాకు అనిపించట్లేదు… ఏంటి? హా, నేను… కిర్బీ.","[Clarence] No, I don't think... [speaks indistinctly] What? Yeah, I… [Jack] Kirby."
"67","00:09:01,542","00:09:03,669","నీ క్లిప్స్ కి చాలా సమయం తీసుకున్నానని తెలుసు, కానీ వాటన్నింటినీ సేకరించాను.","I know your clips took forever, but I have them."
"68","00:09:03,752","00:09:06,213","నిజమే చెప్తున్నా. బర్విన్ దొంగతనాలకు సంబంధించినవి ఇందులో ఉన్నాయి.","I... I promise. The Berwyn robberies. Here."
"69","00:09:09,341","00:09:11,426","సన్-టైమ్స్ రిపోర్టర్: కిర్బీ మాజ్రాచీ","**[NO ENGLISH MATCH FOUND]**"
"70","00:09:11,510","00:09:12,928","విషయం: బర్విన్ దొంగతనాలు","**[NO ENGLISH MATCH FOUND]**"
"71","00:09:14,012","00:09:16,139","సరే. థ్యాంక్యూ.","[sighs] Right. Thank you."
"72","00:09:16,640","00:09:18,267","ఇక నేను దీన్ని తీసుకోనా?","Mind if I take this back?"
"73","00:09:18,350","00:09:19,351","తప్పకుండా.","Of course."
"74","00:09:20,644","00:09:21,645","**[NO TELUGU MATCH FOUND]**","[sighs]"
"75","00:09:26,358","00:09:27,442","శుభోదయం, కిర్బీ.","Morning, Kirby."
"76","00:09:32,948","00:09:34,825","**[NO TELUGU MATCH FOUND]**","[Kirby sighs]"
"77","00:09:41,832","00:09:44,126","-హేయ్, డాన్ ఎక్కడ? -ఎవరు?","- Hey, where's Dan? - Who?"
"78","00:09:45,085","00:09:46,086","**[NO TELUGU MATCH FOUND]**","Um..."
"79","00:09:46,837","00:09:50,340","క్లారా మెయిసర్ పోలీస్ రిపోర్ట్ గురించి పోలీసు వాళ్లకి కాల్ చేశావా?","Did you contact CPD about the Klara Meiser police report?"
"80","00:09:50,424","00:09:53,010","""మెయిసర్""నా? అది నాకు గుర్తు లేదే.","""Meiser""? I don't remember that."
"81","00:09:53,510","00:09:55,070","జూలియా మాద్రిగల్ కి కేసులో బ్యాక్ గ్రౌండ్ కోసం.","The background on... on Julia Madrigal."
"82","00:09:55,095","00:09:57,389","ఒక్క నిమిషం… ""మెయిసర్,"" అది అనుమానితుని పేరా?","Wait... Uh, ""Meiser,"" that's the suspect's name?"
"83","00:09:57,472","00:10:00,350","నేను ఇంకెవరో అనుకున్నానే. హా, పావెల్ బానిక్.","I thought it was something else. Yeah, Pawel Banik."
"84","00:10:00,434","00:10:02,477","ఈ వారంకల్లా డిస్ట్రిక్ అటార్నీ వాళ్లు ఒప్పందాన్ని ముగించవచ్చని అన్నారు.","The DA's expecting to finalize the plea this week."
"85","00:10:03,145","00:10:04,539","ఏంటి… అతను నేరాన్ని ఒప్పుకుంటున్నాడా?","The... He's... He's pleading guilty?"
"86","00:10:04,563","00:10:07,274","అతనికి లాభమేలే. పోలీసులు ఏం చేసైనా కేసును మూసేయాలనుకుంటున్నారు.","[Bertie] He got a good deal. The police just wanted to close it up."
"87","00:10:07,357","00:10:08,442","మరి ఇతర మహిళల సంగతేంటి?","What about the other women?"
"88","00:10:09,109","00:10:10,545","నీకు ఇంకేమైనా విషయాలు తెలిశాయా?","[stammers] Have you heard something else?"
"89","00:10:10,569","00:10:13,030","-బానిక్ ఇంకొంత మందిని కూడా చంపాడా? -అతను కాదు.","- Does Banik have other victims? - No, it isn't him."
"90","00:10:13,113","00:10:14,153","ఏం అంటున్నావు నువ్వు?","[Bertie] What do you mean?"
"91","00:10:15,115","00:10:17,618","ఇంకా వేరే మహిళలు కూడా ఉన్నారు. మనం… దాన్ని కవర్ చేయడం లేదు ఎందుకు?","There... There are other women. Why... Are we not covering it?"
"92","00:10:18,368","00:10:20,037","ఏబీ సమావేశం గదిలోకి వచ్చేసింది.","Abby's already in there, guys."
"93","00:10:20,120","00:10:24,833","నీ దగ్గర ఏమైనా ఆధారాలుంటే, సమావేశంలో చెప్పు.","Um. Uh... Whatever lead you have, you should probably bring it up."
"94","00:10:27,753","00:10:29,421","కిర్బీ, వస్తున్నావా?","[Bertie] Kirby, you coming?"
"95","00:10:35,177","00:10:36,220","**[NO TELUGU MATCH FOUND]**","[sighs]"
"96","00:10:42,768","00:10:44,579","జెఫ్, రిగ్లీలో జరిగే ఆటకు ఆట తర్వాతి విశ్లేషణ చూసుకో.","[Abby] Jeff, I want you on postgame at Wrigley."
"97","00:10:44,603","00:10:47,003","ట్రాఫిక్ ని బట్టి నేను రెంటినీ కవర్ చేయగలను.","[Jeff] Yeah, I can probably cover both, depending on traffic."
"98","00:10:47,064","00:10:48,384","సరే. అది మరీ మేలు.","[Abby] Okay. Yeah, that's better."
"99","00:10:49,775","00:10:52,110","మీ ఇద్దరు చూస్తున్న వరదల ఫాలో అప్ కథనం ఎందాకా వచ్చింది?","And, uh, where are you two on the flood follow-up?"
"100","00:10:52,194","00:10:54,446","బీమా సంస్థల కామెంట్ కోసం వేచి చూస్తున్నాం.","We're waiting to hear back from the insurance companies."
"101","00:10:54,530","00:10:56,532","చూస్తుంటే, వాళ్లు క్లెయిమ్స్ ని తిరస్కరించేలా ఉన్నారు.","It looks like they're gonna deny the claims."
"102","00:10:56,615","00:10:58,455","నిన్న రాత్రి జరిగిన హత్యల గురించి ప్రాథమిక సమాచారాన్ని సేకరించాను.","I've got the rundown on last night's homicides."
"103","00:11:00,244","00:11:03,288","సరే మరి. వీటిలో దేన్నైనా కవర్ చేయాలనుకొనేవాళ్లు చేతులు ఎత్తండి.","All right. Raise your hand if anyone wants to jump in on any of these."
"104","00:11:03,789","00:11:06,625","""గ్రెగ్ హన్నమ్, ఇంటి గొడవ, నార్త్ హాల్స్టెడ్.","""Greg Hunnam, domestic dispute, North Halsted."
"105","00:11:06,708","00:11:10,712","ఆర్థర్ మోరిస్, బూస్టర్, ఫెయిర్ ఫ్యాక్స్ లో తుపాకీ తూటాకు బలయ్యాడు.","Arthur Morris, gunshot victim at Booster and Fairfax."
"106","00:11:11,213","00:11:12,589","ముఠా గొడవలు అయ్యుంటాయి.""","Likely gang-related."""
"107","00:11:12,673","00:11:15,300","-దాన్ని నేను కవర్ చేస్తాను. -సరే, తర్వాత ఎవరో చూద్దాం.","- [Clarence] I'll take that one. - All right, who's next?"
"108","00:11:15,384","00:11:16,760","""డాన్ వెలాజ్కెజ్""?","[Abby] ""Dan Velazquez""?"
"109","00:11:16,844","00:11:18,428","దేవుడా, డానా?","[senior reporter] No fucking way. Dan?"
"110","00:11:21,640","00:11:23,201","-ఏంటి? -ఏమైంది?","- What? - [senior reporter] What happened?"
"111","00:11:23,225","00:11:25,025","-ఎవరతను? -డాన్ ఇదివరకు ఇక్కడ పని చేసేవాడు.","- [Lakshmi] Who's he? - Dan used to work here."
"112","00:11:27,855","00:11:29,898","""అబ్జర్వర్"" నుండి నేనే అతడిని ఇక్కడికి తీసుకువచ్చాను.","[Abby] I brought him over from The Observer."
"113","00:11:29,982","00:11:31,441","మీలో చాలా మందికి అతను తెలియకపోవచ్చు.","Most of you probably don't know him."
"114","00:11:37,447","00:11:38,740","ఇలా జరిగి ఉండకూడదు.","Well, that's just wrong."
"115","00:11:38,824","00:11:40,909","ఏబీ, ఎక్కడ జరిగింది?","[senior reporter] Abby, where did it happen?"
"116","00:11:41,785","00:11:43,161","ఏదో ""సిడ్స్"" అనే బారులో.","Some bar. ""Sid's."""
"117","00:11:43,745","00:11:45,038","లేదు, అలా జరిగి ఉండకూడదు.","No, that's wrong."
"118","00:11:45,122","00:11:47,624","నేను అక్కడ కొన్ని షోలు చూశాను. అది అప్ టౌన్ స్క్వేర్ దగ్గర ఉంటుంది.","[reporter] I've seen shows there. It's near, uh, Uptown Square."
"119","00:11:48,333","00:11:49,459","కిర్బీ, నువ్వు బాగానే ఉన్నావా?","[Abby] Kirby, are you okay?"
"120","00:11:50,586","00:11:51,587","ఇతనెవరో నీకు తెలుసా?","Did you know him?"
"121","00:11:53,839","00:11:55,841","**[NO TELUGU MATCH FOUND]**","[breathing heavily]"
"122","00:12:12,274","00:12:13,775","**[NO TELUGU MATCH FOUND]**","[breathing shakily]"
"123","00:12:17,571","00:12:20,824","**[NO TELUGU MATCH FOUND]**","[breathing echoes]"
"124","00:12:21,658","00:12:23,118","కిర్బీ.","[echoing] Kirby."
"125","00:12:25,829","00:12:27,122","కిర్బీ?","Kirby?"
"126","00:12:28,332","00:12:29,333","నువ్వు బాగానే ఉన్నావా?","You okay?"
"127","00:12:33,253","00:12:35,380","**[NO TELUGU MATCH FOUND]**","[blues music playing]"
"128","00:12:36,673","00:12:45,224","లేదంటే… నా నుండి నా నుండి అంత దూరం వెళ్లిపోయేది కాదు","♪ Else… wouldn't have ♪ ♪ Gone so far from me ♪"
"129","00:12:49,770","00:12:51,271","**[NO TELUGU MATCH FOUND]**","[song ends]"
"130","00:12:53,941","00:12:54,942","హార్పర్.","Harper."
"131","00:12:56,151","00:12:57,319","**[NO TELUGU MATCH FOUND]**","[sniffs]"
"132","00:12:58,695","00:13:00,489","మంచి రోజే వచ్చినట్టున్నా. నన్ను గుర్తుపట్టావే.","I picked a good day. You remember me."
"133","00:13:00,572","00:13:03,450","ఏమంటున్నావు? నువ్వు నాకు ఎప్పుడూ గుర్తుంటావు కదా.","What do you mean? I always remember you."
"134","00:13:05,285","00:13:10,749","చూడు… నువ్వు నాకో విషయం చెప్పాలి.","Listen, uh… I need you to talk to me."
"135","00:13:13,669","00:13:19,424","స్పష్టంగా చెప్పాలి. లైట్స్ అని సోది కొట్టకూడదు.","Clear. None of the, um, horseshit about the lights."
"136","00:13:19,508","00:13:24,471","అవి ఎప్పుడూ ఇక్కడే ఉంటాయి. నువ్వు కూడా వాటి గురించి చెప్తావు.","Oh, they're always there. You would talk about them too."
"137","00:13:27,140","00:13:28,642","నువ్వు క్లారా గురించి ఎవరికైనా చెప్పావా?","You talk to people about Klara?"
"138","00:13:35,148","00:13:36,149","ఎవరి గురించి?","Who?"
"139","00:13:37,359","00:13:38,360","నీకు తెలుసు.","[Harper] You know."
"140","00:13:41,238","00:13:42,489","ఎవరి గురించి మాట్లాడుతున్నానో నీకు తెలుసు.","You know who I'm talking about."
"141","00:13:45,242","00:13:46,368","అవును.","Right."
"142","00:13:47,619","00:13:50,706","వీడియో టేపులో ఉన్న డాన్సరా?","Right, the dancer from the tape?"
"143","00:14:00,007","00:14:01,008","టేపు ఎక్కడ ఉంది?","What about the tape?"
"144","00:14:02,092","00:14:03,886","నేను…","I... Uh..."
"145","00:14:04,511","00:14:07,181","నీకు అది ప్యారిస్ గుర్తుకు తెప్పించింది కదా.","It reminded you too much of Paris."
"146","00:14:08,682","00:14:09,683","అది ఇక్కడ ఉందా?","Is it here?"
"147","00:14:11,351","00:14:12,603","వాళ్లకి ఇచ్చేశావా?","You give it to them?"
"148","00:14:20,569","00:14:22,738","-దేని కోసం వెతుకుతున్నావు? -టేపు కోసం.","- What are you looking for? - The tape."
"149","00:14:24,364","00:14:27,284","నువ్వు నా దగ్గరి నుండి తీసుకుంది. క్లారా ఉంది కదా, ఆ టేపు.","The one you took from me. The one with Klara."
"150","00:14:27,367","00:14:28,410","ఎవరు?","Who?"
"151","00:14:28,493","00:14:30,653","వద్దు. మళ్లీ మొదలుపెట్టకు. నేను ఇక్కడికి వచ్చింది అందుకే.","No, no. Don't start with that. That's why I came today."
"152","00:14:30,704","00:14:31,955","ఇవాళ చాలా మంచి రోజు.","Today is a good day."
"153","00:14:33,290","00:14:34,416","ఆ విషయం నాకు తెలుసు.","I know it is."
"154","00:14:35,501","00:14:37,669","నీకేం కావాలి? నీ టేపు నా దగ్గర లేదు.","What do you want from me? I don't have your tape."
"155","00:14:38,462","00:14:41,465","నీ దగ్గరే ఉంది. నీ దగ్గర ఉందని నాకు తెలుసు.","Yes. Yes, you do. You do. I know you have it."
"156","00:14:44,510","00:14:46,053","దాన్ని నువ్వు ఒకరికి ఇస్తావు.","And you're gonna give it to someone."
"157","00:14:47,137","00:14:48,805","దాని ఆధారంగానే వాళ్లు నేనెవరో తెలుసుకుంటారు.","And that's how they find me."
"158","00:14:49,389","00:14:52,601","కాబట్టి… అది నీ దగ్గర ఉందని నాకు తెలుసు.","So… I know that you have it."
"159","00:14:55,771","00:14:59,107","నా దగ్గర ఉన్నా, అది ఎక్కడ ఉందో నాకు తెలీదు.","If I do, I don't know where it is."
"160","00:15:02,528","00:15:04,196","**[NO TELUGU MATCH FOUND]**","Mm-hmm. Mm-hmm."
"161","00:15:04,279","00:15:07,324","**[NO TELUGU MATCH FOUND]**","[grunting, panting]"
"162","00:15:13,330","00:15:14,414","ఇక్కడ లేదు.","Fucking here."
"163","00:15:15,791","00:15:17,584","సరే మరి, లియో.","Okay. Okay, Leo."
"164","00:15:19,002","00:15:20,170","హేయ్, నన్ను చూడు.","Hey, look at me."
"165","00:15:21,463","00:15:22,464","హేయ్.","Hey."
"166","00:15:23,924","00:15:27,761","నువ్వు గుర్తు తెచ్చుకోవాలంతే. గుర్తు తెచ్చుకుంటే సరిపోతుంది.","You just need to remember. That's all. Just remember."
"167","00:15:29,012","00:15:31,390","అయితే నన్ను ఇంటికి తీసుకెళ్లు.","Then take me back to the house."
"168","00:15:33,934","00:15:34,977","అక్కడ ఉంటే నాకు బాగుంటుంది.","I'll be better there."
"169","00:15:35,060","00:15:40,023","నువ్వు… నువ్వు ఇక్కడ బాగానే ఉన్నావు.","You know… [chuckles] …you're doing fine here."
"170","00:15:41,400","00:15:42,401","నిజంగానే.","You are."
"171","00:15:45,153","00:15:47,573","నువ్వు ఒక్క నిమిషం ఆలోచించు చాలు. ఒకే ఒక్క నిమిషం ఆలోచించు.","You only need to think for a minute. Just for a minute."
"172","00:15:48,532","00:15:51,201","టేపు ఎక్కడ ఉంది?","Where is it? Where's the tape?"
"173","00:15:59,376","00:16:01,962","హార్పర్? నువ్వు ఎప్పుడు వచ్చావు?","Harper? When did you get here?"
"174","00:16:07,551","00:16:10,053","**[NO TELUGU MATCH FOUND]**","[inhales deeply, sighs]"
"175","00:16:13,765","00:16:14,766","ఏమైంది?","What happened?"
"176","00:16:17,227","00:16:18,228","డాన్ చనిపోయాడు.","Dan's dead."
"177","00:16:22,733","00:16:23,984","అందుకే, వాడు నిన్ను చంపడానికి రాలేదు.","That's why it wasn't you."
"178","00:16:27,154","00:16:29,448","నా దగ్గర ఉన్నవాటన్నింటినీ నేను పరిశీలించాను.","I went through everything I own last night."
"179","00:16:29,531","00:16:31,533","ఐడీలో ఉన్న చిరునామాకు వెళ్లావా?","You went to that address on the ID?"
"180","00:16:32,034","00:16:34,119","నేను కాలేజీలో చదివేటప్పుడు అక్కడే ఉండేదాన్ని.","It's the same place I lived in grad school."
"181","00:16:34,786","00:16:40,709","కానీ ఇప్పుడు నీకు దాడి జరిగిన తేదీ అయిన 15 మే, 1986 నుండి నేను కాలేజీకి వెళ్లడం ఆపేశానట.","But now I'm supposed to have dropped out on May 15th, 1986, the day of your assault."
"182","00:16:42,503","00:16:43,629","ఆ విషయం నీకెలా తెలిసింది?","How do you know that?"
"183","00:16:43,712","00:16:46,548","ఫోటోలు, పుస్తకాలు, బట్టలు, అన్నింటినీ పరిశీలించాను.","I went through photos, books, clothes."
"184","00:16:46,632","00:16:48,634","ఆ రోజు వరకూ అన్నీ ఒకేలా ఉన్నాయి.","It's all the same until that day."
"185","00:16:50,093","00:16:52,387","పార్టికల్స్ గురించి నీకు ఏం చెప్పానో గుర్తుందా?","Do you remember what I told you about particles?"
"186","00:16:52,471","00:16:56,642","అవి ఎలా ముడిపడి ఉంటాయో, అంటే అవి ఒక కనిపించని దారం ద్వారా ఎలా కనెక్ట్ అయ్యి ఉంటాయో అని చెప్పా కదా.","How sometimes they can become entangled, like there's a thread running through them, connecting them?"
"187","00:16:58,644","00:17:01,021","ఆ దారానికి ఇప్పుడు ముగ్గురం కనెక్ట్ అయ్యి ఉన్నాం అనుకుంటా.","Now I think there's three of us on that thread."
"188","00:17:02,856","00:17:04,233","ఆ దారం నుండి మనం ఎలా బయటపడగలం?","How do we get off of it?"
"189","00:17:04,900","00:17:09,488","ఒకరిని లేకుండా చేస్తే మిగలిన వారు ఆ దారం నుండి బయటపడవచ్చేమో.","Maybe if you remove one of the particles, the rest can break free."
"190","00:17:10,489","00:17:11,615","ఆ తర్వాత ఏం జరుగుతుంది?","And then what happens?"
"191","00:17:12,824","00:17:15,367","మనల్ని కనెక్ట్ చేసేది అతనే ఏమో.","He might be the one who's connecting us."
"192","00:17:16,286","00:17:18,204","కాబట్టి ఏం జరుగుతుందో నాకు తెలీదు.","So I don't know what'll happen."
"193","00:17:22,165","00:17:24,627","ఈ జీవితం నాకు వద్దు.","I don't wanna feel this way anymore."
"194","00:17:27,172","00:17:29,800","కాబట్టి, తర్వాత ఏం జరుగుతుందనేది నాకు అనవసరం.","So I don't care what happens next."
"195","00:17:36,181","00:17:37,558","ఎక్కడికి వెళ్తున్నావో గుర్తుందా?","You remember where you're going?"
"196","00:17:38,851","00:17:41,603","నేను నీ వెంటే వస్తున్నా.","Uh, I was following you."
"197","00:17:41,687","00:17:43,939","-అయితే నువ్వు నా ముందు ఎందుకు ఉన్నావు? -ఏమంటున్నావు నువ్వు?","- Then why are you ahead of me? - What do you mean?"
"198","00:17:45,315","00:17:46,942","మనం దగ్గరికి వచ్చేశామా? హా?","Are we close? Huh?"
"199","00:17:48,318","00:17:49,319","చాలా దగ్గరికి వచ్చేశాం.","Very close."
