"Index","Start Time","End Time","Telugu Text","Mapped English Text"
"1","00:00:05,839","00:00:09,927","**[NO TELUGU MATCH FOUND]**","[""You're Not Gonna Get it"" playing]"
"2","00:00:11,011","00:00:13,222","రికార్డింగ్","**[NO ENGLISH MATCH FOUND]**"
"3","00:00:35,077","00:00:37,162","**[NO TELUGU MATCH FOUND]**","[music fades]"
"4","00:00:39,373","00:00:41,093","పదండి! పదండి!","- [gunfire] - [soldier] Go! Go! Keep moving!"
"5","00:00:41,416","00:00:46,630","క్యాంటిగ్నీ, ఫ్రాన్స్","- [explosion] - [grunts]"
"6","00:00:45,337","00:00:47,673","**[NO TELUGU MATCH FOUND]**","[screaming continues]"
"7","00:00:48,507","00:00:50,634","పదండి! పదండి!","[soldier 2] Go! Go! Keep moving!"
"8","00:00:50,717","00:00:55,180","మాస్కులు వేసుకోండి, మాస్కులు ధరించండి!","- [soldiers screaming] - [breathes heavily] Mask on, boys, mask on!"
"9","00:01:00,060","00:01:01,478","**[NO TELUGU MATCH FOUND]**","[pants]"
"10","00:01:01,562","00:01:02,813","మాస్కులు వేసుకోండి!","[soldier] Mask on!"
"11","00:01:02,896","00:01:05,147","-ఎక్కడికి వెళ్తున్నావు? ఎక్కడికి? -నేను వెనక్కి వెళ్తున్నాను.","- Where you going? Where you going? - No, I'm going back."
"12","00:01:05,232","00:01:07,293","-హేయ్. నేను సాయపడతా ఆగు. మాస్క్. -లేదు, నేను వెనక్కి వెళ్లాలి.","- Hey. Let me help you. Mask. - No, I've gotta go back."
"13","00:01:07,317","00:01:09,152","మాస్క్! మాస్క్!","Mask! Mask!"
"14","00:01:10,863","00:01:14,074","సరే. నా పేరు లియో. నేను నీ వెనకే ఉంటా.","- Okay. - [breathes heavily] My name's Leo. I'll be right behind you."
"15","00:01:14,157","00:01:17,452","ముందుకు పద. ముందుకు పద. పద!","Keep forward. Keep forward. Go! Go! Go!"
"16","00:01:17,536","00:01:19,621","నేను నీ వెనకే ఉంటా.","I'll be right behind you."
"17","00:01:19,705","00:01:21,373","**[NO TELUGU MATCH FOUND]**","[soldiers grunting]"
"18","00:01:21,456","00:01:29,423","మాస్కులు వేసుకోండి!","- [high-pitched ringing] - [soldiers grunting] [soldier 2] Mask on! Mask!"
"19","00:01:34,511","00:01:37,097","**[NO TELUGU MATCH FOUND]**","[inhales deeply, coughs]"
"20","00:01:39,349","00:01:40,392","మాస్కులు వేసుకోండి!","[soldier 2] Mask on!"
"21","00:01:40,934","00:01:42,769","...మాస్కులు!","[soldier 2 speaks indistinctly] …mask."
"22","00:01:42,853","00:01:44,229","**[NO TELUGU MATCH FOUND]**","[incoming bomb whistling]"
"23","00:01:46,231","00:01:47,711","నీ మాస్క్ ఏది?","[breathes heavily] Where's your mask?"
"24","00:01:47,774","00:01:50,402","**[NO TELUGU MATCH FOUND]**","[soldier 3 coughs]"
"25","00:01:54,489","00:01:58,577","నాకు తూటా గాయమైంది. నన్ను ఇక్కడి నుండి తీసుకుపో. ఇక్కడి నుండి తీసుకుపో.","I've been shot. Take me back. Take me back!"
"26","00:02:01,496","00:02:03,415","వద్దు. దయచేసి, ఇలా చేయకు!","Stop. Stop it, please!"
"27","00:02:04,082","00:02:06,752","**[NO TELUGU MATCH FOUND]**","[groaning, muffled screaming]"
"28","00:02:11,715","00:02:14,218","**[NO TELUGU MATCH FOUND]**","- [grunting] - [gasping]"
"29","00:02:17,804","00:02:20,557","**[NO TELUGU MATCH FOUND]**","[panting]"
"30","00:02:51,171","00:02:53,173","లారెన్ బ్యూక్స్ రచించిన నవల ఆధారంగా రూపొందించబడింది","**[NO ENGLISH MATCH FOUND]**"
"31","00:03:01,515","00:03:04,351","**[NO TELUGU MATCH FOUND]**","[experimental jazz music playing]"
"32","00:03:50,230","00:03:53,150","**[NO TELUGU MATCH FOUND]**","[applause]"
"33","00:03:55,777","00:04:00,365","**[NO TELUGU MATCH FOUND]**","[speaking French]"
"34","00:04:02,993","00:04:04,995","**[NO TELUGU MATCH FOUND]**","[continues speaking French]"
"35","00:04:11,001","00:04:13,128","శుభరాత్రి!","Bonne nuit! [chuckles]"
"36","00:04:13,212","00:04:15,214","**[NO TELUGU MATCH FOUND]**","[soft music playing]"
"37","00:04:17,882","00:04:19,426","నిన్ను కనుక్కోవడానికి ఒక నిమిషం పట్టింది.","[Harper] Took me a minute to find you."
"38","00:04:20,135","00:04:22,763","అవును, నేను... నేను టీనీస్ నుండి వీలైనంత త్వరగా బయలుదేరి వచ్చేశా.","Yeah, I... I left Teenie's as soon as I could."
"39","00:04:24,431","00:04:25,516","నువ్వు ఎప్పుడు వచ్చావు?","When did you get back?"
"40","00:04:25,599","00:04:27,100","కాసేపటి కిందనే.","Little while ago."
"41","00:04:29,102","00:04:31,438","నువ్వు ఏం చేస్తూ ఉన్నావు? ఉత్త డాన్స్ యేనా?","What have you been doing? Just dancing?"
"42","00:04:32,648","00:04:35,734","హా. అప్పుడప్పుడూ ప్రయాణం చేస్తూ ఉంటాను.","Yeah. [chuckles] I was traveling a bit."
"43","00:04:35,817","00:04:38,695","నేను ఒక ట్రూప్ తో డాన్స్ చేస్తున్నా. మేము ఆర్ఫియమ్ సర్క్యూట్ లో ప్రదర్శించాం.","I was dancing with a troupe. We did the Orpheum Circuit."
"44","00:04:38,779","00:04:42,366","వావ్. మరి నువ్వు? యుద్ధం ఎలా ఉంది?","- Oh, wow. - [chuckles] And you? How was it?"
"45","00:04:43,742","00:04:48,914","అది... పత్రికల్లో రాస్తున్నట్టు మాత్రం ఉండదులే.","Oh, it's, uh... [sighs] It's not like how they write - in the papers. - Hmm."
"46","00:04:48,997","00:04:51,959","-వాళ్లు ఎప్పుడూ సైనికులతో మాట్లాడరు. -నేను మాట్లాడతాగా.","- They never actually talk to any soldiers. - [chuckles] Oh, I do."
"47","00:04:52,459","00:04:54,503","ఇంటికి వచ్చేటప్పుడు అందరికీ పతకాలు ఇచ్చేస్తారటగా.","I hear they just hand out medals on the ride home."
"48","00:04:55,254","00:04:56,255","నీకెన్ని ఇచ్చారేంటి?","How many did you get?"
"49","00:04:57,381","00:04:59,716","నన్ను ఇక్కడికి తీసుకుచ్చోరాంతే.","I just got the ride. [chuckles]"
"50","00:05:01,760","00:05:05,389","అక్కడ... అక్కడ పరిస్థితులు బాగాలేవటగా.","It sounded... sounded bad over there."
"51","00:05:06,515","00:05:07,850","నేను నీకు లేఖలు రాశాను.","I wrote you."
"52","00:05:09,518","00:05:12,479","నేను టీనీస్ దగ్గరికి వెళ్లినప్పుడు, వాటిని నీకు పంపామని...","Uh, when I stopped by Teenie's, they said that they, um..."
"53","00:05:12,563","00:05:13,856","వాళ్లు చెప్పారు.","They sent my letters on."
"54","00:05:16,358","00:05:17,568","కానీ నాకు ఏవీ రాలేదే.","I never got any."
"55","00:05:19,194","00:05:20,195","**[NO TELUGU MATCH FOUND]**","Oh."
"56","00:05:22,281","00:05:26,285","మరి ఈ రాత్రి, నా డాన్స్ దేని గురించి అనుకున్నావు?","So tonight, what did you think my dance was about?"
"57","00:05:28,203","00:05:30,831","నేను దేని గురించీ అని అనుకోలేదే.","[scoffs] I didn't know it had to be about anything. [sighs]"
"58","00:05:31,665","00:05:36,545","అది నెపోలియన్ మొదటి భార్య అయిన జోసెఫిన్ కథ.","[chuckles] It was the story of Josephine, the first wife of Napoleon."
