"Index","Telugu Text","Mapped English Text"
"1","కంపు కొట్టే చెత్త వెధవ.","Stinking sack of shit."
"2","దయచేసి అలాంటి భాష మాట్లాడకు.","Please don't use language like that."
"3","దయచేసి నీ సెక్రెటరీ తో సెక్స్ చెయ్యకు.","Please don't fuck your secretary!"
"4","సరే, పద. పద, వెళ్దాం.","Okay, come on. Let's go."
"5","లేదు, ఇంకా నేను అప్పుడే రాలేను. నేను వాడి తల నరికేయాలి!","No, I'm not ready. I still have to rip his head off!"
"6","కాదు, ఇప్పుడు కాదు. మనం చాలా దూరం వెళ్ళాలి.","No, not now. We have a long way to go."
"7","డేనియల్, సమయాభావం వలన నీ తలని నువ్వే నరుక్కో. నోరు, మూసుకో, మార్టీ. దయచేసి మర్యాదగా మాట్లాడు.","Daniel, in the interest of time, maybe you could rip your own head off. Fuck you, Marty. Please, watch language."
"8","ధన్యవాదాలు.","Thank you."
"9","నన్ను క్షమించు.","I'm sorry."
"10","నన్ను క్షమించు.","I'm so sorry."
"11","క్షమాపణ చెప్పాల్సిన అవసరం లేదు.","There's no need to apologize."
"12","నువ్విది ఎప్పుడో చేసి ఉండాల్సింది.","You should've done this years ago."
"13","నేను పెద్ద మూర్ఖురాలిని.","I am such an idiot."
"14","నువ్వు మూర్ఖురాలివి కాదు.","You're not an idiot."
"15","నువ్వు మా అందరిలానే దద్దమ్మవి.","You're just a schmuck like the rest of us."
"16","అవునా?","Right?"
"17","సరే, మీరందరూ ఒక సాహసం కోసం సిద్ధంగా ఉన్నారా?","All right, guys, you ready for an adventure?"
"18","పదండి వెళ్దాం.","Blast off."
"19","ఎవరికైనా రేడియో వినాలని ఉందా?","Would anyone like to listen to the radio?"
"20","నాకు వినాలనుంది.","I think I would."
"21","అధికారికంగా నాది ఈ ప్రపంచంలోనే అత్యద్భుతమైన పాడే స్వరం అని మీకు తెలుసా?","Did you guys know that I officially have the best singing voice in the world?"
"22","వినండి.","Listen."
"23","అబ్బా, అంకుల్ మార్టీ.",", no, Uncle Marty."
"24","దయచేసి ఆపండి. అబ్బా, ఆపండి.","Please stop. Come on, stop."
"25","వద్దు. అంకుల్ మార్టీ, ఆపండి.","No. Uncle Marty, stop."
"26","కుక్కలు ఓటు వేసినందుకు.","As voted on by dogs."
"27","అబ్బా, మార్టీ. కుక్కలా?","No, Marty. Dogs?"
"28","కుక్కలు ఓటు వెయ్యలేవు!","Dogs can't even vote!"
"29","నా చెవులు! నన్ను పెద్దగా పాడమంటారా? నేను పెద్దగా పాడగలను.","My eardrums! Want me to go higher? I can go higher."
"30","ప్లీజ్, పాడద్దు. వద్దు, వద్దు! మెల్లగా.","Please, just don't sing. No, no! Lower."
"31","సరే, ఎవరైనా నాతో కలిసి పెద్ద రాగాలు తీస్తారా?","Okay, someone join me in the high harmonies here."
"32","నాన్సీ, పాడు. నువ్వు పాడు. వద్దు.","Nancy, come on. You're up. Do not."
"33","సరే.","Okay."
"34","నేను లిండా రాన్స్టాడ్ లాంటివాడిని.","You got a regular Linda Ronstadt back there."
"35","అది బానే ఉంది. నా వంతు. నేను ఇంకా పైకి పాడగలను.","That's not bad. My turn, my turn. I can sing even higher."
"36","అది చాలా పెద్ద నింద. సరే, పాడు. పాడు,పెద్ద మనిషి.","That's quite an accusation. Okay, go ahead. Go for it, big shot."
"37","స్వరం చాలా పెద్దగా ఉంది. స్వరం చాలా పెద్దగా ఉంది.","That's very high. That's very high."
"38","వాన్ ట్రాప్ కుటుంబ గాయకుల కొత్త బృందం మన దగ్గర ఉంది.","We got the brand-new version of the von Trapp family singers here."
"39","మనకి కావలసిందల్లా ఒక సిస్టర్ ఇంకా కొంత మంది నాజీలు.","All we need is a nun and some Nazis."
"40","మనం ఆల్ప్స్ కేసి వెళ్దాము!","Let's head for the Alps!"
"41","ఆల్ప్స్ కేసి వెళ్దాము!","To the Alps!"
"42","అది బాగుందా? బాగుంది.","That sound good? Yeah."
"43","బాగుందా? బాగుంది.","Yeah? Yeah."
"44","అద్భుతం. అందరూ అద్భుతంగా పాడుతున్నారు. అవును.","Beautiful. Beautiful singing, everyone. Yes."
"45","బాగుంది. కానీ నా అంత బాగా కాదు. కానీ నా అంత బాగా కాదు.","Lovely. Not as good as me. Not as good as me."
