Index,Telugu Text,Mapped English Text
2,నువ్వు లోపలే ఉండాలి.,Shh! You have to stay in there.
9,హేయ్.,Hey.
10,నేను అక్కడ కూర్చుంటే పర్లేదా?,Do you mind?
11,"ఏంటంటే, ఈ మోకాలు వర్షం పడ్డాక బిగుసుకుపోతుంది.","It's just the old, , knee locks up after it rains."
12,కానీ వర్షం పడలేదే.,It didn't rain.
13,ఇక్కడ పడలేదులే.,", no, no. , not here."
14,ఇంకా పడలేదులే.,Not yet.
15,నువ్వు పెద్ద సర్కస్ సెటప్ చేసుకున్నట్టున్నావే?,"You, , make yourself a big top?"
16,"మరి, ఏంటి ఇవన్నీ?","So, , what's what?"
17,నువ్వు చెప్పకు. నేనే చెప్తాను.,"No, no. Don't tell me."
18,ఏంటిది? జెయింట్ వీల్?,What's this? Ferris wheel?
19,అవునా?,Yeah?
20,మరి ఇది?,"And, This?"
22,గాల్లో నడవడానికి తాడా?,Tight rope?
23,మరి ఇది ఏంటి?,", what about this?"
24,ఇది ఇదేంటి? ఇది పులా? సింహం.,"Huh? This must be Well, what's this? This is a Tiger? Lion."
25,సింహమా? దీన్ని ఎలా లొంగదీసుకోవాలో రింగ్ మాస్టర్ నేర్పాడా?,Lion? Ringmaster teach you how to tame him?
26,లేదా? బాబోయ్.,"No? , boy."
27,"అతను మంచి రింగ్ మాస్టర్ కాదేమో, ఏమంటావు?","What a shitty ringmaster he is, huh?"
28,నేను చూస్తానులే.,Here. Let's see.
30,ఓహో.,", yeah."
31,అవును. ఇది బయటకు వచ్చేయాలనుకుంటోంది.,Yeah. He wants out.
32,ఒక్క నిమిషం.,Here.
33,వచ్చేయ్.,Come on.
36,ఇదుగో.,There.
37,"మొదట, మనం దీని ప్రతిభను గుర్తిస్తాం, ఆ తర్వాత దాన్ని లాగేసుకుంటాం.","At first, we find its shine, and then we take it away."
40,"గుర్రాన్ని చూసి జనం ఎగబడి వచ్చేయరు కానీ, దాన్ని సులువుగా లొంగదీసుకోవచ్చు.","Now, a filly doesn't draw a crowd, but she's easier to break."
41,"నేను మళ్లీ వచ్చేదాకా, దీన్ని జాగ్రత్తగా ఉంచుకుంటావా?",Can you hold onto it for me until I come back?
42,నాకు ఇది అక్కర్లేదు.,I don't want it.
43,నువ్వు తీసుకుంటావు.,You'll take it.
44,అది ఎప్పుడూ జరిగేదే.,You always do.
55,"హాయ్, గ్రెండల్.","Hi, Grendel."
59,రాత్రి ప్రదర్శన బాగా జరిగిందా?,We'll also get some advice on how to talk to your children about this troubled world Did you go on last night?
60,జీసస్ లిజర్డ్ వాళ్లు ఎక్కువ సమయం తీసుకున్నారు.,Jesus Lizard went long.
61,నా స్లాట్ కూడా మింగేశారు.,Ate up my set.
62,నాకు ఇవన్నీ అక్కర్లేదు.,I don't need all this stuff.
63,"నీ కజిన్, బర్గర్ కింగ్ పాత కప్స్ లోనే తాగుతుంది.",Your cousin only drinks out of old Burger King cups.
64,"నువ్వు ఫ్లోరిడాకి వెళ్ళాక, ఇవి అవసరం అవుతాయి.",You're gonna want these when you get down to Florida.
65,"ఇంకో విషయం, నా సంపాదన మీదనే ఈ ఇంటి అద్దె నేను కట్టలేను.","You know, just so you know, I can't cover this place on my own."
66,కాబట్టి నీ గదిని అద్దెకి ఇచ్చేస్తాను.,I'm not holding your room for you.
68,"బయటకు వెళ్తే, పిల్లి కోసం ఆహారం తీసుకురా. బై, అమ్మా.","Buy cat food if you go out. Bye, Mom."
77,హేయ్.,", hey."
78,"సిటీ రికార్డులను అడిగాను కదా, అవి తెచ్చావా?",Did you get those city records I asked you to pull?
79,"డిస్ట్రిక్ మ్యాప్స్ లో పదవది, పదహారవది ఏవి?",Where's the tenth and 16th districting maps?
80,అవి సల్జర్ పబ్లిక్ లైబ్రరీ నుండి రావాలి. వచ్చే వారం నుండి వస్తాయట.,Those need to come from Sulzer Public. They said top of next week.
81,కానీ నువ్వు నీ రిక్వెస్ట్ ని మళ్లీ సమర్పించాలి. శుక్రవారమే నాకు ఇక్కడ ఆఖరి రోజు.,But you should resubmit the request. My last day's Friday.
82,నువ్వు వెళ్లిపోతున్నందుకు బాధాగా ఉంది.,Sorry we're losing you.
83,కిర్బీ. అవును.,Kirby. Right.
84,వాటిని తెచ్చే పనిని ఇంకెవరికైనా అప్పజెప్పవా?,Can you transfer the pickup to someone else?
86,నేను బయటకు వెళ్తున్నాను. నీకు ఏమైనా తేవాలా?,", I'm heading out. Do you need anything?"
