Index,Telugu Text,Mapped English Text
2,ఇవాళ మీరేమైనా సెంట్ కొట్టుకున్నారా?,You put on any perfume today?
3,మీ హెయిర్ స్టయిల్ మార్చడం లాంటివేమైనా చేశారా?,Wear your hair different? Anything like that?
4,అతను ముఖం ఇంకా సన్నగా ఉంటుంది. అలాగే గీస్తా. అలాగే గీస్తానులెండి.,His face was narrower. We'll get there. We'll get there.
5,మీరు మీ ఇంటికి వెళ్తున్నారు కదా. ఎప్పుడూ వెళ్లే మార్గంలోనే వెళ్ళారా?,You were on your way home. You go your usual route?
6,చూడండి. అతని గడ్డం ఇలా ఉంటుంది.,Look. His chin is like this.
7,చూశారా? దీన్ని త్వరగా చేసేయాలని అనుకుంటున్నారని అర్థమైంది.,See? I understand wanting to rush this along.
8,చిత్రం సరిగ్గా రావాలన్నదే నా తాపత్రయం.,I wanna make sure we sketch out the right man.
9,చూడండి.,Look.
10,అతని కళ్ల మధ్య ఇంత దూరం ఉంది. ఓ విషయం చెప్పనా?,His eyes were this far apart. You know what?
11,ఒకసారి కేటలాగ్ ని చూడండి. అవి లోపలికి ఉన్నాయి.,Let's look at the catalog. They were deep set.
12,ఒక్క నిమిషం మీరు నా మాట విని నేనే ఎలా చెప్తానో అలా గీయవచ్చు కదా?,Okay How about you listen to me and draw what I tell you to?
13,అతని కళ్ళు ఏ రంగులో ఉంటాయి?,What color were his eyes?
14,నీలం రంగు. రెండు వైపులా తెల్లగా ఉన్నాయా?,Blue. You saw the whites on both sides?
15,అవును.,Yes.
16,మరి అతని ముక్కు సంగతేంటి?,What about his nose?
17,కళ్లు ఇంకా సరిగ్గా రాలేదు.,The eyes aren't right yet.
18,"అవి దగ్గరగానే ఉన్నాయా? ఉన్నాయి, కానీ నేను ఇంకా.","Do they look close enough? Yeah, but I can help the."
19,మాకు కావలసింది అదే. ఈ చిత్రాలనేవి అచ్చం ఫోటోలలా రావు.,That's all that we want. The composite isn't a portrait.
20,"వీధిలో వీటిని అతికించినంత మాత్రాన, ఇతన్ని అందరూ గుర్తుపట్టేయలేరు.",Some stranger won't recognize him off the street.
21,అలా ఎప్పుడూ జరగదు. మరి నేను ఇక్కడికి వచ్చి ఏం లాభం?,That never happens. Then what am I doing here?
22,"అతని గురించి తెలిసినవాళ్ల నుండి మాకు సరిపడా వివరాలు కావాలంతే, తద్వారా వారు చిత్రాన్ని గుర్తుపట్టగలగాలి.","We just need enough details for someone who knows him, so they can recognize the sketch."
23,దీని వల్ల లాభం ఉండదు.,It won't work.
24,అతని గురించి ఎవరికీ తెలీదు.,No one knows him.
27,హలో?,Hello?
28,ఎవరైనా ఉన్నారా?,Somebody?
29,ఎవరైనా నాకు సాయపడగలరా?,"Can somebody help me, please?"
30,"నువ్వు అరవడం ఆపాలి, గురూ.","You going to cut that shit out, man."
31,ఎవరూ రారు.,"Okay, no one's coming."
32,నువ్వు ఇక్కడికి రాగలవా? నాకు సాయం చేయగలవా?,"Can you come over here? Can you give me a hand, please?"
33,నన్ను మంచానికి కట్టేశారు.,They strapped me down.
34,ఎవరో నీ చేతిని బాగా కోశారు.,You cut your flexor tendon.
35,ఎవరో నీపై బాగా దాడి చేసినట్టున్నారే?,"Somebody let loose on you, huh?"
36,బాగా గట్టిగా కట్టేశారా? అవును.,How tight are those things? Tight enough.
37,వీటిని వెంటనే తీసేయ్.,"Now, you you get 'em off me now."
38,నీ పేరేమీ లేదే. త్వరగా.,There's no name down for you. Come on now.
39,గుర్తింపు డాక్యుమెంట్ కూడా లేదే.,You don't have no ID.
40,దయచేసి వీటిని తీసేయ్.,"Please, take these off."
41,రెసీన్ లో స్పృహ తప్పి పడి ఉన్నావు నువ్వు.,They found you unconscious on Racine.
42,లోపల జేబులో డబ్బు ఉంది. తీసేసుకో. కానీ వీటిని తీసేయ్.,There's cash in the inside pocket. It's yours. Just come on.
43,నీ డబ్బును ఎవరో ఎప్పుడో కాజేశారు.,"Yeah, somebody already cleaned you out."
44,ఆ పారామెడిక్స్ దొంగ వెధవలు.,"Them paramedics, they are sneaky."
45,"హేయ్, వీటిని తీసేయ్ హేయ్, బాగానే ఉన్నావా? ఏం జరుగుతోంది?","Hey, take these fucking things Hey, you all right man? What's going on?"
46,నేను ఇక్కడ ఎంత సేపటి నుండి ఉన్నాను?,How long have I been here for?
47,నిన్న రాత్రి వచ్చావు. ఎక్కువ సేపు ఉంటే సాధారణంగా వాళ్ళని పైకి తరలిస్తారు.,You come in last night. They usually move the long-haulers upstairs.
48,ఎప్పుడు తీసుకువచ్చారు? ఎంత సేపటి నుండి ఉన్నాను? ఎన్ని గంటలు అయింది?,What time? How long? How many hours has it been?
49,"చూస్తుంటే, ఆంబులెన్స్ నిన్ను అర్ధరాత్రి ఎప్పుడో తీసుకువచ్చినట్టుంది.",It looks like the ambulance brought you in around midnight.
50,అబ్బా. నేను వెళ్లాలి. నేను వెళ్లాలి. వెళ్లిపోవాలి.,", shit. I gotta go. I gotta go. I gotta go."
51,నువ్వు వీటిని తీసేయాలి. నేను వెళ్లాలి.,You gotta get me outta here. I gotta get outta here.
52,ఇంటి నుండి నేను ఇంత సేపు బయట ఉండకూడదు.,I can't be away from the house this long.
53,"ఇంట్లో ఎవరైనా ఉన్నారా? నేను ఇంటికి వెళ్లాలి, లేదంటే నా బతుకు కూడా లియోలా అయిపోతుంది.",You got someone waiting for you? I need to go home or I'll end up like fucking Leo.
54,నేను వెంటనే ఇంటికి వెళ్లిపోవాలి. వెంటనే!,I need to go home now. I need to go home now!
55,"చూడు, నర్సులు నిన్ను కట్టేసి ఉంచారంటే బలమైన కారణమే ఉండుంటుంది.","Like, the nurses must have had good reason to strap you down."
56,"నువ్వు ఇప్పుడు నాకు సాయం చేస్తే, నేను చుప్ చాప్ గా వెళ్లిపోతా, కానీ నువ్వు కాకుండా వేరేవాళ్ల వలన నేను బయటకు వెళ్లాల్సి వస్తే, వెళ్లిపోయేటప్పుడు నీ బెడ్ దగ్గరకి వస్తా.","If you let me up now, I'm leaving. But if I have to wait for someone else, I'll be coming by your bed on the way out."
57,కాబట్టి వెంటనే వీటిని విప్పేయ్.,You take 'em off.
59,సరే. నన్ను మాత్రం ఏం చేయకు.,Fine. Do not swing at me.
60,ఈరోజు ఇప్పటికే నాకు చుక్కలు కనిపించాయి.,I dealt with enough bullshit today.
62,వద్దు. మనకి వద్దు.,Nope. No.
76,నేను తనతో మాట్లాడవచ్చా? తను ఎలా ఉందో చూడవచ్చా?,Can I talk to her? See if she's okay?
77,తను తన సామాను తెచ్చుకుంటోంది. త్వరలోనే వచ్చేస్తుంది.,She's getting her stuff. She'll be out here soon.
78,ఇప్పుడు తనపై దాడి చేసింది వాడే.,It's definitely the same guy.
79,తను కూడా అదే చెప్పింది.,That's what she said.
81,మీరు తను చెప్పేది అబద్దమని అనుకుంటున్నారు.,You think she's lying.
82,మిగతావాళ్ళందరూ ఏమైపోయారు? ఈ కేసుపై మీరు ఒక్కరే పని చేస్తున్నారా ఏంటి?,Where is everybody here? Y-You can't be the only person on this.
83,స్కెచ్ గీయడానికి కిర్బీ సాయం తీసుకుంటున్నాం. బార్ వద్ద ఇంకా పెట్రోల్ ఆఫీసర్లను ఉంచాం.,"We had Kirby in for a composite, we have patrol officers still at the bar."
84,గాయాలు కూడా కలగని దాడిలో నేను ఇంకేం చేయాలి?,I don't know how much more you want me to do for an assault with no injuries.
85,ఇది కేవలం ఒక దాడికి సంబంధించింది మాత్రమే కాదు.,It's not one assault.
86,దశాబ్దాలుగా అనేక మంది ఇతగాడి చేత హత్యకు గురయ్యారు.,It's multiple women dead over multiple decades.
87,"డిటెక్టివ్స్ కి తమ పాత నోట్స్ ని ఓసారి పరిశీలించమని చెప్పాను, పరిష్కృతం కాని కేసులని పరిశీలించమని చెప్పాను, కానీ ఎవరికీ.","Yeah, and I've got detectives reviewing their old notes, looking at all the old cold cases, and nobody."
88,ఏంటి?,What?
89,ఏమైంది?,What is it?
90,నిన్న రాత్రి దాడి చేసింది ఇతనేనా?,Is this from last night?
91,కిర్బీ చూసింది ఇతడినేనా?,Is this who Kirby saw?
92,ఏమైంది? అతను నీకెలా తెలుసు?,Why? How do you know him?
