"Index","Telugu Text","Mapped English Text"
"6","""వై యొక్క కొసైన్ ఎక్స్ తో సమానం, అప్పుడు ఎక్స్ యొక్క ఆర్క్ కొసైన్ ఏ విలోమ విలువకి సమానం అంటే"" కొసైన్, ఎక్స్ విలువ మీద ఆధారపడి ఉంటుంది, అది వై విలువకి సమానం. ఆహ్ హా.","""Cosine of Y is equal to X, then the arc cosine of X is equal to the inverse"" Cosine, function of X, which is equal to Y."
"7","ట్రిగనామెట్రీని కనిపెట్టనవాడు ఎవడో కానీ చాలా దుర్మార్గుడు.","You know, a very bad person invented trigonometry."
"8","హేయ్, ఈ రోజు స్కూల్ కి కారు డ్రైవ్ చేసుకుని వెళ్లచ్చా?","Hey, can I, Can I drive to school today?"
"8","అబ్బో.","Yikes."
"9","ఏంటి?","What?"
"9","నేను మంచి డ్రైవర్ ని.","I'm a good driver."
"9","సరే.","Okay."
"9","గుడ్ డే.","Have a good day."
"9","నువ్వు తీసుకువెళ్లడానికి కాఫీ.","Coffee to go."
"9","ఏంటి?","What?"
"9","థాంక్యూ.","Thank you."
"9","ఓహ్, దేవుడా.",", my gosh."
"9","నువ్వే నా హీరోవి.","You're my hero."
"9","మజా చేయి.","Have fun."
"9","సరే మళ్లీ కలుద్దాం.","See you guys later."
"10","నిన్ను డ్రైవింగ్ చేయనిస్తాలే.","I'll let you drive."
"10","థాంక్స్.","Thanks."
"11","హేయ్, రెడ్ లైట్.","Hey, red light."
"11","రెడ్ లైట్ రెడ్ లైట్! చార్లీ! హా.","Red ligh Red light! Charlie! Yeah."
"11","సారీ, నాన్నా.","Sorry, Dad."
"11","మరేం ఫర్వాలేదు.","It's okay."
"12","హేయ్, అయితే, స్కూల్ అయ్యాక క్లయింబింగ్ కి వెళ్తావా?","Hey, so, you wanna go for a climb after school?"
"13","అవును, నేను స్కూల్ అయ్యాక బ్రూక్స్ ఇంటికి వెళితే ఎలా ఉంటుందని ఆలోచిస్తున్నా.","Yeah, I was, , kinda thinking I might go over to Brooke's after school."
"13","అన్నట్లు, ఆమెతో స్నేహం ఎలా ఉంది?","How's that going with her, by the way?"
"14","నాకు తెలియదు.","I don't know."
"14","ఆమెకి చెప్పేయచ్చు కదా?","Why don't you just tell her?"
"15","తనంటే నీకు ఇష్టం అన్న సంగతి అయినా బ్రూక్ కి తెలుసా?","Does Brooke even know that you like her?"
"15","కానీ ఆమె డ్రూని ఇష్టపడితే ఏం చేయాలి?","What if she likes Drew?"
"16","అప్పుడు తనకి మంచి అభిరుచి లేదన్న విషయం నీకు అర్థం అవుతుంది. హేయ్. రేయన్ హోల్డర్ హేయ్, ఎక్కడ ఉన్నావు? ఇది చూడు. చార్లీ ఓ ఆండ్రెటీ. మీ నాన్నని కారులో తిప్పుతున్నావా? అవును, నేను స్కూలుకి డ్రైవ్ చేసుకుంటూ వెళ్తున్నా.","Then you know the score, that she has bad taste. Hey. Hey. Where are you? Have a look. Ooh, Charlie-o Andretti. You driving your old man around? Yeah, I was driving myself to school."
"17","ఓహ్, దేవుడా.",", God."
"17","జేసన్, ఇది చెప్పడానికి కాస్త ఇబ్బందిగా ఉంది, కానీ నేను పావియా విజేతగా నిలిచాను.","Jason, this is a little bit weird, but I won the Pavia."
"17","ఏంటి?","What?"
"17","నిజానికి నువ్వు గెలవాలి.","It should be you."
"17","అది నీకూ తెలుసు.","You know this."
"17","నాకు తెలుసు లేదు.","I know this Nah."
"17","ఇలా చూడు, బాబూ.","Come on, man."
"17","నువ్వు గెలిచినందుకు సంతోషంగా ఉంది.","I'm so happy for you."
"17","ఓహ్, చెత్త.",", shit."
"17","నేను వేరే ఫోన్ మాట్లాడాలి, కానీ నీతో మళ్లీ మాట్లాడతాను, ఈ రాత్రి మనం వేడుక చేసుకుందాం.","I gotta take this call, but I'm gonna hit you back, and we're gonna celebrate tonight."
"17","సరే.","Okay."
"17","అలాగే.","Yeah."
"17","ఓహ్, ఛ.",", sh."
"18","వాళ్ల గురించి కంగారుపడకు.","Don't worry about them."
"18","కేవలం నీ పని నువ్వు చేసుకో.","Just You do you."
"19","చెత్తవెధవ.","Asshole."
"19","అవును.","Yeah."
"23","అది ఏ బొమ్మ?","What's that supposed to be?"
"25","ఇది పిల్లి.","It's a cat."
"25","ఒక సీల్డ్ బాక్సులో పిల్లి ఉంది.","You have a cat in a sealed box."
"25","అలాగే ఆ బాక్స్ లో, ఒక విషపు సీసా కూడా ఉంది, ఒక సింగిల్ రేడియోధార్మిక అణువు ఇంకా.","And also in the box, we have a vial of poison, a single radioactive atom , and."
"26","ఒక గైగర్ కౌంటర్ ఉన్నాయి.","a Geiger counter."
