"Index","Telugu Text","Mapped English Text"
"4","బార్ మిట్జ్వా అబ్బాయి స్టేజ్ మీదకి వస్తాడా?","Can we have the bar mitzvah boy join us by the stage?"
"6","వాడు ఎక్కడున్నాడు?","Where the hell is he?"
"6","నాకు తెలియదు.","I don't know."
"8","మార్టీ.","Marty."
"8","మార్టీ, ఇది నేను.","Marty, it's me."
"8","నువ్వు ఇక్కడ ఉన్నావని నాకు తెలుసు.","I know you're in here."
"9","దయచేసి బయటకి రా.","Please come out."
"10","నేను రాను.","No."
"10","నాకు కడుపు నొప్పిగా ఉంది.","My tummy hurts."
"11","నువ్వు చేస్తున్నది ముగిస్తే, మనం లోపలికి వెళ్దాము.","Well, wrap up whatever you're doing, and let's go back in. Well, wrap up whatever you're doing, and let's go back in."
"12","హోరా అయిపోయింది.","You missed the hora."
"12","నాకు అనవసరం.","I don't care."
"13","అక్కడ చాలా మంది ఉన్నారు.","There's too many people."
"13","వాళ్ళందరూ నన్నే చూస్తున్నారు.","They're all looking at me."
"15","నీకు ఎన్ని బహుమతులు వచ్చాయో చూశావా?","Have you seen the pile of presents?"
"16","నువ్వు ఇంకో గంట కళ్ళు మూసుకున్నావంటే, నువ్వొక ఫౌంటెన్ పెన్ దుకాణం తెరుచుకోవచ్చు.","You could start a fountain pen store if you just get through the next hour."
"17","మనం కొవ్వొత్తులు వెలిగించి, కొంచెం కేక్ తిని, అమ్మమ్మ ఫ్లోతో ఒక డాన్స్ చేసి ఇక్కడి నుంచి వెళ్ళిపోదామా?","How about we light the candles, have a little cake, do a dance with Grandma Flo, and get out of here?"
"18","నేను నీ పక్కనే ఉంటాను.","I'll be with you the whole time."
"18","నేను మాట ఇస్తున్నాను.","I promise."
"19","అద్భుతం.","Fantastic."
"19","నువ్వు ఇలా వస్తావా?","Would you get over here?"
"19","రా.","Come on."
"21","సరే.","All right."
"21","అందరూ నవ్వండి.","Everybody, smile."
"24","జోయెల్, బబుల్ గమ్.","Joel, the bubble gum."
"24","అది నీదేనా లేకపోతే సీట్ కింద నుంచి తీసావా?","Did you have that before, or did you find it underneath the seat?"
"25","రా, జోయెల్.","Come on, Joel."
"25","హాయ్, అమ్మా.","Hi, Mommy."
"26","హాయ్, అమ్మా.","Hi, Mom."
"26","హాయ్, పిల్లలు.","Hi, guys."
"27","సినిమా ఎలా ఉంది?","How was the movie?"
"27","బాగుంది.","Good."
