"Index","Telugu Text","Mapped English Text"
"1","మీ పేరేంటి?","[person on speaker] Who are you?"
"2","మీ పేరేంటి?","Who are you?"
"5","హలో?","Hello?"
"8","మన్నించాలి, నేను కాస్త తొందరపడ్డాను.","[person] I'm sorry, I got ahead of myself."
"9","బల్ల మీద ఉన్న మీకు నమస్కారములు.","Hi there, you on the table."
"10","మీకు అభ్యంతరం లేకపోతే ఒక చిన్న సర్వే తీసుకోగలరా?","I wonder if you'd mind taking a brief survey."
"11","ఇంతకీ మీరెవరు?","Who is that?"
"12","ఇందులో అయిదు ప్రశ్నలు ఉంటాయి.","Five questions."
"13","మీకు మత్తుగా ఉందని నాకు తెలుసు, కానీ దాని వల్ల మీరు పూర్తిగా హోష్ లోకి వచ్చేయగలరు.","Now, I know you're sleepy, but I just bet it'll make you feel right as rain."
"14","మీరు ఎవరు?","Who's speaking?"
"15","ఓరి దేవుడా.",", God."
"16","హేయ్! తలుపు తెరవండి!","Hey! Open the door!"
"17","సర్వే అయ్యాక, నాకు కూడా మీతో మాట్లాడాలని చాలా ఆత్రంగా ఉంది.","I'd be just thrilled to chat once we've run the survey."
"18","తొలి ప్రశ్నని అడగమంటారా?","Shall we begin with question one?"
"19","మీ సర్వేలో నేను పాల్గొనను.","I'm not taking your survey."
"20","తొలి ప్రశ్నని అడగమంటారా?","Shall we begin with question one?"
"21","నన్ను ఇక్కడి నుండి బయటకు పంపేయండి.","Let me out of here."
"22","హేయ్!","Hey!"
"23","తలుపు తెరవండి!","Open the door!"
"24","ఛ.","Fuck."
"25","హేయ్! నన్ను ఇక్కడి నుండి బయటకు పంపించండి!","Hey! Let me out!"
"28","హేయ్.","Hey."
"29","హలో.","Hello."
"30","అయిదు ప్రశ్నలా?","Five questions?"
"31","అయిదే ప్రశ్నలు.","Five questions."
"32","మరి అయిపోయాక, నాకు ఏం దక్కుతుంది?","What do I get at the end?"
"33","అది మీరు ఇచ్చే సమాధానాలపై ఆధారపడి ఉంటుంది.","Depends on your answers."
"34","సరే.","Okay."
"35","మంచిది.","Great."
"35","అయితే అడగడం మొదలుపెడతాను.","Off we go."
"36","మొదటి ప్రశ్న, మీ పేరేంటి?","Now to start, who are you?"
"37","అదేనా మొదటి ప్రశ్న?","That's the first question?"
"38","ఇంటి పేరు లేకుండా చెప్పినా పర్వాలేదు.","First name will do."
"39","నాకు గుర్తు లేదు పర్వాలేదు.","I don't It's okay."
"40","మీరు సమాధానం చెప్పలేకపోతే, ""తెలియదు"" అని చెప్పవచ్చు.","If you can't answer the question, feel free to say, ""unknown."""
"41","అసలు ఏం జరుగుతోంది?","What is this?"
"42","సరే, తెలియదు అన్నమాట.","Okay, unknown."
"43","రెండవ ప్రశ్న, మీరు అమెరికాలోని ఏ రాష్ట్రంలో లేదా ఏ ప్రాంతంలో జన్మించారు?","Question two, in which US state or territory were you born?"
"44","ఒక్క నిమిషం ఆగండి. రాష్ట్రం లేదా ప్రాంతం పేరు చెప్పండి.","Wait. Which state or territory, please?"
"45","నాకు తెలీదు.","[stammers] I don't know."
"45","తెలియదు అన్నమాట.","Unknown."
"45","మూడవ ప్రశ్న, అమెరికాలోని ఏ రాష్ట్రం లేదా ఏ ప్రాంతం పేరైనా చెప్పండి.","Question three, please name any US state or territory."
"46","అబ్బా.","Fuck."
"46","నాకు మొదట ఏది గుర్తొస్తే, అది చెప్పండి.","I First that comes to mind."
"47","ఏమో మరి.","I don't know."
"47","డెలవేర్.","Delaware."
"47","ఏంటిదంతా?","What is this?"
"47","డెలవేర్.","Delaware."
"48","నాల్గవ ప్రశ్న, మిస్టర్ ఈగన్ కి అన్నింటికన్నా ఏ టిఫిన్ అంటే ఇష్టం?","Question four, what is Mr. Eagan's favorite breakfast?"
"49","నాకు తెలీదు అసలు ఏంటా అర్థం పర్థం లేని ప్రశ్న!","I don't That one makes no sense."
"50","కదా?","Right?"
"50","తెలియదు అన్నమాట.","Unknown."
"50","అయిదవ ప్రశ్న.","Question five."
"51","ఇది ఆఖరి ప్రశ్న అని మీకు ఒకసారి గుర్తు చేస్తున్నాను.","And as a reminder, this is the final question."
"52","మీకు గుర్తున్నంత వరకు, మీ అమ్మగారి కనుల వర్ణం ఏంటో చెప్పగలరా?","To the best of your memory, what is or was the color of your mother's eyes?"
"53","సరే, అసలు ఏం ఏం జరుగుతోంది?","Okay, what's hap What's happening?"
"54","తెలియదు అన్నమాట.","Unknown."
"55","అయితే మీరు తెలియదు, తెలియదు, డెలవేర్, తెలియదు, తెలియదు అని సమాధానమిచ్చారు.","So that's unknown, unknown, Delaware, unknown, unknown."
"56","మీరు నన్ను ఏం చేశారు?","What the hell did you do to me?"
"58","మీరు సరైన స్కోరును సాధించారు.","That's a perfect score."
"65","మిస్టర్ స్కౌట్ కోసం అంతా సిద్ధంగా ఉందా?","Are you ready for Mr. Scout?"
"66","థ్యాంక్ యూ.","Thank you."
"67","మీరు వెళ్లవచ్చు.","Go ahead."
"71","నమస్తే, మిస్టర్ స్కౌట్.","Mr. Scout."
"72","నమస్తే, జడ్.","Hi, Judd."
