Index,Telugu Text,Mapped English Text
2,నా చిన్న గృహానికి స్వాగతం. వావ్. నిజంగా బాగుంది.,Welcome to my humble abode. [chuckles] Wow. Really nice.
3,లోపలికి రండి. బాగుంది. థాంక్యూ.,Come in. Cool. Thank you.
4,మీకు ఆకలిగా ఉంటే కొన్ని మిగిలిన వంటకాలు ఉన్నాయి. హ్యాష్ బ్రౌన్స్ ఉన్నాయి. మంచిది.,"We have leftovers if you're hungry. Ooh, some hash browns. Nice."
5,"ఓహ్, ఛ! ఓహ్, దేవుడా.","[roommate chews] [both moan] , fuck! , my God."
6,ఒక్క క్షణం మా అంకుల్ వచ్చాడు అనుకున్నాను. మీ అంకుల్ హాట్ గా ఉండి ఉంటాడు.,I thought that was my uncle for a second. You must have a hot uncle.
7,నా పేరు విల్. నా పేరు మాడీ. హాయ్.,"[chuckles] Um, I'm Will. [chuckles] I'm Maddie. Hi."
9,మన రూమ్ కి వెళదాం పద. అలాగే.,Let's go to my room. Yeah.
12,చక్కని గది.,Nice room.
13,ఇది బాగానే ఉందా? మన పనిని కొనసాగిద్దామా?,Is this Is this okay? Should we keep doing this?
14,మరేం ఫర్వాలేదు. నేను తలుపు మూసేశాను.,It's fine. I closed the door.
17,నీతో నేను శృంగారం చేయడానికి నీ సమ్మతి ఉందా? మరేం ఫర్వాలేదు. థాంక్యూ. గొప్ప విషయం. థాంక్యూ.,Do I have formal consent to engage in sexual fornications with you? [chuckles] It's fine. Thank you. Great. Thank you.
18,హేయ్! నాతో పాటు నువ్వు కూడా ఫినాలే చూస్తావు అనుకున్నాను.,"[both moaning] [""Succession"" theme song plays] Hey! I thought you were gonna watch the finale with me."
19,"ఓహ్, దేవుడా. వచ్చి చూడు.","[Maddie] , my God. Come watch."
20,నేను చాలా ముఖ్యమైన విషయం మధ్యలో ఉన్నాను.,I'm kind of in the middle of something important.
21,"ఓహ్, దేవుడా. రైలీ ఇప్పుడు మెసేజ్ చేస్తున్నాడు.",", my God. Riley is texting about it right now."
22,సరే. మీరు ఇద్దరూ కలిసి చూడచ్చు కదా?,"Okay. , why don't you guys just watch it?"
23,మరేం ఫర్వాలేదు. ఇది బాగానే ఉంది. లేదు! ఇలా రా.,It's fine. It's totally cool. No! Come on.
