Index,Telugu Text,Mapped English Text
1,"ఇదిగో, తెచ్చేశాను. సరే, సరే. ఫ్యామిలీ మూవీ నైట్, పిల్లలూ.","[parent 1] Okay, here we go. [sighs] Okay, okay. Family movie night, guys."
2,అవును. ఏం సినిమా చూద్దాం?,Yeah. What we gonna watch?
3,మనం అందరం ఒకే అంగీకారానికి రావాలి. నాకు ఎమోజీ మూవీ చూడాలని ఉంది.,We've all gotta agree on something. I wanna watch The Emoji Movie.
4,సరే. చూడు. దాన్ని ఎనిమిది వేల సార్లు చూశావు.,"[parent 2] Okay. [sighs] Come on. You've seen it 8,000 times."
5,"అవును, స్వీటీ, నేను ఆ ఎమోజీ మూవీని ఇంకోసారి చూడగలను అనుకోను.","Yeah, sweetie, I really don't think I can watch The Emoji Movie again."
6,కానీ నాకు అదే చూడాలని ఉంది.,But that's what I wanna watch.
7,ఇన్ సైడ్ అవుట్ చూద్దామా?,What about Inside Out?
8,చాలా ముద్దుగా ఉంటుంది. నాకు కాదు. సరే.,It's so cute. It's not for me. [parent 1] Okay.
9,నీకు నచ్చుతుంది. నీకు మళ్లీ చూడాలనిపిస్తుంది.,I think you'll like it. You just wanna watch it again.
10,నువ్వు ఎప్పుడూ ఏడుస్తావు.,You always tear up.
11,"ఎమోజీ మూవీ, ఎమోజీ మూవీ!","Emoji Movie, Emoji Movie!"
12,జాన్ విక్ సినిమా చూద్దామా? ఏంటి?,How about John Wick? What?
13,"మనం జాన్ విక్ చూడటం లేదు, సైమన్. లేదు, మనం చూడటం.","We're not watching John Wick, Simon. No. We're not watching."
14,నువ్వు ఎలా అనుకుంటావు లేదు. ఏంటి? లేదు.,How do you No. What? No.
15,"అయితే, ఏదైనా కొత్త సినిమా వచ్చి ఉంటుంది కదా. నన్ను చూడనివ్వండి.","Well, maybe there's something new that came out. Let me check."
16,మంచి ఐడియా.,Good idea.
17,"సరే. ఎమోజీ మూవీ, ఎమోజీ మూవీ!","Okay. [child 1] Emoji Movie, Emoji Movie!"
18,"ఓహ్, వోహ్.",", whoa."
19,ఏంటి? ఏంటి?,What? [Simon] What?
20,విల్ విడాకులు తీసుకుంటున్నాడు. విల్ ఎవరు?,Will's getting a divorce. Who's Will?
21,విల్ విడాకులు తీసుకుంటున్నాడా? అవును. ఆడ్రే ఇప్పుడే తన ఇంస్టాలో పోస్టు పెట్టింది.,Will's getting a divorce? Yeah. Audrey just posted it on her Insta.
22,"విల్ అంటే ఎవరు? ఆగు, ఆ విషయం నీకు తెలియదా?","[Simon] Who's Will? Wait, you didn't know that?"
23,లేదు. అతనితో నేను మాట్లాడి చాలాకాలం అయింది. విల్ ఎవరు?,No. I haven't spoken to him for so long. Who's Will?
24,"అతను ఒక నా పాత స్నేహితుడు, బుజ్జీ.","[stammers] He's a [stammers] old friend of mine, honey."
25,ఒకప్పుడు విల్ అమ్మకి ప్రాణస్నేహితుడు.,There was a time when Will was Mommy's best friend.
26,"అంటే, మాజీ ప్రియుడి లాగా? లేదు. కేవలం ఫ్రెండ్.","Like, an ex? No. Just a friend."
27,కొన్ని లాభాలతోనా?,With benefits?
28,లేదు. అయ్యో. ఏంటి? ఎలాంటి లాభాలు లేవు. లేదు.,No. Ew. What? No benefits. No.
29,"అవును. నిజానికి, మా పెళ్లిలో అమ్మకి మెయిడ్ ఆఫ్ హానర్ గా విల్ వ్యవహరించాడు.","Yeah. In fact, Will was your mom's maid of honor at our wedding."
30,ఫ్యామిలీ మూవీ నైట్ కోసం మనం ఏం సినిమా చూస్తున్నాం?,[Simon] What are we watching for family movie night?
31,"ఎమోజీ మూవీ, ఎమోజీ మూవీ. నా వల్ల కాదు. నేను.","Emoji Movie, Emoji Movie. I can't. I."
32,నేను ఎమోజీ మూవీని మళ్లీ చూడలేను. నా వల్ల కాదు.,I can't watch The Emoji Movie again. I just can't.
33,"బేబీ, నీకు ఎందుకు అంత పట్టుదల? అందులో లిపి తప్ప ఏమీ ఉండదు.",", babe, why do you care? It's a movie about fonts."
34,హాలొవీన్ చూస్తే? వద్దు.,How about Halloween? [child 3] No.
35,అది విషయమే కాదు. మాట్లాడే లిపులు.,It doesn't matter. Talking fonts.
36,మలం ఎమోజీ! అది తప్పు.,Poop emoji! [parent 1] It's wrong.
37,మనం తక్కువ సేపు కలుసుకుంటాం. మలం ఎమోజీ! దాహ్మెర్ ఎలా ఉంటుంది?,We have so little time together. [children chattering] Poop emoji! [chuckles] What about Dahmer?
38,నేను దాహ్మెర్?,[parent 1 exclaims] No. Dahmer?
39,ఎందుకు చూడకూడదు? మనం దాహ్మెర్ చూడచ్చు.,Why not? We should watch Dahmer.
40,దాహ్మెర్? సరే. అవును.,Dahmer? Okay. [Simon] Yeah.
41,మనం ఏం చేయబోతున్నామో నాకు తెలుసు.,I know what we're gonna do.
42,మలం ఎమోజీ.,[chuckling] Poop emoji.
44,నువ్వు విల్ కి ఫోన్ చేయాలి. అతనికి నేను ఫోన్ చేయడం ఇష్టం ఉండదు.,You should call Will. I'm the last person he'd wanna hear from.
45,నువ్వు ఎక్కువ ఊహించుకుంటున్నావు. అతను నువ్వు ఫోన్ చేస్తావని చూస్తున్నాడేమో. నాకు తెలియదు. కొన్ని సంవత్సరాలుగా మేము మాట్లాడుకోవడం లేదు.,You're overthinking it. He probably really wants to hear from you. [sighs] I don't know. We literally haven't spoken to each other in years.
46,మేము చాలా ఘోరమైన పరిస్థితులలో విడిపోయాం. అతని భార్య నన్ను ద్వేషిస్తుంది.,We parted on the worst terms. His wife hated me.
