"Index","Start Time","End Time","Telugu Text","Mapped English Text"
"1","00:00:11,972","00:00:15,267","నాకు తెలియడం లేదు. ఇది, అంటే… ఇది మరీ 2010 నాటిదిలా ఉందా?","I don't know. Is this, like... Is it too 2010?"
"2","00:00:15,350","00:00:16,893","నిజంగా, బేబీ, ఇది దుస్తులకు సంబంధించి కాదు.","Oh, seriously, babe, it is not the clothes."
"3","00:00:16,935","00:00:19,812","ఒక ఉద్యోగం ఇంటర్వ్యూలో అభ్యర్థి ఎలా డ్రెస్ చేసుకున్నారో ఎవ్వరూ పట్టించుకోరు.","Nobody cares how a person is dressed in a job interview."
"4","00:00:19,854","00:00:22,357","కర్క్ ఫ్రీడ్కిన్ కేవలం, నిన్ను కలవడానికే ఎక్కువ ఉత్సాహం చూపిస్తున్నాడు.","Kirk Friedkin is just, you know, excited to meet you."
"5","00:00:22,399","00:00:24,067","ఒక మగవాడు అది తేలికగానే చెప్పేయగలడు.","That's so easy for a man to say."
"6","00:00:24,150","00:00:26,694","- ఓహ్, బాబు. ఇప్పుడు ఆడజాతి గురించి పాఠాలు వినాలి. - అవును, నువ్వు వినాలి.","- Oh, boy. I'm about to get womansplained. - Yeah, you are."
"7","00:00:26,736","00:00:31,324","మా వస్త్రధారణ ఎంపికలో ప్రతీదీ క్షణ్ణంగా పరిశీలిస్తారు. మా షూస్ నుంచి లిప్ స్టిక్ వరకూ.","We get dissected for every wardrobe choice. From our shoes to our lipstick."
"8","00:00:31,408","00:00:34,202","ఇది ఎలా చెప్పాలంటే, ""స్థిరంగా ఉండాలి, కానీ మరీ స్థిరంగా కాదు.","This has to say ""assertive, but not too assertive."
"9","00:00:34,286","00:00:37,372","స్ట్రాంగ్ గా ఉండాలి, కాని మరీ స్ట్రాంగ్ గా కాదు. ఆత్మవిశ్వాసంతో ఉండాలి కానీ మరీ ఆత్మవిశ్వాసంతో కాదు.""","Strong but, not too strong. Confident, but not too confident."""
"10","00:00:37,414","00:00:38,248","ఈ డ్రెస్ అది చెబుతోందా?","Does this say that?"
"11","00:00:38,331","00:00:41,710","అవును. అది ఏం చెబుతోంది అంటే, ""యువ ఏంగెలా మెర్కెల్"" అంటోంది.","Yes. It says, ""young Angela Merkel."""
"12","00:00:41,793","00:00:42,877","- మరెప్పుడూ అలా అనకు. - ఇలా చూడు!","- Don't say that again. - Come on!"
"13","00:00:42,919","00:00:44,587","ఈ ప్రపంచంలోనే ఆమె అతి శక్తిమంతమైన మహిళ.","She is the most powerful woman in the world."
"14","00:00:44,629","00:00:46,464","నేను షాపింగ్ కి వెళ్తున్నా. నా దుస్తులన్నీ పాతవి అయిపోయాయి.","I'm going shopping. All my clothes are old."
"15","00:00:46,506","00:00:48,226","నువ్వు బెల్లా హదీద్ అని చెప్పి ఉండాల్సింది.","You should've said Bella Hadid."
"16","00:00:48,466","00:00:50,260","దేవుడా. ఇక్కడ ఎంత సేపటి నుండి నిలబడ్డావు?","Jesus. How long have you been standing there?"
"17","00:00:50,343","00:00:52,137","నాకు తెలియదు. కొద్ది సేపటి నుండి.","I don't know. A while."
"18","00:00:57,142","00:00:58,143","తను మరీ మౌనంగా ఉంటోంది.","She's too quiet."
