"Index","Start Time","End Time","Telugu Text","Mapped English Text"
"1","00:00:10,053","00:00:13,932","అమ్మకానికి ఇల్లు","**[NO ENGLISH MATCH FOUND]**"
"2","00:00:15,517","00:00:17,852","**[NO TELUGU MATCH FOUND]**","[scoffs, chuckles]"
"3","00:00:19,604","00:00:22,148","ఇది బయటకి కనిపించినంత బాగా లోపల ఉండకపోవచ్చు.","I-It can't be as nice on the inside as it is on the outside."
"4","00:00:22,232","00:00:26,861","లేదు. ఈ ఇంటికి ఏదో లోపం ఉన్నట్లుంది, ఇది చూడటానికి అయితే చాలా చక్కగా ఉంది.","No, no. There is something wrong with this house, even though it does seem very… [inhales sharply] …very pretty."
"5","00:00:26,945","00:00:27,986","- ఇది చాలా చక్కగా ఉంది. - అవును.","- It's very pretty. - Yeah."
"6","00:00:28,029","00:00:29,780","- అవును, అదే తేడా ఉంది. - అవును.","- Yeah. Yeah, there's something wrong. - Yeah."
"7","00:00:29,823","00:00:32,909","- హాయ్. - హాయ్.","- Hi. - Hi."
"8","00:00:32,993","00:00:36,538","- ఓహ్, దేవుడా. ఇది చాలా అందంగా ఉంది! వావ్! - ఒక బాత్ రూమ్…","- Oh, my God. It's beautiful! Oh, wow! - Mm-hmm. One bathroom..."
"9","00:00:36,621","00:00:39,249","- కింద ఒక బాత్ రూమ్ ఉంది. - సరే. ఇది చాలా అందంగా ఉంది.","- There's one bathroom downstairs. - Okay. It's gorgeous."
"10","00:00:39,332","00:00:42,669","- కింద ఒక బాత్ రూమ్ ఉంది. - సీలింగ్ చాలా నచ్చింది. పాకెట్ తలుపులు కూడా.","- [Charlie] One bathroom downstairs. - Oh, love the ceiling. Pocket doors."
"11","00:00:43,587","00:00:47,716","- ఇక్కడ రెండో బాత్ రూమ్ కూడా ఉంది. - సరే!","- There is a second bathroom. [chuckles] - [chuckling] Okay!"
"12","00:00:48,633","00:00:50,760","మూడో బాత్ రూమ్ చాలా పెద్దగా ఉంది!","There is a third bathroom off the primary!"
"13","00:00:50,844","00:00:54,347","- అది గొప్ప విషయం! సరే! - అవును! యాయ్! అవును! అదీ!","- That's great! Yeah! Yeah! Yeah! [squeals] - Yes! Yay! Yeah! Yes! Yes!"
"14","00:00:54,431","00:00:57,266","ఓహ్, దేవుడా. ఈ ఇంటికి ఏం లోపం ఉందో దయచేసి చెప్పు, డయాన్. ప్లీజ్.","- [chuckles] Aw. - Oh, my God. Just tell us what's wrong with it, Diane. Please."
"15","00:00:57,309","00:01:00,145","- అవును. - ఖచ్చితంగా ఏమీ లేవు. ఇది పక్కాగా ఉంది.","- Yeah. - Absolutely nothing. It is perfect."
"16","00:01:00,228","00:01:06,401","చట్టపరంగా మీకు ఒక విషయం చెప్పవలసిన బాధ్యత మాకు ఉంది అదేమిటంటే కిందటి ఏడాది ఇక్కడ, అంటే, నా ఉద్దేశం, ఈ ప్రాంతంలో మూడు హత్యలు జరిగాయి.","We are legally obligated to tell you that last year there was a triple homicide on site, but, I mean, the school district."
"17","00:01:06,484","00:01:07,609","- అందుకని అమ్మేశారు. - మేము కొంటాము.","- Sold. - We'll take it."
"18","00:01:07,652","00:01:13,199","మంచిది. మీ ఇద్దరి నిర్ణయం నాకు సంతోషంగా ఉంది. ఓ కానల్స్ అని మాత్రం గూగుల్ సెర్చ్ చేయకండి.","- Great. I am so happy for you two. - [laughs] Just don't Google the O'Connells."
"19","00:01:13,783","00:01:14,683","**[NO TELUGU MATCH FOUND]**","Oh."
"20","00:01:15,410","00:01:17,078","**[NO TELUGU MATCH FOUND]**","[""Good Friend"" playing]"
"21","00:01:30,425","00:01:32,886","యో, ఒమర్, నువ్వు రెండో ట్యాంక్ ని స్టెరిలైజ్ చేయాలి.","Yo, Omar, I need you to sterilize tank two."
"22","00:01:32,969","00:01:34,512","అది జరగని పని, పెద్ద బాబు.","Oh, that's not gonna happen, big boy."
"23","00:01:34,596","00:01:36,473","నవ్వానులే. వెళ్లి రెండో ట్యాంక్ శుభ్రం చేయి.","Hilarious. Go sterilize tank two."
"24","00:01:36,556","00:01:39,392","లేదు. ఎందుకంటే ఇప్పుడు నేను బ్రూమాస్టర్ ని, మూర్ఖుడా.","No. 'Cause I'm the brewmaster now, fool."
"25","00:01:40,602","00:01:41,642","నువ్వు ఇప్పుడు ఏం అన్నావు?","The fuck you just say?"
"26","00:01:41,686","00:01:45,190","""లేదు, ఎందుకంటే నేను ఇప్పుడు బ్రూమాస్టర్ ని, మూర్ఖుడా,"" అన్నాను.","I said, ""No, 'cause I'm the brewmaster now, fool."""
"27","00:01:46,274","00:01:48,274","చాలా సారీ. వాళ్లు నన్ను బ్రూమాస్టర్ గా నియమించారు.","I'm very sorry. They made me the brewmaster."
"28","00:01:48,610","00:01:49,736","**[NO TELUGU MATCH FOUND]**","[Will sighs]"
"29","00:01:49,819","00:01:51,778","తను బ్రూమాస్టర్ అయ్యానని ఒమర్ ఎందుకు అనుకుంటున్నాడు?","Why does Omar think he's the brewmaster?"
"30","00:01:51,821","00:01:52,822","ఒమర్ బ్రూమాస్టర్ కాబట్టి.","Omar is the brewmaster."
"31","00:01:52,906","00:01:54,198","- అవును. - మీరు ఏం మాట్లాడుతున్నారు?","- Right. - What are you talking about?"
"32","00:01:54,241","00:01:58,041","ఈ బార్ లో మాకు సింహభాగం వాటా ఉంది, కాబట్టి ఒమర్ ని బ్రూమాస్టర్ గా నియమించాలని నిర్ణయించుకున్నాం.","We have majority stake in the bar, so we decided to make Omar the brewmaster."
"33","00:01:58,161","00:02:00,961","నన్ను అవమానించి నా వాటాల్ని నేను అమ్ముకునేలా చేయాలని మీరు చూస్తున్నారా?","Are you trying to get me to sell my shares by making me eat shit?"
"34","00:02:01,623","00:02:03,103","- అవును, ఇంచుమించు అదే. - అవును, డూడ్.","- Yeah, kinda. - Yes, dude."
"35","00:02:03,458","00:02:08,670","మీ ప్రయత్నం ఫలించదు, సరేనా? నేను ఎన్ని అవమానాలు భరించగలనో మీరు కనీసం ఊహించలేరు.","It is not gonna work, okay? You have no idea how much shit I can eat."
"36","00:02:10,966","00:02:14,553","సరే, మనం ఒక పని చేద్దాం. నన్ను ట్రక్ లో సామాన్లు కిందికి దించమంటావా, లేదా…","Okay, let's do this. You want me to, uh, unload the truck, uh, then, or..."
"37","00:02:14,636","00:02:15,929","వోహ్.","Whoa, whoa, whoa, whoa, whoa."
"38","00:02:16,012","00:02:17,304","- ఆ పని చేయడానికి ముందు… - చెప్పు.","- Before we get to that… - Yeah."
"39","00:02:17,347","00:02:19,264","…నేను నిన్ను కొన్ని ప్రశ్నలు అడగాలి అనుకుంటున్నాను.","…I have a couple of questions that I would love to ask."
"40","00:02:19,307","00:02:25,077","నువ్వు నన్ను ఇంటర్వ్యూ చేస్తున్నావా? చక్కగా ఉంది. చేద్దాం పద. - నీకు ఈ హోదా కావాలని ఎందుకు అనుకుంటున్నావు? - నేను అనుకోవడం లేదు.","Oh, you're gonna interview me? Perfect. Let's do this. - Um, why do you want this position? - I don't."
"41","00:02:25,939","00:02:29,442","ఇంకొక ప్రశ్న. నువ్వు బ్రూమాస్టర్ పని ఎలా చేస్తావు?","Here's one. How do you brewmaster?"
"42","00:02:31,319","00:02:34,696","ఒక వెడ్డింగ్ ప్లానర్ నన్ను అడిగే మొదటి ప్రశ్న, ""ఎంతమంది తోడపెళ్లికూతుళ్లు ఉంటారు?""","First thing the wedding planner asks me is, ""How many bridesmaids?"""
"43","00:02:34,739","00:02:41,746","నా వయసు నలభైల్లో ఉంది. ఈ వయసులో తోడపెళ్లికూతుర్లు అనవసరం. నేను, చార్లీ నియమించిన వెడ్డింగ్ ప్లానర్ ని నువ్వు ఏర్పాటు చేసుకో.","- Oh. - I am in my 40s. - I am too old for bridesmaids. - [chuckles] You should use the wedding planner that Charlie and I had."
"44","00:02:41,830","00:02:43,873","ఆమె అద్భుతంగా పని చేస్తుంది.","- Oh. She was wonderful. - Oh."
"45","00:02:43,957","00:02:46,751","నువ్వు ప్రశాంతంగా ఉండు. అవును. ఆమె వెబ్ సైట్ నీకు పంపిస్తాను.","Very chill. Yeah. Let me get you her website."
"46","00:02:47,627","00:02:53,174","ఓహ్, దేవుడా. ఆమె చనిపోయింది. - వావ్. ""సహజమైన సమస్యల కారణంగా."" - చాలా ప్రశాంతంగా ఉంది. అంటే, నిజంగా చాలా ప్రశాంతం.","- Oh, God. She's dead. - [smacks lips] - Wow, ""Natural causes."" - Oh, very chill. Like, literally chill."
"47","00:02:53,675","00:02:57,220","- దేవుడా, మనం పెద్దవాళ్లం అయిపోయాం. బాధగా ఉంది. - దేవుడా.","- God, we're so old. Ugh, depressing. - Jesus."
"48","00:02:57,304","00:02:59,221","నువ్వు పింట్రస్ట్ బోర్డుతో ఎందుకు మొదలుపెట్టకూడదు?","Why don't you start with just a Pinterest board?"
"49","00:02:59,264","00:03:02,642","- చూడు, నీ ఐడియాలన్నీ దాని మీద ఉంచు. - ఓహ్, దేవుడా. అది చాలా బోరింగ్ పని.","- You know, with all your ideas. - Oh, my God. That sounds so boring."
"50","00:03:02,726","00:03:05,519","దాన్ని నువ్వు ప్లాన్ చేయచ్చు కదా? అలాంటివి చేయడంలో నీకు మంచి నైపుణ్యం ఉంది.","Why don't you plan it? - You're so good at that stuff. - Oh."
"51","00:03:05,562","00:03:06,771","- నేను చేయలేను. - అవును!","- I can't. I can't. - Yes!"
"52","00:03:06,855","00:03:08,856","- నేను ఇంటి పనులతోనే చాలా సతమతం అవుతున్నాను. - ఓహ్, దేవుడా.","- I got too much going on with the house. - Oh, my God."
"53","00:03:08,899","00:03:11,234","నీ మర్డర్ల ఇంటిని చూడాలని నాకు ఆత్రుతగా ఉంది.","I cannot wait to see your murder house."
"54","00:03:11,318","00:03:15,363","అవును, అందుకే మేము, అంటే, చూడు, ఆ మచ్చ చెరిపేయాలని చూస్తున్నాము.","[chuckles] Yeah, so we're trying to, like, you know, let that go."
"55","00:03:15,447","00:03:18,825","మా పిల్లల గురించి. కాబట్టి, ఇంకెప్పుడూ ఆ మాట మాట్లాడద్దు.","[chuckles] Just with the kids. So, just don't say it ever again."
"56","00:03:18,909","00:03:24,456","తప్పకుండా. గృహప్రవేశానికి విల్ ని ఆహ్వానిస్తున్నావా?","- Sure. Sure. [chuckles] - [chuckling] Are you inviting Will to the housewarming?"
"57","00:03:24,539","00:03:28,333","మేము మా కొత్త పొరుగింటి వాళ్లనీ ఇంకా చార్లీ ఆఫీసు మిత్రుల్ని ఆహ్వానిస్తున్నాం.","Uh, we're inviting our new neighbors and Charlie's work friends."
"58","00:03:28,376","00:03:35,133","వాళ్లందరివీ వేరే ప్రపంచాలు ఇంకా, నీకు తెలుసు, నేను ఇంకా విల్ కలిశామంటే, మేము ఊరికే, అంటే, అలా అనాలోచితంగా వెర్రిగా ప్రవర్తిస్తాము.","And it's people from different worlds and, you know, when Will and I get together, we just, like, get carried away and act like idiots."
"59","00:03:35,884","00:03:37,802","మళ్లీ మీ కొత్త ఇంటి విషయానికి వద్దాం.","- Back to your new house. - Mm-hmm."
"60","00:03:37,886","00:03:40,764","నువ్వు ఏమైనా దెయ్యాలని చూశావా లేదా అల్లరి దెయ్యాల్ని చూశావా?","Have you seen any ghosts or experienced a poltergeist?"
"61","00:03:40,847","00:03:42,599","లేదు. లేదు.","No. No."
"62","00:03:43,183","00:03:45,894","ఇంకా లేదు. ఇంకా లేదు.","Not yet. Not yet."
"63","00:03:45,977","00:03:47,437","**[NO TELUGU MATCH FOUND]**","[chuckles]"
"64","00:03:48,021","00:03:50,941","- ఇక్కడ ఎంతమంది చనిపోయారు? - నాకు తెలియదు. అంటే, ముగ్గురు లేదా నలుగురు.","- How many people died here? - I don't know. Like, three or four."
"65","00:03:51,024","00:03:52,817","**[NO TELUGU MATCH FOUND]**","[guests chattering]"
"66","00:03:57,614","00:04:01,450","అంటే, నాకు రెండు వెడ్డింగ్ థీమ్ ఐడియాలు ఉన్నాయి, కానీ వాటిని మనం కలిపి ఒకటిగా చేయచ్చని అనుకుంటున్నాను.","So, I got two wedding theme ideas, but I think we can bring 'em together."
"67","00:04:01,493","00:04:05,245","నేను మీ పెళ్లిని ప్లాన్ చేయడం లేదు, కాబట్టి… రిలాక్స్. నా పెళ్లి ఏర్పాట్లు నువ్వు చేస్తున్నావని అనడం లేదు.","I'm not planning your wedding, so… Relax. I didn't say you were gonna plan my wedding."
"68","00:04:05,288","00:04:06,747","కానీ అలాంటివి నువ్వు బాగా చేయగలవని నాకు తెలుసు.","But I know you're good at this shit."
"69","00:04:06,790","00:04:08,081","- సరే. - కొన్ని థీముల గురించి చర్చించు చాలు.","- Okay. - Just riff some themes with me."
"70","00:04:08,124","00:04:10,292","దీనికి తోడు, నా ప్రియురాలిని నేను ప్రేమిస్తాను. బేబీ, నిన్ను ప్రేమిస్తున్నాను.","Besides, I love my baby. Baby, I love you."
"71","00:04:10,335","00:04:12,002","- తనకి ఎలాంటి ఆలోచనలు లేవు. - నాకు ఏ ఆలోచనా లేదు.","- She's got no fucking vision. - I got no vision."
"72","00:04:12,045","00:04:14,463","- తను కేవలం ముద్దుగా ఉండాలని అనుకుంటుంది. - నాకు ముద్దుగా ఉండాలనే ఉంటుంది.","- She just wants shit to be cute. - I do want it to be cute."
"73","00:04:14,506","00:04:17,591","- చూడు, నేను ఈమెని ఎలా భరిస్తున్నానో? - సరే. అలాగే. మరి, చర్చిద్దాం. కానివ్వండి.","- See what I'm fucking dealing with? - Okay. All right. Well, riff. Let's go."
"74","00:04:17,634","00:04:23,390","సరే, మంచిది. సరే మొదటిది ఏమిటంటే ""వన్స్ అపాన్ ఏ వెడ్డింగ్"" థీమ్, ఇంక రెండోదేమో, ""టూ మినిట్స్ టు మిడ్ నైట్"" థీమ్.","Okay, cool, cool. So the first one is ""Once Upon a Wedding,"" and the second one is ""Two Minutes to Midnight."""
"75","00:04:23,473","00:04:27,811","సరే. అంటే, వెస్ట్రన్ పద్ధతిలో ఉంటుందా?","Uh, yeah. Is that... Is that, like, a Western?"
"76","00:04:27,894","00:04:29,061","లేదు, ఇవి థీములు మాత్రమే. ఏంటి…","No, they're just themes. What..."
"77","00:04:29,104","00:04:30,772","- నీకు ఎందుకు అర్థం కావడం లేదు? - సరే.","- What are you not understanding? - Okay."
"78","00:04:30,855","00:04:33,108","- మనం వీటి గురించి ఆలోచిద్దాం. ఇంకా టైమ్ ఉంది కదా. - సరే.","- We'll workshop it. We've got time. - Okay."
"79","00:04:33,191","00:04:34,483","- దాని గురించి ఆలోచిస్తాను. - మనం చర్చిద్దాం.","- I'll think about it. - We'll talk about it."
"80","00:04:34,526","00:04:35,986","- సారీ. - నాకు అర్థమైంది.","- [mouthing] I'm sorry. - I get it."
"81","00:04:36,069","00:04:38,029","- హేయ్, హాయ్. - హాయ్.","- Hey. Hi. - Hi."
"82","00:04:38,113","00:04:43,075","- ఈ చుట్టుపక్కల వాళ్లు నిజంగా నాతో కలిసిపోయారు. - ఈ వేడుక ఎలా జరుగుతోందని అనిపిస్తోంది? - బాగుంది, నిజంగా. - బాగుందా? సరే.","- This neighborhood really does it for me. - How do you think it's going? - [sighs] It's good, yeah. - Good? Yeah."
"83","00:04:43,118","00:04:45,077","చూడు. మనం గెమ్మా ఇంటికి రెండు బ్లాకుల ఇవతల ఉన్నాం.","Look. You know, we're two blocks from Gemma's house."
"84","00:04:45,120","00:04:47,289","ఇకపై మనం ఫ్రాన్సిస్ ని దింపాల్సిన పని లేదు.","So we don't have to give rides to Frances anymore."
"85","00:04:47,372","00:04:51,960","- వాళ్లు రోజంతా కాలక్షేపం చేయగలరు. - వాళ్లు ఏం చేయాలని అనుకుంటే అది చేయచ్చు. అవును.","- They can just hang out all the time. - And do whatever that is they're doing. - [Sylvia] Mmm. - Yeah."
"86","00:04:52,836","00:04:56,172","సైమన్ కి గర్ల్ ఫ్రెండ్ దొరికింది.","- Simon's got a girlfriend. Aw. - [Charlie] Aw. [chuckles]"
"87","00:04:56,256","00:04:58,216","తను డయాన్ కూతురు.","[Sylvia whispers] That's Diane's daughter."
"88","00:04:58,300","00:05:00,175","మనం తేలికగా చెప్పేయవచ్చు ఎందుకంటే తను క్రీమ్ డ్రెస్ వేసుకుంది.","You can tell because she's dressed in cream too."
"89","00:05:00,218","00:05:03,179","క్రీమ్ లో… వాళ్లు ఎందుకు అలా చేస్తారు? అది విచిత్రంగా అనిపిస్తుంది.","In cr... Oh, why do they do that? It's weird."
