"Index","Start Time","End Time","Telugu Text","Mapped English Text"
"1","00:00:10,093","00:00:12,095","**[NO TELUGU MATCH FOUND]**","[""Let the River Run"" playing]"
"2","00:00:14,389","00:00:16,058","**[NO TELUGU MATCH FOUND]**","[alarm clock ringing]"
"3","00:00:16,140","00:00:17,142","**[NO TELUGU MATCH FOUND]**","[Charlie grunts]"
"4","00:00:21,104","00:00:23,232","ఎంత బాగున్నావో చూడు.","Aw, look at you."
"5","00:00:24,942","00:00:25,943","**[NO TELUGU MATCH FOUND]**","[Sylvia chuckles]"
"6","00:00:26,652","00:00:28,445","నిన్ను చూస్తే చాలా గర్వంగా ఉంది, బేబీ.","I am so proud of you, baby."
"7","00:00:28,529","00:00:31,573","- నువ్వు ఖచ్చితంగా అదరగొట్టేస్తావు. - థాంక్స్, బుజ్జీ.","- You are gonna knock it out of the park. - Mmm. Thanks, boo."
"8","00:00:31,657","00:00:32,824","**[NO TELUGU MATCH FOUND]**","[exclaims]"
"9","00:00:38,789","00:00:40,999","హేయ్. అమ్మ బాగుంది కదా?","[Charlie] Hey. Doesn't Mom look good?"
"10","00:00:42,835","00:00:44,086","సరే.","Okay. [chuckles]"
"11","00:00:44,169","00:00:45,689","నిన్ను చూస్తే చాలా గర్వంగా ఉంది, బేబీ.","I am so proud of you, babe."
"12","00:00:45,754","00:00:48,715","- నువ్వు ఖచ్చితంగా అదరగొట్టేస్తావు. - థాంక్యూ, బేబీ.","- You are gonna knock it out of the park. - Aw. Thank you, baby."
"13","00:00:48,799","00:00:53,011","రెండు చేతులతో పట్టుకో, సైమన్! రెండు చేతులు. థాంక్యూ. సారీ, నా ఉద్దేశం అది కాదు…","Two hands, Simon! Two hands. Thank you. Sorry, didn't mean..."
"14","00:01:02,104","00:01:03,105","- హేయ్. - హాయ్.","- Hey. - Hi."
"15","00:01:03,188","00:01:04,355","- హాయ్, హాయ్, హాయ్. - హాయ్.","- Oh, hi, hi, hi. - Oh, hi."
