"Index","Start Time","End Time","Telugu Text","Mapped English Text"
"1","00:00:04,046","00:00:06,049","**[NO TELUGU MATCH FOUND]**","[""Don't Trust Me"" playing]"
"2","00:00:19,479","00:00:22,274","- నా చిన్న గృహానికి స్వాగతం. - వావ్. నిజంగా బాగుంది.","- Welcome to my humble abode. [chuckles] - Wow. Really nice."
"3","00:00:23,275","00:00:25,652","- లోపలికి రండి. - బాగుంది. థాంక్యూ.","- Come in. - Cool. Thank you."
"4","00:00:28,446","00:00:31,616","మీకు ఆకలిగా ఉంటే కొన్ని మిగిలిన వంటకాలు ఉన్నాయి. హ్యాష్ బ్రౌన్స్ ఉన్నాయి. మంచిది.","We have leftovers if you're hungry. Ooh, some hash browns. Nice."
"5","00:00:36,830","00:00:40,749","- ఓహ్, ఛ! - ఓహ్, దేవుడా.","- [roommate chews] - [both moan] - Oh, fuck! - Oh, my God."
"6","00:00:40,750","00:00:44,671","- ఒక్క క్షణం మా అంకుల్ వచ్చాడు అనుకున్నాను. - మీ అంకుల్ హాట్ గా ఉండి ఉంటాడు.","- I thought that was my uncle for a second. - You must have a hot uncle."
"7","00:00:44,671","00:00:47,756","- నా పేరు విల్. - నా పేరు మాడీ. హాయ్.","- [chuckles] Um, I'm Will. - [chuckles] I'm Maddie. Hi."
"8","00:00:47,757","00:00:48,841","**[NO TELUGU MATCH FOUND]**","Um..."
"9","00:00:48,842","00:00:50,343","- మన రూమ్ కి వెళదాం పద. - అలాగే.","- Let's go to my room. - Yeah."
"10","00:00:50,343","00:00:52,011","**[NO TELUGU MATCH FOUND]**","[Will's date sighs]"
"11","00:00:52,012","00:00:53,930","**[NO TELUGU MATCH FOUND]**","[Will breathes heavily]"
"12","00:00:54,723","00:00:55,724","చక్కని గది.","Nice room."
"13","00:01:01,938","00:01:04,105","ఇది బాగానే ఉందా? మన పనిని కొనసాగిద్దామా?","Is this... Is this okay? Should we keep doing this?"
"14","00:01:04,105","00:01:05,546","మరేం ఫర్వాలేదు. నేను తలుపు మూసేశాను.","It's fine. I closed the door."
"15","00:01:08,695","00:01:09,905","**[NO TELUGU MATCH FOUND]**","[moans]"
"16","00:01:12,115","00:01:14,742","**[NO TELUGU MATCH FOUND]**","[Will moans, pants]"
"17","00:01:14,743","00:01:22,792","నీతో నేను శృంగారం చేయడానికి నీ సమ్మతి ఉందా? - మరేం ఫర్వాలేదు. థాంక్యూ. - గొప్ప విషయం. థాంక్యూ.","Do I have formal consent to engage - in sexual fornications with you? - [chuckles] - It's fine. Thank you. - Great. Thank you."
"18","00:01:22,792","00:01:30,591","హేయ్! నాతో పాటు నువ్వు కూడా ఫినాలే చూస్తావు అనుకున్నాను.","- [both moaning] - [""Succession"" theme song plays] Hey! I thought you were gonna watch the finale with me."
"19","00:01:30,592","00:01:31,675","ఓహ్, దేవుడా. వచ్చి చూడు.","[Maddie] Oh, my God. Come watch."
"20","00:01:31,676","00:01:33,844","నేను చాలా ముఖ్యమైన విషయం మధ్యలో ఉన్నాను.","I'm kind of in the middle of something important."
"21","00:01:33,845","00:01:36,555","ఓహ్, దేవుడా. రైలీ ఇప్పుడు మెసేజ్ చేస్తున్నాడు.","Oh, my God. Riley is texting about it right now."
"22","00:01:36,556","00:01:38,891","- సరే. - మీరు ఇద్దరూ కలిసి చూడచ్చు కదా?","- Okay. - Uh, why don't you guys just watch it?"
"23","00:01:38,892","00:01:40,601","- మరేం ఫర్వాలేదు. ఇది బాగానే ఉంది. - లేదు! ఇలా రా.","- It's fine. It's totally cool. - No! Come on."
"24","00:01:40,602","00:01:43,062","- నేను మరోసారి వస్తాను. - నువ్వు పాడు చేస్తావు. ఆపు, రైలీ.","- [Will] I'll come back another time. - You'll spoil it. Stop, Riley."
"25","00:01:43,063","00:01:45,649","- ఏంటి ఇది? నువ్వు వేచి ఉండాలి కదా. - సారీ.","- What the fuck? You were supposed to wait. - I'm sorry."
"26","00:01:46,149","00:01:47,900","- ఈ బ్రా చాలా ముద్దుగా ఉంది. - థాంక్యూ.","- That's such a cute bra. - [sighs] Thank you."
"27","00:01:47,901","00:01:49,443","- నీ వక్షోజాలు అద్భుతంగా ఉన్నాయి. - నిజంగానా?","- Your boobs look amazing. - Really?"
"28","00:01:49,444","00:01:50,986","అవును. నీకు ఇష్టమైనవి నా దగ్గర ఉన్నాయి.","Yeah. I got your favorite kind."
"29","00:01:50,987","00:01:53,656","ఈ కొబ్బరి నూనె, దీని రుచి వెన్నలా ఉంది.","- [chews] Mmm. Mmm. - The coconut oil, it tastes like butter."
"30","00:01:53,657","00:01:54,949","- ఈ సిరీస్ మిగతా భాగం... - బై.","- Is the rest of the season... - Bye."
"31","00:01:54,950","00:01:56,492","- బై. నిన్ను కలవడం సంతోషం. - బై. నీకు కూడా.","- Bye. Nice meeting you. - Bye. You too."
"32","00:01:56,493","00:01:58,035","- నిన్ను కలవడం సంతోషంగా ఉంది. - అవును. ఎంజాయ్.","- It was nice to meet you. - Yeah. Enjoy."
"33","00:01:58,036","00:02:01,164","- నీ షర్ట్ బాగుంది. - థాంక్యూ. బాగా ఆస్వాదించండి.","- [Will's date] Love your shirt. - Thank you. [chuckles] Have a good one."
"34","00:02:03,875","00:02:07,879","**[NO TELUGU MATCH FOUND]**","[breathes deeply, blows]"
"35","00:02:12,926","00:02:14,052","**[NO TELUGU MATCH FOUND]**","[sighs]"
"36","00:02:15,095","00:02:19,599","@హలోఆడ్రేజోన్స్ ఈ ప్రయాణం ఇక మొదలు కానీ","**[NO ENGLISH MATCH FOUND]**"
"37","00:02:41,538","00:02:43,289","సరే. అయితే ఇక్కడ అసలు ఏం జరగబోతోంది?","Okay. So what exactly is gonna happen here?"
"38","00:02:43,290","00:02:44,623","నేను ఎప్పుడూ ఒక డైవోర్స్ పార్టీకి వెళ్లలేదు.","I've never been to a divorce party."
"39","00:02:44,624","00:02:53,716","ఫ్రాన్సిస్ బేబీ గ్రూప్ లో ఒక మహిళ, అంటే, మూడేళ్ల కిందట ఒక పార్టీ ఇచ్చింది, ఆ పార్టీలో డైవోర్స్ తీసుకున్న ఆ మహిళకు ప్రోత్సాహంగా - మేం అందరం అనుకోకుండా మాట్లాడాల్సి వచ్చింది. - దేవుడా.","One of the moms in Frances's baby group had one, like, three years ago, and we all had to give an impromptu speech - to lift up the woman who got divorced. - [sighs] Jesus Christ."
"40","00:02:53,717","00:02:55,467","- పబ్లిక్ లో మాట్లాడటం నాకు చిరాకు. - తెలుసు. నాకు కూడా.","- I hate public speaking. - I know. Me too."
"41","00:02:55,468","00:02:57,177","అందుకే నేను ఈసారి ఒక ఆలోచనతో వచ్చాను.","That's why I came up with something this time."
"42","00:02:57,178","00:02:59,638","ఏంటి అది? నేను ఏదైనా రాయాలో లేదో నువ్వు నాకు చెప్పనే లేదు.","What? You didn't tell me I was supposed to write something."
"43","00:02:59,639","00:03:02,641","మరేం ఫర్వాలేదు. నేను అప్పటికప్పుడు రాసుకున్నట్లుగా నటించబోతున్నాను.","It's okay. I'm gonna pretend I'd, like, make it up on the spot."
"44","00:03:02,642","00:03:09,732","నేను ఎలా చెబుతానంటే, ఎలాగంటే, ""మన జీవితకాలం అంతా, మనం కొందరికి దూరం అవుతాం, మళ్లీ దగ్గరవుతాం, అలా వందల సార్లు దూరమై, దగ్గరవుతుంటాం.","I'm gonna say, like, you know, ""Throughout our lifetime, we will be lost and found, lost and found hundreds of times."
"45","00:03:09,733","00:03:15,112","కానీ ఇది కేవలం ఒక సంఘటన ఇంకా దానిని మనం దాటి ముందుకు సాగిపోతాం, కానీ ముఖ్యమైన విషయం ఏమిటంటే మన అందరం ఒకరికొకరం ఎప్పుడూ ఉంటాం.""","But it's just a moment and it'll pass, and what's important is that we're all there for each other."""
"46","00:03:15,113","00:03:19,700","అవును. అది క్రిస్టీన్ కి సరిపోతుంది ఇంకా ఆమె కొత్త రకం కాలిఫోర్నియా హిప్పీ గ్రీన్ జ్యూస్ చెత్త మతస్తులకి ఇదే తగినది.","Yeah. That's suitable for Christine and her New Age California hippie green juice bullshit."
"47","00:03:19,701","00:03:21,452","- కదా? - అవును.","- Right? - Yeah."
"48","00:03:21,453","00:03:23,788","- నీ దగ్గర క్రిస్టల్స్ ఉన్నాయి. - ఉన్నాయి. అవి తగ్గవు.","- [Sylvia] You have crystals. - [Katie] Yeah. There's no downside."
"49","00:03:23,788","00:03:24,872","**[NO TELUGU MATCH FOUND]**","[glass clinking]"
"50","00:03:24,873","00:03:26,540","లేడీస్, లేడీస్...","Ladies. Ladi..."
"51","00:03:26,541","00:03:28,542","- హాయ్! సరిగ్గా సమయానికి వచ్చారు. - హాయ్.","- Oh, hi! Just in time. - Hi."
"52","00:03:28,543","00:03:30,378","- హేయ్. - అందరూ కూర్చోండి.","- Hey. - [host] Everybody have a seat."
"53","00:03:30,378","00:03:39,512","మొదటగా, ఇక్కడికి వచ్చినందుకు ఇంకా క్రిస్టీన్ జీవితంలో చాలా సంక్లిష్టమైన దశలో మీరు తనకి మద్దతుగా నిలిచినందుకు మీ అందరికీ ధన్యవాదాలు చెప్పాలి.","Um, first of all, I want to thank everybody for being here and coming to help support Christine through this very challenging chapter of her life."
"54","00:03:40,263","00:03:46,394","ఇప్పుడు మనం మద్దతు వలయాన్ని ఏర్పాటు చేయబోతున్నాం ఇందులో మనం క్రిస్టీన్ ని ఉత్సాహపరిచే విధంగా ఓదార్పుగా కొన్ని మాటలు మాట్లాడదాం.","And we're going to do a support circle right now where we say uplifting and nurturing things to Christine."
"55","00:03:47,187","00:03:48,480","మీలో ఎవరు ముందుగా మొదలుపెడతారు?","Who'd like to get us started?"
"56","00:03:49,689","00:03:51,273","**[NO TELUGU MATCH FOUND]**","[liquid pouring]"
"57","00:03:51,274","00:03:54,110","కేటీ, నీ సంగతి ఏంటి?","[host] Katie, how about you?"
"58","00:03:56,071","00:03:58,531","- నేను మొదట మాట్లాడాలా? - అవును.","- Me first? - Yeah."
"59","00:03:59,532","00:04:06,873","సరే. సరే, అలాగే.","Um, okay. Uh. Yeah, of course. [sighs]"
"60","00:04:09,960","00:04:11,378","క్రిస్టీన్, నేను...","Christine, I... [stammers]"
"61","00:04:13,672","00:04:20,512","మన జీవితం అంతా, మనం దూరం అవుతాం మళ్లీ దగ్గరవుతాం... అలా వందల సార్లు జరుగుతుంది.","Throughout your lifetime, you're gonna be lost and found... hundreds of times."
"62","00:04:21,721","00:04:23,138","దూరం కావడం ఇంకా దగ్గరవ్వడం.","Lost and found."
"63","00:04:23,139","00:04:24,724","మన అందరికీ అది జరుగుతుంది.","We all will be."
"64","00:04:27,143","00:04:31,439","ఇది ఒక క్లిష్టపరిస్థితి కానీ తరువాత తొలగిపోతుంది.","[stammers] This is... This is just a moment that will pass."
"65","00:04:32,816","00:04:37,696","కానీ ముఖ్యమైనది ఏమిటంటే మనందరం ఒకరికొకరం ఎప్పుడూ ఉంటాం.","But what is important is that we are all here for each other."
"66","00:04:38,697","00:04:41,115","ఓహ్, దేవుడా.","- [guests clapping] - [host] Oh, my God."
"67","00:04:41,116","00:04:43,450","చాలా అందంగా మన కార్యక్రమాన్ని ప్రారంభించావు, కేటీ.","That was a beautiful way to get us started, Katie."
"68","00:04:43,451","00:04:45,578","- థాంక్యూ. - కేటీ, ఇలా రా.","- Thank you. - Katie, come here. [chuckles]"
"69","00:04:45,579","00:04:48,748","- అది చాలా ప్రత్యేకంగా ఉంది. - ఇది నా హృదయం నుంచి వచ్చింది.","- [Christine] That was so special. - [Katie] It was, uh, from the heart."
"70","00:04:49,916","00:04:50,916","సారీ.","[whispers] I'm sorry."
"71","00:04:50,917","00:04:53,545","సిల్వియా, తరువాత నువ్వు మాట్లాడతావా?","Sylvia, you want to go next?"
"72","00:04:53,545","00:04:56,840","- ఆమెలా మాట్లాడటం చాలా కష్టం. - థాంక్స్.","- Mm-hmm. - It's a hard act to follow. - [chuckles] - Oh, thanks."
"73","00:05:00,218","00:05:03,679","నా తల్లిదండ్రులు విడిపోయారు, కానీ మా నాన్న జీవితంలో జరిగిన గొప్ప సంఘటన అదే అయింది.","My parents got divorced, and it was the best thing that ever happened to my dad."
"74","00:05:03,680","00:05:05,598","ఆయన చాలా వృద్ధిలోకి వచ్చాడు.","He just flourished."
"75","00:05:05,599","00:05:09,184","ఒక యాటింగ్ క్లబ్ లో చేరాడు ఇంకా తన జ్ఞాపకాలను పుస్తకంగా రాశాడు.","He joined a yachting club, and he wrote a memoir."
"76","00:05:09,185","00:05:10,561","ఒక దశలో రెస్టారెంట్ కూడా ప్రారంభించాడు.","He opened a restaurant at one point."
"77","00:05:10,562","00:05:12,980","ఆయన కిలిమంజారో పర్వతాన్ని అధిరోహించాడు.","He-He climbed Mount Kilimanjaro."
