"Index","Start Time","End Time","Telugu Text","Mapped English Text"
"1","00:00:12,137","00:00:15,224","తెలెర్గ్మా, అల్జీరియా ఆగస్టు 20, 1943","**[NO ENGLISH MATCH FOUND]**"
"2","00:00:15,224","00:00:20,812","నువ్వు ఎప్పుడూ నా ఆలోచనల్లో ఉంటావని తెలుసుకో, నేను నిద్రలేచింది మొదలు రాత్రి పడుకునే వరకూ.","[Douglass] Know that you are always in my thoughts, from the moment I wake till the moment I rest my head at night."
"3","00:00:22,564","00:00:24,483","ఆ తరువాత కూడా, నువ్వు నా కలల్లోకి వస్తావు.","But even then, you fill my dreams."
"4","00:00:25,484","00:00:27,569","నేను ప్రేమించే ఒకే ఒక్క అమ్మాయివి, ఎప్పటికీ నువ్వే.","You are and always will be the only girl for me."
"5","00:00:28,987","00:00:29,988","అది నా ఆశ.","I hope."
"6","00:00:34,743","00:00:40,791","రేగెన్స్ బర్గ్-ష్వయిన్ఫర్ట్ మిషన్ ఈ రోజు వరకూ చేసిన యుద్ధాలతో పోలిస్తే అత్యంత భారీది ఇంకా ఖరీదైనది.","[Crosby] The Regensburg-Schweinfurt mission was by far our largest and costliest battle to date."
"7","00:00:40,791","00:00:44,253","మేము బిడ్డిక్, క్లేటర్, వ్యాన్ నోయ్ ఇంకా వాళ్ల సిబ్బందిని కోల్పోయాము.","We lost Biddick, Claytor, Van Noy, and their crews."
"8","00:00:45,128","00:00:47,381","వాళ్లలో ఎవరు చనిపోయారో లేదా ఎవరు పట్టుబడ్డారో మాకు తెలియదు.","We didn't know who was killed or who was captured."
"9","00:00:48,298","00:00:49,675","**[NO TELUGU MATCH FOUND]**","[airplanes approaching in distance]"
"10","00:00:52,302","00:00:53,554","అదిగో ట్వల్త్ ఎయిర్ ఫోర్స్.","There's the 12th."
"11","00:00:54,763","00:00:56,098","**[NO TELUGU MATCH FOUND]**","[soldiers chattering]"
"12","00:01:00,686","00:01:02,479","పోనీలే, ఆలస్యంగా అయినా వచ్చారు, హా?","Well, better late than never, huh?"
