"Index","Start Time","End Time","Telugu Text","Mapped English Text"
"1","00:00:11,929","00:00:13,931","**[NO TELUGU MATCH FOUND]**","[soldiers chattering]"
"2","00:00:24,483","00:00:26,026","ఏది, నీ ముఖాన్ని ఒకసారి చూడనివ్వు.","Here, let me see that face."
"3","00:00:27,611","00:00:30,113","విచారణ తరువాత నువ్వు హాస్పిటల్ కి రిపోర్ట్ చేయాలి. అర్థమైందా?","You ought to report to the hospital after interrogation. You got it?"
"4","00:00:30,113","00:00:31,365","**[NO TELUGU MATCH FOUND]**","Yes, sir."
"5","00:00:31,990","00:00:33,242","నీకు ఇది కావాలా?","You want this?"
"6","00:00:33,242","00:00:34,993","వద్దు. థాంక్యూ, డాక్టర్.","No. Thank you, Doc."
"7","00:00:35,744","00:00:36,954","థాంక్యూ.","Thank you."
"8","00:00:36,954","00:00:39,414","- కొద్దిగా కాఫీ తాగుతావా, మేజర్? - జాన్? కాఫీ తీసుకో.","- Some coffee, Major? - John? Some coffee."
"9","00:00:39,414","00:00:40,499","మిస్ టాటీ.","[Bucky] Ms. Tatty."
"10","00:00:41,208","00:00:42,209","- అది ఇలా ఇవ్వు. - థాంక్యూ.","- Give me that. - Thank you."
"11","00:00:42,209","00:00:43,252","సంతోషం.","You're welcome."
"12","00:00:43,252","00:00:46,755","విచారణాధికారి నెంబర్ 1 - 2 - 3 మేఘాల పై నుంచి విమానంలో వచ్చాను. నా ఉద్దేశం, నాకు ఏమీ కనిపించడం లేదు.","Came through the clouds about 5:00 high. I mean, I couldn't see anything."
"13","00:00:46,755","00:00:49,007","నిజంగా అంటున్నావా? వాతావరణం అంచనాలు దెయ్యాల్లాంటివి.","Are you fucking kidding me? The EAs are like ghosts."
"14","00:00:49,007","00:00:51,552","తను నాలుగు పారాచూట్లు చూశానని హింటన్ చెప్పాడు, కానీ నాకు ఏమీ కనిపించలేదు.","Hinton said he saw four chutes, but I didn't see any."
"15","00:00:51,552","00:00:55,013","మొదటి నుండి చివరివరకూ, మేఘాలు కమ్ముకున్నాయి. అది పొగమంచు, లెఫ్టెనెంట్.","There was cloud cover, start to end. It was a-- it was a soup, Lieutenant."
"16","00:00:55,013","00:00:56,014","- ఏమీ చూడలేకపోయాను. - ద్వీపాలు?","- Couldn't see. - Islands?"
"17","00:00:56,014","00:00:57,766","ఓహ్, ద్వీపాలు ఏవీ నాకు కనిపించలేదు.","Geez, I never saw any islands."
"18","00:00:58,392","00:01:01,353","ఒక దశలో, విమానాల మెరుపులు కనిపించాయి. పేలుళ్లు ఏవీ లేవు.","At that point, I saw muzzle flashes. No bursts."
"19","00:01:01,353","00:01:05,482","అవును, నా ఉద్దేశం, ఆ 190 విమానాలు, అవి మన పక్క నుంచే ఎంత వేగంతో దూసుకెళతాయి? గంటకి ఎనిమిది వందల కిలోమీటర్లా?","Yeah, I mean, those 190s, they screech right by us at what? 500 miles per hour?"
"20","00:01:05,482","00:01:06,942","పారాచూట్లు? ఎవరైనా పారాచూట్లు చూశారా?","Chutes? Did anyone see any chutes?"
"21","00:01:06,942","00:01:08,944","లేదు, మేజర్. పైన గందరగోళంగా ఉంది.","[crew member 1] No, Major. It was chaos up there."
"22","00:01:08,944","00:01:11,613","ఆకాశంలో ఏమీ కనిపించలేదు. ఏదైనా చూడటం కష్టమైపోయింది.","There was zero visibility. Hard to see anything."
"23","00:01:11,613","00:01:13,657","మొదటి చికిత్స విభాగం","**[NO ENGLISH MATCH FOUND]**"
"24","00:01:13,657","00:01:16,827","బాబూ, నీ గాయాల్ని మేజర్ కి చూపించబోతున్నాను.","Son... [clears throat] ...I'm gonna show the Major your wounds."
"25","00:01:17,578","00:01:18,829","అలాగే, సర్.","Yes, sir."
"26","00:01:18,829","00:01:22,624","బాసర్ ఫ్రాస్ట్ బైట్ కి ఇక్కడ మేము చేయగల చికిత్స కన్నా మెరుగైన చికిత్స అవసరం.","Bosser's frostbite is gonna require more attention than we can give him here."
"27","00:01:24,376","00:01:25,711","కొద్దిగా ఓర్చుకో, బాసర్.","[Buck] Hang in there, Bosser."
"28","00:01:26,336","00:01:28,172","నిన్ను రెడ్ గ్రేవ్ హాస్పిటల్ కి పంపించబోతున్నాం.","We're gonna send you to Redgrave Hospital."
"29","00:01:28,172","00:01:29,298","నీ ఆరోగ్యం నయం అవుతుంది.","Get you all fixed up."
"30","00:01:30,090","00:01:31,925","యుద్ధంలోకి తిరిగి వెళ్లాలని ఆత్రుతగా ఉంది, సర్.","Can't wait to get back in the fight, sir."
"31","00:01:32,801","00:01:33,802","మంచిది బాబూ.","[Buck] Good man."
"32","00:01:36,263","00:01:38,182","వీళ్లు ఎక్కడ ఉన్నారో గుర్తుంచుకోవాలి.","They have got to remember where they are."
"33","00:01:38,765","00:01:41,643","అది ఇరవై ఐదు వేల అడుగుల ఎత్తులో ఇంకా మైనస్ యాభై డిగ్రీల చలిలో.","It is 25,000 feet and 50 below zero."
"34","00:01:41,643","00:01:43,770","వాళ్ల మూత్రం కూడా చర్మం మీద గడ్డకట్టుకుపోతుంది.","Their piss freezes against their skin."
"35","00:01:44,396","00:01:47,482","ఇలాంటి గాయాల వల్ల గ్రూపులో అనవసరంగా సిబ్బందిని కోల్పోతాం.","These sorts of casualties are unnecessary losses for the group."
"36","00:01:48,483","00:01:50,235","మనం మరొక కమాండింగ్ ఆఫీసర్ ని తాజాగా కోల్పోయాం.","Not to mention, we just lost another CO."
"37","00:01:51,486","00:01:52,487","- హగ్లిన్ కదా? - అవును.","- Huglin? - Yeah."
"38","00:01:52,487","00:01:53,989","అతను ల్యాండ్ అయ్యేసరికి అల్సర్ బాగా ముదిరింది.","He burst an ulcer when he landed."
"39","00:01:54,489","00:01:57,201","చికిత్స కోసం అతడిని లండన్ లో ఒక నిపుణుడి దగ్గరకి పంపించాను.","I've just put him on a transport to London to see a specialist."
"40","00:01:58,702","00:02:00,829","- సరే. థాంక్యూ, డాక్టర్. - ఫర్వాలేదు.","- Okay. Thank you, Doc. - All right."
"41","00:02:02,664","00:02:06,877","కానీ, దేవుడా. నేను ఎంతటి మూర్ఖుడిని? గడ్డ కట్టించే చలిలో, ఒట్టి చేతులతో నేను తుపాకీ అందుకోవాల్సి వచ్చింది.","I mean, Christ. What kind of idiot am I? It's freezing cold, and I got to grab the gun with my bare hands."
"42","00:02:06,877","00:02:10,964","ఆ చల్లటి డబ్బాలోనా? పరిస్థితి ఘోరం అయ్యేది. చూడు, ఇలా ఇంకెప్పుడూ జరగదు.","[Curt] In that icebox? - Could've been worse. - [sighs] Well, it's not happening again."
"43","00:02:11,465","00:02:13,050","- మంచిది. - జెంటిల్మెన్.","- Good. - [Buck] Gentlemen."
"44","00:02:13,675","00:02:16,470","సరే. త్వరగా కోలుకో, డికీ. నా కోపైలెట్ నాకు కావాలి.","All right. Heal fast, Dickie. I need my copilot back."
"45","00:02:16,470","00:02:18,138","- థాంక్స్, కర్ట్. - ఆరోగ్యం జాగ్రత్త.","- Thanks, Curt. - Take care."
"46","00:02:20,641","00:02:28,607","మన కుర్రాళ్లతో కలిసి డ్రింక్స్ తాగుదామని బకీ, నేను అనుకున్నాం. నువ్వు కూడా వస్తావా? థాంక్యూ, కర్ట్. నేను ఈ రాత్రికి ఇక్కడే ఉంటాను.","Uh, Bucky and I kind of thought we should have some drinks with a few of the boys. You want to come? Oh. Thank you, Curt. I'm-I'm gonna-- I'm gonna stay in tonight."
"47","00:02:28,607","00:02:29,525","- సరే. - అలాగే.","- Okay. - All right."
"48","00:02:29,525","00:02:32,152","- నా తరపున మిగతా అందరికీ చెబుతావా? - అలాగే. ఆరోగ్యం జాగ్రత్త.","- You tell the others for me? - Of course. Take care."
"49","00:02:32,986","00:02:34,363","ఆరోగ్యం ఎలా ఉంది, డికీ?","How you doing, Dickie?"
"50","00:02:35,197","00:02:40,202","ఇది ఆడమ్స్ కోసం. ష్మాలెన్బాక్ కోసం.","Here's to Adams. Schmalenbach."
"51","00:02:42,287","00:02:43,288","పెట్రిక్.","Petrich."
"52","00:02:45,999","00:02:47,376","ఇంకా ధైర్యవంతులైన వాళ్లందరి కోసం.","And all their brave men."
"53","00:02:49,294","00:02:51,255","**[NO TELUGU MATCH FOUND]**","[Bucky blows raspberry]"
"54","00:02:51,255","00:02:52,339","నువ్వు బాగానే ఉన్నావా?","[Curt] You good?"
"55","00:02:53,048","00:02:54,132","నువ్వు ఏమైనా ఫీల్ అవుతున్నావా?","Do you feel anything?"
"56","00:02:54,132","00:02:56,134","నువ్వు ఏమైనా ఫీల్ అవుతున్నావా?","- Huh? - [Bucky] You feel anything?"
"57","00:02:56,927","00:02:58,846","అవును. మన సిబ్బందిని మిస్ అవుతున్నాను.","Mmm. Yeah. I miss those guys."
"58","00:02:58,846","00:03:00,764","ఎందుకంటే నేను, నేను ఏమీ ఫీల్ కావడం లేదు.","Because me, I don't-- I don't feel a thing."
"59","00:03:07,062","00:03:08,856","**[NO TELUGU MATCH FOUND]**","[Bucky sighs]"
"60","00:03:09,815","00:03:11,149","నాకు ఒక సాయం చేయగలవా?","Can you do me a favor?"
"61","00:03:11,817","00:03:13,735","- ఏంటి? - ఇలా రా.","- What? - Come here."
"62","00:03:14,736","00:03:15,737","నువ్వు నన్ను కొట్టాలి.","I want you to hit me."
"63","00:03:16,530","00:03:17,739","ఇది ఆదేశం. వచ్చి కొట్టు.","That's an order. Come on."
"64","00:03:17,739","00:03:18,824","అలాగే.","All right."
"65","00:03:18,824","00:03:20,909","నీ దెబ్బ నేరుగా నా ముక్కు మీద పడాలి.","I want you to land one right on my beak."
"66","00:03:21,618","00:03:23,370","- సరిగ్గా ఇక్కడ. - మేజర్.","- Right here. - Major."
"67","00:03:23,370","00:03:26,415","నన్ను ""మేజర్"" అనద్దు. నన్ను ""మేజర్"" అని పిలవద్దు. ర్యాంకులు లేవు.","Don't give me ""Major."" I don't want ""Major."" Ranks off."
"68","00:03:26,415","00:03:30,544","- మీరు పరాచికాలు ఆడద్దు. - పరాచికాలా? నేనెలా కనిపిస్తున్నాను.","- [breathes heavily] - Stop horsing around, man. Horsing around? I'm not a horse."
"69","00:03:31,295","00:03:32,296","**[NO TELUGU MATCH FOUND]**","- Huh? - Huh?"
"70","00:03:32,296","00:03:34,047","- ఆపండి. - నువ్వు న్యూ యార్క్ నుండి వచ్చావు, కదా?","- Stop-- - You're from New York, right?"
"71","00:03:34,047","00:03:35,174","మరి, నన్ను కొట్టు.","So, hit me. [grunts]"
"72","00:03:35,174","00:03:36,383","**[NO TELUGU MATCH FOUND]**","[sucks teeth]"
"73","00:03:37,801","00:03:40,929","**[NO TELUGU MATCH FOUND]**","[groaning]"
"74","00:03:42,097","00:03:46,768","**[NO TELUGU MATCH FOUND]**","[exhales sharply, breathes heavily]"
"75","00:03:48,353","00:03:49,438","నాకు నొప్పి కలిగింది, కర్ట్.","I felt that, Curt."
"76","00:03:50,022","00:03:51,064","**[NO TELUGU MATCH FOUND]**","[chuckles]"
"77","00:03:51,064","00:03:52,983","నొప్పి అనిపిస్తోంది.","[breathes heavily] Felt that."
"78","00:03:54,151","00:03:55,652","**[NO TELUGU MATCH FOUND]**","[sighs]"
"79","00:03:58,947","00:04:02,910","**[NO TELUGU MATCH FOUND]**","Whoo!"
"80","00:04:03,535","00:04:04,870","ఇంక చాలు, మీట్బాల్.","All right, Meatball."
"81","00:04:04,870","00:04:06,330","**[NO TELUGU MATCH FOUND]**","[sighs, chuckles]"
"82","00:04:08,457","00:04:10,000","**[NO TELUGU MATCH FOUND]**","[groans]"
"83","00:04:12,920","00:04:15,005","నేను వెళ్లి ఆ కొత్త కమాండింగ్ ఆఫీసర్ ని కలవాలి.","I gotta meet that goddamn new CO."
"84","00:04:16,255","00:04:17,882","రేపు మొదటగా చేయాల్సిన పని అదే.","First thing tomorrow. [sighs]"
"85","00:04:18,509","00:04:20,010","ఆ రేపు ఈ రోజే.","Today is tomorrow."
"86","00:04:21,678","00:04:24,890","**[NO TELUGU MATCH FOUND]**","[breathes heavily]"
"87","00:04:24,890","00:04:26,517","తాగిన మైకం ఇంకా దిగలేదా, మేజర్?","[colonel] You hungover, Major?"
"88","00:04:27,100","00:04:28,101","లేదు, సర్.","No, sir."
"89","00:04:28,644","00:04:30,771","ఇంకొద్ది గంటల వరకూ అది తగ్గదు.","That won't come for another couple hours."
