"Index","Telugu Text","Mapped English Text"
"2","హాయ్, బేబీ.","Hi, babe."
"2","హాయ్.","Hi."
"6","నాకు ఇంకా ఇరవై మూడు సెకన్ల టైమ్ మిగిలి ఉంది!","I've still got 23 seconds left!"
"10","ఒక్క క్షణం, సైమన్!","One second, Simon!"
"12","అదిరిపోయింది.","Awesome."
"12","సరే.","Okay."
"12","ఒక్క నిమిషం!","One minute!"
"14","ఐదు నిమిషాలు అయిపోయింది.","Five minutes is up."
"14","పద వెళదాం.","Let's go."
"16","ఆగు.","Hold on."
"16","స్థిరంగా ఉండు.","Hold on."
"17","సరే.","Okay."
"17","నిలకడగా ఉండు.","Hold on."
"19","ఓహ్, దేవుడా.",", my God."
"19","సరే, బాగుంది.","Okay, great."
"20","ఇదిగో.","Here."
"20","ఇంక పద అది మురికిగా ఉంది.","Let's get That's dirty."
"21","త్వరగా, త్వరగా, త్వరగా.","Quick, quick, quick."
"21","త్వరగా పద.","Quick sticks."
"21","త్వరగా పద.","Quick sticks."
"22","సరే.","Okay."
"22","ఇవి తీసుకోండి.","Here we go."
"22","నీకు ఇది కావాలా?","Do you need this?"
"23","ఆ ఇంటిని మళ్లీ ఈ రోజు చూస్తాను, బేబీ.","I'm seeing that house again today, babe."
"23","అలాగే.","Right."
"24","ఆ ఐదు బాత్ రూముల ఇల్లు కదా?","The one with the five bathrooms?"
"25","ఇంట్లో ప్రతి ఒక్కరికీ ఒక్కో బాత్ రూమ్ కావాలి.","One for every single member of this family."
"26","నువ్వు ఊహించగలవా?","Can you imagine?"
"26","నా ఉద్దేశం, అది అంత పెద్దదని నాకు తెలియదు.","I mean, I didn't know that was a thing."
"26","అది రాజభవనంలా ఉంది.","It's like a château."
"27","ఏం చేసుకోవాలో కూడా తెలియనన్ని బాత్ రూములు అందులో ఉన్నాయి.","We're gonna have more bathrooms than we know what to do with."
"28","నీకేం పట్టింది?","What do you care?"
"28","ఆఫీసులోనే పనైపోతుంది.","You shit at work."
"29","మనం ""షిట్"" అనే పదం వాడం.","We don't say ""shit."
"29","సరిగ్గా చెప్పావు, సారీ.",""" You're right, I'm sorry."
"30","సరే, నీకు ఒక విషయం తెలుసా?","Well, you know what?"
"30","మనం ఇల్లు మారాక, నేను ఒక రాజులా మలవిసర్జన చేస్తాను.","When we move, I will shit at home like a king."
"31","షిట్, షిట్, షిట్.","Shit, shit, shit."
"32","""షిట్"" అనే మాట అనద్దు.","Don't say ""shit."
"32","పొడుగు బ్రెడ్ ఎక్కడ?",""" Where's the baguette?"
"33","ఏంటి?","What?"
"33","ఏ పొడుగు బ్రెడ్?","What baguette?"
"33","నాకు పొడుగు బ్రెడ్ ఇంకా గుండ్రటి టోపీ ఫ్రెంచ్ క్లాస్ కోసం కావాలి.","I need a baguette and a beret for French class."
"33","అవి ఎక్కడ?","Where are they?"
"34","ఏంటి?","What?"
"34","నేను ఆ పొడుగు బ్రెడ్ లేదా గుండ్రటి టోపీ గురించి నేను ఇదే మొదటిసారి వింటున్నాను.","I This is the first I've heard about a baguette or a beret."
"35","ఓహ్, దేవుడా.",", my God."
"35","అమ్మా.","Mom."
"35","ఏంటి?","What?"
"35","నాకు తెలియదు.","I didn't."
"36","మిస్ లౌరెన్ నుంచి నాకు ఏమీ ఈమెయిల్ రాలేదు.","I didn't get an e-mail from Ms. Lauren."
"36","పొడుగు బ్రెడ్ ల గురించి నువ్వు విన్నావా?","Did you hear about the baguettes?"
"37","సారీ, వినలేదు.","Sorry, I didn't."
"37","నేను వెళ్లాలి.","I gotta go."
"37","మరి గుండ్రటి టోపీ?","Or the beret?"
"38","సరే.","Okay."
"38","వస్తాను.","See you."
"38","గుడ్ లక్.","Good luck."
"39","దాన్ని మూయకూడదు ఎందుకంటే నేను ఫెయిల్ అయిపోతాను!","You can't close it because I'm gonna fail!"
"40","వీడిని బయటకు తీయ్.","Take this guy out."
"40","అలాగే, బుజ్జీ.","All right, buddy."
"41","నేను ఇది ఉంచుకుంటాను.","I am keeping it."
"41","నాకు నాకు ఇది కావాలి! సరే.","I I want it! Okay."
"41","కానీ నీ బ్యాగ్ ని మూసి ఉంచకు.","But you cannot close your bag."
"42","బెక్మాన్ స్కూల్ అయితే, విల్ తో నువ్వు నిన్న రాత్రి ఎలా గడిపావు?","So, how was your night with Will?"
"42","అది సరదాగా సాగింది, అంటే, ముప్పై సెకన్ల వరకూ.","It was fun for, like, 30 seconds."
"43","ఆ తరువాత అది మొత్తం మళ్లీ ఒక డ్రామాగా మారిపోయింది.","And then it just turned into total drama again."
"44","మేము నిజంగా వీధి చివర నిలబడి ఒకళ్ల మీద ఒకళ్లం అరుచుకున్నాం.","We were literally screaming at each other on a street corner at 1:00 a.m. in the morning."
"45","ఓహ్, దేవుడా.",", my God."
