"Index","Start Time","End Time","Telugu Text","Mapped English Text"
"1","00:00:32,156","00:00:35,036","-ఆడు! -అవును! మంచి షాట్! బాగా ఆడావు, మార్టీ","- Come on, baby! - Yes! What a shot! Nice one, Marty."
"2","00:00:35,119","00:00:37,079","బ్యాంక్ ఆదివారం నాడు తెరిచే ఉంది.","The bank's open on Sunday."
"3","00:00:37,120","00:00:39,643","-బ్యాంక్ ఆదివారం నాడు తెరిచే ఉంది. -ఆగండి. ఒక్క క్షణం.","- The bank's open on Sunday. - Hold it. Guys, guys, one moment."
"4","00:00:43,502","00:00:44,753","అబ్బా!","Come on, man!"
"5","00:00:45,212","00:00:47,465","హలో? అవును.","Hello? Yes."
"6","00:00:52,636","00:00:53,679","సరే.","Okay."
"7","00:00:54,429","00:00:56,057","రా. తొందరగా రా!","Come on. Hurry it up!"
"8","00:00:56,098","00:00:57,850","సరే, ధన్యవాదాలు. బై.","Okay, thank you. Bye."
"9","00:01:11,405","00:01:14,367","-అంతా బానే ఉందా? -ఆ, మా నాన్నగారు చచ్చిపోయారు.","- Everything okay? - Yeah, my father's dead."
"10","00:01:14,408","00:01:16,890","-సరే. బాల్ వేయండి. బాల్ వేయండి. రండి. -మీ నాన్నగారు చచ్చిపోయారా?","- All right, ball in. Ball in. Let's go. - Your father's dead?"
"11","00:01:16,910","00:01:18,412","అవును. బాల్ వేయండి. బాల్ వేయండి.","Yeah. Ball in, ball in."
"12","00:01:18,453","00:01:20,456","-ఏమంటున్నావు? చచ్చిపోవడంలో చచ్చిపోవడమా? -ఇదుగో.","- What do you mean? Like dead, dead? - Here we go."
"13","00:01:27,588","00:01:29,506","వండరీ మరియు బ్లూమ్బర్గ్ పాడ్ కాస్ట్ ఆధారంగా రూపొందించబడింది","**[NO ENGLISH MATCH FOUND]**"
"14","00:01:39,433","00:01:44,021","నాకు చిన్ననాటి నుండే మా నాన్నగారికి తల్లిదండ్రులు లేరని నాకు తెలుసు ఎందుకంటే నాకు నానమ్మ, తాతయ్యలు లేరు.","I knew as a toddler that my father had lost his parents because I had no grandparents."
"15","00:01:45,230","00:01:51,528","నేను చిన్న పిల్లాడిగా ఉన్నప్పుడు మా నాన్నగారికి తోబుట్టువులు లేరని నాకు తెలుసు.","I knew as a child he had lost his siblings because I had no uncles or aunts."
"16","00:01:52,487","00:01:56,158","నేను యుక్తవయస్కుడిగా ఉన్నప్పుడు ఆయన భార్య మరణించిందని నాకు తెలిసింది.","I only discovered as an adolescent he had lost his wife."
"17","00:01:57,910","00:02:02,873","నేను పెద్దవాడిని అయిన తరువాత ఆయన తన బిడ్డని కోల్పోయారని నాకు తెలిసింది.","I only discovered as an adult he had lost his child."
"18","00:02:03,957","00:02:09,631","ఆయన అంతా కోల్పోయి, క్యాంప్ నుంచి బయటపడి ఇక్కడికి వచ్చారు.","So when he got out of the camp, he came here, having lost everything."
"19","00:02:10,214","00:02:14,385","ఆయన మొదటి భార్య పట్ల బాధపడకుండా మనం మా నాన్నగారి కోసం బాధ పడలేము.","We cannot truly mourn my father without mourning his first wife."
"20","00:02:14,426","00:02:17,264","మా అన్నయ్య, బరుఖ్ గురించి బాధపడకుండా.","Without mourning my brother, Boruch."
"21","00:02:21,600","00:02:22,727","ఈయన ఒక గొప్ప వ్యక్తి.","This was a great man."
"22","00:02:27,523","00:02:28,567","ఒక...","A he..."
"23","00:02:31,527","00:02:33,572","చెప్పాలంటే, ఒక హీరో.","A hero, if you will."
