"Index","Start Time","End Time","Telugu Text","Mapped English Text"
"1","00:01:09,540","00:01:11,196","వెనక్కి తిరుగు. హ్యాండ్స్ అప్!","Turn around. Hands up!"
"2","00:01:12,823","00:01:30,591","చూడండి.","- [GUNSHOT] - [SCREAMS] [SCOFFS] Well, well."
"3","00:01:32,140","00:01:33,802","నేను అనుమానించినట్టే జరిగింది.","Just as I suspected."
"4","00:01:34,640","00:01:36,847","కాస్త అలోచించి ఉంటే, నిజం ముందే బయటపడేది, అవునా?","Kind of obvious when you think about it, huh?"
"5","00:01:37,460","00:01:40,809","నాకు కాదు, బాస్. అలా జరుగుతుందని నేను అనుకోలేదు.","[PUERTO RICAN ACCENT] No for me, boss. I no see that coming."
"6","00:01:40,893","00:01:44,145","ఆలిబై ఉన్న ఎవరైనా ఎప్పుడూ అనుమానితులే, మార్కోవిట్జ్.","Anyone with an alibi is always a suspect, Markowitz."
"7","00:01:44,146","00:01:46,982","మీకీ విషయాలు ఎలా తెలుసు, సర్?","How do you know these things, jefe? [CHUCKLES]"
"8","00:01:53,340","00:01:55,741","ఆగు. నేను సహాయకుడినా?","[NORMAL VOICE] Wait. I'm the sidekick?"
"9","00:01:55,824","00:01:58,201","అవును. నువ్వు సహాయకుడివి.","Yes. You're the sidekick."
"10","00:01:58,202","00:02:01,205","మీకు చాలా ధన్యవాదాలు. నాకు ఏమనాలో తెలియడం లేదు.","[CHUCKLES] Thank you so much. I... I don't know what to say."
"11","00:02:01,205","00:02:04,875","పరవాలేదు. ఇప్పుడు, మనం మళ్ళీ మొదలు పెడదామా?","You're welcome. [CHUCKLES] Now, should we go back to the top?"
"12","00:02:05,876","00:02:07,211","ఆ? సరే.","Yeah? Okay."
"13","00:02:07,740","00:02:09,463","చూశావా?","Well, well."
"14","00:02:09,500","00:02:11,215","సరిగ్గా నేను ఊహించినట్టే జరిగింది.","Just as I suspected."
"15","00:02:11,680","00:02:13,008","దాని గురించి ఆలోచిస్తే...","Kind of obvious when..."
"16","00:02:13,020","00:02:14,510","ఈ యాస ఎందుకు?","Why the accents?"
"17","00:02:14,593","00:02:16,136","నువ్వు ప్యూర్టో రికన్ వి.","You're Puerto Rican."
"18","00:02:16,220","00:02:17,471","**[NO TELUGU MATCH FOUND]**","Uh... [SPEAKS SPANISH]"
"19","00:02:17,554","00:02:19,848","హే. బానే ఉంది.","Hey. [CHUCKLES] Not bad."
"20","00:02:19,932","00:02:22,267","అదుగో. సరే.","There you go. [CHUCKLES] Okay."
"21","00:02:22,351","00:02:23,685","**[NO TELUGU MATCH FOUND]**","[INHALES SHARPLY]"
"22","00:02:23,700","00:02:24,770","చూశావా?","Well, well."
"23","00:02:25,320","00:02:27,064","సరిగ్గా నేను ఊహించినట్టే జరిగింది.","Just as I suspected."
"24","00:02:27,540","00:02:43,205","అతనా వ్యక్తి కళ్ళ నుంచి వెలుగు పోవడం చూశాడు… …అతని శరీరం నుంచి ప్రాణం పోవడం అతను తన గాబర్డీన్ ప్యాంట్లలో మలవిసర్జన చేసేలా చేసింది.","He watched the light fade from the man's eyes, the withdrawing of the life-force from the body seeming to coincide with the evacuation of his bowels into his gabardine slacks."
"25","00:02:43,220","00:02:45,640","""…అతని గాబర్దీన్ ప్యాంట్లలోకి.""","""... into his gabardine slacks."""
"26","00:02:46,260","00:02:47,680","ఆపై వెంటనే…","Before long..."
"27","00:02:47,860","00:02:54,424","""ఆపై వెంటనే…"" -…ఆ మలం యొక్క కంపు… -""…ఆ మలం యొక్క కంపు…"" ...ఒక మరణించిన ప్రేమికుడిలా...","""Before long... "" - ... the putrid scent of feces... - ""... the putrid scent of feces... "" ... hung in the air like..."
"28","00:02:55,551","00:02:57,511","వారి చుట్టూ ఆవరించింది.","the ghost of a dead lover."
"29","00:02:57,520","00:03:02,808","""ఒక మరణించిన ప్రేమికుడి ఆత్మలా వారి చుట్టూ ఆవరించింది."" నువ్వు రాస్తున్నావా, మార్టీ?","""... hung in the air like the ghost of a dead lover."" You getting this, Marty?"
"30","00:03:02,891","00:03:05,936","నువ్వు నేను చెప్పినంత వేగంగా దాన్ని రాయాలి.","You know, you gotta keep up with the rhythm of the prose."
"31","00:03:06,019","00:03:07,271","అది జాజ్ లా ఉంటుంది.","You know, it's like jazz."
"32","00:03:07,896","00:03:09,355","-ఆ-హా. అవును, అవును. అవును. -సరేనా?","- Uh-huh. Yeah, yeah. Yeah. - Yeah?"
"33","00:03:09,356","00:03:11,358","నేను రాస్తున్నాను. నేను రాస్తున్నాను. రాస్తున్నాను.","[MARTY] I got it. I got it. Got it."
"34","00:03:13,400","00:03:17,114","అతను ఎప్పుడూ అనేటట్లు, ""మరొక రోజు, మరొక డాలర్.""","""Another day, another dollar,"" as he always said."
"35","00:03:17,197","00:03:21,618","""…మరొక డాలర్…"" అతను తన మడమ తిప్పి బయటకు వెళ్ళాడు.","""... another dollar... "" He turned on his heel and walked out."
"36","00:03:21,702","00:03:27,124","మరొక రోజు, -మరొక కేసు పూర్తయింది. -""మరొక రోజు... కేసు పూర్తయింది.""","Another day, - another case closed. - ""Another day... Case closed."""
