"Index","Start Time","End Time","Telugu Text","Mapped English Text"
"1","00:00:09,009","00:00:28,529","**[NO TELUGU MATCH FOUND]**","♪ Keep the doorway open wide ♪ ♪ Until we come slowly strollin' Side by side ♪ ♪ Till I'm strollin' through that doorway With my bride ♪"
"2","00:00:32,824","00:00:33,825","**[NO TELUGU MATCH FOUND]**","[MUSIC ENDS]"
"3","00:00:33,909","00:00:35,786","**[NO TELUGU MATCH FOUND]**","[GUESTS EXCLAIMING]"
"4","00:00:35,869","00:00:38,705","బార్ మిట్జ్వా అబ్బాయి స్టేజ్ మీదకి వస్తాడా?","Can we have the bar mitzvah boy join us by the stage?"
"5","00:00:39,331","00:00:41,124","**[NO TELUGU MATCH FOUND]**","[GUESTS MURMURING]"
"6","00:00:46,046","00:00:48,340","-వాడు ఎక్కడున్నాడు? -నాకు తెలియదు.","- Where the hell is he? - [WHISPERS] I don't know."
"7","00:00:50,092","00:00:51,844","**[NO TELUGU MATCH FOUND]**","[TOILET FLUSHES]"
"8","00:00:51,927","00:00:55,806","మార్టీ. మార్టీ, ఇది నేను. నువ్వు ఇక్కడ ఉన్నావని నాకు తెలుసు.","[GIRL] Marty. Marty, it's me. I know you're in here."
"9","00:00:55,889","00:00:56,974","దయచేసి బయటకి రా.","Please come out."
"10","00:00:57,057","00:00:58,559","నేను రాను. నాకు కడుపు నొప్పిగా ఉంది.","[YOUNG MARTY] No. My tummy hurts."
"11","00:00:58,642","00:01:01,538","నువ్వు చేస్తున్నది ముగిస్తే, మనం లోపలికి వెళ్దాము.","- Well, wrap up whatever you're doing, and let's go back in. - Well, wrap up whatever you're doing, and let's go back in."
"12","00:01:01,562","00:01:03,272","-హోరా అయిపోయింది. -నాకు అనవసరం.","- You missed the hora. - I don't care."
"13","00:01:03,355","00:01:05,333","అక్కడ చాలా మంది ఉన్నారు. వాళ్ళందరూ నన్నే చూస్తున్నారు.","There's too many people. They're all looking at me."
"14","00:01:05,357","00:01:06,358","**[NO TELUGU MATCH FOUND]**","[SIGHS]"
"15","00:01:09,403","00:01:11,280","నీకు ఎన్ని బహుమతులు వచ్చాయో చూశావా?","Have you seen the pile of presents?"
"16","00:01:12,406","00:01:15,343","నువ్వు ఇంకో గంట కళ్ళు మూసుకున్నావంటే, నువ్వొక ఫౌంటెన్ పెన్ దుకాణం తెరుచుకోవచ్చు.","You could start a fountain pen store if you just get through the next hour."
"17","00:01:15,367","00:01:20,914","మనం కొవ్వొత్తులు వెలిగించి, కొంచెం కేక్ తిని, అమ్మమ్మ ఫ్లోతో ఒక డాన్స్ చేసి ఇక్కడి నుంచి వెళ్ళిపోదామా?","How about we light the candles, have a little cake, do a dance with Grandma Flo, and get out of here?"
"18","00:01:20,998","00:01:24,126","నేను నీ పక్కనే ఉంటాను. నేను మాట ఇస్తున్నాను.","I'll be with you the whole time. I promise."
"19","00:01:34,845","00:01:36,763","అద్భుతం. నువ్వు ఇలా వస్తావా? రా.","Fantastic. Would you get over here? Come on."
"20","00:01:36,847","00:01:38,307","**[NO TELUGU MATCH FOUND]**","[GUESTS CHATTERING, LAUGHING]"
"21","00:01:39,183","00:01:40,601","సరే. అందరూ నవ్వండి.","All right. Everybody, smile."
"22","00:01:41,810","00:01:42,811","**[NO TELUGU MATCH FOUND]**","[CLICKS]"
"23","00:01:48,317","00:01:50,277","వండరీ మరియు బ్లూమ్బర్గ్ పాడ్ కాస్ట్ ఆధారంగా రూపొందించబడింది","**[NO ENGLISH MATCH FOUND]**"
