"Index","Telugu Text","Mapped English Text"
"2","ఇవాళ మీరేమైనా సెంట్ కొట్టుకున్నారా?","[sketch artist] You put on any perfume today?"
"3","మీ హెయిర్ స్టయిల్ మార్చడం లాంటివేమైనా చేశారా?","Wear your hair different? Anything like that?"
"4","అతను ముఖం ఇంకా సన్నగా ఉంటుంది.","His face was narrower."
"4","అలాగే గీస్తా.","We'll get there."
"4","అలాగే గీస్తానులెండి.","We'll get there."
"5","మీరు మీ ఇంటికి వెళ్తున్నారు కదా.","You were on your way home."
"5","ఎప్పుడూ వెళ్లే మార్గంలోనే వెళ్ళారా?","You go your usual route?"
"6","చూడండి.","Look."
"6","అతని గడ్డం ఇలా ఉంటుంది.","His chin is like this."
"7","చూశారా?","See?"
"7","దీన్ని త్వరగా చేసేయాలని అనుకుంటున్నారని అర్థమైంది.","I understand wanting to rush this along."
"8","చిత్రం సరిగ్గా రావాలన్నదే నా తాపత్రయం.","I wanna make sure we sketch out the right man."
"9","చూడండి.","Look."
"10","అతని కళ్ల మధ్య ఇంత దూరం ఉంది.","His eyes were this far apart."
"10","ఓ విషయం చెప్పనా?","You know what?"
"11","ఒకసారి కేటలాగ్ ని చూడండి.","Let's look at the catalog."
"11","అవి లోపలికి ఉన్నాయి.","They were deep set."
"12","ఒక్క నిమిషం మీరు నా మాట విని నేనే ఎలా చెప్తానో అలా గీయవచ్చు కదా?","Okay How about you listen to me and draw what I tell you to?"
"13","అతని కళ్ళు ఏ రంగులో ఉంటాయి?","What color were his eyes?"
"14","నీలం రంగు.","Blue."
"14","రెండు వైపులా తెల్లగా ఉన్నాయా?","You saw the whites on both sides?"
"15","అవును.","Yes."
"16","మరి అతని ముక్కు సంగతేంటి?","What about his nose?"
"17","కళ్లు ఇంకా సరిగ్గా రాలేదు.","The eyes aren't right yet."
"18","అవి దగ్గరగానే ఉన్నాయా?","Do they look close enough?"
"18","ఉన్నాయి, కానీ నేను ఇంకా.","Yeah, but I can help the."
"19","మాకు కావలసింది అదే.","That's all that we want."
"19","ఈ చిత్రాలనేవి అచ్చం ఫోటోలలా రావు.","The composite isn't a portrait."
"20","వీధిలో వీటిని అతికించినంత మాత్రాన, ఇతన్ని అందరూ గుర్తుపట్టేయలేరు.","Some stranger won't recognize him off the street."
"21","అలా ఎప్పుడూ జరగదు.","That never happens."
"21","మరి నేను ఇక్కడికి వచ్చి ఏం లాభం?","Then what am I doing here?"
"22","అతని గురించి తెలిసినవాళ్ల నుండి మాకు సరిపడా వివరాలు కావాలంతే, తద్వారా వారు చిత్రాన్ని గుర్తుపట్టగలగాలి.","We just need enough details for someone who knows him, so they can recognize the sketch."
"23","దీని వల్ల లాభం ఉండదు.","It won't work."
"24","అతని గురించి ఎవరికీ తెలీదు.","No one knows him."
"27","హలో?","Hello?"
"28","ఎవరైనా ఉన్నారా?","Somebody?"
"29","ఎవరైనా నాకు సాయపడగలరా?","Can somebody help me, please?"
"30","నువ్వు అరవడం ఆపాలి, గురూ.","[patient] You going to cut that shit out, man."
"31","ఎవరూ రారు.","Okay, no one's coming."
"32","నువ్వు ఇక్కడికి రాగలవా?","Can you come over here?"
"32","నాకు సాయం చేయగలవా?","Can you give me a hand, please?"
"33","నన్ను మంచానికి కట్టేశారు.","[breathes heavily] They strapped me down."
"34","ఎవరో నీ చేతిని బాగా కోశారు.","You cut your flexor tendon. [chuckles]"
"35","ఎవరో నీపై బాగా దాడి చేసినట్టున్నారే?","Somebody let loose on you, huh?"
"36","బాగా గట్టిగా కట్టేశారా?","How tight are those things?"
"36","అవును.","Tight enough."
"37","వీటిని వెంటనే తీసేయ్.","Now, you you get 'em off me now."
"38","నీ పేరేమీ లేదే.","There's no name down for you."
"38","త్వరగా.","Come on now."
"39","గుర్తింపు డాక్యుమెంట్ కూడా లేదే.","You don't have no ID."
"40","దయచేసి వీటిని తీసేయ్.","Please, take these off."
"41","రెసీన్ లో స్పృహ తప్పి పడి ఉన్నావు నువ్వు.","They found you unconscious on Racine."
"42","లోపల జేబులో డబ్బు ఉంది.","There's cash in the inside pocket."
"42","తీసేసుకో.","It's yours."
"42","కానీ వీటిని తీసేయ్.","Just come on."
"43","నీ డబ్బును ఎవరో ఎప్పుడో కాజేశారు.","[scoffs] Yeah, somebody already cleaned you out."
"44","ఆ పారామెడిక్స్ దొంగ వెధవలు.","Them paramedics, they are sneaky."
"45","హేయ్, వీటిని తీసేయ్ హేయ్, బాగానే ఉన్నావా?","Hey, take these fucking things [high-pitched ringing] Hey, you all right man?"
"45","ఏం జరుగుతోంది?","What's going on?"
"46","నేను ఇక్కడ ఎంత సేపటి నుండి ఉన్నాను?","How long have I been here for?"
"47","నిన్న రాత్రి వచ్చావు.","You come in last night."
"47","ఎక్కువ సేపు ఉంటే సాధారణంగా వాళ్ళని పైకి తరలిస్తారు.","They usually move the long-haulers upstairs."
"48","ఎప్పుడు తీసుకువచ్చారు?","What time?"
"48","ఎంత సేపటి నుండి ఉన్నాను?","How long?"
"48","ఎన్ని గంటలు అయింది?","How many hours has it been?"
"49","చూస్తుంటే, ఆంబులెన్స్ నిన్ను అర్ధరాత్రి ఎప్పుడో తీసుకువచ్చినట్టుంది.","It looks like the ambulance brought you in around midnight."
"50","అబ్బా.",", shit."
"50","నేను వెళ్లాలి.","I gotta go."
"50","నేను వెళ్లాలి.","[inhales sharply] I gotta go."
"50","వెళ్లిపోవాలి.","I gotta go."
"51","నువ్వు వీటిని తీసేయాలి.","You gotta get me outta here."
"51","నేను వెళ్లాలి.","I gotta get outta here."
"52","ఇంటి నుండి నేను ఇంత సేపు బయట ఉండకూడదు.","I can't be away from the house this long."
"53","ఇంట్లో ఎవరైనా ఉన్నారా?","You got someone waiting for you?"
"53","నేను ఇంటికి వెళ్లాలి, లేదంటే నా బతుకు కూడా లియోలా అయిపోతుంది.","I need to go home or I'll end up like fucking Leo."
"54","నేను వెంటనే ఇంటికి వెళ్లిపోవాలి.","I need to go home now."
"54","వెంటనే!","I need to go home now!"
"55","చూడు, నర్సులు నిన్ను కట్టేసి ఉంచారంటే బలమైన కారణమే ఉండుంటుంది.","Like, the nurses must have had good reason to strap you down."
"56","నువ్వు ఇప్పుడు నాకు సాయం చేస్తే, నేను చుప్ చాప్ గా వెళ్లిపోతా, కానీ నువ్వు కాకుండా వేరేవాళ్ల వలన నేను బయటకు వెళ్లాల్సి వస్తే, వెళ్లిపోయేటప్పుడు నీ బెడ్ దగ్గరకి వస్తా.","If you let me up now, I'm leaving. But if I have to wait for someone else, I'll be coming by your bed on the way out."
"57","కాబట్టి వెంటనే వీటిని విప్పేయ్.","You take 'em off."
"59","సరే.","Fine."
"59","నన్ను మాత్రం ఏం చేయకు.","Do not swing at me."
"60","ఈరోజు ఇప్పటికే నాకు చుక్కలు కనిపించాయి.","I dealt with enough bullshit today."
