"Index","Telugu Text","Mapped English Text"
"24","హలో! నువ్వు బానే ఉన్నావా?","Hello! You okay?"
"25","క్షమించు, మేము నిన్ను భయపెట్టాలి అనుకోలేదు.","Sorry, we didn't mean to startle you."
"26","మేము ఇలా చెప్పాబెట్టకుండా రావాలనుకోలేదు కానీ, నువ్వు ఏమీ అనుకోనంటే ఒక మాట, నువ్వు కాసేపు ఆగి విశ్రాంతి తీసుకుంటే మంచిది.","We wouldn't have intruded but, um, if you don't mind us saying, maybe you could slow down and take a break."
"27","నువ్వు రెండు గంటల నుండి ఆగకుండా పని చేస్తున్నావు.","You've been at it for two hours straight."
"27","మీరు నా మీద నిఘా పెట్టారు.","You people are spying on me."
"28","ఓహ్, లేదు.",", no."
"28","నువ్వు బయట ఉన్నావు కాబట్టి మాకు తెలిసింది.","You just happened to be outdoors this morning."
"29","ఎలా?","How?"
"29","ఎక్కడ?","Where?"
"29","మీరు నన్ను ఎక్కడి నుండి చూస్తున్నారు?","Where are you watching me from?"
"30","ఒక ఎంక్యూ-9 రీపర్.","An MQ-9 Reaper."
"30","ఏంటి?","A what?"
"31","అదొక ఎయిర్ ఫోర్స్ డ్రోన్.","It's an Air Force drone."
"31","అది.","It's."
"32","నాకు ఏమీ కనిపించడం లేదు.","I don't see anything."
"33","అవును, నీకు ఏం కనిపించదు.","Yeah, no, you wouldn't really."
"33","అది ఆకాశంలో 40,000 అడుగుల ఎత్తులో ఉంది.","It's It's way up at 40,000 feet."
"34","అది ప్రమాదకరమైంది కాదు.","It's not dangerous."
"34","దానికి బాంబులు కూడా లేవు.","It's not even armed."
"35","క్షమించు.","Sorry."
"35","తప్పైపోయింది.","Bad idea."
"35","అది వెళ్ళిపోతోంది.","It's leaving."
"36","ప్లీజ్?","Please?"
"36","నువ్వు కొన్ని నీళ్లు తాగితే మాకు చాలా సంతోషంగా ఉంటుంది.","We'd feel so much better if you'd hydrate."
"37","అందులో ఏం ఉంది?","What's in it?"
"38","నీళ్లు.","Water."
"38","ఇంకేమైనా ఉందా?","And what else?"
"38","నన్ను కూడా మీలాగా చేసేది ఏదీ లేదా?","Something that's gonna make me turn into one of you?"
"39","లేదు, ఆ పని ఎలా చేయాలో తెలియడానికి ఇంకా చాలా నెలలు పడుతుంది.","No, we're months away from knowing how to do that."
"40","జార్మల్ గర్కీ దీన్ని తాగొచ్చు అంటున్నాడు.","Jarmell Gurky says it's okay."
"41","జార్మల్ గర్కీ ఎవరు?","Who is Jarmell Gurky?"
"41","అతను విన్స్టన్-సేలమ్ లో బాటిలింగ్ లైన్ సూపర్వైజర్.","He's a bottling line supervisor in Winston-Salem."
"42","ఈ బాటిల్ లో మే ఎనిమిదిన నీళ్లు నింపినప్పుడు ఆక్వాఫీనా ప్లాంట్ రెండవ షిఫ్ట్ అతనే నడిపించాడు.","He was running the second shift at the Aquafina plant when this got filled on May 8th."
"43","అతనికి తెలిసినంత వరకు ఇవి మంచి నీళ్లు మాత్రమే.","To the best of his knowledge, it's just good clean water."
"44","నువ్వు ఈ పిచ్చి సోదంతా నా పెరట్లోకి వచ్చి ఎందుకు మాట్లాడుతున్నావు?","Why are you standing in my yard talking about whatever the fuck it is you're talking about?"
"45","నువ్వు ఎవరివి?","Who are you?"
"46","నీకు నచ్చుతుందని మేము అనుకున్న ఒక వ్యక్తి.","Someone we thought you might like."
"47","నాకేం నచ్చడం లేదు.","Not so much."
"47","లేదు.","No."
"47","క్షమించు, కారోల్.","Sorry about that, Carol."
"47","ఏదేమైనా, నీకు ఇప్పుడు వడదెబ్బ తగిలేంతగా అలసిపోయావు, ప్రస్తుతం భూమి మీద ఉన్న ప్రతీ డాక్టర్ అభిప్రాయం అదే.","Regardless, you are on the verge of heat exhaustion, and that's the opinion of every medical doctor on Earth."
"48","ఏమంటావు?","How about it?"
"49","నీ ఇంట్లో కూడా నీళ్లు ఉన్నాయి.","You have water in the house."
"49","దయచేసి కొన్ని త్రాగు.","Please drink some."
"50","అలాగే అతిగా శ్రమ పడకు.","And maybe pace yourself."
