"Index","Telugu Text","Mapped English Text"
"1","పీటీ, నువ్వు బాగానే ఉన్నావు కదా?","[Mark] Petey, are you okay?"
"2","పీటీ?","Petey?"
"3","హా, నేను బాగానే ఉన్నాను.","Yeah, I'm good."
"3","కాలు జారి పడ్డా.","I just slipped."
"3","కాస్త మంచి బాత్రూమ్ పట్టలు పెట్టుకోరాదూ.","You should invest in a bath mat, maybe."
"4","సరే.","Yeah, okay."
"4","ఆ బాత్రూమ్ రోబ్, నాకు నా బావ కానుకగా ఇచ్చాడు.",", the robe is a gift from my brother-in-law."
"5","దాన్ని నేను ఇప్పటిదాకా వేసుకోలేదు.","I've never worn it or anything."
"5","అది కాస్త వింతగా ఉంటుంది, ఏమనుకోకు.","Sorry, it's weird."
"6","ఇక్కడ దిండ్లు కూడా ఉన్నాయి.","[stammers] I have pillows."
"6","ఇంకా ఏమైనా కావాలా?","Do you need anything else?"
"7","అవును, ఈ మంచి బాత్రూమ్ రోబ్ చెత్తదని చెప్పడం ఆపు, అది చాలు.","[Petey] Yeah, I want you to stop shitting on this awesome robe."
"8","కావాలంటే దాన్ని నువ్వే ఉంచుకో.","Well, you can keep it."
"9","నేనే ఉంచుకుంటా.","I will."
"10","హేయ్.","Hey."
"10","ఈ కిటికీల నుండి ఎవరూ లోపలికి పక్కా చూడలేరు కదా?","Are you sure nobody can see in any of these transoms?"
"11","చూడలేరు.","Yeah."
"11","ఇంకా, పైన కూడా అన్నీ లాక్ చేసేసి ఉన్నాయిలే.",", and everything's locked upstairs."
"12","పక్క ఇంట్లో ఎవరైనా ఉన్నారా?","Anybody live in that unit next door?"
"13","అటు పక్క ఇంట్లో మిసెస్ సెల్విగ్ అనే ఆవిడ ఒంటరిగా ఉంటుంది.","No, it's just Mrs. Selvig in the other direction."
"14","ఇక్కడ చాలా ఇళ్ళు ఇంకా ఖాళీగానే ఉన్నాయి, కాబట్టి హాయిగా, ప్రశాంతంగా ఉంటుంది.",", the neighborhood never really filled up, so it's nice. Quiet."
"15","జనాలకు దూరంగా హాయిగా ఉండవచ్చు.","Fortress of solitude."
"16","అప్పుడప్పుడూ ఇతర శాఖలతో కలుస్తూ ఉంటే బాగుంటుందనే ఇప్పటికీ అనుకుంటున్నా.","I still think an occasional mixer wouldn't hurt anything."
"17","నేను కూడా చెక్ చేశాను, మాన్యువల్ లో కూడా అలాంటిది కుదరదు అని ఎక్కడా లేదు.","I checked, and it's not expressly prohibited in the manual."
"18","అవును, అందులో సందేహమే లేదు!","Yeah, I bet!"
"19","బాసూ, పోయిన త్రైమాసికంలో ఈ భవనంలోని వాళ్లు అందరూ కలిస్తే బాగుంటుందని కోబెల్ తో అన్నా.","Dude, I pressed Cobel for an all-floor mixer last quarter."
"20","దానికి ఆమె అది మీరు కష్టపడి సాధించాల్సిన విషయం అనేదో అర్థం కాకుండా చెప్పింది.","She said you'll get one when you earn it, whatever that means."
"21","కోబెల్?","Cobel?"
"21","డిలన్ సన్సెట్ పార్క్ ఫైల్ పని నాలుగు శాతం మాత్రమే పూర్తి చేశాడు, అలాంటప్పుడు అది.","I can't imagine Dylan's 4% on Sunset Park's gonna help with."
"22","పీటీ?","Petey?"
"23","నువ్వు బాగానే ఉన్నావా?","You okay?"
"24","మన్నించు.","I'm sorry."
"24","బాగానే ఉన్నాను.","Yeah."
"25","ఈ రుగ్మతతో, నాకు నాకు అంతా గందరగోళంగా ఉంటుంది.","With this sickness, I just I get disoriented."
"26","ఇది తాత్కాలికమే.","It's temporary."
"27","సన్సెట్ పార్క్ అంటే ఏంటి?","What's Sunset Park?"
"28","ఏమో.","I don't know."
"30","రెండు వేర్వేరు జీవితాలను కలిపి కుట్టేసినట్టు ఉంటుంది అన్నమాట.","It's like having two different lives suddenly stitched together."
"31","కానీ వాస్తవమేదో, భ్రమ ఏదో చెప్పలేం.","But the relativity's fucked."
"32","కాబట్టి, నేను లూమన్ లో చేరిన మొదటి రోజు నుండి నా అయిదవ పుట్టిన రోజు జీవితం దాకా.","So, my first day at Lumon's as far back as my fifth birthday."
"33","రెండు గతాలు ఉన్న కారణంగా నా వర్తమానం కూడా భ్రమలానే అనిపిస్తోంది.","And with two pasts, it blurs the present too."
"34","కానీ అది బాగు అయిపోతుందని వాళ్లు అన్నారు.","But they said it will get better."
"35","""వాళ్లు"" అంటే ఎవరు?","Who's ""they""?"
"36","""వాళ్లు"" అంటే వేర్పాటు పద్ధతి మానవాళికి పెనుముప్పు లాంటిది అని తెలిసిన వాళ్లు.","""They"" is a group of people that know severance is a blight on mankind."
"37","ఆ విషయంలో వాళ్లు ఏదోకటి చేస్తారు.","And they're gonna do something about it."
"38","హోల్ మైండ్ కలెక్టివ్ గ్రూప్ ఆ?","The Whole Mind Collective?"
"39","టౌన్లో సంతకాల సేకరణ చేసే పిల్లలా?","The kids trolling for signatures downtown?"
"39","కాదు, అది డబ్ల్యూ.ఎమ్.సీ కాదు.","No, not the fucking WMC."
"41","వాళ్లు వేరే గ్రూప్.","Someone else."
"42","సరే.","All right."
"42","అయితే.","Well."
"43","నేనేం చేయాలని నువ్వు ఆశిస్తున్నావు?","So, what do you want from me?"
"44","అక్కడ నువ్వు చేసే పనేంటో తెలుసుకోవాలని నీకు లేదా?","Don't you wanna know what you're doing down there?"
"45","చూడు.","[sighs] Okay, look."
"45","నేనేమీ జ్ఞాపకాలను కలపాలనుకోవట్లేదు.",", you know, I I'm not gonna unsever."
"46","నేను కూడా కలపమని చెప్పడం లేదు. ఎందుకంటే, ఆ పద్ధతికి ఒక పేరు ఉంది.","Well, I don't want you to unsever because that's not a word."
"47","ఏకీకరణ.","Reintegration."
"47","సర్లే.","All right."
"47","ఏదైతే ఏంటి.","Well, whatever."
"47","అంటే, అదేమీ నా విషయంలో అదో ముప్పులా అని నాకనిపించలేదు.","I You know, it hasn't been a, a blight for me."
"48","అది నాకు సహాయపడింది.","It's It's helped me."
"49","సరే.","Okay."
"49","ఆ సాయానికి నువ్వు చేసే ప్రతిసాయం ద్వారా నువ్వు ఎనిమిది గంటల పాటు ఆఫీసులో కూర్చొని, నీకు తెలియకుండానే జనాలను చంపుతున్నావని నీకు తెలిస్తే?","What if the cost of that help is that you're murdering people eight hours a day and you don't even know it?"
"50","అది నిజమా?","Well, am I?"
"51","చూడు. నాకు ఒక శాఖ గురించి తెలిసింది. దాని గురించి మనకు ఏమీ చెప్పరు.","Look, I I found a department. One they don't tell us about."
"52","ఆ శాఖ నుండి మనం బయటకు రాలేం.","One where you don't get to leave."
"53","అంటే, మేమందరం కూడా మా శాఖ నుండి బయటకు రాలేం కదా?","Well, don't none of us get to leave?"
"54","అలా కాదు, వాళ్లు ఎప్పుడూ అక్కడే ఉంటారు.","No, I mean you really don't get to leave."
"54","ఇప్పుడు కూడా అక్కడే ఉంటారు.","As in, they're down there right now."
"55","ఏంటి?","Well, what?"
"55","సంకెళ్లతో కట్టేసి ఉంచుతారా, లేక.","Like, chained up, or."
"57","ఏంటి?","What?"
"59","నేను దాని గురించి ఇక్కడ మాట్లాడను.","I'm not gonna talk about it in here."
"60","మానిటర్లకు ఏమైనా రికార్డర్లు పెట్టుంటారేమో.","I don't know if the monitors are bugged."
"60","అర్వింగ్ వస్తాడేమో.","Or if Irving's gonna walk in."
"61","పీటీ, మనం లూమన్ లో లేము.","Petey, we're not at Lumon."
"62","మరి జూన్ ఎక్కడ?","Then where the fuck is June?"
"65","మన్నించు, మార్క్.","I'm sorry, Mark. [sighs]"
"67","జూన్ ఎవరు?","Who's June?"
"68","జూన్ నా కూతురు.","June is my daughter."
"68","తను చాలా మంచి పిల్ల, గిటార్ అద్భుతంగా వాయిస్తుంది.","Greatest kid on Earth and a hell of a guitar player."
"69","నన్ను ఇక్కడే ఉండమని చెప్పినందుకు నీకు ఆనందంగా ఉందా?","How happy are you that you asked me to stay here?"
"70","మార్క్.","[Ms. Cobel] , Mark."
"71","నువ్వు బాగానే ఉన్నావా?","Are you all right?"
"72","కానీ ఒక మహిళా ఉద్యోగి, మీ సంస్థ వేర్పాటు పద్ధతిని ప్రారంభించాక ఒక నెలలోపే గర్భవతి అయింది, దానిపై మీ కామెంట్ ఏంటి, నాటలీ?","But what do you say, Natalie, to the woman who became pregnant at work less than a month after her company went severed?"
"73","ఆమెకి ఎదురైన అనుభవం గురించి నిజాయితీగా మాట్లాడాలని ఆమెకి ఉంటే, ముందు ఆమె గుర్తింపు ఏమిటో అందరికీ తెలపమనండి.","[Natalie] Well, first, I'd suggest she reveal her identity if she wants an honest conversation about her experience."
"73","తన పని అవతారం ప్రమేయమే ఉన్నప్పుడు తను ఎలా మాట్లాడగలుగుతుంది పని అవతారమేంటి?","How could she have that conversation when her workie was the one involved Okay, first of all, workie?"
"74","అదా, మీరు ఆ పదాన్నే వాడుతుంటారని నేను అనుకున్నాను.","That, as I understand, is the preferred term among."
"75","తాము సొంతంగా ఎంచుకొన్న దారుల నుండి జనాలను కాపాడాలని చూసే మీలాంటి వాళ్లు ఇలాంటి అహంకారపూరిత పదాలనే వాడుతారులెండి.","I think it's exactly the condescending verbiage that I'd expect from a group trying to save people from their own choices."
"76","దారులా?","[WMC spokesperson] Choices?"
"76","తన పనియేతర అవతారానికి.","Did her insie have a."
"77","పనియేతర అవతారమా?","[Natalie] Insie?"
"77","ఈ పదాలను ఎక్కడి నుండి పట్టుకొస్తున్నారు?","Where are you getting these terms?"
"78","సరే.","[WMC spokesperson] Fine."
"78","తమ మెదడును వేరుచేసుకొన్న వ్యక్తే అనుకుందాం.","Call it someone who's had their brain split in half."
"79","లూమన్ లో మేము చేసే దానికి, ఆ మాటకొస్తే ఏ వేర్పాటు పద్ధతికి అయినా, ఈ విషయంలో సంబంధం లేదు.","[Natalie] That has nothing to do with what we do at Lumon nor any severance procedure."
"79","నా ప్రశ్నలకు బదులు ఇవ్వాలని మీకు లేదని నాకు అర్థమైంది నేను సమాధానాలు ఇస్తున్నానుగా.","[sighs] I understand you don't wanna answer my questions I'm answering your questions."
"79","ఎందుకంటే అప్పుడు మీరు చేసే పనులు నైతికపరంగా అమానుషమైనవని బట్టబయలైపోతుంది.","because it'll reveal that you are complicit in something totally immoral."
"79","అమానుషమైన విషయం ఏదైనా ఉందంటే.","[Natalie] What's immoral is."
"80","అది నిజం కాదు కదా.","[sighing] [remote control clicking] [audience laughing] [character 1] Tell me it's not true."
