"Index","Telugu Text","Mapped English Text"
"3","హలో!","[Irving echoing] Hello!"
"4","హలో!","Hello!"
"5","అర్వింగ్!","[Mark] Irving!"
"6","నేనే.","It's me."
"6","ఇక్కడ పైన ఉన్నాను! మార్క్!","I'm up here! Mark!"
"7","అవును!","[Mark] Yeah!"
"8","హేయ్!","Hey!"
"9","ఏం జరుగుతోంది?","[stammers] What's happening?"
"10","మనం ఏక్కడ ఉన్నాం?","Where are we?"
"11","తెలీదు, కానీ కింది నుండి పైకి వచ్చే మార్గం అక్కడ ఉంది!","[Mark] I have no fucking idea, but there's a path up the cliff right down there!"
"12","పైకి రమ్మంటావా?","[Irving] Do you want me to come up?"
"13","అవును!","[Mark] Well, yeah!"
"14","నేను ఐస్ మీద ఉన్నాను.","[Irving] I'm on [groans] I'm on the ice."
"14","నేను ఐస్ మీద ఉన్నా!","I'm on the fucking ice!"
"15","అక్కడి నుండి రా మరి.","[Mark] Maybe get off of it."
"15","రా!","Come on!"
"16","వస్తున్నా!","[Irving] I'm coming!"
"19","నేను.","[grunts] I'm."
"20","నేను వస్తున్నా!","I'm coming!"
"21","జాగ్రత్త!","Be careful!"
"23","బాగా వాలుగా ఉంది!","[Mark] It's very steep!"
"27","అర్వింగ్.","[grunts, sighs] [Helly] Irving."
"28","హెల్లీ!","[Irving] Helly!"
"29","నువ్వు ఎక్కడి నుండి వచ్చావు?","Where did you come from?"
"30","తెలీదు.","I don't know."
"31","మనం ఇక్కడేం చేస్తున్నాం?","What are we doing out here?"
"32","పైకి రండి!","[Mark] Up here!"
"33","నా గొంతును ఫాలో అవ్వండి!","Follow my voice!"
"34","మార్క్!","Mark!"
"36","మార్క్!","Mark!"
"37","పైన ఉన్నాను!","[Mark] Up here!"
"38","మార్క్.","[Irving] Mark."
"39","హేయ్!","[Mark] Hey!"
"40","మీరు బాగానే ఉన్నారా?","Are you okay?"
"41","మేల్కొన్నప్పుడు నువ్వూ ఐస్ మీదే ఉన్నావా?","Did you wake up on the ice too?"
"41","హా.","Yeah."
"42","మరి నువ్వు?","What about you?"
"42","కొండ మీద ఉన్నా.","On the cliff."
"43","ఓరి దేవుడా.","[Dylan screams, grunting] [Irving] , my God."
"44","మీరు మీరేనా?","Is it you?"
"44","అవును మరి.","[Helly] Of course it's us."
"45","అయ్య బాబోయ్!","Holy shit!"
"46","బయట ఉన్నామురా నాయనోయ్!","Out-fucking-side."
"47","దేవుడా.",", my God."
"47","నాకు ముందే తెలుసు సీలింగ్ ఏమీ లేదని, కానీ ఇది మాత్రం సూపరో సూపర్.","I mean, I knew there was no actual ceiling, but this is fucking insane."
"48","హలో?","Hello?"
"50","ఏంటది?","[Mark] What is that?"
"54","గుడ్ మార్నింగ్, రిఫైనర్స్.","Good morning, Refiners."
"55","నేను మీ ఆఫీసులో పని చేసే మిస్టర్ మిల్చెక్ ని, నాకు చాలా ఆనందంగా ఉంది, మీకు స్వాగతం పలుకుతున్నందుకు మీ తొలి లూమన్ టీమ్ బిల్డింగ్ అవుటింగ్ కి.","This is Mr. Milchick from work, and I'm thrilled to welcome you to your first ever outdoor retreat and team-building occurrence."
"56","మీరందరూ బయటి ప్రపంచాన్ని చూడాలనుకుంటున్నారని ఈ ""ఓర్ట్ బో""ను ప్లాన్ చేశాం.","This ORTBO is in response to your desire to see the outside world."
"57","మీ పనియేతర అవతారాల సమ్మతితో డీటర్ ఈగన్ నేషనల్ ఫారెస్ట్ లో ఉండే చెట్లు, చేమలు, పొదలు, సరస్సుల నడుమ నడుస్తూ రెండు రోజులు గడుపుతారు.","With your outies' blessings, you will spend the next two calendar days walking the meadows, thickets, brambles and brooks that make up the Dieter Eagan National Forest."
"58","అసలు ఈ డీటర్ ఈగన్ ఎవరు?","Who the fuck is Dieter Eagan?"
"59","డీటర్ ఈగన్?","Dieter Eagan?"
"60","కొందరికి మరింత తెలుసుకోవాలనే కుతూహలం ఉండవచ్చు.","Some of you may be quietly yearning to learn more."
"61","మీరు వెతుకుతున్న నిజం నాల్గవ అపెండిక్స్ లో ఉంది.","The truth you seek lies within the fourth appendix."
"62","కియర్, నాల్గవ అపెండిక్స్ ని తన ఆఖరి క్షణాల్లో డిక్టేట్ చేశారు, అది ఎంత పవిత్రమైనది అంటే, దాన్ని ప్రత్యేకమైన అంతస్థులోకి తీసుకురావడం నిషిద్ధం.","Kier dictated a fourth appendix in his final hours of life, a text of such sanctity that it is forbidden upon the severed floor."
"63","అది సిసర్ కేవ్ లో మీ రాక కోసం ఎదురుచూస్తోంది, కియర్ ఈగన్ తొలిసారిగా నాలుగు ఎమోషన్లనూ తన గుప్పెట్లోకి తెచ్చుకుంది ఆ గుహలోనే.","It's waiting for you in Scissor Cave, the very same grotto where Kier Eagan tamed the four tempers for the very first time."
"64","ఇంకో విషయం, ""కియర్ వేసిన బాటను దాటరాదు, దాటినచో ప్రకృతి మిమ్మల్ని విడువదు.","And do remember, ""Stray not from Kier's path, lest you roil nature's wrath."
"64","""",""""
"65","మీకు అడుగడుగునా సహాయం అందుతుంది.","There will be help along the way."
"66","గుడ్ లక్, ఎండిఆర్.","Happy fortunes, MDR."
"68","సిసర్ కేవ్.","Scissor Cave."
"69","ఏంటది?","What the fuck is that?"
"70","అతను మార్క్ లా ఉన్నాడే.","He looks like Mark."
"71","అడుగడుగునా సహాయం అందుతుందని మిల్చెక్ అన్నాడుగా.","Milchick said there'd be help along the way."
"72","ఆ పిచ్చోడి మాటలను నేను నమ్మను కాక నమ్మను.","I wouldn't trust a word out of that mountebank's mouth."
"73","వాడు టీవీ ద్వారా చెప్పినా సరే.","Not even televisually."
"74","ఇప్పుడు మనకి వేరే దారులేవీ లేవు, అర్వ్.","Not like we have a lot of other options right now, Irv."
"76","ఆగండి.","Wait."
"79","""మొదటి చాప్టర్.","[Helly] ""Chapter one."
"80","ఈ ప్రపంచంలోకి నేను ఒంటరిగా రాలేదు.","I was not born into this world alone."
"81","మా అమ్మ కడుపులో నాతో పాటు వేరొకరు కూడా ఉన్నారు, అతనే నా కవల సోదరుడైన, డీటర్.","The lodgings of my mother's womb I shared with another, a twin brother who was called Dieter."
"81","""",""""
"82","కియర్ కి కవల సోదరుడు ఉన్నాడా?","Kier had a twin?"
"83","అందుకే మనకి మన డబుల్స్ కనిపించారు.","That's what those things are."
"84","హా.","[Irving] Yeah."
"85","""పసికూనలుగా ఉన్నప్పటి నుండి మేమిద్దరం మిత్రులం.","""In infancy, he was my bosom friend."
"85","కానీ పెరిగి అబ్బాయిలం అయ్యాక, తనతో అడవిలోకి వచ్చి ఏమీ లేని వాళ్ళలా జీవిద్దామని పోరు పెట్టేవాడు.","But as we blossomed into boyhood, he beseeched me to take to the wood with him to live as paupers."
