"Index","Telugu Text","Mapped English Text"
"1","డెవన్! లేదు, లేదు.","Devon! No, no, no."
"1","వినండి, మేమేమీ ఆనందంగా లేము.","Listen, we're not happy."
"1","మా బతుకులు దారుణంగా ఉన్నాయి.","We're miserable."
"1","బర్ట్!","Burt!"
"2","వాళ్లు అక్కడ మాకు నరకం చూపిస్తారు! డెవన్! మేము ఖైదీలం! బర్ట్! తను బతికే ఉంది!","They torture us down there! Devon! We're prisoners! Burt! She's alive!"
"5","నీ పేరు మార్క్ ఎస్ అనుకుంటా.","I suppose you're Mark s."
"6","నేను నా పేరు మార్క్ డబ్ల్యూ.","I I'm Mark w."
"7","ఎవరు మీరు?","Who are you people?"
"8","మనిద్దరి పేర్లు ఒకేలా ఉన్నాయి కాబట్టి, గందరగోళాన్ని నివారించడానికి, నిన్ను వేరే పేరుతో పిలిచినా, నీకు పర్వాలేదా?","Would you be open to using a different first name to avoid confusion?"
"9","పునఃస్వాగతం, మార్క్ ఎస్.","Welcome back, Mark s."
"10","చాలా కాలమైంది నిన్ను చూసి.","Been a minute."
"11","ఎవరు వాళ్లు?","Where are they?"
"12","నీకు ఏవైనా ప్రశ్నలు ఉంటే, వాటిని మనం మేనేజ్ మెంట్ ఆఫీసుకు వెళ్లాక అడిగితే మంచిది.","I think it's best to save any queries till we arrive at the management office."
"12","వాళ్లని ఉద్యోగంలోంచి తీసేశారా?","Were they fired?"
"12","బెలూన్లను నా పాత డెస్క్ దగ్గర ఉండే వాకిలిలో వదిలేయవచ్చు.","You can leave the balloons in the foyer by my old desk."
"13","మనం చాలా విషయాల గురించి మాట్లాడుకోవాలి, అవి ఉంటే నీ ఏకాగ్రతకు భంగం కలగవచ్చు.","We've much to discuss, and I don't want them distracting you."
"13","చెప్తున్నా కదా, వాటిని ఎవరూ తీసుకోరు.","I assure you, they won't be taken."
"13","మిస్టర్ మిల్చెక్, దయచేసి చెప్పు.","Mr. Milchick, please."
"13","మీరందరూ అయిదు నెలల కిందట ఏవైతే చేశారో, వాటి వల్ల ఈ సంస్థకు ఎప్పుడూ ఎదురుకానంత గడ్డు పరిస్థితి ఎదురైంది.","What you all did five months ago was one of the most painful moments in the history of this company."
"13","అయిదు నెలలా?","Five months?"
"14","నేను కూడా చాలా బాధపడ్డాను.","I, too, was wounded by it."
"14","కానీ కష్టాలు ఎదురైతేనే కదా, మనం ఇంకా బలంగా రాటుదేలగలిగేది?","But we must be cut to heal, mustn't we?"
"14","ఒక్క నిమిషం, నువ్వు ఇందాక నీ పాత ఆఫీసు అని అన్నావా?","Wait, did you say your old office?"
"15","మార్క్, ఈమె మిస్ హ్వాంగ్.","Mark, this is miss huang."
"15","మిస్ హ్వాంగ్, ఇతను మార్క్ ఎస్.","Miss huang, Mark s."
"15","హలో.","Hello."
"16","మనం మాట్లాడుకుంటూ ఉన్నప్పుడు, నీ బెలూన్లను తను చూసుకుంటుందిలే.","She'll be happy to mind your balloons while we chat."
"17","ఇలా రా, మార్క్.","Right this way, Mark."
"18","తలుపు మూసేయ్.","You can shut it."
"19","తను చిన్నపిల్లలా ఉంది, పర్వాలేదా అంతా గందరగోళంగా ఉంది, ఏమనుకోకు.","Is it normal for a child to excuse the clutter."
"20","సరే.","Okay."
"20","అసలేం జరుగుతోంది ఇక్కడ?","What's happening?"
"21","మిస్ కొబెల్ ఇప్పుడు ఈ సంస్థలో పని చేయట్లేదు.","Ms. Cobel is no longer with this company."
"22","ప్రత్యేకమైన అంతస్థును ఇప్పుడు నేనే చూసుకుంటున్నా.","I now manage the severed floor."
"23","మరి నా బృందం సంగతేంటి?","What about my team?"
"24","మేమేమీ వాళ్లని పనిలోంచి తీసేయలేదు.","We didn't fire them."
"25","హెల్లీ ఆర్.","Helly r."
"25","ఇంకా అర్వింగ్ బీ.","And Irving b."
"25","నీలాగే విజయవంతంగా బయటి వారితో సంప్రదింపులు జరపగలిగారు.","Both successfully made contact with persons on the outside, just as you did."
"26","డిలన్ జీ.కి చెందిన పనియేతర అవతారం, ఆ సంఘటన తర్వాత ఏం జరిగిందో తెలుసుకున్నాడు.","Dylan g.'S outie learned what happened after the fact."
"27","మీ నలుగురికీ అంతర్జాతీయ స్థాయిలో మంచి గుర్తింపు లభించింది.","The four of you have achieved international fame."
"28","ఒక బృందంగా, మీరు వేర్పాటు పద్ధతి సంస్కరణకు బాటలు వేసిన వారిగా పేరు సంపాదించారు.","As a group, you've become known as the face of severance reform."
"28","""పని అవతారాలు"" అంతా బయటపెట్టారు వేర్పాటు పద్ధతి సంస్కరణ కూర్చో, మార్క్.","Severance ref Have a seat, Mark."
"29","నువ్వు తిరుగుబాటు చేయబోయే ముందే నిన్ను ఎండిఆర్ లో ఉంచడానికి మేము సెక్యూరిటీ ద్వారాలను అమర్చాం.","Shortly before your mutiny, we installed security doors to keep you in mdr."
"30","దాని తర్వాత నీకు శిక్షగా మిస్ కొబెల్ నీ చేత కియర్ పద్యాన్ని చదివించారు.","This accompanied a punitive rendition of the kier hymn performed by Ms. Cobel."
"31","అది నీకు గుర్తుందా?","Do you recall?"
"32","గుర్తుంది.","I do."
"33","ఒక జంతువులా నిన్ను నేను ఒక గదిలో బంధించాను, మార్క్.","I locked you in a room like an animal, Mark."
"34","వేర్పాటు పద్ధతి నాపై జరగలేదు, కాబట్టి ఆ జ్ఞాపకాలు నేను జీవించి ఉన్నంత కాలం నన్ను వెంటాడతాయి.","As an unsevered man, I'll carry that knowledge the rest of my life."
"35","కానీ గత అయిదు నెలలుగా, హార్మనీ కొబెల్ వంటి ఒక శాడిస్ట్, పవిత్రమైన లూమన్ ఆవరణలో ఎలా ఎదగగలిగిందని పునరాలోచిస్తూ ఉన్నాం.","But for the past five months, we've been asking how a sadist like Harmony cobel could take fertile root in lumon soil."
"36","అలా ఎదగనిచ్చామంటే మేము ఎలాంటి వాళ్లం!","And what that says about us."
"37","మీ అక్క ఇంట్లో, నీ పని అవతారం మేల్కొన్నప్పుడు మిస్ కొబెల్ అక్కడే ఉండిందని కూడా మాకు తెలుసు.","We also know Ms. Cobel was at your sister's home when you awoke there."
"38","అవును.","Yeah."
"38","దానికి కారణం ఏంటి?","Why was that?"
"39","తను నీ మీద మానసికంగా ఒక రకమైన పిచ్చి పెంచుకుందని భావిస్తున్నాము, అందులో భాగంగా నిన్ను, నీ పనియేతర అవతారాన్ని నీడలా వెంటాడుతూ నీ రెండు అవతారాలతోనూ సంబంధాన్ని ఏర్పరచుకోవాలని చూసింది.","We believe she'd developed an erotic fixation on you and had plans to pursue both you and your outie in what might be termed ""a throuple."""
"40","ఏంటి?","What?"
"41","అదృష్టం కొద్దీ, తన ప్లాన్ సఫలం కాలేదు.","Thankfully, she failed at this."
"42","నా జట్టు ఎక్కడ ఉందో ఇప్పటికీ నువ్వు నాకు చెప్పనే లేదు.","You still haven't told me where my team is."
"43","వాళ్లని మళ్లీ ఇక్కడికి రప్పించడానికి మేము చాలా వారాలు ప్రయత్నించాం, మార్క్.","We tried for weeks to get them back, Mark."
"44","కానీ ఒక్కరు కూడా ఒప్పుకోలేదు.","None of them agreed."
"45","మేము సంస్కరణలన్నింటి గురించి చెప్పాం, కానీ అది చాలలేదు.","We told them of the reforms, but it wasn't enough."
"46","నాకు తప్పనా?","Except for me?"
"47","నీ పనియేతర అవతారం మళ్లీ ఇక్కడికి రావాల్సిందే అని అన్నాడు.","Your outie insisted on returning."
"48","నిజానికి, వెనువెంటనే వచ్చేస్తానని, అందుకు అనుమతివ్వాలని మమ్మల్ని బతిమాలాడు.","In fact, he begged us to let him back right away."
"49","అయితే, ఇతరులు రామన్నారా?","So the others, they refused?"
"50","అవును.","Yes."
"51","ఆ మాట నేనే వారి నోట నుండి వినాలనుకుంటున్నా.","Well, I'd like to hear it from them."
"52","అది సాధ్యం కాదు.","That's not possible."
"53","నీ బెలూన్లతో పండగ చేస్కో.","Enjoy your balloons."
"54","హా.","Yeah."
"54","మేము నువ్వు వచ్చే ఒక గంట ముందే వచ్చాం.","We showed up about an hour before you did."
"54","మా పాత ఎండిఆర్ కంటే ఇది కాస్త ఇరుగ్గా ఉంది, కానీ ఇక్కడి ఆకుపచ్చ కార్పెట్ నాకు నచ్చింది.","It's a little cramped compared to our old mdr, but I love the green carpet."
"54","మా పాత ఎండిఆర్ లో క్రీమ్ కలర్ కార్పెట్లు, గులాబీ రంగు కీబోర్డులు ఉండేవి.","Ours was a crème brûlée and the keyboards were puce."
"55","అది పర్పుల్.","They were purple."
"55","కాదు.","No."
"55","గులాబీ రంగే.","They were puce."
"55","నాకు ఆ రంగును చూస్తే వికారం వస్తుంది కాబట్టి నాకు బాగా తెలుసు, అదీగాక నాకు స్వీట్స్ పడవు.","I know because it makes me nauseous, and I hate sweets."
"55","స్వీట్స్ అంటే గుర్తొచ్చింది, మిస్టర్ ""మిల్క్ షేక్"" ఇక్కడికి ఎంత తరచుగా వస్తుంటాడు?","Speaking of which, how much do we see of that Mr. ""milkshake""?"
"56","మిల్చెక్.","Milchick."
"56","ఏంటి?","What?"
"57","అతని పేరు మిల్చెక్, మిల్క్ షేక్ కాదు.","It's milchick, not milkshake."
"57","అతను ఎంత తరచుగా వస్తాడో నాకు తెలీదు.","And I don't know."
"57","మార్కో, ఇంక్, పెన్సిల్స్ ఇవన్నీ ఎక్కడ ఉంటాయి?","Marco, where I can find some ink pencils?"
"58","సామాగ్రి ఉండే అరలో.","Supply closet."
"59","నేను చూపిస్తా రా.","I'll show ya."
"60","అయితే, నువ్వు బయటి ప్రపంచాన్ని నిజంగానే చూశావా?","So, did you really see the outie world?"
"60","హా.","Yeah."
"61","ఆకాశం ఎలా ఉంది?","How's the sky?"
"61","తెలీదు.","I don't know."
"62","స్టోరేజ్ అర ఏంటి, నువ్వు ఆకాశాన్ని చూడలేదా?","What, you didn't see it?"
"62","బయటకి ఒక నిమిషమే వెళ్లా, కానీ అంతలోనే మా బావ వచ్చి తగులుకున్నాడు.","Well, I went outside for a second, but I was distracted by my brother-in-law."
"63","అయ్య బాబోయ్!","Seriously?"
"63","ఎందుకంటే, మాకు బయట బాగా చూడాలనిపించే వాటి జాబితాను మేము తయారు చేసుకున్నాం.","Because we made a list of what we'd most like to see on the outside."
"63","ఆ జాబితాలో, ఆకాశానికే మొదటి స్థానం ఇచ్చాం.","And sky was an easy number one."
"63","బావలకి అసలు జాబితాలో చోటే దక్కలేదు.","Brothers-in-law weren't even on the list."
"63","థ్యాంక్యూ.","Grazie."
"64","మనం ఏ రాష్ట్రంలో ఉన్నామో నీకేమైనా తెలుసా?","Could you tell what state we were in?"
"64","ఎందుకంటే, మేము ముగ్గురమూ ఇన్ పుట్ సర్వేలో వయోమింగ్ అని పెట్టాం. నీకు బ్యూట్ గుట్టలేమైనా కనిపించాయా? లేదు. అయ్య బాబోయ్. గాలి ఎలా ఉంది? అంటే, అది పీల్చగలిగేలానే ఉందా? హలో, రిఫైనర్స్. హలో, మిస్ హ్వాంగ్. అయ్య బాబోయ్. ఇప్పుడు బంతి ఆట ఆడాలా?","Because three of us put Wyoming on our input survey. Did you see any buttes? No. My god. How's wind? Is it just like getting breathed on, kind of? Hello, refiners. Hello, miss huang. No. It's the ball game."
"65","వంట గదికి వెళ్దాం పదండి.","Let's head to the kitchenette."
"66","సరే మరి, నా పేరు మిస్ హ్వాంగ్.","Okay. So, my name is miss huang."
"67","డెప్యూటీ మేనేజరుగా ఇదే నా మొదటి రోజు.","It's my first day here as deputy manager."
"68","నా గురించి చెప్పాలంటే, ఇక్కడ చేరక ముందు, నేను రోడ్డును దాటడంలో సహాయపడే గార్డును అనుకుంటా.","I guess something about me is that before this, I was a crossing guard."
"69","మార్క్ డబ్ల్యూ.","Mark w."
"69","?","?"
"70","ఎందుకని నువ్వు పిల్లవి?","Why are you a child?"
"71","ఎందుకంటే, నేను ఈమధ్యే పుట్టాను కాబట్టి.","Because of when I was born."
"72","సరే.","Right."
"72","నా పేరు మార్క్ డబ్ల్యూ.","I'm Mark w."
"72","నేను 5ఎక్స్ బ్రాంచిలోని ఎండిఆర్ శాఖ నుండి వస్తున్నా, అక్కడ నేను గ్వెండొలిన్ వైతో పని చేశాను.","I'm from the mdr department of branch 5x, where I worked with Gwendolyn y."
"73","నా గురించి ఏమైనా గమ్మత్తైన విషయం చెప్పాలంటే, మా బ్రాంచ్ మూతపడిపోయినప్పుడు, నేను శాశ్వతంగా రిటైర్ అయిపోతాను అనుకున్నా.","Kind of a fun fact about me is that I thought I'd be permanently retired when my branch shut down."
"74","కాబట్టి ఇది నాకు ఒక మంచి సర్ప్రైజ్ అని చెప్పవచ్చు.","So this is a nice surprise."
"75","మార్క్ ఎస్.","Mark s."
"75","?","?"
"76","సరే మరి.","Okay."
"77","నా పేరు మార్క్ ఎస్.","I'm Mark s."
"78","నేను, ఇక్కడ సుమారుగా రెండేళ్ల నుండి పని చేస్తున్నా.","And I've been here about two years."
"79","నా గురించి.","Something about me."
"80","ఏదైనా చెప్పాలంటే.","Is."
