"Index","Telugu Text","Mapped English Text"
"2","ఎగ్ శాండ్విచ్ లు దొరికే ప్రదేశాలు కొన్ని ఉన్నాయి అక్కడ మనం లైన్ లో గంట సేపు నిలబడనక్కరలేదు.","[Will] There are places to get egg sandwiches where you don't have to wait in line for an hour."
"3","నువ్వు ఎప్పుడూ ఇలాంటిది చూసి ఉండవు.","You've never had this before."
"4","నీకు చెబుతున్నాను. ఇది ఎదురుచూడదగినదే. సరే.","I'm telling you, it's worth the wait. Okay."
"5","విల్ కోసం నేను పోస్ట్ మేట్స్ ఆర్డర్ తెచ్చాను. నేనే విల్ ని!","I've got a Postmates order for Will. I'm Will!"
"6","ఇదిగో తీసుకో. ఏంటి?","Here you go. What?"
"7","చాలా థాంక్స్. ఎంజాయ్.","Thank you so much. Enjoy."
"8","నీకు ఈ రోజు బాగుండాలి. నాకు మంచి రివ్యూ ఇవ్వు.","Have a good day. Leave me a good review."
"9","నువ్వు ఈ లైన్ ని తప్పించావు.","You hacked the line."
"10","నిజంగానే తప్పించాను!","I sure did! [chuckles]"
"11","భలే తెలివైన వాడివి. నేను ఎప్పుడూ ఇలాగే చేస్తా.","Brilliant. [chuckles] Always a work-around."
"12","చీర్స్. చీర్స్.","Cheers. Cheers."
"14","మనం ఇంకా లైన్ లోనే ఉందామా, లేదా?","Do we keep waiting in line, or?"
"15","ఓహ్, ఉందాం. సరే.",", yeah. Okay."
"16","ఇదంతా ఆ అనుభూతిలో భాగమే.","It's part of it."
"17","మంచిదే మరి. థాంక్యూ.","It's good. Thank you."
"18","నీకు ఈ లైన్ లో నిలబడటం ఇష్టమా, హా?","You love a lineup, huh?"
"19","మనం ఏం చేస్తున్నాం? ఇది పొదుపు దుకాణం.","What are we doing? This is a thrift store."
"20","ఇది లైన్ కాదు. ఏదో గొడవ చేయడం కోసం గుమిగూడిన జనంలా ఉన్నారు.","This isn't a line. This is a mob waiting to happen."
"21","డాలర్ కి పౌండ్ దుస్తులు ఇచ్చే రోజు.","It's dollar-per-pound day."
"22","వాళ్లు గేట్లు తెరవగానే, లోపలికి పరిగెత్తి దొరికినన్ని డ్రెస్ లు తీసుకోవాలి.","They open the gates, you run in and grab as much as you can."
"23","ఓహ్, దేవుడా. నాకు నీరసం వస్తోంది. మనం ఇదంతా ఎందుకు చేస్తున్నాం?",", God. This is stressing me out. Why are we doing this?"
"24","సిద్ధంగా ఉండు. ఓహ్, దేవుడా. ఇది మొదలైంది.","[Peyton] Pull yourself together. , God. It's happening."
"25","ఆ కుర్రాడు తోసుకు వెళ్తున్నాడు!","[horn sounds] That guy's fucking cutting!"
"26","లోపలికి పదండి!","[customer] Get in there!"
"27","ఓహ్, దేవుడా. ఇక్కడ మొదలుపెట్టు. సరే.",", my God. Start here. Okay. Okay."
"28","మనం తీసుకుందామా? తీసుకుందాం!","We just go? We just go!"
"29","ఇలాగే చేద్దామా? నేను సరిగ్గానే చేస్తున్నానా? నువ్వు బాగానే చేస్తున్నావు.","We just do it? Am I doing it right? You're doing it right."
"30","నువ్వు అనుకున్నట్లే ఉందా? అవును, చక్కగా ఉంది.","Is it happening? Yes, it's perfect."
"31","ఇది బాగుందా? చెత్తలా ఉందా?","Is this cool? Is this shit cool?"
"32","నాకు తెలియడం లేదు. నాకు కూడా తెలియడం లేదు!","I don't know. I don't know either!"
"33","నాకు చాలా అలసటగా ఉంది. ఇది బాగుందా?","I'm so stressed out. Is this cool?"
"34","ఇది బాగుందా? లేదు, అది లేత గోధుమరంగు.","Is this fucking cool? No, that's beige."
"35","ఈ చెత్త డ్రెస్ ఏంటి? బాతింగ్ సూటా? చెత్తలా ఉంది! ఓహ్, దేవుడా.","What the fuck is this shit? A bathing suit? Gross! , God."
"36","ఓహ్, దేవుడా. ఏంటి?",", my God. , my God. What?"
"38","నాకు బ్రిట్నీ టూర్ టి షర్ట్ దొరికింది. ఇది బాగుందా?","I got a Britney tour T-shirt. Is that good?"
"39","ఇది 2000 సంవత్సరంలో జరిగిన ఊప్స్! ఐ డిడ్ ఇట్ ఎగైన్ టూర్ కి సంబంధించినది!","It's from the Oops! I Did It Again tour from 2000!"
"40","హేయ్! వదులు, చెత్తవెధవ. హేయ్!","Hey! Hey! Fuck off, cowpoke. Hey! Hey!"
"43","ఇది చాలా సెక్సీగా బాగుంది. చాలా బాగుంది.","[grunts] This is so sexy and so gross. So amazing."
"44","మనం ఇంక బయటపడదామా? వద్దు.","Can we get out of here? No."
"45","మనం ఇప్పుడే మొదలుపెట్టాం. పద! సరే.","We're just getting started. Come on! Okay."
"46","ఈ ప్రదేశం ఒక బంగారు గని.","This place is a gold mine."
"47","ఈ డ్రెస్ లతో చాలా బెడ్ బగ్స్ వస్తాయి.","We're gonna have so many bedbugs."
"48","ఫర్వాలేదు. మా ఇంట్లో ఇప్పటికే ఉన్నాయి. అవి పెద్దగా ఏమీ కుట్టవు.","It's fine. I've already had them. They're not that bad."
"49","ఏదైనా మ్యూజిక్ పెట్టమంటావా?","[Peyton] You wanna put on some music?"
"50","అలాగే. నీ మూడ్ ఇప్పుడు ఎలా ఉంది? ఆరీ లెనక్స్ పాటలు విందామా? అలాగే.","Yeah. What you in the mood for? How about Ari Lennox? Ooh, yeah."
"52","నువ్వు ఆ అడ్వర్టయిజ్మెంట్ కి డాన్స్ చేస్తున్నావు.","You're grooving to that commercial. [chuckles]"
"53","ఇది అడ్వర్టయిజ్మెంట్ కాదు ఇది ఆనీ లెనక్స్ పాట.","This isn't a commer [stutters] It's Annie Lennox."
"54","నేను అన్నది, ""ఆరీ లెనక్స్"" అని. ఆరీ లెనక్సా?","I said, ""Ari Lennox."" Ari Lennox?"
"55","అవును.","[song ends] Yeah."
"56","అది మనిషా? అవును.","That's a person? Yes."
"57","వావ్. నాకు అది తెలియదు.",", wow. I had no idea."
"58","నువ్వు ""అనీ లెనక్స్"" నే పొరపాటుగా చెప్పావు అనుకున్నా, అందుకే నిన్ను సవరించాలి అనుకోలేదు.","I thought you just said ""Annie Lennox"" wrong, I didn't wanna mansplain to you."
"59","ఆరీ లెనక్స్ ఉందని నాకు తెలియదు. ఆరీ లెనక్స్ అనే గాయని ఉంది. ఇంకా ఆమె చాలా బాగా పాడుతుంది. వావ్. మంచిదే.","I didn't know we got an Ari Lennox now. , we have an Ari Lennox and she's really good. Wow. Good for her."
"60","అనీ ఏం అనుకుంటోందో ఏమో.","I wonder how Annie feels."
"61","వావ్. అవును.","Wow. Yeah."
"62","ఇది చూశావా? ఇది చాలా బాగుంది, హా?","[Peyton] Would you look at that? [Will] It's so nice, huh?"
"63","దీని కోసమే నేను కొలరాడో నుండి ఇక్కడికి మారిపోయాను.","This is why I moved here from Colorado."
"64","అవును. హాయ్.","Yeah. [chuckles] Hi. [chuckles]"
"65","నేను ఈ మధ్యనే.","I just."
"66","నేను ఈ మధ్యనే విడాకులు తీసుకున్నాను. తెలుసా? ఈ మధ్యనే, ఇంకా, ఏదైనా సీరియస్ బంధం కోసం నేను ఇంకా సిద్ధంగా లేను.","I'm recently divorced. You know? Very recently, and, , I just have to say that I'm not really ready for a serious relationship yet."
"67","మనం కేవలం కొన్నిసార్లు మాత్రమే కలిశాం.","We've only hung out a few times."
"68","అవును. నిజం. మంచిది. నేను నీకు ముందే చెప్పి ఉండాల్సింది.","Yeah. Of course. Great. I I shouldn't have said that."
"69","నేను ఈ మాట చెబుతుంటే, నాకు ఏం అనిపిస్తోంది అంటే, ""ఇది పిచ్చితనం. అది చెప్పకు"" అని. నేను అంటే.","As I was saying it, I was like, ""This is stupid. Don't say it."" I just."
"70","నాకు నువ్వు అంటే చాలా ఇష్టం. మనం ఒకే ఆలోచనతో ఉన్నాం అని తెలుసుకోవాలి అనుకున్నాను. తెలుసా?","I like you a lot. You know, I just wanna make sure we're on the level. You know?"
"71","ఓహ్, దేవుడా. అతను మెషీన్ గన్ కెలీ కదా? నాకు తెలియదు.",", my God. Is that Machine Gun Kelly? I don't know."
"72","రెడ్ కార్పెట్ మీద మేగన్ ఫాక్స్ తో కలిసి కనిపించడమే తప్ప విడిగా అతడిని ఎప్పుడూ చూడలేదు.","I've never seen him without Megan Fox biting his nipples on the red carpet."
"73","అతను చాలా హాట్ గా ఉంటాడు. ఈ భూమి మీద చాలా ఆకర్షణీయంగా ఉండే మగాడు.","[Peyton] He's so hot. He's literally the hottest guy on Earth."
"74","వీడు ఈ భూమి మీద హాట్ గా ఉండే మగాడా? నేను కాకుండా, అయి ఉండచ్చు.","That guy's the hottest guy on Earth? Other than me, obviously."
"75","నువ్వు ఎందుకు చూడలేకపోతున్నావు? సరిగ్గా చూడటానికి ప్రయత్నించు.","[Peyton] What are you not seeing? Allow yourself to see it."
"76","లేదు, నాకు అర్థమైంది. అతను నాకు నచ్చే రకం కాదు అనుకుంటా.","No, I get it. I just don't think that guy's my type."
"77","నేను బాగా బలంగా, అంటే, దృఢంగా ఉండే వాళ్లని ఇష్టపడతాను.","I'm kinda into beefier, like, hunkier guys."
"78","అంటే, ""స్టోన్ కోల్డ్"" స్టీవ్ ఆస్టిన్ లాంటి వాళ్లని. నా ఉద్దేశం నీకు తెలిసిందా?","Like, give me a ""Stone Cold"" Steve Austin. You know what I mean?"
"79","వాళ్లు నాకు నచ్చుతారు.","That's That's my type."
"80","లేదు. అతను మొరటుగా ఉంటాడు. టాలెంట్ ఉన్నవాడు. కళాకారుడు. అంటే.","No. He's grunge. He's talented. He's a musician. Like."
"81","అతను టాటూలు ఉన్న శవంలా కనిపిస్తున్నాడు.","He look He looks like a dead body with tattoos."
"82","సైమన్ వీసెన్ స్థాల్ సెంటర్ నుండి వచ్చిన వాడిలా ఉన్నాడు.","He looks like something from, , the Simon Wiesenthal Center."
"83","మనం కిందకి పరిగెడదామా? ఊరికే అంటున్నా. అలా పరిగెడితే నేను చస్తాను.","You wanna race to the bottom? I'm just kidding. I would die if we did that."
"84","పద. వెళదాం.","Come on. Let's go."
"86","ఎవరి పాట వింటున్నావు? ఆరీ లెనక్స్.","[Sylvia] Who are you listening to? Ari Lennox."
"87","వావ్. ఆమె మ్యూజిక్ అంతా మారిపోయింది. చూడు, నువ్వు కూడా ఆనీ లెనక్స్ గురించి అనుకుంటున్నావు కదా, నీ వయస్సు వాళ్లలో ఇది చాలా సహజంగా జరిగే పొరపాటు.","Wow. She really changed her sound. , you see, you're thinking of Annie Lennox, which is a very common mistake among people your age."
"88","అంటే, నా ఉద్దేశం, చాలా ముసలివాళ్లు అని.","By that, I mean, very old people."
"89","ఆరీ లెనక్స్ అనే ఆమె ఉందా? ఆరీ లెనక్స్ అనే గాయని ఇప్పుడు ఉంది!","There's an Ari Lennox? [laughs] There's an Ari Lennox now!"
"90","మనం ఈ నిజాన్ని ఒప్పుకోవాలి.","We gotta deal with that."
"91","నా తల మీద ఇంతగా రుద్దాలి అంటావా?","Is this supposed to be burning my scalp this much?"
"92","అది నీ ఒంట్లో నుండి హుందాతనం పోవడం అన్నమాట.","That's just the dignity leaving your body."
"93","నన్ను ఆట పట్టించను అని చెప్పావు. నేను ఇంకేం చేయాలి?","You said you wouldn't make fun of me. What am I supposed to do?"
"94","నువ్వు జుట్టుకి రంగు వేసుకునేంత ఎదిగావు. ఇది పిచ్చితనం.","You're a grown man bleaching your hair. It's ridiculous."
"95","నా జుట్టుకి సంబంధించి మరోసారి నీ సహాయం అడగను.","I'm never ever asking you for a hair-related favor ever again."
"96","ఇదంతా ఎవరైనా అమ్మాయి కోసమా?","Is this for a girl?"
"97","లేదు. అమ్మాయి అంటూ ఎవరూ లేరు.","No. There is no girl."
"98","ఇది కేవలం, అంటే, కొత్త అధ్యాయం, కొత్తగా నేను.","This is just, you know, new chapter, new me."
"99","ఇది ఎలా అంటే కొత్త కాలం కోసం కొత్తగా కనిపించేలా నేను చేసే ప్రయత్నం.","It's like, It's like my version of getting bangs."
"100","నాకు తెలియదు. ఇది బాగుంటుంది.","I don't know. It's gonna look cool."
