"Index","Start Time","End Time","Telugu Text","Mapped English Text"
"1","00:00:02,294","00:00:08,132","ప్రాదేశికంగా వేరుచేయబడిన జ్ఞాపకాలు మాత్రమే ఇప్పట్నుంచీ నాకు గుర్తు ఉంటాయని నేను అంగీకరిస్తున్నాను.","[Helly] I acknowledge that, henceforth, my access to my memories will be spatially dictated."
"2","00:00:09,218","00:00:17,351","లూమన్ సంస్థలోని ప్రత్యేకమైన బేస్మెంట్ అంతస్థులో ఉన్నప్పుడు, బయటి జ్ఞాపకాలు నాకు గుర్తు ఉండవు, అలాగే ఇక్కడి నుండి బయటకు వెళ్లినప్పుడు ఇక్కడి జ్ఞాపజాలు నాకు గుర్తు ఉండవు.","I will be unable to access outside recollections whilst on Lumon's severed basement floor, nor retain work memories upon my ascent."
"3","00:00:19,728","00:00:25,526","ఈ మార్పు అనేది సమగ్రమైనదని, అలాగే దీన్ని పూర్వ స్థితికి చేర్చడం సాధ్యం కాదని నాకు తెలుసు.","I am aware that this alteration is comprehensive and irreversible."
"4","00:00:27,569","00:00:29,112","ఈ ప్రకటనలను నేను నా ఇష్టానుసారమే చేస్తున్నాను.","I make these statements freely."
"5","00:00:30,656","00:00:34,117","అంతే అయిపోయింది.","[Mr. Milchick] Okay, that's a wrap."
"6","00:00:37,204","00:00:38,205","దయచేసి నాతో రండి.","Come with me, please."
"7","00:00:42,417","00:00:43,752","**[NO TELUGU MATCH FOUND]**","[chuckles]"
"8","00:00:44,920","00:00:48,257","మీ పని అవతారం ఇంకాసేపట్లో ప్రత్యేకమైన అంతస్థులో మేల్కొంటుంది.","So your work personage will be waking in a few hours on the severed floor."
"9","00:00:48,340","00:00:53,136","కానీ మీరు ఈవిధంగా, వివేకంగా ఈ సాయంత్రం, లిఫ్ట్ నుండి బయటకు వచ్చేటప్పుడు ఉంటారు.","But the next time you yourself will be sentient will be this evening, in the elevator back up."
"10","00:00:53,220","00:00:54,221","సరే.","Okay."
"11","00:00:54,763","00:00:58,267","తల తిరిగినట్టు అనిపిస్తే పట్టుకోవడానికి, లిఫ్టులో చేతికి అందేలా ఒక హ్యాండిల్ ఉంది.","The elevator has a handrail at hip-level if you feel dizzy."
