"Index","Start Time","End Time","Telugu Text","Mapped English Text"
"1","00:00:10,844","00:00:12,054","పీటీ, నువ్వు బాగానే ఉన్నావు కదా?","[Mark] Petey, are you okay?"
"2","00:00:17,768","00:00:19,019","పీటీ?","Petey?"
"3","00:00:19,102","00:00:25,025","హా, నేను బాగానే ఉన్నాను. కాలు జారి పడ్డా. కాస్త మంచి బాత్రూమ్ పట్టలు పెట్టుకోరాదూ.","Yeah, I'm good. I just slipped. You should invest in a bath mat, maybe."
"4","00:00:25,108","00:00:29,655","సరే. ఆ బాత్రూమ్ రోబ్, నాకు నా బావ కానుకగా ఇచ్చాడు.","Yeah, okay. Uh, the robe is a gift from my brother-in-law."
"5","00:00:29,738","00:00:32,824","దాన్ని నేను ఇప్పటిదాకా వేసుకోలేదు. అది కాస్త వింతగా ఉంటుంది, ఏమనుకోకు.","I've never worn it or anything. Sorry, it's weird."
"6","00:00:33,992","00:00:36,620","ఇక్కడ దిండ్లు కూడా ఉన్నాయి. ఇంకా ఏమైనా కావాలా?","Uh… [stammers] …I have pillows. Do you need anything else?"
"7","00:00:37,538","00:00:40,290","అవును, ఈ మంచి బాత్రూమ్ రోబ్ చెత్తదని చెప్పడం ఆపు, అది చాలు.","[Petey] Yeah, I want you to stop shitting on this awesome robe."
"8","00:00:41,792","00:00:43,293","కావాలంటే దాన్ని నువ్వే ఉంచుకో.","Well, you can keep it."
"9","00:00:43,377","00:00:44,670","నేనే ఉంచుకుంటా.","I will."
"10","00:00:44,753","00:00:49,341","హేయ్. ఈ కిటికీల నుండి ఎవరూ లోపలికి పక్కా చూడలేరు కదా?","Hey. Are you sure nobody can see in any of these transoms?"
"11","00:00:49,424","00:00:52,261","చూడలేరు. ఇంకా, పైన కూడా అన్నీ లాక్ చేసేసి ఉన్నాయిలే.","Yeah. Oh, and everything's locked upstairs."
"12","00:00:53,679","00:00:55,931","పక్క ఇంట్లో ఎవరైనా ఉన్నారా?","Anybody live in that unit next door?"
"13","00:00:56,014","00:00:58,892","అటు పక్క ఇంట్లో మిసెస్ సెల్విగ్ అనే ఆవిడ ఒంటరిగా ఉంటుంది.","No, it's just Mrs. Selvig in the other direction."
"14","00:00:58,976","00:01:04,188","ఇక్కడ చాలా ఇళ్ళు ఇంకా ఖాళీగానే ఉన్నాయి, కాబట్టి హాయిగా, ప్రశాంతంగా ఉంటుంది.","Uh, the neighborhood never really filled up, so it's nice. Quiet."
"15","00:01:06,066","00:01:07,860","జనాలకు దూరంగా హాయిగా ఉండవచ్చు.","Fortress of solitude."
