"Index","Start Time","End Time","Telugu Text","Mapped English Text"
"1","00:00:10,385","00:00:11,720","**[NO TELUGU MATCH FOUND]**","[splashing]"
"2","00:00:13,180","00:00:16,850","**[NO TELUGU MATCH FOUND]**","- [breathing sharply] - [clock ticking]"
"3","00:00:43,168","00:00:44,753","**[NO TELUGU MATCH FOUND]**","[breathing heavily]"
"4","00:01:17,703","00:01:18,704","నాన్నా.","[Helly] Father."
"5","00:01:20,205","00:01:22,291","చరిత్రలో నిలిచిపోయే రోజు ఇది.","[Jame] A momentous day."
"6","00:01:23,166","00:01:24,168","అవును.","[Helly] Yes."
"7","00:01:29,089","00:01:30,215","మీరు తినరా?","Won't you eat?"
"8","00:01:31,633","00:01:33,093","నువ్వు తింటూ ఉండు, నేను చూస్తా.","[Jame] I'll watch."
"9","00:02:00,829","00:02:01,829","**[NO TELUGU MATCH FOUND]**","[sips]"
"10","00:02:11,632","00:02:13,467","**[NO TELUGU MATCH FOUND]**","[whines]"
"11","00:02:19,389","00:02:20,891","మిస్టర్ బెయిలిఫ్ సంగతి చూసుకుంటున్నాం.","We're seeing to Mr. Bailiff."
"12","00:02:31,485","00:02:33,487","పచ్చి గుడ్లు తిను.","I wish you'd take them raw."
"13","00:04:57,631","00:04:58,924","ముసుగు తీయ్.","[Mr. Milchick] Unveil."
"14","00:05:01,343","00:05:03,053","యూస్టిస్ హ్వాంగ్.","Eustice Huang."
"15","00:05:04,263","00:05:08,350","నేటితో నీ వింటర్ టైడ్ ఫెల్లోషిప్ ముగుస్తుంది.","Today marks the end of your Wintertide Fellowship."
"16","00:05:10,561","00:05:12,229","అభినందనలు.","Congratulations."
"17","00:05:14,773","00:05:25,367","నీ బెడ్ మీ తల్లిదండ్రుల ఇంటి నుండి... జేమ్ ఈగన్ వింటర్ టైడ్ ఫెల్లోషిప్ యూస్టిస్ హ్వాంగ్ ...స్వాల్బార్డ్ లోని గన్నెల్ ఈగన్ ఎంపతీ సెంటరుకి తరలించబడుతుంది, అక్కడ ప్రపంచ సంస్కరణల పర్యవేక్షణను నువ్వు చూసుకోవచ్చు.","Your bed will be moved from your parents' home to the Gunnel Eagan Empathy Center in Svalbard, where you will work to steward global reforms."
"18","00:05:26,910","00:05:29,496","ఈ క్వార్టర్ అయ్యేదాకా ఇక్కడ ఉండే అవకాశం లేదా?","[Miss Huang] I thought I'd be finishing the quarter."
"19","00:05:30,914","00:05:34,042","సానుభూతితో సంస్కరణలు చేయాల్సిన సమయం వచ్చేసింది, హ్వాంగ్.","Empathy awaits, fellow Huang."
"20","00:05:35,752","00:05:38,338","ఇవాళ్టి విధులను నిర్వర్తించేయి.","You may resume your duties for the day."
"21","00:05:38,839","00:05:40,841","సాయంకాలం ఒక బండి వచ్చి నిన్ను పికప్ చేసుకొని వెళ్తుంది.","A shuttle will pick you up at dusk."
"22","00:05:43,427","00:05:44,720","కానీ ముందుగా...","But first..."
"23","00:05:46,889","00:05:48,807","గేమ్ ని టేబుల్ పై పెట్టు.","lay the game on the table."
"24","00:05:55,230","00:06:00,444","ఒక వస్తువుని త్యాగం చేసి, ఈ పదోన్నతిని స్వీకరించి గౌరవించాలని హ్యాండ్ బుక్ చెప్తోంది.","The handbook requires that you mark this betterment with a material sacrifice."
"25","00:06:02,446","00:06:05,616","దానికి నీ రింగ్ టాస్ గేమే సరైన వస్తువు అని నేను నిర్ణయించాను.","I have chosen your ring toss game as a proper totem."
"26","00:06:07,534","00:06:09,828","లూమన్","**[NO ENGLISH MATCH FOUND]**"
"27","00:06:33,977","00:06:34,978","**[NO TELUGU MATCH FOUND]**","[Miss Huang grunts]"
"28","00:06:36,897","00:06:44,446","మళ్ళీ.","Again."
"29","00:06:45,113","00:06:46,489","**[NO TELUGU MATCH FOUND]**","[Miss Huang grunts]"
"30","00:06:46,490","00:06:49,117","**[NO TELUGU MATCH FOUND]**","[music playing on TV]"
"31","00:06:55,791","00:06:57,583","పిల్లలని యాషర్ ఎక్కించుకొని వచ్చాడు.","Asher picked up the kids."
"32","00:06:57,584","00:06:58,836","సూపర్.","[Dylan] Outstanding."
"33","00:07:11,139","00:07:12,724","నీ పని అవతారానికి ముద్దు పెట్టా నేను.","I kissed your innie."
"34","00:07:15,060","00:07:16,186","ఏంటి?","Beg pardon?"
"35","00:07:19,857","00:07:21,566","లూమన్ కి వెళ్లి మళ్ళీ నీ పని అవతారాన్ని కలిశా.","I saw your innie again at Lumon."
"36","00:07:21,567","00:07:29,491","సరిగ్గా వచ్చేసే ముందు, ఒక నిమిషం పాటు ముద్దాడుకున్నాం.","And right before I left, we ended up kissing for about a minute."
"37","00:07:40,085","00:07:41,753","ఏంటి?","[exhales sharply] What?"
"38","00:07:42,796","00:07:44,298","సారీ.","I'm sorry."
"39","00:07:47,009","00:07:50,846","ఎలా?","Uh, how?"
"40","00:07:52,139","00:07:53,473","దేవుడా! అసలు...","What the fuck? Like..."
"41","00:07:54,224","00:07:55,600","అది...","It... It didn't f..."
"42","00:07:55,601","00:07:57,018","ఏంటి అది?","It didn't what?"
"43","00:07:57,019","00:07:59,688","అది అసలు విషయమే కాదంటావా?","It didn't... It didn't mean anything?"
"44","00:08:00,272","00:08:02,107","నేను అనబోయింది ఆ మాట కాదు.","I wasn't going to say that."
"45","00:08:04,776","00:08:05,860","సూపర్.","Wow."
"46","00:08:05,861","00:08:06,945","హా.","Yeah."
"47","00:08:07,613","00:08:09,363","నువ్వు ఇప్పుడు ఏది పడితే అది చేస్తున్నావు.","[Gretchen] You've been adrift."
"48","00:08:09,364","00:08:10,407","అది నీకూ తెలుసు.","You know that."
"49","00:08:11,491","00:08:15,953","ఇది చాలా అంటే చాలా దారుణమైన విషయం.","This is so many fucking dimensions of fucked."
"50","00:08:15,954","00:08:16,913","అతడిని...","He just..."
"51","00:08:16,914","00:08:19,248","అతడిని చూస్తే, ఒకప్పుడు నువ్వెలా ఉండే వాడివో గుర్తొచ్చింది.","He reminds me of how you used to be."
"52","00:08:19,249","00:08:20,374","- సరే. - డిలన్?","- [Dylan] Okay. - Dylan?"
"53","00:08:20,375","00:08:24,671","నేను ఉద్యోగానికి వెళ్లి, మన పిల్లల పొట్ట నింపటానికి జీతం సంపాదిస్తా.","Um, I'm gonna go to work and earn a paycheck to feed our children."
"54","00:08:24,671","00:08:30,968","- కాస్త నువ్వు... - వినయపూర్వకంగా ఒకటి రిక్వెస్ట్ చేస్తున్నా, నా వెంటే అక్కడి దాకా వచ్చి, నా దేహాన్ని వాడుకొని నన్నే మోసం చేయకు.","- [stammers] Will you st... - And I'm gonna r-respectfully request that you don't follow me there and use my own body to fucking cheat on me."
"55","00:08:30,969","00:08:32,260","- వెళ్ళిపోకు. - ఒకటి చెప్పనా?","- Don't leave. - You know what?"
