"Index","Start Time","End Time","Telugu Text","Mapped English Text"
"1","00:00:13,639","00:00:15,973","డెవన్!","[Mark] Devon! Devon!"
"2","00:00:15,974","00:00:19,685","లేదు. చూడండి, మేము సంతోషంగా ఏమీ లేము, మా జీవితాలు భయంకరంగా ఉన్నాయి.","[Helly] No, no, no. Listen, we're not happy, we're miserable."
"3","00:00:19,686","00:00:20,938","బర్ట్!","Burt!"
"4","00:00:21,772","00:00:24,232","- అక్కడ మమ్మల్ని చిత్రహింసలకు గురి చేస్తారు! - డెవన్!","- They torture us down there! - [Mark] Devon!"
"5","00:00:24,233","00:00:25,525","మేమక్కడ ఖైదీలం!","- [groans] - [Helly] We're prisoners!"
"6","00:00:25,526","00:00:26,943","బర్ట్!","[Irving] Burt!"
"7","00:00:26,944","00:00:28,111","తను బతికే ఉంది!","She's alive!"
"8","00:00:30,322","00:00:32,323","**[NO TELUGU MATCH FOUND]**","[chattering]"
"9","00:00:35,202","00:00:37,245","- హా. సరే. - సరే.","- [Patton] Yeah. Okay. - Mmm. Okay."
"10","00:00:37,246","00:00:39,247","మార్క్? ఇదుగో. పాపని ఒక నిమిషం తీసుకుంటావా?","Mark? Here. Will you take her for a second?"
"11","00:00:39,248","00:00:41,457","- సరే. నేను చూసుకుంటా. హా. - పాప జాగ్రత్త.","- [Ricken] It's okay. I got her. Yeah. - [Devon] Be careful with her."
"12","00:00:41,458","00:00:44,001","- మరీ ఎక్కువ దూరం వెళ్లకు. - హా. వెళ్ళను.","- Don't go far though. - Mm-hmm. I won't. [grunts]"
"13","00:00:44,002","00:00:45,087","మార్క్.","Mark."
"14","00:00:49,675","00:00:50,676","ఇప్పుడు ఆఫీసు వాడివి కాదు కదా?","So, this is you now?"
"15","00:00:52,010","00:00:53,010","కాదు.","Yeah."
"16","00:00:53,011","00:00:54,096","నువ్వు బాగానే ఉన్నావా?","Are you okay?"
"17","00:00:54,721","00:00:55,722","హా.","[Mark] Yeah."
"18","00:00:56,515","00:00:58,433","- పక్కానా? - హా.","- Are you sure? - Yeah."
"19","00:01:00,644","00:01:01,645","నా పేరేంటి?","What's my name?"
"20","00:01:04,690","00:01:05,858","పర్సాఫన్.","Persephone."
"21","00:01:07,234","00:01:08,235","స్పెల్లింగ్ చెప్పగలవా?","Can you spell that?"
"22","00:01:08,861","00:01:10,946","- అస్సలు చెప్పలేను. - హా.","- Never. - [chuckles] Okay."
"23","00:01:10,946","00:01:14,616","బేబీ... - సరే మరి. - ...ఈ డైపర్ విషయంలో సహాయం కావాలి.","- [Eleanor crying] - [Ricken] Babe... - Okay. - Need help with this diaper."
"24","00:01:15,325","00:01:16,284","అయ్యయ్యో.","Oh, boy."
"25","00:01:16,285","00:02:17,137","తనకి అమ్మ కావాలనుకుంటా. పిచ్చిదానా.","- I think she wants mommy. - [sniffles] Fetid moppet."
"26","00:02:21,558","00:02:22,559","నాన్నా.","Father."
"27","00:02:33,654","00:02:36,280","ఆఫీసుకు చెందిన ఒకరి చేత పనియేతర అవతారాలను సంప్రదించమని చెప్పాలి.","We'll have someone from the floor liaise with the outies."
"28","00:02:36,281","00:02:40,244","వాళ్ళు ఎవరితో మాట్లాడారో మనం తెలుసుకోవాలి. అది కూడా వెంటనే.","We need to find out who they talked to. Promptly."
"29","00:02:50,128","00:02:51,588","**[NO TELUGU MATCH FOUND]**","[sighs]"
"30","00:03:20,701","00:03:22,035","**[NO TELUGU MATCH FOUND]**","[door opens]"
"31","00:03:26,790","00:03:28,457","నువ్వు వెళ్లి వాళ్లందరినీ సంప్రదించాలి.","[Helly] I need you to go see all of them."
"32","00:03:28,458","00:03:31,294","వాళ్ళు ఎవరితో మాట్లాడారో కనుక్కోవడంతో పాటు ఏం మాట్లాడారో కూడా కనుక్కో.","Find out every word they said and who they said it to."
"33","00:03:31,295","00:03:32,838","వాళ్ళని పనిలోంచి తీసివేయనా?","And shall I fire them?"
"34","00:03:33,589","00:03:35,339","కియర్ నిన్ను నడిపిస్తాడులే.","[Helly] Let Kier guide your hand."
"35","00:03:35,340","00:03:36,508","అవునులే.","[Mr. Milchick] Of course."
"36","00:04:17,882","00:04:19,968","దయచేసి కూర్చోండి.","Please, sit."
"37","00:04:23,680","00:04:25,890","అతిథులు తీసిన వీడియోలను మేము హస్తగతం చేసుకున్నాం.","We've commandeered the footage taken by guests."
"38","00:04:25,891","00:04:27,976","ఇప్పటికే నాటలీ మీడియా వాళ్ళతో మాట్లాడుతోంది.","Natalie is already doing outreach to media."
"39","00:04:28,852","00:04:31,813","ఈ ఘటనకు బాధ్యులైన, వేర్పాటు పద్ధతి జరిపించుకున్న ఉద్యోగులపై చర్యలు మొదలయ్యాయి.","And the severed employees who were involved are being dealt with."
