"Index","Start Time","End Time","Telugu Text","Mapped English Text"
"1","00:00:06,006","00:00:08,007","**[NO TELUGU MATCH FOUND]**","[waves lapping]"
"2","00:00:32,198","00:00:36,203","**[NO TELUGU MATCH FOUND]**","[seagulls squawking]"
"3","00:01:39,141","00:01:43,395","సాల్ట్స్ నెక్ సందర్శించినందుకు ధన్యవాదాలు!","**[NO ENGLISH MATCH FOUND]**"
"4","00:02:58,428","00:03:00,264","**[NO TELUGU MATCH FOUND]**","[addict coughing]"
"5","00:03:06,019","00:03:07,020","**[NO TELUGU MATCH FOUND]**","[sniffs]"
"6","00:03:30,502","00:03:33,088","**[NO TELUGU MATCH FOUND]**","[inhales, exhales deeply]"
"7","00:03:36,675","00:03:38,552","**[NO TELUGU MATCH FOUND]**","[coughs]"
"8","00:03:39,303","00:03:40,846","**[NO TELUGU MATCH FOUND]**","[spits, inhales sharply]"
"9","00:03:41,430","00:03:44,474","**[NO TELUGU MATCH FOUND]**","[phone buzzing]"
"10","00:03:44,558","00:03:46,727","డెవన్ స్కౌట్","**[NO ENGLISH MATCH FOUND]**"
"11","00:03:53,150","00:03:55,986","**[NO TELUGU MATCH FOUND]**","[""Who Knows"" playing]"
"12","00:04:02,034","00:04:04,620","**[NO TELUGU MATCH FOUND]**","[""Who knows"" continues through stereo]"
"13","00:04:19,426","00:04:21,136","**[NO TELUGU MATCH FOUND]**","[sighs]"
"14","00:04:23,931","00:04:26,641","నార్త్ పైన్ లో జరిగిన యవ్వారం గురించి విన్నావా?","You hear about that clusterfuck up on North Pine?"
"15","00:04:26,642","00:04:28,392","డచ్ స్టీవెన్స్ పిల్లోడి గురించే కదా.","[waiter] Dutch Stevens' kid."
"16","00:04:28,393","00:04:31,604","రెండు టన్నుల బరువు ఉండే స్నో ప్లోని అసలెలా తిప్పాడు?","How the fuck do you flip a two-ton snow plow?"
"17","00:04:31,605","00:04:33,023","వెర్రి ఉంటే అంతే.","[waiter] With stupidity."
"18","00:04:33,899","00:04:35,776","వాడి అమ్మానాన్నలు అలా ఉన్నారు మరి.","The apple don't fall far from the gutter."
"19","00:04:36,735","00:04:38,402","మంచివాడివి అబ్బా నువ్వు.","[customer] Well, that's kind of you."
"20","00:04:38,403","00:04:39,571","ఇది ఫ్రీ.","[waiter] On the house."
"21","00:04:40,405","00:04:41,448","థ్యాంక్యూ.","Thank you."
"22","00:04:44,785","00:04:45,869","హేయ్, రోజ్.","Hey, Rose."
"23","00:04:46,411","00:04:47,788","ఇంకొంచెం పోయనా?","You want a refill?"
"24","00:04:50,374","00:04:52,668","ఎప్పుడు పోసినా కాదంటానా?","You can top me off anytime."
"25","00:04:54,461","00:04:55,838","నీ కొత్త హెయిర్ స్టయిల్ నాకు నచ్చింది.","I like the new do."
"26","00:04:55,838","00:04:56,921","**[NO TELUGU MATCH FOUND]**","[Rose chuckles]"
"27","00:04:56,922","00:04:58,423","అదిరింది.","Très chic."
"28","00:05:27,703","00:05:30,163","**[NO TELUGU MATCH FOUND]**","[wind whistles]"
"29","00:06:04,823","00:06:07,075","హార్మనీ కొబెల్.","Harmony Cobel."
"30","00:06:09,077","00:06:11,455","ఓరి నాయనోయ్.","Well, flip my toboggan."
"31","00:06:19,046","00:06:20,380","కాఫీ కావాలా?","You want coffee?"
"32","00:06:22,049","00:06:23,091","వద్దు.","No."
"33","00:06:26,178","00:06:28,222","ఈ టేబుల్స్, ఏమైనా తీసుకొని డబ్బులిచ్చే కస్టమర్ల కోసమని వేశాం.","Tables are for paying customers."
"34","00:06:30,474","00:06:32,351","సరే. అయితే నాకు కాఫీ కోనివ్వు.","Fine. Then buy me a coffee."
"35","00:06:41,693","00:06:44,321","ఈ ఊరు చాలా అంటే చాలా పాతది.","The town is older than I remember."
"36","00:06:51,036","00:06:52,204","చాలా బలహీనంగా ఉంది.","Frailer."
"37","00:06:55,958","00:07:04,550","హా, కొన్నేళ్ల క్రితం మార్కెట్ లో ఒడిదుడుకులు చోటు చేసుకున్నాయి, వడ్డీ రేట్లు ఊరికే మారుతూ ఉన్నాయి, కాబట్టి కొందరు ప్రధాన ఇన్ఫ్రాస్ట్రక్చర్ పెట్టుబడిదారులు ఖర్చులు తగ్గించేశారు.","Yeah, well, with the market readjustment from a few years ago and the fluctuating interest rates, there was a retrenchment from some of the core infrastructure investments."
"38","00:07:14,059","00:07:15,769","నువ్వు నాకొక పని చేసిపెట్టాలి.","I need a favor."
"39","00:07:18,063","00:07:19,398","కానీ ఇక్కడ కాదు.","But not here."
"40","00:07:22,150","00:07:23,944","ఫ్యాక్టరీ దగ్గర కలువు.","Meet me at the factory."
"41","00:07:43,463","00:07:46,216","- హేయ్, డాట్. షాప్ నువ్వే బంద్ చేయి. - అలాగే.","- [waiter] Hey, Dot. Close up for me. - [Dot] Sure."
"42","00:07:46,216","00:07:48,552","**[NO TELUGU MATCH FOUND]**","[""Where Do We Go From Here"" playing]"
"43","00:07:53,182","00:07:55,058","ద డ్రిప్పీ పాట్ కెఫే","**[NO ENGLISH MATCH FOUND]**"
"44","00:08:41,688","00:08:44,274","**[NO TELUGU MATCH FOUND]**","[""Where Do We Go From Here"" continues on radio]"
"45","00:08:56,912","00:08:59,206","లూమన్ ఇండస్ట్రీస్","**[NO ENGLISH MATCH FOUND]**"
"46","00:09:17,224","00:09:20,853","**[NO TELUGU MATCH FOUND]**","[seagulls squawking]"
"47","00:09:57,973","00:10:00,976","నన్ను ఇక్కడికి రమ్మనడం ఎంత దారుణమైన పనో తెలుసా?","You know how fucked it is to ask me to come here?"
"48","00:10:03,770","00:10:06,273","నన్ను నువ్వు సిస్సీ ఇంటి దగ్గర దింపాలి.","I need you to drive me to Sissy's."
"49","00:10:08,734","00:10:09,818","**[NO TELUGU MATCH FOUND]**","Oh."
"50","00:10:13,530","00:10:14,698","కుదరదు.","No, thanks."
"51","00:10:18,577","00:10:22,164","వాళ్ళు ఇంటిపై ఓ కన్నేసి ఉంచుంటే, నా కారును గుర్తు పట్టేస్తారు.","If they're watching the house, they'll recognize my car."
"52","00:10:25,334","00:10:27,085","ఎంత పెంటలో ఇరుక్కున్నావమ్మా నువ్వు?","How much trouble are you in?"
"53","00:10:31,089","00:10:32,299","చాలా.","Enough."
"54","00:10:41,975","00:10:44,311","తను ఇంకా ఆ తొమ్మిది సూత్రాల ప్రకరామే నడుచుకుంటోందని తెలుసా?","You know she still lives by the nine?"
"55","00:10:47,105","00:10:48,273","తనలానే ఉంటుందని ఊహించా.","I assumed."
"56","00:10:49,566","00:10:52,486","అలాంటప్పుడు తనని ఇక్కడ శత్రువుగా చూస్తారని నీకు తెలిసే ఉండాలి.","Then you know she's a fucking pariah here."
"57","00:10:53,904","00:10:56,782","నువ్వు ట్రక్కులోనే ఉండు.","You can stay in the truck."
"58","00:10:59,952","00:11:02,287","నేనొకటి తీసుకొచ్చుకోవాలి.","I need to get something."
"59","00:11:04,915","00:11:07,084","అసలు నేనెందుకు నీకు సాయపడాలి?","Why would I help you with anything?"
"60","00:11:13,131","00:11:15,509","ఒకప్పుడు మనం ప్రాణ స్నేహితులం.","We were once chums."
