"Index","Start Time","End Time","Telugu Text","Mapped English Text"
"1","00:00:05,464","00:00:11,887","అబ్బా, కార్ట్ రైట్. ఇప్పుడు కాదు.","- [footsteps] - [River grunts, retches] [Jackson] Oh, for fuck's sake, Cartwright. Not now."
"2","00:00:11,887","00:00:13,472","నీ ఫోన్ ఇలా ఇవ్వు.","Here, give me your phone."
"3","00:00:13,472","00:00:15,057","నీ ఫోన్ ఇవ్వు!","- [River] Huh? - Give me your phone!"
"4","00:00:15,057","00:00:16,177","- ఫోన్. - దేనికి?","- Phone. - [Louisa] For what?"
"5","00:00:16,225","00:00:17,809","మారు మాట్లాడకుండా ఫోన్ ఇవ్వు.","Just give me your phone."
"6","00:00:17,893","00:00:19,853","హార్పర్ ఎక్కడ?","- [River breathing heavily] - Where's Harper?"
"7","00:00:21,021","00:00:22,940","- బాబో! లోపల ఎవరు... - హేయ్. ఫోన్ ఇవ్వు.","- What the fuck? Who's th... - Hey. Phone."
"8","00:00:22,940","00:00:23,982","- నా ఫోన్ ఆ? - అవును!","- My phone? - Your phone!"
"9","00:00:24,066","00:00:25,651","ఇవ్వను. నా పిల్లలతో నేను దీని ద్వారానే వీడియో కాల్ లో మాట్లాడతాను.","Fuck off. I FaceTime my kids on this."
"10","00:00:25,651","00:00:28,487","నువ్వు దానితో సరసాలాడినా నాకు అనవసరం. నీ ఫోన్ ఇవ్వు.","I don't care if you ArseTime the Pope on it. Give it to me."
"11","00:00:28,487","00:00:30,531","సర్వీస్ ఫోన్స్ లో ట్రాకింగ్ ఆన్ లో ఉంటుంది.","Service phones have tracking enabled."
"12","00:00:30,531","00:00:35,494","మనం అదృశ్యమైపోవాలి. మీ ముగ్గురూ వెళ్లి హో, ఇంకా లాయ్ ని తీసుకురండి.","- We need to disappear. - [splashing] Now, you three, go fetch Ho and Loy."
"13","00:00:35,494","00:00:38,038","త్వరగా కానివ్వండి, లేదంటే డాగ్స్ స్క్వాడ్ వచ్చి మీ తుక్కు రేగ్గొడతారు.","And you better move it unless you want the Dogs to bite your cocks off."
"14","00:00:38,038","00:00:39,915","సరే, ఒక్క నిమిషం... వాళ్లు ఎక్కడ ఉంటారో మాకు తెలీదు.","Yeah, hold... We don't know where they live."
"15","00:00:40,499","00:00:42,626","423 మిడిల్ సెక్స్ కోర్ట్, హాక్నీ.","423 Middlesex Court, Hackney."
"16","00:00:42,626","00:00:44,670","16 మెర్వన్ రోడ్, బ్రిక్స్టన్.","16 Mervan Road, Brixton."
"17","00:00:44,670","00:00:47,381","పిన్ కోడ్లని మీరే కనిపెట్టగలరు కదా.","You can figure out the fucking postcodes yourselves."
"18","00:00:47,381","00:00:48,966","- ఆ తర్వాత ఎక్కడికి రావాలి? - అది మీకు తెలుసు కదా.","- Then where? - You know where."
"19","00:00:49,800","00:00:50,926","ఎక్కడికి?","Where?"
"20","00:00:50,926","00:00:52,177","బ్లేక్ సమాధి దగ్గరకి.","Blake's grave. [sighs]"
"21","00:00:52,845","00:00:54,555","ఏంటి, ఎక్కడ అది?","- [River spits] - [Min] W-Wait, where?"
"22","00:00:55,889","00:00:57,182","**[NO TELUGU MATCH FOUND]**","[River grunts, sniffles]"
"23","00:00:57,266","00:00:59,935","నేను అతడిని ఇదివరకు ఎక్కడో చూశాను. నేను అతడిని గుర్తుపట్టాను.","[sighs] I've definitely seen him before. I recognized him."
"24","00:00:59,935","00:01:02,020","- ఎవరిని? - ఆ తలని.","- Who? - [sighs] The head."
"25","00:01:03,564","00:01:05,065","అతను కూడా మనలో ఒకడు.","He's one of us. [sighs]"
