"Index","Start Time","End Time","Telugu Text","Mapped English Text"
"1","00:00:06,965","00:00:17,727","బ్రిటీష్ ఏషియన్ యువకుడు అయిన హసాన్ అహ్మద్ ని కాపాడటానికి ప్రయత్నాలు ముమ్మరంగా జరుగుతున్నాయి, ఇతడిని సన్స్ ఆఫ్ ఆల్బియన్ అనే ఛాందసవాదుల ముఠా అపహరించి ఒకచోట బంధించారు.","Well, the race is on to save a young, British Asian man, Hassan Ahmed, who has been kidnapped by members of a far right group calling themselves the Sons of Albion."
"2","00:00:17,768","00:00:20,397","కిడ్నాపర్లు ఇప్పటిదాకా ఏ డిమాండ్లూ చేయలేదు... ఓరి దేవుడా.","- The kidnappers have made no demands… - Jesus."
"3","00:00:20,437","00:00:25,485","... అధికార యంత్రంగానికి ఆ యువకుని ఆచూకీ తెలిసినట్టుగా... -అయ్యయ్యో. -... అనిపించడం లేదు. -చాలా దారుణం. -అవును.","…and it appears the authorities are no closer… - Shit. - …to discovering his whereabouts. - So bleak. - Yeah."
"4","00:00:25,526","00:00:30,322","మనం సీక్రెట్ ఇంటెలిజెన్స్ లోనే ఉన్నా, మనకి ఏమీ తెలీని ప?? ఆ వెధవులు అతడిని చంపేస్తారన్నది మాత్రం మనకి తెలుసు కదా.","I mean, we're behind the scenes, and we know nothing. [BREATHES DEEPLY] Well, we know the bastards are gonna kill him."
"5","00:00:30,322","00:00:32,533","-అవును, ఎందుకంటే వాళ్లు ఇంకా... -ఏ డిమాండ్లూ చేయలేదు, అవును","- Yeah, because they haven't made... - Made any demands, yeah."
"6","00:00:32,533","00:00:36,596","... జాతీయత కారణంగానే అతడిని అపహరించారా లేదా ఇంకేదైనా కార?","how and, indeed, why he was targeted beyond his ethnic background."
"7","00:00:36,620","00:00:38,455","ఇదంతా ల్యాంబ్ కి తెలుసు అంటావా?","Do you think Lamb knows what's going on?"
"8","00:00:39,122","00:00:41,875","తెలుసుకోవాలనుకుంటే అతనికి ఎంత సేపులే.","Well, I'm sure he could find out if he wanted to."
"9","00:00:41,959","00:00:43,418","కానీ అతను పట్టించుకోడు అనుకుంటా.","I'm not sure he cares."
"10","00:00:43,502","00:00:47,506","ల్యాంబ్ పాస్ వర్డ్, ""పాస్ వర్డ్"" అని తెలుసా?","You know, Lamb's password is ""password."""
"11","00:00:47,506","00:00:48,924","""పాస్ వర్డ్"" ఆ?","- ""Password""? - Mm-hmm."
"12","00:00:48,924","00:00:51,134","-అది నీకెలా తెలుసు? -హో చెప్పాడు.","- How do you know? - Ho told me."
"13","00:00:51,760","00:00:54,471","-ఏం ఇస్తే చెప్పాడేంటి? -ఏమీ ఇవ్వకుండానే చెప్పాడు.","- And what did that cost you? - Nothing. [CHUCKLES]"
"14","00:00:54,555","00:00:57,724","ఇలాంటివి ఎవరికో ఒకరికి చెప్తేనే కదా మనోడు తెలివిమంతుడ??","He just wanted to tell someone, didn't he? To prove how clever he is."
"15","00:00:57,808","00:00:59,661","**[NO TELUGU MATCH FOUND]**","[TV CONTINUES, INDISTINCT]"
"16","00:00:59,685","00:01:02,479","ల్యాంబ్ కి పార్క్ వాళ్లు వీటి గురించి ఏవైనా చెప్తారా?","How much do you think the Park's gonna be telling Lamb?"
"17","00:01:02,563","00:01:06,316","మనం కనిపెట్టవచ్చు. లైవ్ ఆపరేషన్స్ జరిగేటప్పుడు అతనికి ?","I mean, we could find out. He's bound to be copied in on updates for live ops."
"18","00:01:06,400","00:01:07,401","**[NO TELUGU MATCH FOUND]**","[LOUISA] Mmm."
"19","00:01:09,194","00:01:12,406","కానీ... మనం ఇందులో దూరకుండా ఉంటేనే మంచిదిలే.","But... probably shouldn't."
"20","00:01:13,699","00:01:15,242","నీకు ఇంకో డ్రింక్ ఏమైనా కావాలా?","Um, do you want another drink?"
"21","00:01:15,742","00:01:21,164","అలాగే. లేకపోతే... ఏమో మరి. ఆఫీసుకు వెళ్లాలనిపిస్తోంది.","Yeah, maybe. Or... [INHALES DEEPLY] I don't know. Maybe back to the office."
"22","00:01:21,874","00:01:22,875","**[NO TELUGU MATCH FOUND]**","[MIN] Mm-hmm."
"23","00:01:23,584","00:01:26,670","అవును. అంటే, ఇక్కడ తాగడం కన్నా అక్కడికి వెళ్లడమే మంచిది ?","Yeah. Okay. Well, I mean, it's better than getting pissed here, isn't it?"
"24","00:01:26,670","00:01:28,255","-ఇక్కడ ఉండి ఏం లాభం? -అంతే కదా.","- Not helping, are we? - Exactly. No."
"25","00:01:28,255","00:01:29,715","అవును. బార్ మూసేస్తున్నాం, ఆర్డర్ చేయాలంటే చేసేయండి.","- Yeah. - Last order at the bar, guys."
"26","00:01:29,715","00:01:31,008","సరే, థ్యాంక్స్. ఇంకో డ్రింక్ కావాలా?","Okay, thanks. Another drink?"
"27","00:01:31,008","00:01:32,759","సరే, త్వరగా తాగగలిగేది ఏదైనా ఇవ్వండి. షాట్స్ ఇవ్వండి.","Okay, but something quick. Shots."
"28","00:01:32,843","00:01:39,391","-ఓరి దేవుడా. ఏమో... -త్వరగా తెరవవా?","[LAUGHING, CHATTERING INDISTINCTLY] - [LOUISA] Oh, my God. I don't know... - Can you hurry up?"
"29","00:01:39,391","00:01:40,601","-పోనీ నేను చేయనా? -అలాగే.","- Can I just do it? - Here."
"30","00:01:40,601","00:01:42,441","-ఎందుకంటే నేను చూడలేకపోతున్నాను. -కానివ్వు.","- 'Cause it's really painful to watch. - Go on."
"31","00:01:42,853","00:01:44,229","-సరే. సిద్ధంగా ఉన్నావా? -సిద్ధంగానే ఉన్నా.","- All right. Are you ready? - Yeah."
"32","00:01:44,313","00:01:46,440","-నేను పనిలో ఉంటే ఎలా ఉంటుందో చూస్తావా? -అవును.","- Want to see my technique in action? - Yeah. Mm-hmm."
"33","00:01:46,940","00:01:49,377","సరే మరి.","Okay. [EXHALES]"
"34","00:01:49,401","00:01:52,279","అయ్యయ్యో.","- [LOUISA LAUGHS] - Ow. Arse."
"35","00:01:52,279","00:01:54,531","నువ్వు అదే సమయంలో హ్యాండిల్ ని కూడా తిప్పాలి...","- You have to turn the handle at the same... - Shh!"
"36","00:01:55,866","00:01:58,702","నీకు ఇంకా ఈ తలుపును తెరవడం ఎలాగో తెలీదా?","How have you still not learned how to open the fricking door?"
