"Index","Start Time","End Time","Telugu Text","Mapped English Text"
"1","00:00:02,628","00:00:05,631","**[NO TELUGU MATCH FOUND]**","[footsteps]"
"2","00:00:15,015","00:00:16,517","ఏంటి సంగతి?","What is it? [grunts]"
"3","00:00:16,517","00:00:18,477","డయానా టావెర్నర్ కింద వేచి చూస్తోంది.","Diana Taverner is downstairs."
"4","00:00:18,477","00:00:22,689","ఐదు నిమిషాల్లో కిందకి వస్తానని చెప్పు.","[sighs] Tell her I'll be down in five minutes."
"5","00:00:22,773","00:00:25,651","వెంటనే దిగి రమ్మంటోంది.","Um, she says to come straight down."
"6","00:00:26,860","00:00:29,571","- ఏంటి, డార్లింగ్? - ఏంలేదు, డార్లింగ్.","- [Olivia] What's going on, darling? - Nothing, darling. [kisses]"
"7","00:00:58,392","00:01:00,143","మిగతా వాళ్లంతా ఏం చేస్తున్నారో అర్థం కావట్లేదు.","[River] I wonder what the others are up to."
"8","00:01:04,397","00:01:07,277","నువ్వు మిన్, లూయిసాల ఫోన్లు పారేయకపోతే వాళ్లకి ఫోన్ చేసి ఉండేవాణ్ని.","Could have called them if you hadn't thrown away Min and Louisa's phones."
"9","00:01:09,194","00:01:16,201","ఏదైనా అడ్డదారిలో ప్లాస్టిక్ సర్జరీ చేయించుకుని రూపురేఖలు మార్చుకునే ప్రయత్నంలో లేకపోతే, ఇకపై వారిని వెంటాడబోవడం లేదని చెప్పాలి.","Should let them know they're not being hunted anymore, in case they're halfway through some dodgy backstreet plastic surgery."
"10","00:01:16,869","00:01:18,245","**[NO TELUGU MATCH FOUND]**","[snores]"
"11","00:01:21,832","00:01:23,876","**[NO TELUGU MATCH FOUND]**","[snoring]"
"12","00:01:25,210","00:01:28,213","**[NO TELUGU MATCH FOUND]**","[""Strange Game"" playing]"
"13","00:01:59,953","00:02:01,872","మిక్ హెర్రన్ రాసిన పుస్తకం ఆధారంగా రూపొందించబదింది","**[NO ENGLISH MATCH FOUND]**"
"14","00:02:10,255","00:02:12,424","స్మిత్ ఫీల్డ్ 24 హవర్స్ కెఫే","**[NO ENGLISH MATCH FOUND]**"
"15","00:02:12,508","00:02:14,426","తినండి - పార్సెల్ తీసుకెళ్లండి","**[NO ENGLISH MATCH FOUND]**"
"16","00:02:14,510","00:02:16,094","ఉపగ్రహ నావిగేషన్ ని హ్యాక్ చేయలేకపోతున్నా.","Can't hack the satnav."
"17","00:02:16,178","00:02:19,139","- ఎందుకని? - ఆ వెధవల దగ్గర అది లేదు కాబట్టి.","- [Min] Because? - Cheap bastards didn't hire one."
"18","00:02:19,223","00:02:21,308","లేకపోతే ఆ బలిసినోళ్ళ దగ్గర సొంతంగా ఒకటి ఉందేమో.","Or the flash bastards had their own."
"19","00:02:21,308","00:02:28,482","మీ అల్పమైన మానవ జాతి ఊహించలేని ఒక పని చేశాను, ఆ వ్యాన్ లో ఉన్న థెఫ్ట్ రికవరీ ట్రాన్స్ మిట్టర్ని హ్యాక్ చేశాను.","What I have done, and which is beneath you puny mortals, is hack into the van's Theft Recovery Transmitter."
"20","00:02:28,482","00:02:29,858","అయితే మనం దాన్ని ట్రాక్ చేయగలమా?","So we can track it?"
"21","00:02:30,484","00:02:34,071","సిగ్నల్ సరిగ్గా లేదు, అందువల్ల వాహనం ఎక్కడుందో ప్రతి పది నిమిషాలకీ ఒకసారి తెలుసుకోవచ్చు.","Signal's intermittent, so you'll only get where the vehicle is or was every ten minutes."
"22","00:02:34,821","00:02:36,281","వారు ఎ12 రోడ్లో తూర్పువైపు వెళ్తున్నారు.","But they're heading east on the A12."
"23","00:02:36,365","00:02:39,618","చివరిసారి చెమ్స్ ఫోర్డ్ వద్ద ఒక పెట్రోల్ బంక్ వద్ద ఆగినట్లు తెలిసింది.","Last ping from a petrol station just outside Chelmsford."
"24","00:02:40,244","00:02:42,829","- ఏంటి? ఏం చేద్దాం మరి? - పై అధికారులకు చెబుదాం.","- What? So what do we do with this? - Well, we call it in."
"25","00:02:42,913","00:02:45,749","పార్క్ కా? కిడ్నాప్ నేరాన్ని వాళ్లు మనపై రుద్దేందుకు ప్రయత్నిస్తుంటే?","To the Park? When they're trying to hang the kidnap on us?"
"26","00:02:46,583","00:02:48,085","అయితే ఇంకెవరికైనా చెప్పాలి.","Then we get it to someone else."
"27","00:02:58,178","00:02:59,179","**[NO TELUGU MATCH FOUND]**","[door closes]"
"28","00:02:59,263","00:03:04,142","డయానా, మా పనిమనిషి పడుకున్నట్లుంది, చిన్నా చితకా పనులు నేనే చేయాలి, ఏం తాగుతావు?","[Peter] Diana. I'm afraid our maid is asleep, so it's me on char duty. What can I get you?"
"29","00:03:04,226","00:03:06,895","టీ ఇవ్వు. వీలైతే అస్సాం టీ, అది లేకపోతే బిల్డర్స్ టీ.","Tea, please. Assam if you have it, builder's otherwise."
"30","00:03:07,437","00:03:08,438","పాలు పొయ్యి, పంచదార వద్దు.","Milk, no sugar."
"31","00:03:08,981","00:03:11,733","- నేనెందుకు వచ్చానో తెలుసా? - నాకు తెలియదు.","- So, you know why I'm here? - [Peter] I've no idea why you're here."
"32","00:03:11,817","00:03:13,735","నీకు తెలుసు. లేకపోతే, అడిగి ఉండేవాడివి.","I think you do. Otherwise, you'd have asked."
"33","00:03:13,819","00:03:17,489","కొన్నిసార్లు కాక్ టెయిల్ పార్టీలో కలిసిన ఓ మహిళ ఇప్పుడు నాతో కిచెన్లో ఉంది.","I've a woman in my kitchen I've met a few times on the cocktail party circuit."
"34","00:03:17,573","00:03:20,742","ఇదంతా నీ భార్యకు ఎలా చెప్పాలా అని ఆలోచిస్తున్నాను.","I'm more concerned with how I'm going to explain your presence to my wife."
"35","00:03:20,826","00:03:22,703","నువ్వు సరేనంటే ఆమెకు క్లుప్తంగా చెబుతాను.","I can give her a précis if you like."
"36","00:03:22,703","00:03:27,291","రాబర్ట్ హోబ్డెన్ నిన్న మధ్యాహ్నం నీకు అదే పనిగా ఫోన్ చేసినట్లు ఫోన్ రికార్డులను బట్టి తెలిసింది.","We know from phone records that Robert Hobden called you yesterday afternoon, repeatedly."
"37","00:03:27,791","00:03:32,296","ఏ కాల్ కూడా 15 సెకన్లకుమించి లేదు, కాబట్టి నువ్వు అతనితో మాట్లాడలేదని తెలుస్తోంది.","None of the calls lasted more than 15 seconds so clearly he couldn't get through."
