"Index","Start Time","End Time","Telugu Text","Mapped English Text"
"1","00:00:01,293","00:00:03,128","**[NO TELUGU MATCH FOUND]**","[tapping]"
"2","00:00:06,507","00:00:07,925","**[NO TELUGU MATCH FOUND]**","[PA chimes]"
"3","00:00:09,134","00:00:15,682","మర్రకేష్ కి బయలుదేరనున్న లూసిట్ ఏయిర్వేస్ విమానం, ఎల్ ఎల్ టీ54కి బోర్డింగ్ ప్రక్రియ మొదలవ్వనుంది.","[announcer on PA] This is the pre-boarding announcement for Lusit Airways flight LLT154 to Marrakech."
"4","00:00:15,766","00:00:19,603","ముందుగా చిన్న పిల్లలుగా వర్గీకరించబడిన వారిని... బాబోయ్! ఎక్కడ ఉన్నావు నాయనా?","We are now inviting those classified as small children… Come on. Where are you?"
"5","00:00:19,687","00:00:27,528","మీ బోర్డింగ్ పాస్, గుర్తింపు కార్డులను సిద్దంగా ఉంచుకోండి. థ్యాంక్యూ.","[announcer] Please have your boarding pass and identification ready. Thank you. ​ ​"
"6","00:00:27,528","00:00:29,988","- సుమారుగా ఎప్పుడు చేరుకోవచ్చు? - ఒక్క నిమిషం లోపే.","- ETA? - [agent] Less than a minute."
"7","00:00:40,874","00:00:42,876","- అప్పగింత ఏమైనా జరిగిందా? - లేదు.","- Has there been a handover? - Negative."
"8","00:00:47,881","00:00:49,007","డాగ్స్ స్క్వాడ్ ని చూశాను.","Eyes on Dogs."
"9","00:00:57,432","00:01:00,352","అతనికి టర్మినల్స్ దగ్గర ఏం పని? మనకి కావలసిన వాడు వేరే చోటి నుండి వస్తాడని కదా నిఘా వర్గాల సమాచారం?","Why is he airside? Intel said target was inbound."
"10","00:01:00,352","00:01:01,895","అతను మనకి కావలసిన వ్యక్తిని చూశాడు, మేడమ్.","He made visual contact, ma'am."
"11","00:01:01,979","00:01:03,105","మళ్లీ నిర్థారించమను.","Reconfirm."
"12","00:01:03,105","00:01:04,940","మళ్లీ నిర్ధారించవలసిందిగా సెకండ్ డెస్క్ అడుగుతోంది.","Second Desk requests we reconfirm visual."
"13","00:01:05,022","00:01:08,694","మనకి కావలసింది 20లలో ఉన్న ఆసియన్ వ్యక్తి. బ్లూ షర్ట్, తెలుపు టీ షర్ట్ వేసుకొని, ఒక బ్యాగ్ తగిలించుకొని ఉంటాడు.","You're looking for an Asian male, 20s, backpack, blue shirt, white tee."
"14","00:01:08,694","00:01:12,072","అవును, నిర్ధారిస్తున్నాను, డాగ్స్ స్క్వాడ్ కూడా స్టాండ్ బైలో ఉన్నారు.","Yes, confirmed, and I have Dogs on standing by."
"15","00:01:17,661","00:01:18,829","నీ యెంకమ్మ.","Shit."
"16","00:01:18,829","00:01:21,039","అతను కనిపించకుండా పోయాడు. అప్పగింత జరిగి ఉండవచ్చు.","Lost visual. Possible handover."
"17","00:01:21,123","00:01:22,643","""అప్పగింత జరిగి ఉండవచ్చు"" అంటే?","What does he mean ""possible handover""?"
"18","00:01:22,708","00:01:24,894","- కార్ట్ రైట్ బాగా చూసి పక్కాగా చెప్పు. - సీసీటీవీలో ఏమైనా కనిపించిందా?","- [agent] Cartwright, clarify. - Did you catch anything on CCTV?"
"19","00:01:24,918","00:01:26,253","**[NO TELUGU MATCH FOUND]**","[agent sighs]"
"20","00:01:26,336","00:01:29,173","లేదు, ఆ పని చేయడానికి నువ్వు అక్కడ ఉంది. మళ్లీ చెప్తున్నా, చూసి పక్కాగా చెప్పు.","Negative, that's what you're there for. Repeat, clarify."
"21","00:01:29,173","00:01:32,843","అతనికి ఆ వ్యక్తి కనిపిస్తున్నాడు. అప్పగింత జరగడం చూశాడా, లేదా? కొద్ది సేపు పాటు అతను కనబడకుండా పోయాడు.","He has a visual. Did he see a handover or not? Lost visual momentarily."
"22","00:01:32,843","00:01:34,720","మళ్లీ చెప్తున్నాను, అప్పగింత జరిగి ఉండవచ్చు.","Repeat, possible handover."
"23","00:01:35,304","00:01:43,437","- అబ్బా. అడ్డు జరుగు. - క్లీనర్ అడ్డు ఉంది. మర్రకేష్ కి బయలుదేరనున్న లూసిట్ ఏయిర్వేస్ విమానం, ఎల్ ఎల్ టీ54కి బోర్డింగ్ ప్రక్రియ మొదలయింది.","- Come on. Get out of the way. - [agent] Blocked by the cleaner. [announcer] Lusit Airways are pleased to announce boarding for flight LLT154 to Marrakech."
"24","00:01:43,437","00:01:48,525","ముందుగా, కుటుంబాలను, సహాయం కావాలనుకున్న వ్యక్తులను ముందుకు రావలసిందిగా - కోరుతున్నాము. - జరగండి, జరగండి.","We would like to invite families and those requiring assistance - to come forward first. - Move, move, move."
"25","00:01:48,609","00:01:51,236","మీ పాస్ పోర్టులను, బోర్డింగ్ పాసులని సిద్ధంగా ఉంచండి.","[announcer] Please have your passports and boarding card ready."
