"Index","Telugu Text","Mapped English Text"
"1","ఇప్పుడంతా ఓకే.","All set."
"2","థ్యాంక్స్.","Thanks."
"4","ఏం పుస్తకం చదువుతున్నారు?","What do you, , got there?"
"5","సారీ.","Sorry."
"5","మీరు ఏం చదువుతున్నారు?","What do you What do you got there?"
"6","టాల్స్టాయ్ రాసిన ""డెత్ ఆఫ్ ఇవాన్ ఇలియిచ్""లో మతమార్పిడికి సంబంధించిన అంశాలు.",", themes of religious conversion in Tolstoy's The Death of Ivan Ilyich."
"7","దేవుడా.",", my God."
"7","అందులో ఏముందో చెప్పేయకండి.","Spoiler alert, please."
"7","మరి మీరు?","What about you?"
"8","మీరు చదువుతున్నది నేనా?","Are you reading Me?"
"8","ఇది హా, ఇది చాలా అద్భుతంగా ఉంది.",", well It's , yeah, this is a real treat."
"9","""పశ్చిమ పొలిమేరలో మత్తు: మొదటి ప్రపంచ యుద్ధ సమయంలో సైనికుల మాదక ద్రవ్యాల వినియోగం.","""All Quiet on the Western Blunt: Drug Use by Enlisted Soldiers during World War I."
"9","""",""""
"10","లేదు. ఆపండి. లేదు, ఇక్కడ అదే ఉంది.","No, stop. No, that's that's what it is."
"11","బుడ్డోడు మేధావిలా ఉన్నాడు.","Kid's a genius."
"11","సగం మందిని ఫెయిల్ చేయాలి.","You should flunk every other child."
"12","ఫెయిల్ చేయాల్సిందే.","I couldn't agree more."
"12","మన్నించాలి.","I'm sorry."
"12","ఎవరు మీరు?","Who are you?"
"13","జెమ్మా.","Gemma."
"14","సరే.","All right."
"15","మార్క్.","Mark."
"16","మిమ్మల్ని కలవడం బాగుంది, మార్క్.","Nice to meet you, Mark."
"16","మిమ్మల్ని కూడా.","You too."
"17","జెమ్మా, ఏం ఆలోచిస్తున్నావు?","Gemma, where did you go?"
"19","అతనికి ఏమీ కాదు.","He'll be okay."
"20","కొన్ని లోటుపాట్లు ఉండవచ్చు.","There might be some deficits."
"21","ఎక్కువ కాలం పాటు అవి ఉండకూడదనే కోరుకుంటున్నా.","Hopefully, nothing long term."
"22","నువ్వు డాక్టరువా?","Are you a doctor?"
"23","అంబులెన్స్ అవసరం అవుతుందా?","Do we need an ambulance?"
"24","అడిగిన వాటిలో ఒక్క దానికి అయినా సమాధానం ఇస్తావా?","C-Can you answer one of my questions, please?"
"25","అంబులెన్స్ అవసరం అవుతుందా?","Do we need an ambulance?"
"25","లేదు.","No."
"26","కాసేపు ఇలా నిద్రలోనే ఉంటాడు.","He's gonna sleep for a while."
"27","సరే.","Okay."
"27","కానీ ఎంత కాలం?","How long?"
"28","చెప్పడం కష్టం.","Hard to say."
"29","కింద ఉండే కొంత సామాగ్రి అవసరమవుతుంది.","We'll need some equipment from downstairs."
"29","జాగ్రత్తగా తీసుకురావడంలో సాయపడగలవా?","Are you clumsy?"
"30","ఏంటి?","What?"
"30","మార్క్ ఇంటి బేస్మెంటులో నీ సామాగ్రి ఎందుకు ఉంది?","Why-Why do you have equipment in Mark's basement?"
"31","మీ తమ్ముడు రీ-ఇంటిగ్రేట్ అవుతున్నాడు.","Your brother's reintegrating."
"32","లేదు, నేను నమ్మను.","No, he's not."
"33","అది ఇబ్బందికరమైన విషయమే అని తెలుసు.","I know that was troubling."
"33","సరే.","Okay."
"34","నువ్వు నాకన్నా తెలివైనదానివే అని తెలుసు, కాబట్టి ఇలా ముక్కుసూటిగా చెప్తున్నందుకు క్షమించు, నా తమ్ముడి మెదడుతో ఇంకోసారి ఆడుకోవాలని ఆలోచించినా, నిన్ను చంపి పారేస్తా.","I can tell that you're smarter than me, so forgive me if I say this, like, super plainly, but if you give one solitary thought to messing with my brother again, I will throw you off a fucking bridge."
"35","డెవన్ మళ్ళీ ఆ పని చేయవద్దు.","Devon We don't do that again."
"36","తర్వాత మాట్లాడుకుందాం.","We'll discuss it later."
"36","లేదు!","Nope!"
"37","లేదు.","No."
"37","ఈ విషయంలో మరోమాట లేదు, సరేనా?","It's settled fucking law, lady, okay?"
"38","దానికి కట్టుబడి ఉండు, అంతే.","Just accept it."
"39","ఇది ఫైనల్.","The end."
"40","అతనికి ఇది కావాలట.","It's what he wants."
"41","జెమ్మా బతికి ఉందా లేదా అన్నదే తెలుసుకోవాలనుకుంటున్నాడు.","What he wants is to know whether Gemma's alive or not."
"42","తను బతికే ఉంది.","She is."
"43","నాతో కామెడీ చేయవద్దు.","Please don't mess with me."
"44","తను నిజంగా బతికే ఉంది.","She is alive."
"46","ఇవాళ తిన్నావా, హనీ?","You've eaten today, honey?"
"47","తిన్నా.","Yes."
"49","చదివావా?","Done your reading?"
"50","యాభై పేజీలు చదివా.","Fifty pages."
"51","వ్యాయామం?","Calisthenics?"
"52","చేశా.","Yes."
"54","ఒకవేళ నువ్వు ఊబిలో పడితే, దేనికి ఎక్కువ భయపడతావు? ఊపిరి ఆడదనా? లేక మునిగి చనిపోతావు అనా?","If you were caught in a mudslide, would you be more afraid of suffocating or drowning?"
"55","మునిగి చనిపోతాను అని.","Drowning."
"57","ఇవాళ ఎన్ని గదులకు వెళ్ళాలి?","How many rooms today?"
"58","ఆరు.","Six."
"60","అబ్బా.","Shit."
"68","సిద్ధంగా ఉన్నావా?","Ready?"
"73","సిద్ధంగా ఉన్నావుగా.","There she is."
"74","నాకు కాస్త విరామం ఇస్తావా?","Could I please get a break?"
"75","కొద్ది సేపటికే.","Just for a little while."
"76","కానీ ఆరు వారాల గ్యాప్ వచ్చింది కదా.","But it's been six weeks."
"77","ఇందాకే కదా వచ్చా ఇక్కడికి.","I was just here."
"78","నాకు తెలుసు.","I know."
"79","డెంటిస్ట్ అంటే ఎవరికీ ఇష్టం ఉండదు.","Nobody likes the dentist."
"80","మా అమ్మ చెప్పినట్టుగా అకౌంటెంట్ అయి ఉండాల్సింది నేను.","I should have been an accountant like my mom wanted."
"81","దయచేసి కూర్చో.","Please, have a seat."
"84","సూపర్.","Excellent."
"86","ఇప్పుడు మన పురోగతి ఎక్కడి దాకా వచ్చిందో చూద్దాం.","Now, let's see how we're doing."
"88","దయచేసి బాగా తెరువు.","Open wide, please."
"92","లోపల ఎంత సేపు ఉన్నాను?","How long was I in there?"
"93","రెండు గంటలు.","Two hours."
"97","బంగారం.",", bud."
"98","నువ్వు కోలుకోవాలి, బాసూ.","I need you back, m'lady."
"99","దయచేసి కోలుకో.","Please come back."
"103","హేయ్.","Hey."
"103","చల్లగా ఉండు.",", bless you."
"103","హేయ్.","Hey."
"103","సారీ.","Excuse me."
"104","హాయ్.","Hi."
"104","హేయ్.","Hey."
"105","నిన్న రాత్రి బాగా గడిచింది.","That was, , fun last night."
"106","అవును.","It was."
"107","క్షమించాలి. ""హజీ మరాడ్""పై మూడు గంటలకు నేను లెక్చర్ ఇవ్వాలి. నా నోట్స్ అన్నీ ఎక్కడ పడితే అక్కడ ఉన్నాయి. పర్లేదు. మరి మరేం పర్లేదు.","I'm sorry. I have a lecture at 3:00 on Hadji Murad and my notes are all over the place. , no, no. That's It's okay."
"108","నేను నేను నీకోసం ఒకటి తెచ్చా.","Um, I just I brought you something."
"108","ఇది చీమల ఫామ్.","Um It's an ant farm."
"108","చీమలంటే ఇష్టమని నిన్న రాత్రి అన్నావు కదా.","Last night you said you liked ants."
"108","అందుకని నేను నేను అన్నది మొక్కలంటే ఇష్టమని.","So I said I liked I like plants."
"109","మొక్కలా?","Plants."
"110","నాకు చీమలంటే పడదు.","I hate ants."
"110","అయ్యయ్యో.",", shit."
"111","కానీ నాకు నాకు ఫామ్స్ అంటే ఇష్టం.","But I I love farms."
"111","మంచిది.",", good."
"112","నాకు చాలా ఆలస్యమైపోయింది.","I'm so fucking behind."
"113","నేను ఇంకా ఇక్కడికి రాలేదు కూడా.","Aw. I'm not even here."
"114","అయితే ఇక్కడ లేవా నువ్వు?","Y-You're not here?"
"114","సరే.","Okay."
"115","ఏం చేస్తున్నావు?","What are you doing?"
"116","ఏం చేస్తున్నావు?","What are you doing?"
"116","ఏం చేస్తున్నావు నువ్వు?","What are you doing?"
"119","హా.","Yeah."
"120","నిజంగానా?","Really?"
"120","అంటే, అది అమ్మకంలో ఉండింది.","Well, I mean, you know, it was on sale."
"121","మరి దాన్ని ఎవరు బాగు చేస్తారు, పనోడా?","And, um, who's putting it together, Mr. Handyman?"
"121","నువ్వు చేస్తావా?","You?"
"122","నేను కత్తిలాంటి పనోడిని.","I happen to be quite handy."
"123","నీకంత సీన్ లేదు.","No, you're not."
"124","ఏంటి?","What?"
"124","ఎంత ధైర్యం నీకు. కూలోడా!","How dare you. Handsy."
"125","కూలోడినా?","Handsy?"
"126","సరే.",", all right."
"126","బహుశా నేను కూలోడినే ఏమో.","Maybe I am kinda handsy."
"127","అవునా?","Yeah?"
"127","నాకది నచ్చింది.","I like it."
"135","హా.","Yeah."
"135","అంటే ఈ ప్రస్తావన వస్తుందనే అనుకున్నా.","Well This is what I was hoping would come up."
"136","ఏమైంది?","What happened?"
"137","అది మరీ అంత దారుణంగా ఏం జరగలేదులే.","It really, truly wasn't that bad."
"138","నీకు బాగానే ఉండింది.","For you."
"138","ఎందుకంటే నువ్వు బల్లిలా గోడలను ఎక్కేయగలవు.","That's 'cause you can scale walls like a gecko."
"139","ఒక ఒక కిలోమీటర్ దాకా రాయే ఉంది.","This It was like half a mile of just exposed rock face."
