"Index","Telugu Text","Mapped English Text"
"8","లూమన్ గుడ్ మార్నింగ్, మిస్టర్ స్కౌట్.","Good morning, Mr. Scout."
"10","ఒకటి, రెండు, మూడు, నాలుగు, అయిదు, ఆరు, ఏడు, ఎనిమిది, తొమ్మిది, పది, 11, 12.","One, two, three, four, five, six, seven, eight, nine, ten, 11, 12."
"11","ముప్పై రెండు, 33, 34, ముప్పై అయిదు, 36, ముప్పై ఏ.","Thirty-two, 33, 34, 35, 36, thirty-se"
"16","సరే మరి, నేను, హెల్లీ వెళ్లి మేక బాబును, ఇంకా మేక మనుషులు ఎవరైనా ఉంటే, వాళ్ళని కూడా కనుగొంటాం.","Okay, me and Helly will find the goat man and other possible goat people."
"17","డిలన్, నువ్వు కొత్త బ్రేక్ రూమ్ కి వెళ్ళు.","Dylan, hit the new break room."
"18","మిగతా శాఖల వాళ్ళు కూడా అక్కడికి వెళ్తుంటారేమో.","Maybe some of the other departments use it too."
"18","సరే.","Um, yeah."
"18","కాసేపాగి వెళ్తాలే.","Maybe later."
"19","సరే.",", okay."
"19","ఇది ముఖ్యమైన పని, డిలన్.","This is kind of important, Dylan."
"20","సరే. నేను ఇక్కడ ఒక ఊపులో ఉన్నా. దాని గురించి ఆలోచించకు. ఆ పని నాకు వదిలేయ్.","Yeah. , I'm in a good groove here, but don't worry about it. I'll get to it."
"21","సరే.","Okay."
"21","వాళ్లకి ఈ చిత్రం చూపించు.","Well, just show them the sketch."
"21","మర్చిపోకుండా దాన్ని తీసుకెళ్లు.","Do not leave it behind."
"22","ఓ&డీ.","O O&D."
"23","అవును, అర్వ్.","Yes, Irv."
"23","నువ్వు చేయగలవు.","You can do this."
"24","చేయగలనులే.","I know."
"25","వాళ్ళు మనల్ని తిరగనిస్తారని నిజంగా మీరు అనుకుంటున్నారా?","You guys really think they're gonna let us roam around?"
"26","మనం ఎక్కడికి కావాలంటే అక్కడికి వెళ్లవచ్చని వీడియోలో అన్నారుగా.","They said on the video we can go wherever we want."
"27","లూమన్ కి ఎప్పుడూ మన ధ్యాసే, గుర్తుందిగా?","Lumon is listening, remember?"
"28","అంటే, వాళ్ళు మన సంభాషణలను వింటూ ఉంటారని నీ ఉద్దేశమా?","I thought that meant they were listening to our conversations."
"29","హా, అతనన్నది నిజమే, మార్క్.","Yeah, he's right, Mark."
"29","అందులోని డబుల్ మీనింగ్ నాకు కూడా అర్థమైంది.","I did get the hint of a double meaning."
"30","సరే మరి, జాగ్రత్తగా ఉండండి.","Well be discreet."
"31","మనమేం చేస్తున్నామో వాళ్లకి తెలీకపోతే, మనల్ని శిక్షించే అవకాశం లేదు కదా?","If they don't know we're doing it, how can they punish us?"
"32","హేయ్, నువ్వు అక్కడికి వెళ్ళలేదు కదా?","Hey, y-you you haven't been back there, have you?"
"33","లేదు, లేదు.","No, no."
"34","నీకు మేము ఉన్నాం.","We've got you."
"35","థ్యాంక్యూ, హెల్లీ.","Thank you, Helly."
"37","మనం ఆమెని కనిపెట్టామే అనుకో ఏమన్నావో మళ్ళీ చెప్పు!","So, say we find her Sorry?"
"38","మనం మేకలుండే శాఖలోకి వెళ్లినప్పుడు ""హా, మిస్ కేసీ ఇక్కడే మేకల బోనులో ఉంది,"" అని వాళ్లంటే, అప్పుడేం చేద్దాం?","Say we get to the goat department and they're like, ""Yes, Ms. Casey's here. She's in this goat cage."" What do we do then?"
"39","దక్షిణ వైపు ఉండే మెట్ల దగ్గరికి వెళదాం తనతో పాటు నేను వెళ్తా ఇక బయటకి వెళ్ళాక, ఏం చేయాలో నా పనియేతర అవతారానికి తెలుసులే.","Well, we get her to the south stairwell I'll go with her and once we're out the door, my outie'll know what to do."
"40","సరే. నువ్వు ఒక ప్లాన్ తో సిద్ధంగా ఉన్నట్టున్నావులే.","Right. Okay. Well, sounds like you've got it figured out."
"41","ఈ విషయంలో నాకు సాయపడటం నీకు ఒకేనా?","Are you sure you're okay helping me out with this?"
"42","హా, ఓకేనే.","Yeah, of course."
"43","సరే, మంచిది.","Okay, good."
"44","హా.","Yeah."
"45","నేను నేను.","Um I I Um."
"46","డిలన్.","Dylan."
"47","నువ్వు ఓ&డీకి వెళ్లట్లేదా?","I thought you were going to O&D."
"48","డిలన్.","Dylan."
"49","నేను పెయింటింగులని మళ్ళీ గీశాను.","I've recreated the paintings."
"50","నీకు చెప్పా కదా, వాటినే అన్నమాట.","The ones I told you about."
"50","వాటిపై నా పనియేతర అవతారం పని చేస్తున్నాడని చెప్పా కదా.","The ones my outie was working on."
"51","ఏంటి?","What?"
"52","నేను ఆలోచిస్తూ ఉన్నా అన్నమాట.","You see, I've been thinking."
"53","ఆ హాల్ వే నిజంగానే ఇక్కడ ఉందేమో.","Maybe the hallway is really down here."
"54","నా కలలన్నీ దానికి సంబంధించినవే ఏమో.","Maybe that's what my dreams have been."
"55","మనం దాని గురించి వెతకవచ్చు, డిలన్.","We could look for it, Dylan."
"56","మనం ఇవాళే ఆ పని చేయవచ్చు.","We could go today."
"57","నువ్వు కూడా రా.","You could accompany me."
"58","సరే.","Yeah."
"58","హా, చూద్దాం.","Um, yeah, maybe."
"59","లేదా నువ్వే వెళ్లరాదూ. అంటే చడీచప్పుడు కాకుండా.","Or maybe maybe you go yourself, like, for for stealth, you know?"
"60","చడీచప్పుడు కాకుండానా?","S Stealth?"
"60","హా.","Yeah."
"61","చూడు, నేను వివరించలేను.","Look, I I can't really explain."
"61","నాకు మిస్ హ్వాంగ్.","I just Miss Huang."
"62","హాల్ పాస్ ఉంది.","Hall pass."
"63","అంతా ఓకేనా?","Everything chill?"
"64","డిలన్ జీ, దయచేసి నాతో రండి.","Dylan G., come with me, please."
"65","గుడ్ మార్నింగ్, సెత్.","Good morning, Seth."
"66","నాటలీ.","Natalie."
"67","నీ బుడగల్లో గాలి తగ్గిపోయి ఉన్నట్టుందే.","Looks like your balloons could use some coffee."
"68","ఇవి బోర్డు లైనులో ఉంది.",", they were in the I've got the Board."
"69","సరే.","Of course."
"71","హలో.","Hello."
"72","బోర్డు ""హలో"" అని పలకరించింది.","The Board says, ""Hello."""
"73","హలో.","Hello."
"73","నాకు ఇటీవల లభించిన పదోన్నతికి వినయపూర్వకంగా బోర్డుకు ధన్యవాదాలు తెలియజేస్తున్నా.","I want to thank the Board humbly for my recent betterment."
"74","బోర్డు ""మరేం పర్వాలేదు"" అని బదులిచ్చింది.","The Board says, ""You're welcome."""
"75","మీకు పదోన్నతి లభించినందుకు బోర్డుకి చాలా ఆనందంగా ఉంది.","The Board is jubilant at your ascendance."
"76","మీకు ఆనందం కలగాలన్నదే బోర్డు ఉద్దేశం, మరి మీకు ఆనందంగా ఉందో లేదో బోర్డు అడుగుతోంది.","It wants you to feel appreciated and asks if you do."
"77","ఆనందంగా ఉంది నాకు.","I do."
"78","లూమన్ చరిత్రలో మీరు కూడా భాగమని మీకు అనిపించాలన్నదే బోర్డు కోరిక.","The Board austerely desires for you to feel connected to Lumon's history."
"79","అందు కోసం, మన సంస్థ వ్యవస్థాపకులైన కియర్ తో కనెక్ట్ అవ్వడంలో మీకు సహాయపడటానికి, మిమ్మల్ని మమేకం చేస్తూ ప్రత్యేకంగా రూపొందించబడిన ఈ కానుకను మీకు బోర్డు అందిస్తోంది.","To that end, please accept from the Board these inclusively re-canonicalized paintings intended to help you see yourself in Kier, our founder."
"80","దేవుడా.",", my."
"81","మీకు కియర్ సైకిల్ అంతా ఇక్కడ కనిపిస్తుంది.","You'll find the whole Kier cycle."
"82","నాటలీ అయిన నేను ఈ హోదాకి చేరుకున్నప్పుడు, నాకు కూడా ఇదే కానుక అందిందని మీకు బోర్డు తెలియజేయాలనుకుంటోంది, ఆ కానుక చూసి నేను ముగ్ధురాలిని అయిపోయాను.","The Board wishes to express that I, Natalie, received the same gift upon receipt of my current position and found it extremely moving."
"83","నాకు చాలా ఆనందంగా ఉంది.","I'm grateful."
"84","అవును.","Yes."
"85","ఇది అర్థవంతంగానే ఉంది, నన్ను నేను ఇలా చూసుకోవడం బోర్డు కాల్ ని ముగించేసింది.","It's meaningful to see myself reflected in The Board has concluded the call."
"86","అభినందనలు, సెత్.","Congratulations, Seth."
"92","అదేనా?","Is that it?"
"93","అదే అనుకుంటా.","Think so."
"95","కొంపదీసి నువ్వు పక్కానా?",", you're gonna You sure?"
"96","సరే.","Okay."
"97","సరే మరి.","All right."
"97","పాకుతూ పోవాల్సిందే అన్నమాట.","Okay, we're doing this."
"98","ఏమైనా కనిపిస్తోందా?","Can you see anything?"
"99","లేదు.","No."
"99","జాగ్రత్త, ఇక్కడ మలం ఉంది.","Careful, there's poop."
"100","సరే. సరే మరి.","Okay."
"102","ఓరి దేవుడా.",", my God."
"103","అయ్య బాబోయ్!","What the hell?"
"105","నన్ను చంపడానికి వచ్చారా?","Are you here to kill me?"
"106","లేదు. లేదు, లేదు. నా సారీ. హాయ్. నా పేరు మార్క్.",", no. No, no, no, no, no, no. I Sorry. Hi, I-I I'm Mark."
"107","నా పేరు హెల్లీ.","I'm Helly."
"107","మేము మ్యాక్రోడేటా రిఫైన్మెంట్ లో పని చేస్తున్నాం.","And we're with Macrodata Refinement."
"108","ఏంటి ఈ చోటు?","What is this place?"
"109","క్షిరదాల సంక్షేమ శాఖ.","Mammalians Nurturable."
"110","దయచేసి చెప్పేది వినండి, మాకు ఏ దురుద్దేశమూ లేదు.","Please, we we mean you no harm."
"110","మాట్లాడాలనే వచ్చాం.","We just wanna talk."
"111","ప్లీజ్.","Please."
"113","అర్వింగ్.","Irving."
"114","ఫెలీషియా, హలో.","Felicia, hello."
"115","ఇంత జరిగాక ఇన్నాళ్ల తర్వాత ఇక్కడికి వచ్చినందుకు సారీ.","I'm I'm sorry to pop in after all this time."
