"Index","Telugu Text","Mapped English Text"
"2","నా చిన్న గృహానికి స్వాగతం.","Welcome to my humble abode."
"2","వావ్.","Wow."
"2","నిజంగా బాగుంది.","Really nice."
"3","లోపలికి రండి.","Come in."
"3","బాగుంది.","Cool."
"3","థాంక్యూ.","Thank you."
"4","మీకు ఆకలిగా ఉంటే కొన్ని మిగిలిన వంటకాలు ఉన్నాయి.","We have leftovers if you're hungry."
"4","హ్యాష్ బ్రౌన్స్ ఉన్నాయి.","Ooh, some hash browns."
"4","మంచిది.","Nice."
"5","ఓహ్, ఛ! ఓహ్, దేవుడా.",", fuck! , my God."
"6","ఒక్క క్షణం మా అంకుల్ వచ్చాడు అనుకున్నాను.","I thought that was my uncle for a second."
"6","మీ అంకుల్ హాట్ గా ఉండి ఉంటాడు.","You must have a hot uncle."
"7","నా పేరు విల్.","Um, I'm Will."
"7","నా పేరు మాడీ.","I'm Maddie."
"7","హాయ్.","Hi."
"9","మన రూమ్ కి వెళదాం పద.","Let's go to my room."
"9","అలాగే.","Yeah."
"12","చక్కని గది.","Nice room."
"13","ఇది బాగానే ఉందా?","Is this Is this okay?"
"13","మన పనిని కొనసాగిద్దామా?","Should we keep doing this?"
"14","మరేం ఫర్వాలేదు.","It's fine."
"14","నేను తలుపు మూసేశాను.","I closed the door."
"17","నీతో నేను శృంగారం చేయడానికి నీ సమ్మతి ఉందా?","Do I have formal consent to engage in sexual fornications with you?"
"17","మరేం ఫర్వాలేదు.","It's fine."
"17","థాంక్యూ.","Thank you."
"17","గొప్ప విషయం.","Great."
"17","థాంక్యూ.","Thank you."
"18","హేయ్! నాతో పాటు నువ్వు కూడా ఫినాలే చూస్తావు అనుకున్నాను.","Hey! I thought you were gonna watch the finale with me."
"19","ఓహ్, దేవుడా.",", my God."
"19","వచ్చి చూడు.","Come watch."
"20","నేను చాలా ముఖ్యమైన విషయం మధ్యలో ఉన్నాను.","I'm kind of in the middle of something important."
"21","ఓహ్, దేవుడా.",", my God."
"21","రైలీ ఇప్పుడు మెసేజ్ చేస్తున్నాడు.","Riley is texting about it right now."
"22","సరే.","Okay."
"22","మీరు ఇద్దరూ కలిసి చూడచ్చు కదా?",", why don't you guys just watch it?"
"23","మరేం ఫర్వాలేదు.","It's fine."
"23","ఇది బాగానే ఉంది.","It's totally cool."
"23","లేదు! ఇలా రా.","No! Come on."
"24","నేను మరోసారి వస్తాను.","I'll come back another time."
"24","నువ్వు పాడు చేస్తావు.","You'll spoil it."
"24","ఆపు, రైలీ.","Stop, Riley."
"25","ఏంటి ఇది?","What the fuck?"
"25","నువ్వు వేచి ఉండాలి కదా.","You were supposed to wait."
"25","సారీ.","I'm sorry."
"26","ఈ బ్రా చాలా ముద్దుగా ఉంది.","That's such a cute bra."
"26","థాంక్యూ.","Thank you."
"27","నీ వక్షోజాలు అద్భుతంగా ఉన్నాయి.","Your boobs look amazing."
"27","నిజంగానా?","Really?"
"28","అవును.","Yeah."
"28","నీకు ఇష్టమైనవి నా దగ్గర ఉన్నాయి.","I got your favorite kind."
"29","ఈ కొబ్బరి నూనె, దీని రుచి వెన్నలా ఉంది.","The coconut oil, it tastes like butter."
"30","ఈ సిరీస్ మిగతా భాగం బై.","Is the rest of the season Bye."
"31","బై.","Bye."
"31","నిన్ను కలవడం సంతోషం.","Nice meeting you."
"31","బై.","Bye."
"31","నీకు కూడా.","You too."
"32","నిన్ను కలవడం సంతోషంగా ఉంది.","It was nice to meet you."
"32","అవును.","Yeah."
"32","ఎంజాయ్.","Enjoy."
"33","నీ షర్ట్ బాగుంది.","Love your shirt."
"33","థాంక్యూ.","Thank you."
"33","బాగా ఆస్వాదించండి.","Have a good one."
"37","సరే.","Okay."
"37","అయితే ఇక్కడ అసలు ఏం జరగబోతోంది?","So what exactly is gonna happen here?"
