"Index","Telugu Text","Mapped English Text"
"2","హాయ్! హాయ్, క్యూటీ.","Hi! Hi, cutie."
"2","హేయ్.","Hey."
"2","అమ్మ ఇంటికి వచ్చేసింది!","Mom's home!"
"3","మిమ్మల్ని మిస్ అయ్యాను.","I missed you."
"3","హాయ్, అమ్మ.","Hi, Mom."
"4","ఉద్యోగం ఎలా ఉంది?","How was it?"
"4","అవును, బాగుంది.","Yeah, good."
"5","అద్భుతం.","Amazing."
"5","రెండు రోజుల్లోనే నువ్వు పనికి అలవాటు పడిపోయావు.","And it only took you two days to get the hang of it."
"7","మరి, దాని గురించి అవును.","So, um, about that Yeah."
"8","అమ్మా, నీ కోసం ఒక సర్ ప్రైజ్ సిద్ధం చేశాను.","Mommy, I have a surprise for you."
"9","కూర్చో.","Sit down."
"9","అవును, నువ్వు ఇది చూడాలి.","Yeah, you gotta see it."
"9","సరే.","Okay."
"10","మా స్కూలులో ఒక హీరో గురించి ఒక స్లయిడ్ షో చేయాల్సి వచ్చింది, కానీ నేను నిన్ను ఎంపిక చేసుకున్నా.","We had to make a slideshow at school about our hero, and I chose you."
"17","ఆమె ఇప్పుడు ఒక లాయర్ అచ్చు మా నాన్న లాగే. వావ్.","Wow."
"19","ఓహ్, అమ్మకి ఇది నచ్చింది.",", Mommy loves it."
"19","ఇది చాలా బాగుంది.","It's so good."
"19","థాంక్యూ, స్వీటీ.","Thank you, sweetie."
"20","అవును.","Yeah."
"20","ఇది చాలా అందంగా ఉంది.","It's beautiful."
"20","నిజంగా ముద్దుగా ఉంది, బంగారం.","It's really sweet, honey."
"21","హేయ్, అయితే మాకు చెప్పు, నీ ఆఫీసులో రెండో రోజు ఎలా జరిగింది?","Hey, so tell us, how was day two?"
"22","అది అది బాగా జరిగింది.","Um, it was it was good."
"22","ముందు రోజు జరిగిన విధంగానే ఉంది.","It was just the same."
"22","అవును.","Yeah."
"28","నీ ఎంపిక ఎప్పుడూ తప్పు కాదు బేబీ.","You can't go wrong, baby."
"28","ఈ దుస్తుల్లో ఏవి వేసుకున్నా నీకు బాగుంటాయి.","You look good in all of it."
"33","హేయ్.","Hey."
"33","హేయ్.","Hey."
"34","ఇక్కడ ఏం చేస్తున్నావు?","What are you doing here?"
"35","నా ఉద్యోగం పోయింది.","I got fired."
"35","నీ ఉద్యోగం పోయిందా?","You did?"
"36","ఆ పెయింటింగ్ వల్ల.","Painting."
"37","ఓహ్, దేవుడా.",", my God."
"37","దాని వల్ల నిన్ను తీసేశారా?","They fired you for that?"
"38","అది ఇప్పుడే జరిగిందా?","Did that just happen right now?"
"38","నిన్న జరిగింది.","Yesterday."
"39","నిన్ననా?","Yesterday?"
"39","అయితే మరి ఈ డ్రెస్ ఎందుకు వేసుకున్నావు?","Then why are you dressed like this?"
"40","నువ్వు ఇంకా చార్లీకి చెప్పలేదు కదూ.","You haven't told Charlie yet."
"41","నీకు ఉద్యోగం ఉన్నట్లు ఇంకా నటిస్తున్నావు.","You're pretending to have a job still."
"41","అవును.","Yeah."
"42","అలా ఎందుకు చేస్తున్నావు?","Why are you doing that?"
"42","నాకు తెలియదు. నేను.","I don't know."
"43","నాకు చాలా సిగ్గుగా ఉంది ఎందుకంటే అతను నాకు ఉద్యోగం ఇప్పించాడు.","I just am so embarrassed, and he got me the job."
"44","అవును.","Yeah."
"44","అతను చాలా పక్కాగా ఉంటాడు.","And he's so perfect."
"44","సంతృప్తిగా ఉంటాడు.","And he's fulfilled."
"45","కానీ నేను మాత్రం నేను పనికిమాలిన దాన్ని.","And I'm just I-I suck."
"46","నువ్వు పనికిమాలిన దానివి కావు.","You don't suck."
"46","లేదు, ఇలా చూడు.","No, come on."
"46","అలా ఎవరికైనా జరగచ్చు కదా?","That could have happened to anybody?"
"47","అది అలా జరిగింది.","It happened."
"47","నీకు ఒక విషయం తెలుసా?","And you know what?"
"47","అది ఎవరు పట్టించుకుంటారు?","Who cares?"
"48","అతను అతను నిన్ను క్షమిస్తాడు.","He will He'll forgive you."
"48","అది ఏదో నవ్వులాటలా జరిగింది అనుకుంటాడు, నన్ను నమ్ము.","He'll think it's funny, I bet."
"49","నిజమే.","Yeah."
"49","ఇలాంటి పనుల వల్లే, అతను నీతో ప్రేమలో పడ్డాడు.","Those types of things, that's why he fell in love with you in the first place."
"50","ఆ సమయస్ఫూర్తి.","That spark."
"50","అది ముచ్చటగా ఉంటుంది.","It's cute."
"50","అవును.","Yeah."
"50","నిజం.","Yes."
"51","ఇది సరదా విషయం.","I think it's funny."
"51","అతను ఇది విని నవ్వుకుంటాడు.","He'll laugh about it."
"51","అవును.","Yeah."
"51","కదా?","Right?"
"52","అతను నిన్ను చూసి గర్వపడతాడు.","I think he'll be proud of you."
"52","పూర్తిగా అర్థం చేసుకుంటాడు.","He'll totally understand."
"53","సరే.","Yeah."
"53","ఈ విషయం గురించి పెద్దగా పట్టించుకోడు.","He'll be cool with it."
"54","నిజం చెప్పావు, అతను పట్టించుకోడు.","You're right, he'll be fine."
"54","నేనే అవును.","I'll just Yes."
"55","ఈ రోజు నేను తన ఆఫీసుకి వెళ్తాను. అలాగే.","I'll just go to his work today Yeah."
"56","ఇంకా నా ఉద్యోగం గురించి చెప్పేస్తాను.","and I'll tell him."
"56","నేను స్వయంగా చెప్పడం చాలా ముఖ్యం.","And it's important to tell him in person."
"57","వెంటనే వెళ్లి నువ్వే స్వయంగా ఈ విషయం చెప్పేయ్.","Go right now and tell him in person."
"58","కదా?","Right?"
"58","నేను వెళతా సరే.","I'll just Yeah."
"58","మంచిది.","Great."
"59","సరే, ఈ రోజు రాత్రి అతను ఆఫీసు నుండి ఇంటికి వచ్చాక, స్వయంగా చెప్పేస్తాను.","Well, when he gets home from work tonight. In person."
"60","అతనికి నేను చెప్పేస్తాను.","I'll tell him."
"60","సరే.","Okay."
"60","ఈ రాత్రికి చెప్పేయ్.","Tell him tonight."
"60","ముందు చెప్పు.","Just tell him."
"61","అలాగే.","Yeah."
"61","కాఫీ తాగుతావా?","Want some coffee?"
"62","అవును నిజానికి, విల్, నేను బయలుదేరుతుంటే తనే స్వయంగా కాఫీ కలిపి ఇచ్చాడు.","Yeah Actually, Will, he made me a coffee, um, to go."
"63","ఓహ్, గొప్ప విషయం.",", great."
"63","అవును.","Yeah."
"64","నువ్వు అతనితో చెప్పలేదు! రాత్రి చాలా కష్టమైంది.","You didn't tell him! It wasn't an easy night."
"65","పిల్లలు చాలా ఉత్సాహంగా ఉన్నారు ఇంకా బాగా హడావుడి అయిపోయింది.","The kids were crazy and it was hectic."
"66","కాబట్టి, నువ్వు సరిగ్గా చెప్పావు.","So, you were right."
"66","నాకు ఏమీ ఆందోళన లేదు.","I'm not worried."
"67","చార్లీ చాలా మంచివాడు.","Charlie's so great."
"67","అంతా బాగానే ఉంటుంది.","It'll be okay."
"68","నువ్వే అతనికి ఈ విషయం చెప్పాలి.","You have to tell him."
"68","దయచేసి విను.","Please."
"68","పరిస్థితి విచిత్రంగా మారుతోంది.","It's getting weird."
"69","ఏమీ విచిత్రంగా మారడం లేదు.","It's not getting weird."
"70","చాలా విచిత్రంగా ఉంది ఇంకా నిన్ను నేను చెడగొడుతున్నట్లు నాకు అనిపిస్తోంది.","It's quite weird, and I feel like I'm enabling you."
"71","నువ్వు అతనికి చెప్పేయాలి.","You have to tell him."
"72","నీ ఉద్యోగం పోయిందనీ, ఇంకా నువ్వు ఇక్కడికి వస్తున్నావని తనకు తెలుసని చార్లీ స్వయంగా రాసిన లేఖ తెస్తేనే నీకు ఈ బార్ కి రావడానికి అనుమతి ఉంటుంది.","You are not allowed in this bar anymore unless you bring me a note from Charlie that says he knows you've been fired, and he knows you're here."
"73","సంతకం చేసిన లేఖనా?","A signed note?"
"74","ఇది ఏమైనా 'హ్యాండ్ మెయిడ్' కథనా?","Is this The Handmaid's Tale?"
"75","నీ పితృస్వామ్య నియంతృత్వ పోకడలకు లోబడి ఉండాలా?","A-Am I a-adhering to your patriarchal dictatorship?"
"76","నాకు రుతుస్రావం ఎప్పుడు అవుతుందో నీకు తెలుసుకోవాలని ఉందా?","Do you want to know when I'm menstruating?"
"77","అతనికి విషయం చెప్పు.","Just tell him."
"78","మంచిది.","Fine."
"79","లేదు.","No."
"79","చూడు.","Come on."
"79","నువ్వు నాతో పరాచికాలు ఆడుతున్నావు.","You gotta be kidding me."
"80","ఓహ్, ఇది ఏంటి?",", what is this?"
"80","నువ్వు ఆ లేఖ తెచ్చావా?","You got a fucking note?"
"80","చార్లీ నుండి ఆ లేఖ తెచ్చావా?","You got a note from Charlie?"
"81","""విల్, మీ బార్ లో సిల్వియా గడపడం నాకు సమ్మతమే.","""Will, I'm good with Sylvia hanging at the bar."
"82","మనం మరొకసారి బాల్ గేమ్ కి వెళదాం, బ్రదర్.","Let's go to another ball game, bro."
"82","నీ మిత్రుడు, చార్లీ.","Yours, Charlie."
"82","గమనిక, జై, డాడ్జర్స్.","PS, go, Dodgers."
"82","""",""""
"83","డాడ్జర్స్ స్పెల్లింగ్ తప్పు.","Dodgers spelled wrong."
"84","ఆ మనిషి ఇది రాయలేదు.","A man did not write this."
"85","అతనికి చెప్పు! అతనికి చెప్పు!","Just tell him! Tell him!"
"86","అతనికి చెప్పు! సరే, నేను తనకి చెప్పేస్తాను!","Tell him! Fine, I'll tell him!"
"87","ముందు నా కాఫీని పూర్తిగా తాగనివ్వు.","Just wanna finish my coffee first."
"88","""చార్లీ గ్రీవ్స్ డెస్క్ నుండి.","""From the desk of Charles Greeves."
"88","""",""""
"89","చక్కని ముగింపు.","Nice touch."
"90","నీకు ఒక విషయం చెప్పాలి, కానీ అది ఎలా చెప్పాలో నాకు తెలియడం లేదు, కాబట్టి నీకు నేను నిజం చెప్పేస్తున్నాను.","I have to tell you something, and I don't know how to say it, so I'm just going to come out with it."
"91","నా ఉద్యోగం పోయింది.","I got fired."
"91","ఏం ఏం జరిగింది?","Wha Wh-What happened?"
"92","నన్ను.","I got, um."
"93","అది ఒక పిచ్చి ఉదంతం.","It's, , s-such a stupid story."
"94","అప్పుడు, నేను బాగా అలసిపోయాను. చాలా పని చేయాల్సి వచ్చింది అది నాకు గుర్తున్న దాని కన్నా ఎక్కువ పని.","So, I was just so tired from all of the work so much more than I remembered."
"95","ఇంకా, నేను నిజంగా బాగా అలసిపోయాను.","and, um, I, , was just really tired."
"96","అప్పుడు నేను హాల్ కి వెళ్లే దారిలో ఫోటోకాపీ మెషీన్ దగ్గర కాపీల కోసం నిలబడి ఉన్నాను, ఇంకా నాకు నిద్ర వచ్చేసింది.","And I was in the hallway waiting for the photocopy machine, and I fell asleep."
"97","అలా కునుకు తీస్తూ అక్కడ ఒక పెయింటింగ్ మీద పడ్డాను, ఇంకా నా మోచేయి ఆ కాన్వాస్ ని తాకింది, అది, అంటే, నిజానికి కర్క్ ఫ్రీడ్కిన్ కి సంబంధించిన చాలా ఖరీదైన పెయింటింగ్.","And then I fell through a painting and my elbow went through the canvas, and it's this, like, really expensive painting of Kirk Friedkin."
"98","ఆగు, ఏంటి?","Wait, what?"
"98","నాకు తెలుసు, కానీ నాకు చాలా సిగ్గుగా అనిపించింది.","I know, and I was embarrassed about it."
"99","నాకు తెలుసు, గత కొద్ది నెలలుగా నేను చాలా పొరపాట్లు చేస్తున్నాను, కానీ నన్ను ప్రయోజనకరమైన దారిలో పెట్టాలని నువ్వు చాలా ప్రయత్నించావు, కానీ నేను చూడు, నేను ఏం చేశానో చూడు.","And I I know I've been so lost these last few months, and all you've tried to do is get me on a path of being productive, and I You know, look at me."
