Index,Telugu Text,Mapped English Text
2,మీ అమ్మ ఎక్కడ ఉంది?,Where's your mom?
3,తను రేయన్ ఇంటికి వెళ్లింది.,", she went to Ryan's."
4,దేనికి?,Why?
5,మిండీ ఫోనులో బాధగా మాట్లాడిందని అమ్మ చెప్పింది.,", she said Mindy sounded bad on the phone."
6,వాళ్లని ఒకసారి చూసి వస్తానని వెళ్లింది.,Wanted to check on them.
7,సరే.,", yeah."
8,"హేయ్, అర్ధరాత్రి డీప్ డిష్ పిజ్జా ఆర్డరు చేద్దామా?","Hey, how about a late-night deep dish?"
9,అలాగే. నువ్వు నా దారిలోకే వచ్చేశావు.,Yeah. Yeah. You speak my language.
10,ఇప్పుడే వస్తాను.,Be right back.
20,హేయ్.,Hey.
22,నువ్వు నాకు ఎలా తెలుసు?,H-How do I know you?
23,నేను డానియేలాని.,It's Daniela.
24,హోండా సివిక్ కారు ఉన్న డానియేలా కదా?,The Honda Civic Daniela?
26,అవును. అది నేనే.,Yeah. That's the one.
27,నాకు ఉన్న కస్టమర్లు అందరిలో బ్రేక్ ప్యాడ్స్ ని త్వరగా అరగదీసేది నువ్వే.,You burn through brake pads faster than any other customer I ever had.
29,ఏంటి?,Yeah?
30,నేను నీ కస్టమర్ నా?,I'm your customer?
31,లాయల్టీ మోటార్స్. లోగన్ స్క్వేర్.,Loyalty Motors. Logan Square.
32,నువ్వు మెకానిక్ వి అని నిజంగా అనుకుంటున్నావా?,Do you really think you're a mechanic?
33,నేను మెకానిక్ నే.,I am a mechanic.
35,నీకు చివరిగా గుర్తున్నది ఏది?,What's the last thing you remember?
36,"అంటే, నేను మా బార్ లో ఉన్నాను.","Well, I was at my bar."
37,ఇంకా ఏ బార్?,And Which bar?
38,లోగన్ స్క్వేర్ లో షేకర్స్ బార్. అందులో.,"Shakers in Logan Square. In, um."
40,"నా ఉద్దేశం, అదీ, నేను.","I mean, yeah, I."
41,నేను కాస్త అదుపు తప్పాను.,I got a little out of hand.
42,"కానీ ఆ మనిషి నాతో డ్రింకులు తాగిస్తూనే ఉన్నాడు, దానితో.","And then this guy kept buying me shots, so."
43,కేవలం అతను ఎవరు?,Just Who was?
44,నేను ఎప్పుడూ.,I didn't.
45,ఇంతకుముందు ఎప్పుడూ అతడిని చూడలేదు. అతను.,"I'd never seen him before. He was,"
46,అతను తన పేరు చెప్పాడు. అది జేమ్స్ లేదా.,"He told me his name. It was, , James or."
47,నాకు తెలియదు.,I don't know.
49,ఈ మనిషేనా?,This guy?
50,అవును. నీతో డ్రింక్స్ తాగించింది ఇతనేనా?,Yeah. This guy was buying you drinks?
51,అవును.,Yeah.
52,అతను ఎవరు?,Who is he?
53,నీకు ఇప్పుడే మెసేజ్ పంపాను. వచ్చింది. బిగ్ షోల్డర్స్ మానసిక వైద్యశాల.,I just texted it to you. Got it. Big Shoulders Mental Health.
55,మిమ్మల్ని కారులో తీసుకువెళ్లద్దా?,Sure I can't drive you?
56,మేము వెళతాం ఫర్వాలేదు.,We'll be okay.
57,"సరే. అక్కడ జరిగేదంతా నాకు చెప్పు, సరేనా?","Okay. Let me know how it goes, okay?"
58,సరే. థాంక్యూ.,Okay. Thank you.
60,హేయ్.,Hey.
61,హేయ్. హేయ్!,Hey. Hey!
62,హేయ్!,Hey!
64,"హేయ్, నాన్నా.","Hey, Dad."
65,హేయ్.,Hey.
66,పిజ్జా వచ్చింది. పీక్వాడ్స్ నుంచి తెప్పించాను.,Pizza's here. I got us Pequod's.
67,మంచిది. మంచిది.,Cool. Cool.
68,నేను లోపలికి వస్తాను.,", I'll be right inside."
69,ఇక్కడ ఏమైనా పని చేస్తున్నావా?,You doing something out here?
