"Index","Start Time","End Time","Telugu Text","Mapped English Text"
"1","00:01:01,770","00:01:03,730","బ్లేక్ క్రౌచ్ రాసిన నవల ఆధారంగా","**[NO ENGLISH MATCH FOUND]**"
"2","00:01:29,089","00:01:29,965","రేయన్","**[NO ENGLISH MATCH FOUND]**"
"3","00:01:29,965","00:01:31,675","నీ నుండి ఏ కబురూ లేదు.","**[NO ENGLISH MATCH FOUND]**"
"4","00:01:31,675","00:01:35,888","అంతా బాగానే ఉందని తలుస్తాను. ఏమైనా విశేషాలు ఉన్నాయా?","**[NO ENGLISH MATCH FOUND]**"
"5","00:01:35,888","00:01:38,808","హేయ్. హేయ్.","- Hey. - [gasps] Hey."
"6","00:01:40,769","00:01:41,811","**[NO TELUGU MATCH FOUND]**","[kisses]"
"7","00:01:46,356","00:01:47,484","అది ఏంటి?","What's that?"
"8","00:01:47,941","00:01:50,320","డిన్నర్. ఈ రాత్రి వంట నేనే వండాలి అనుకున్నా.","Dinner. I thought I'd cook tonight."
"9","00:02:18,388","00:02:21,268","మీరిద్దరూ నా మీద ఇంకా ఎంత కాలం కోపంతో ఉంటారు?","How long are you guys gonna stay mad at me for?"
"10","00:02:21,268","00:02:22,978","**[NO TELUGU MATCH FOUND]**","[doorbell rings]"
"11","00:02:23,602","00:02:24,646","నేను వెళ్లి చూస్తాను.","I'll get it."
"12","00:02:29,608","00:02:31,570","హాయ్, నేను డిటెక్టివ్ మేసన్ ని.","Hi, I'm Detective Mason."
"13","00:02:32,736","00:02:33,863","మీ తల్లిదండ్రులు ఇంట్లో ఉన్నారా?","Your parents home?"
"14","00:02:38,075","00:02:39,160","థాంక్యూ.","Thank you."
"15","00:02:40,827","00:02:42,497","నేను ఇక్కడికి ఎందుకు వచ్చానో తెలుసా?","Do you know why I'm here?"
"16","00:02:43,121","00:02:44,416","- లేదు. - నాకు తెలియదు. లేదు.","- No. - I don't. No."
"17","00:02:45,249","00:02:48,503","మీ ఇద్దరికీ రేయన్ హోల్డర్ తెలుసు కదా.","You both know Ryan Holder."
"18","00:02:50,212","00:02:52,799","కాలేజీ రోజుల నుండి తెలుసు. చాలా కాలంగా.","Since college. [Daniela] Forever."
"19","00:02:53,340","00:03:00,640","సరే, రెండు రోజుల కిందట, అతని గర్ల్ ఫ్రెండ్, మిండీ స్టీవర్ట్ అతను కనిపించడం లేదని ఫిర్యాదు చేసింది.","Well, two days ago, his girlfriend, Mindy Stewart, reported him missing."
"20","00:03:01,390","00:03:02,601","అతను కనిపించడం లేదా?","Missing?"
"21","00:03:03,642","00:03:08,982","గత పన్నెండు గంటలుగా అతని నుంచి ఏ సమాచారం లేదట. సాధారణంగా అలా జరగదని ఆమె అంటోంది. అయితే అతను వాళ్లు ప్లాన్ చేసుకున్న డిన్నర్ డేట్ ని మిస్ అయి ఉంటాడు.","She hadn't heard from him in 12 hours. She said that wasn't usual. Then he, uh, missed a dinner date they had planned."
"22","00:03:08,982","00:03:10,233","**[NO TELUGU MATCH FOUND]**","Huh."
