"Index","Start Time","End Time","Telugu Text","Mapped English Text"
"1","00:00:42,543","00:00:43,712","సరే.","Okay."
"2","00:00:47,674","00:00:50,051","మనం బయటికి చెప్పాలేమో.","- [inhales deeply] - [Amanda] We should say it out loud."
"3","00:00:50,759","00:00:51,803","సరే.","[Jason] Okay."
"4","00:00:54,096","00:00:59,895","నేను క్షేమంగా ఇంకా సంతోషంగా ఉన్నా అనిపిస్తోంది...","I'm feeling safe and happy..."
"5","00:00:59,895","00:01:01,229","**[NO TELUGU MATCH FOUND]**","[sighs]"
"6","00:01:02,187","00:01:03,315","అలాగే ఆత్మీయంగా ఉన్నాను.","And warm."
"7","00:01:05,691","00:01:07,402","ఇంక నాకు ఇంటికి వెళ్లాలని ఉంది.","And I just wanna go home."
"8","00:01:11,573","00:01:13,658","**[NO TELUGU MATCH FOUND]**","[Jason grunts, yelps]"
"9","00:01:17,871","00:01:19,664","**[NO TELUGU MATCH FOUND]**","[Jason grunting]"
"10","00:01:40,852","00:01:42,979","**[NO TELUGU MATCH FOUND]**","[both gasping]"
"11","00:02:11,341","00:02:13,969","**[NO TELUGU MATCH FOUND]**","[both gasping, coughing]"
"12","00:02:25,812","00:02:30,110","ఆ తలుపు తెరిచినప్పుడు నిజంగా ఏం ఆలోచిస్తున్నావు?","How were you actually feeling when you opened that door? [pants]"
"13","00:02:30,110","00:02:33,113","నేను చాలా ఉద్వేగానికి లోనయ్యాను.","[breathes heavily] I was feeling overwhelmed."
"14","00:02:34,196","00:02:38,577","ఆ ఒత్తిడి... చెత్త. నాకు అర్థమైంది.","[stammers] The pressure... Fuck. I get it."
"15","00:02:39,493","00:02:45,333","నాకు అర్థమైంది. సరే, మనం ఇక్కడి నుండి వెళదాం. నువ్వు తరువాత తలుపు ఎంచుకో.","I get it. All right, let's... let's move on. You pick the next door. [pants]"
"16","00:02:45,333","00:02:50,505","లేదు. నేను ఇప్పుడు ఏ తలుపునీ ఎంచుకోవడం లేదు, అలాగే నువ్వు కూడా ఎంచుకోవద్దు. నా వైపు చూడు.","No. I'm not picking anything right now, and neither are you. Look at me."
"17","00:02:51,213","00:03:07,230","- మనం ఇదంతా సమసిపోయే వరకూ వేచి ఉందాం. - అలాగయితే రెండు ఆంప్యూల్స్ మందులు వృథా అవుతాయి. లేదు. లేదు. మన భావోద్వేగాలను నియంత్రించుకోవడానికి మనం సమయం తీసుకోవడం అనేది మన ఇద్దరం జీవించి ఉండటం కోసం మనం ఆచితూచి చేసే పెట్టుబడి. నువ్వు ఈ పెట్టెకి అబద్ధం చెప్పలేవు. దానికి తెలిసిపోతోంది.","- We need to wait this out. - That's a waste of two ampoules. [Amanda] No. No. Taking time to emotionally regulate ourselves is a calculated investment in both of us continuing to live. You can't lie to this thing. It knows."
"18","00:04:05,329","00:04:07,289","బ్లేక్ క్రౌచ్ రాసిన నవల ఆధారంగా","**[NO ENGLISH MATCH FOUND]**"
"19","00:04:35,859","00:04:36,903","ఎల్.","[Amanda] L."
"20","00:04:37,694","00:04:40,282","- ఓ. - ఎస్.","- O. - S."
"21","00:04:42,658","00:04:43,535","ఇ.","E."
"22","00:04:44,201","00:04:46,663","దేవుడా.","- Jesus Christ. [chuckles] - [Jason] Oh."
"23","00:04:46,663","00:04:52,544","నేను... నువ్వు ""దారి తప్పాం"" అంటున్నావేమో అనుకున్నాను.","[groans] I was... [stammers] I thought you were going for ""lost."""
"24","00:04:53,128","00:04:57,382","ఈ ఆటని ఇంత బాగా ఎలా ఆడగలుగుతున్నావు?","[sighs] How are you so good at this game?"
"25","00:04:58,884","00:05:05,640","నన్ను ఇంకా మా అన్నయ్యని మా ఆంటీ చూసుకోలేని ప్రతిసారీ, మా అమ్మ మమ్మల్ని తనతో పాటు పనికి తీసుకువెళ్లేది.","Um... [sighs] ...every time my auntie couldn't watch my brother and I, my mom would take us to work with her."
"26","00:05:06,223","00:05:10,186","అక్కడ చేయడానికి ఏమీ ఉండేది కాదు, దానితో మేము దాగుడుమూతలు ఆట ఆడుకునే వాళ్లం.","There wasn't much to do, so... [sighs] ...we played ghost."
"27","00:05:14,690","00:05:16,359","మీ అమ్మతో నువ్వు సన్నిహితంగా ఉండేదానివా?","Were you close with your mom?"
"28","00:05:17,067","00:05:18,111","కొద్దిగా ఉండేదాన్ని.","Sort of."
"29","00:05:18,735","00:05:20,739","ఆమె కూతురిగా ఉండటం అంత తేలిక కాదు.","Wasn't easy being her daughter."
"30","00:05:21,780","00:05:25,160","ఆమెకి బైపోలార్ వ్యాధి ఉందనే విషయాన్ని ఎవరూ గుర్తించలేదు.","She had undiagnosed bipolar disorder."
"31","00:05:26,201","00:05:27,370","ఆమెని తరచు కలుస్తుండేదానివా?","Do you see her much?"
"32","00:05:29,079","00:05:37,380","అవును, ఆమె ఇప్పటికీ సిటీలోనే నివసిస్తోంది. మా అమ్మ కోసం నేను ఎదురుచూసే సమయంలో, పరిచయం లేని కొత్త వ్యక్తుల్ని బోల్తా కొట్టించి చిల్లర కొట్టేసే వాడిని.","Yeah, she still lives in the city. When I used to wait for my mom, I used to hustle for change from strangers."
"33","00:05:37,921","00:05:39,925","ఆమె కీమో చికిత్స చేయించుకునే రోజుల్లోనా?","When she was doing chemo?"
"34","00:05:41,718","00:05:42,719","**[NO TELUGU MATCH FOUND]**","[sighs]"
"35","00:05:43,677","00:05:47,349","నా గురించి నీకు ఇన్ని విషయాలు తెలియడం నాకు నచ్చదు.","I don't like that you know so much about me."
"36","00:05:50,142","00:05:54,105","నా గురించి నీకు ఏమీ తెలియకపోవడం నాకు నచ్చదు.","I don't like that you know nothing about me."
"37","00:05:57,191","00:05:58,902","నువ్వు చిల్లర కోసం ఎందుకు ఆశపడేవాడివి?","Why did you ask for change?"
"38","00:05:59,986","00:06:11,456","హాస్పిటల్ లో ఒక వెండింగ్ మెషీన్ ఉండేది, అందులో ఒక చాక్లెట్ ఉండేది, అది ఇంకెక్కడా దొరికేది కాదు. అది చాలా రుచిగా ఉండేది.","[chuckles] There was a vending machine at the hospital, and it had a candy in it that I didn't know where to get anywhere else. And it was just so good."
"39","00:06:12,080","00:06:16,336","- మీ అమ్మ దానిని తిననిచ్చేది కాదా? - అవును. లేదు, ఆమె నన్ను తిననిచ్చేది, కానీ ఒక్కటి మాత్రమే.","- Your mom wouldn't let you have it? - Yeah. No, she'd let me, but just one."
"40","00:06:17,211","00:06:21,550","నేను పరిచయం లేని వ్యక్తుల దగ్గర చిల్లర సంపాదించగలిగితే, నాకు కావాల్సినన్ని చాక్లెట్లు నేను తినచ్చు, ఇంకా ఆ విషయం ఆమెకి తెలియదు.","If I got change from strangers, I could have as many as I wanted, and she didn't know."
"41","00:06:22,174","00:06:24,261","అది తెలివైన పని.","- That's smart. - [Jason] Mm-hmm."
"42","00:06:24,261","00:06:30,433","అది ఏ చాక్లెట్? దానికి పసుపుపచ్చ చెమ్కీల కాగితం చుట్టి ఉండేది ఇంకా దాని మీద, అంటే, చాలా రంగులు ఉండేవి.","What was the candy? It had a yellow wrapper with lots of colors on it, like, uh, confetti."
"43","00:06:31,558","00:06:37,190","బటర్ఫింగర్. కాదు. డాట్స్? కాదు, ఖచ్చితంగా కాదు. పీనట్ ఎమ్ అండ్ ఎమ్ చాక్లెట్లా?","Butterfinger. No. Dots? No, definitely not. Peanut M&M's?"
"44","00:06:37,898","00:06:42,445","కాదు. అవంటే నాకు ఇష్టం, కానీ నేను వాటిని తినలేను ఎందుకంటే చార్లీకి అవి అంటే ఎలర్జీ.","No. I love that, but I can't have them around 'cause Charlie has an allergy."
"45","00:06:44,112","00:06:46,032","- డేర్స్? - డేర్సా?","- [Amanda] Dares? - Dares?"
"46","00:06:47,157","00:06:49,202","లేదు, మా ప్రపంచంలో అలాంటి చాక్లెట్లు లేవు.","No, we don't have that in my world."
"47","00:06:53,497","00:06:58,295","హేయ్, నీ జేసన్ కంటే ముందు ఎవరు దీని గుండా వెళ్లారు?","Hey, who went through before your Jason did?"
"48","00:06:58,295","00:07:00,964","ఆమె పేరు బ్లెయర్.","Um, her name was Blair."
"49","00:07:01,588","00:07:04,676","బాక్స్ ప్రయోగానికి ఆమె లీడ్ ఇంజినీర్ గా ఉండేది.","She was our lead engineer for the box."
