"Index","Start Time","End Time","Telugu Text","Mapped English Text"
"1","00:01:01,770","00:01:03,730","బ్లేక్ క్రౌచ్ రాసిన నవల ఆధారంగా","**[NO ENGLISH MATCH FOUND]**"
"2","00:01:37,806","00:01:38,891","మీ అమ్మ ఎక్కడ ఉంది?","Where's your mom?"
"3","00:01:40,058","00:01:41,685","తను రేయన్ ఇంటికి వెళ్లింది.","Uh, she went to Ryan's."
"4","00:01:42,561","00:01:43,562","దేనికి?","Why?"
"5","00:01:45,147","00:01:48,358","మిండీ ఫోనులో బాధగా మాట్లాడిందని అమ్మ చెప్పింది.","Uh, she said Mindy sounded bad on the phone."
"6","00:01:49,276","00:01:50,569","వాళ్లని ఒకసారి చూసి వస్తానని వెళ్లింది.","Wanted to check on them."
"7","00:01:51,862","00:01:52,863","సరే.","[Jason] Oh, yeah."
"8","00:01:58,410","00:02:02,247","హేయ్, అర్ధరాత్రి డీప్ డిష్ పిజ్జా ఆర్డరు చేద్దామా?","- [sighs] - Hey, how about a late-night deep dish?"
"9","00:02:03,415","00:02:06,251","అలాగే. నువ్వు నా దారిలోకే వచ్చేశావు.","Yeah. Yeah. You speak my language."
"10","00:02:07,044","00:02:08,252","ఇప్పుడే వస్తాను.","Be right back."
"11","00:02:23,268","00:02:25,436","**[NO TELUGU MATCH FOUND]**","[object rattling]"
"12","00:02:25,437","00:02:26,772","**[NO TELUGU MATCH FOUND]**","[object thuds]"
"13","00:02:27,814","00:02:30,901","**[NO TELUGU MATCH FOUND]**","[breathing heavily]"
"14","00:02:33,320","00:02:34,363","**[NO TELUGU MATCH FOUND]**","[yelps]"
"15","00:02:35,405","00:02:37,157","**[NO TELUGU MATCH FOUND]**","- [both grunting] - [knife flicks]"
"16","00:02:48,460","00:02:51,839","**[NO TELUGU MATCH FOUND]**","[both grunting, panting]"
"17","00:03:01,849","00:03:04,184","**[NO TELUGU MATCH FOUND]**","- [grunting] - [screams]"
"18","00:03:06,979","00:03:09,940","**[NO TELUGU MATCH FOUND]**","[grunts, screams]"
"19","00:03:15,445","00:03:17,990","**[NO TELUGU MATCH FOUND]**","[breathes heavily]"
"20","00:03:50,814","00:03:54,318","హేయ్.","- Hey. - [inhales sharply, breathes shakily]"
"21","00:03:56,403","00:03:57,404","**[NO TELUGU MATCH FOUND]**","[grunts]"
"22","00:04:01,033","00:04:02,451","నువ్వు నాకు ఎలా తెలుసు?","H-How do I know you?"
"23","00:04:04,161","00:04:05,287","నేను డానియేలాని.","It's Daniela."
"24","00:04:08,081","00:04:09,917","హోండా సివిక్ కారు ఉన్న డానియేలా కదా?","The Honda Civic Daniela?"
"25","00:04:11,877","00:04:13,211","**[NO TELUGU MATCH FOUND]**","[chuckles]"
"26","00:04:13,212","00:04:15,297","అవును. అది నేనే.","Yeah. That's the one."
"27","00:04:17,089","00:04:20,260","నాకు ఉన్న కస్టమర్లు అందరిలో బ్రేక్ ప్యాడ్స్ ని త్వరగా అరగదీసేది నువ్వే.","You burn through brake pads faster than any other customer I ever had."
"28","00:04:20,260","00:04:22,803","**[NO TELUGU MATCH FOUND]**","[spits, breathes shakily]"
"29","00:04:22,804","00:04:24,014","ఏంటి?","Yeah?"
