"Index","Telugu Text","Mapped English Text"
"1","ఇది అద్భుతంగా ఉంది.","It's incredible."
"2","ఇదింకా పూర్తి కాలేదు. వెళ్లిపో. మళ్లీ పెయింటింగ్ చేస్తుంటే ఎలా అనిపిస్తోంది?","It's not finished. Go away. How's it feel painting again?"
"3","కాస్త అటూ ఇటూగా ఉంది.","It's pretty wobbly."
"4","ఆ రోజు రాత్రి మనం మాట్లాడుకున్న విషయం గురించి నువ్వు ఏమైనా ఆలోచించావా?","Have you given any more thought to what we talked about the other night?"
"5","ఏంటి?","What?"
"6","గ్యాలరీ ఉద్యోగం వదిలేయడం గురించి.","Quitting the gallery."
"7","పూర్తి సమయం పెయింటింగ్ చేయడం గురించి.","Painting full-time."
"9","నువ్వు నువ్వు ఏం అడుగుతున్నావో దాని గురించి కాస్త జాగ్రత్తగా ఆలోచించుకో.","You You better be careful what you ask for."
"10","ఇలాంటి పెయింటింగ్స్ తో ఇల్లంతా నిండిపోతే అది నీదే బాధ్యత.","You're liable to wind up with a house full of these."
"11","వేరే కళాకారుల చిత్రాల్ని ఒక క్రమంలో అమర్చి ప్రదర్శించడంలో నీకు చాలా నైపుణ్యం ఉంది. నిజంగా. సరే, నీ ఒప్పందంతో ఏం జరుగుతుందో చూద్దాం.","You are just too good to be curating other people's work. Seriously. Well, let's see what happens with the deal."
"12","ఆ ఒప్పందం.","The deal."
"13","కుదిరిపోయింది.","is done."
"14","ఈ అంకెలు చూస్తే ఏమీ అర్థం కాకుండా ఉన్నాయి.","These numbers don't even make sense."
"17","హేయ్, నన్ను ఎవరైనా కారులో తీసుకువెళతారా?","Hey, , can I get a ride?"
"18","ఎక్కడికి వెళ్లాలి అనుకుంటున్నావు? స్కేట్ పార్క్.","Where do you want to go? Skate park."
"19","సరే, నేను నిన్ను తీసుకువెళతాను.","Yeah, I'll take you."
"20","లేదు, నేను తీసుకువెళతాను. నన్ను వెళ్లనివ్వు.","No, I'll do it. Let me."
"21","ఎటూ నాకు ఆ వైపు పని ఉంది. నిన్ను నేనే తీసుకువెళతాను.","I have an errand anyway. I'll take you."
