"Index","Start Time","End Time","Telugu Text","Mapped English Text"
"1","00:00:02,669","00:00:05,797","**[NO TELUGU MATCH FOUND]**","[crickets chirping]"
"2","00:00:43,377","00:00:46,380","**[NO TELUGU MATCH FOUND]**","[vehicle approaching]"
"3","00:00:58,684","00:01:00,769","**[NO TELUGU MATCH FOUND]**","[breathing heavily]"
"4","00:01:20,372","00:01:21,540","గాడిదగుడ్డు.","Bullshit."
"5","00:01:21,540","00:01:23,750","అది ఇంత వెడల్పుగా ఉంది.","It is this friggin' wide."
"6","00:01:23,750","00:01:25,252","అలాగే దానికి క్రమం ఉంది.","And it's periodic."
"7","00:01:25,252","00:01:27,629","గాడిద. గుడ్డు.","Bull. Shit."
"8","00:01:27,629","00:01:28,714","నాకు చూపించు.","Show me."
"9","00:01:28,714","00:01:30,090","**[NO TELUGU MATCH FOUND]**","[both breathing heavily]"
"10","00:01:32,217","00:01:33,343","**[NO TELUGU MATCH FOUND]**","[exhales, sniffles]"
"11","00:01:35,429","00:01:37,014","ఇది ఖచ్చితంగా ఏదో భూమి నుండి వెళ్ళిందే.","Something terrestrial, gotta be."
"12","00:01:37,890","00:01:39,349","చంద్రుడిని తాకి వెనక్కి వస్తోంది.","Bouncing off the moon."
"13","00:01:39,349","00:01:41,685","అబ్బో. అలా నాకు అనిపించలేదు మరి.","Gee. I never thought to check that."
"14","00:01:42,394","00:01:44,104","ఒకసారి అది ఏటవాలుగా ఎలా ఉందో చూడు, బాబు.","Look at that slope, man."
"15","00:01:44,104","00:01:46,023","నిలబడితే సర్రుమని జారిపోయేలా ఉంది.","You could ski down that thing."
"16","00:01:46,023","00:01:47,399","అది జారుతోంది.","It is drifting."
"17","00:01:47,399","00:01:50,235","ఇక్కడ చూడు. జూమ్ చెయ్. జూమ్ చెయ్.","Look here. Zoom in. Zoom in."
"18","00:01:50,235","00:01:51,570","ఆ తేడాని చూసావా?","See that variation?"
"19","00:01:52,070","00:01:55,490","అలాగే చూడు. ఇక్కడ ఉన్న ఖాళీ? అది ఇక్కడ ఆగుతుంది, తర్వాత మళ్ళీ మొదలవుతుంది.","And look. This gap here? This is where it stops, then starts over."
"20","00:01:55,490","00:01:58,118","- అలా రిపీట్ అవుతుందా? - ప్రతీ 78 సెకన్లకు ఒకసారి.","-It repeats? -Every 78 seconds."
"21","00:01:58,118","00:01:59,494","ప్రారంభం నుండి చివరి వరకు.","The whole entire thing."
"22","00:02:00,495","00:02:02,831","వరుసగా మూడు గంటల నుండి విరామం లేకుండా వస్తోంది.","Three hours straight, and no end in sight."
"23","00:02:07,169","00:02:08,169","ఇది అసాధ్యం.","It can't be."
"24","00:02:09,420","00:02:12,382","**[NO TELUGU MATCH FOUND]**","[chuckles, snorts]"
"25","00:02:15,469","00:02:16,595","నెర్డ్","**[NO ENGLISH MATCH FOUND]**"
"26","00:02:20,474","00:02:22,809","అది ఖచ్చితంగా చంద్రుడిని తాకి… వెనక్కి…","It's gotta be something bouncing off the... off the..."
"27","00:02:22,809","00:02:24,978","అది చంద్రుడిని తాకి వెనక్కి రావడం లేదు, డేవ్.","It's not bouncing off the moon, Dave."
"28","00:02:24,978","00:02:28,065","సరే, బహుశా ఫారెస్ట్ సర్వీస్ వాళ్ళ యాంటెన్నా అయి ఉండొచ్చు.","Well, maybe it's those Chatty Cathys at the Forest Service."
