"Index","Start Time","End Time","Telugu Text","Mapped English Text"
"1","00:00:02,753","00:00:04,755","**[NO TELUGU MATCH FOUND]**","[rhythmic beeping]"
"2","00:00:07,257","00:00:09,259","**[NO TELUGU MATCH FOUND]**","[slurping]"
"3","00:00:19,269","00:00:20,646","పాలు","**[NO ENGLISH MATCH FOUND]**"
"4","00:00:20,729","00:00:22,439","**[NO TELUGU MATCH FOUND]**","[slurping]"
"5","00:00:29,196","00:00:31,657","మందులు","**[NO ENGLISH MATCH FOUND]**"
"6","00:00:58,016","00:01:07,860","**[NO TELUGU MATCH FOUND]**","[phone ringing]"
"7","00:01:16,285","00:01:18,620","- హలో? - నా కొడుకుని ఏడిపించడానికి నీకు ఎంత ధైర్యం?","-Hello? -[Laxmi] How dare you make my son cry."
"8","00:01:19,329","00:01:20,330","లక్ష్మి?","Laxmi?"
"9","00:01:20,330","00:01:21,707","నీ వల్ల అందరూ ఏడ్చారు.","You made everyone cry."
"10","00:01:21,707","00:01:24,710","అలాగే నువ్వు నీ అసిస్టెంట్ కి గుండెపోటు వచ్చేలా చేశావు. అసలు నీకేమైనా పిచ్చా?","And you gave your chaperone a heart attack. What is wrong with you?"
"11","00:01:24,710","00:01:28,547","ముందుగా ఒకటి తెలుసుకో, నాకు అసిస్టెంట్ ఎవరూ లేరు, ఆమెను అలా పిలవడం ఆపు.","First of all, I don't have a chaperone, so stop calling her that."
"12","00:01:28,547","00:01:31,758","రెండు, జోసియకి ఏమీ కాదు, ఆమె గురించి అడిగినందుకు థాంక్స్.","Second of all, Zosia's gonna be fine, thank you for asking."
"13","00:01:31,758","00:01:34,303","- అలాగే మూడు… - అసలు నువ్వు ఇలాంటి పనులు ఎందుకు చేస్తావు?","-And third of all... -Why do you do such things?"
"14","00:01:34,303","00:01:35,596","నీకు బుర్ర దొబ్బిందా?","Are you mentally unsound?"
"15","00:01:35,596","00:01:40,100","అలాగే మూడు, నేను ఒక ముఖ్యమైన విషయం తెలుసుకున్నా.","Third of all... [inhales deeply] ...I learned something important."
"16","00:01:40,684","00:01:42,352","లక్ష్మి, ఈ పరిస్థితి మొత్తాన్ని మళ్ళీ మామూలుగా చేయడానికి…","Laxmi, I think that there might be a way to fix..."
"17","00:01:42,352","00:01:45,230","ఇంకెప్పుడూ నా కొడుకుని ఏడిపించకు.","You do not ever make my son cry again."
"18","00:01:45,230","00:01:57,618","హేయ్, ఇంకెప్పుడైనా ఈ పొగరుబోతు నా ఫోన్ నంబర్ అడిగితే నెత్తి నేలకి కొట్టుకోమని చెప్పండి.","-[hang-up beep] -[breathes heavily] Hey, if Miss Sunshine asks for my phone number again, you tell her to pound sand."
"19","00:02:17,179","00:02:18,935","ఈమెకు ఏమీ కాదు కదా?","She's gonna be all right, isn't she?"
"20","00:02:19,848","00:02:21,058","ఈమెకు ఏమీ కాదు.","She's gonna be fine."
"21","00:02:58,762","00:02:59,888","**[NO TELUGU MATCH FOUND]**","[exhales deeply]"
"22","00:03:34,965","00:03:36,967","**[NO TELUGU MATCH FOUND]**","[dreamy music playing]"
"23","00:04:32,064","00:04:33,690","ఎమర్జెన్సీ ఎగ్జిట్","**[NO ENGLISH MATCH FOUND]**"
"24","00:04:43,325","00:04:44,326","**[NO TELUGU MATCH FOUND]**","[music stops]"
"25","00:04:55,337","00:04:56,463","**[NO TELUGU MATCH FOUND]**","[inhales sharply]"
"26","00:05:04,888","00:05:05,931","**[NO TELUGU MATCH FOUND]**","[clears throat]"
"27","00:05:09,268","00:05:10,269","**[NO TELUGU MATCH FOUND]**","[groans]"
"28","00:05:35,836","00:05:36,879","హలో?","Hello?"
"29","00:05:53,187","00:05:54,646","ఎవరైనా ఉన్నారా?","Anybody here?"
"30","00:05:57,816","00:05:59,068","**[NO TELUGU MATCH FOUND]**","[line ringing]"
"31","00:05:59,151","00:06:00,319","- హలో, కారోల్. - హేయ్.","-[man on phone] Hello, Carol. -Hey."
"32","00:06:00,319","00:06:02,988","- అందరూ ఎక్కడికి… - ఇది ఒక రికార్డింగ్.","-Uh, where-where did everybody... -This is a recording."
"33","00:06:03,071","00:06:07,075","టోన్ విన్న వెంటనే, నీకు కావాల్సింది ఏంటో చెప్పి నీ సందేశాన్ని పంపించు.","At the tone, you can leave a message to request anything you might need."
"34","00:06:07,075","00:06:08,660","నీకు అది అందజేయడానికి తప్పక కృషి చేస్తాం.","We'll do our best to provide it."
"35","00:06:09,536","00:06:12,623","నీ పట్ల మా అభిప్రాయం ఏమీ మారలేదు, కారోల్.","Our feelings for you haven't changed, Carol."
"36","00:06:12,623","00:06:16,543","కానీ ఈ మధ్య జరిగిన విషయాల కారణంగా, మేము నీకు కొంచెం దూరంగా ఉండాలి అనుకున్నాం.","But after everything that's happened, we just need a little space."
"37","00:06:17,753","00:06:18,921","**[NO TELUGU MATCH FOUND]**","[phone beeps]"
"38","00:06:23,091","00:06:25,427","క్రౌన్ ప్లాజా","**[NO ENGLISH MATCH FOUND]**"
"39","00:06:42,778","00:06:53,539","**[NO TELUGU MATCH FOUND]**","[breathing heavily]"
"40","00:07:18,355","00:07:19,356","ఓరి నాయనో.","Oh, come on."
"41","00:07:38,000","00:07:40,169","మీరు జోక్ చేస్తున్నారా?","Are you fucking kidding me?"
"42","00:07:44,047","00:07:45,048","సరే.","Fine."
"43","00:07:46,800","00:07:48,218","దరిద్రం వదిలింది!","Good riddance!"
"44","00:07:50,762","00:07:51,889","పోయి చావండి!","Fuck you!"
"45","00:07:54,933","00:07:56,935","**[NO TELUGU MATCH FOUND]**","[theme song playing]"
"46","00:08:30,886","00:08:32,971","స్టేట్ పోలీస్","**[NO ENGLISH MATCH FOUND]**"
"47","00:08:34,932","00:08:37,518","చదివే ప్రియమైన","**[NO ENGLISH MATCH FOUND]**"
"48","00:08:41,395","00:08:42,731","మనలో ఒకరు","**[NO ENGLISH MATCH FOUND]**"
"49","00:08:44,650","00:08:47,486","బాధిత… బాధిత ప్రజలు.","Afflicted... Afflicted people."
"50","00:09:04,419","00:09:05,420","**[NO TELUGU MATCH FOUND]**","[camera beeps]"
"51","00:09:39,496","00:09:41,915","**[NO TELUGU MATCH FOUND]**","[mumbles]"
"52","00:09:45,502","00:09:47,171","**[NO TELUGU MATCH FOUND]**","[clears throat]"
"53","00:09:51,758","00:09:53,218","రికార్డింగ్","**[NO ENGLISH MATCH FOUND]**"
"54","00:09:55,012","00:09:56,138","**[NO TELUGU MATCH FOUND]**","[inhales deeply]"
"55","00:09:56,805","00:10:00,517","మామూలుగా ఉన్న నాతోటి 12 మందికి, నమస్కారం.","To my 12 fellow survivors, greetings."
"56","00:10:00,517","00:10:02,269","నేను కారోల్ స్టుర్క.","I'm Carol Sturka."
"57","00:10:02,269","00:10:05,272","మీలో కొందరికి నేను తెలుసు. కొందరిని నేను ఇంకా కలవలేదు.","Some of you know me. Some of you I've yet to meet."
"58","00:10:05,856","00:10:07,024","కానీ…","But..."
"59","00:10:07,900","00:10:09,266","మీరు ఇంకా మాలో ఒక్కరై ఉంటే…","if you're still one of us..."
"60","00:10:10,444","00:10:12,070","ఈ సందేశం మీకే.","then this message is for you."
"61","00:10:14,823","00:10:17,576","ఈ పరిస్థితిని మామూలు చేయడానికి ఒక మార్గం ఉంది.","There is a way to undo this situation."
"62","00:10:18,243","00:10:21,413","ప్రపంచాన్ని మళ్ళీ ఇంతకు ముందులా మార్చడానికి.","To turn the world back the way it's supposed to be."
"63","00:10:24,499","00:10:25,501","ఇది నాకెలా తెలుసు అనుకుంటున్నారా?","How do I know this?"
"64","00:10:26,001","00:10:33,759","ఎందుకంటే ఇవాళ పొద్దున్న ఈ బాధిత జనం, ఈ ఇతరులు ఉన్నారు చూడండి, వాళ్ళే నాకు ఆ విషయం చెప్పారు.","Because earlier today, these afflicted people, these Others, they basically told me so themselves."
"65","00:10:34,510","00:10:38,555","ఎందుకు చెప్పారో తెలుసా? ఎందుకంటే వాళ్ళు అబద్ధం చెప్పలేరు.","Because guess what? They can't lie."
"66","00:10:40,098","00:10:42,147","ఇది నేను తెలుసుకున్న మరొక విషయం.","Which is yet another thing I've discovered."
"67","00:10:42,809","00:10:45,438","ఈ ఏలియన్ వైరస్, లేదా…","This alien virus, or... [stammers]"
"68","00:10:45,521","00:10:49,733","ఏదైతే అది, దాని కారణంగా వాళ్ళు అబద్ధం చెప్పలేరు.","...whatever it is, it doesn't allow them to do that."
"69","00:10:51,068","00:10:55,280","మరి దీనికి పరిష్కారం ఏంటి?","So, what is this solution exactly?"
"70","00:10:56,240","00:10:58,325","వాళ్ళు నాకు చెప్పలేదు.","[clicks tongue] That they didn't tell me."
"71","00:10:58,992","00:11:05,415","కానీ వాళ్ళు ఎంతగా ప్రతిఘటించారు అంటే అందరూ ఒకేసారి ఏడవడం మొదలెట్టారు.","But-But they so resisted telling me, that everybody suddenly burst into tears."
"72","00:11:06,083","00:11:08,460","అలా ప్రపంచ వ్యాప్తంగా జరిగిందని తెలిసింది.","Worldwide, apparently."
"73","00:11:09,545","00:11:11,447","కారణంగా మీలో కొందరు బాధపడ్డారని నాకు తెలుసు.","Which I know upset at least one of you."
"74","00:11:12,005","00:11:16,844","అలా జరిగిన తర్వాత, వాళ్ళు నేను ఉండే సిటీ మొత్తం ఖాళీ చేసి వెళ్లిపోయారు.","And then after that, they completely abandoned the city I live in."
"75","00:11:17,970","00:11:20,264","నన్ను ఒక్కదాన్నే ఇక్కడ వదిలేసారు.","Leaving me here all alone."
"76","00:11:21,765","00:11:24,184","దీన్ని బట్టి నేను కొంచెం పురోగతి సాధించానని చెప్పొచ్చు.","Which says to me I'm on the right track."
"77","00:11:25,853","00:11:36,488","ఇప్పుడు మీలో కొందరికి ప్రపంచం ఇలా ఉండటమే బాగుంది అనిపించవచ్చు, ఉన్నట్టుండి మీకు దొరికిన ప్రశాంతత, ప్రేమ అలాగే అర్థం చేసుకునే తోటి వారు.","Now, I realize some of you think the world might be better off this way, with all the newfound peace, love and understanding."
"78","00:11:37,656","00:11:39,116","మీకు అలా అనిపిస్తే ఎంజాయ్ చేయండి.","Enjoy that opinion."
"79","00:11:40,200","00:11:41,285","మీ అనుభవాన్ని ఆస్వాదించండి.","Relish it."
"80","00:11:42,077","00:11:44,370","ఎందుకంటే అదే మీ ఆఖరి సొంత అభిప్రాయం కావొచ్చు.","Because it may be the last one you ever possess."
"81","00:11:44,913","00:11:56,633","అలాగే ఈ శాంతి ఇంకా ప్రేమలు వీళ్ళు మీ పై బలవంతంగా రుద్దే రోజు ఒకటి వచ్చినప్పుడు ఆ ఆఖరి క్షణికమైన సందర్భంలో మీ వ్యక్తిత్వం మీకు ఎంత ఇష్టమో అర్థమవుతుంది అనుకుంటున్నాను.","And when the day comes that you have peace and love forced upon you, who knows, maybe in that last fleeting moment you might just realize you treasured your individuality."
"82","00:11:58,886","00:12:01,388","ప్లీజ్, దయచేసి కలిసి పనిచేద్దాం.","Please, let's work together."
"83","00:12:02,431","00:12:03,432","మన 13 మందిమి.","The 13 of us."
"84","00:12:03,932","00:12:06,030","ఎందుకంటే మనం శాయశక్తులా కృషి చేస్తే తప్ప ఇది సాధించలేం.","'Cause it's gonna take everything we've got."
"85","00:12:06,852","00:12:10,063","కానీ వీళ్లందరినీ మనం కాపాడాలి.","But these people need saving."
"86","00:12:12,816","00:12:14,234","మానవాళి కోసం మనం ఆ పని చేయాలి.","We owe it to humanity."
"87","00:12:16,778","00:12:20,657","నాకు ఎప్పుడైనా కాల్ చేయండి, పగలైనా రాత్రయినా పర్లేదు.","Call me anytime, day or night. [inhales deeply]"
"88","00:12:21,283","00:12:22,701","గుడ్ లక్ అలాగే జాగ్రత్తగా ఉండండి.","Good luck and godspeed."
"89","00:12:22,701","00:12:23,952","**[NO TELUGU MATCH FOUND]**","[clears throat]"
"90","00:12:25,204","00:12:26,205","**[NO TELUGU MATCH FOUND]**","[camera beeps]"
"91","00:12:40,385","00:12:41,595","**[NO TELUGU MATCH FOUND]**","[line ringing]"
"92","00:12:43,013","00:12:44,515","హలో, కారోల్.","[automated voice] Hello, Carol."
"93","00:12:44,515","00:12:46,016","ఇది ఒక రికార్డింగ్.","This is a recording."
"94","00:12:46,642","00:12:50,521","టోన్ విన్న వెంటనే, నీకు కావాల్సింది ఏంటో చెప్పి నీ సందేశాన్ని పంపించు.","At the tone, you can leave a message to request anything you might need."
"95","00:12:50,521","00:12:53,232","- సరే, సరే. - నీకు అది అందజేయడానికి తప్పక కృషి చేస్తాం.","-Yes, yes. Mm-hmm. -We'll do our best to provide it."
"96","00:12:53,232","00:12:54,691","- నీ పట్ల మా అభిప్రాయం… - అర్థమైంది.","-Our feelings for you... -Got it."
"97","00:12:54,691","00:12:56,151","- …ఏమీ మారలేదు, కారోల్. - సరే.","-...haven't changed, Carol. -Got it."
"98","00:12:56,151","00:12:58,070","- సరే. - కానీ ఈ మధ్య జరిగిన విషయాల కారణంగా","-Got it. -But after everything that's happened..."
"99","00:12:58,070","00:13:00,614","- మేము నీకు కొంచెం దూరంగా ఉండాలి అనుకున్నాం. - సరే.","-Hmm. Got it. -...we just need a little space."
"100","00:13:01,573","00:13:02,491","**[NO TELUGU MATCH FOUND]**","[line beeps]"
"101","00:13:02,574","00:13:03,951","నేను కారోల్ ని.","It's Carol."
"102","00:13:03,951","00:13:05,452","నేను ఒక వీడియో చేశాను.","I've made a video."
"103","00:13:05,994","00:13:07,246","అది మీకు నచ్చదు.","You're not gonna like it."
"104","00:13:07,246","00:13:12,918","అయినా సరే, దాన్ని 12 కాపీలు చేసి నాలాగ ఉన్న మిగతా అందరికీ దాన్ని పంపించండి.","However, I want you to make 12 copies and distribute them to all of the other people like me."
"105","00:13:12,918","00:13:18,006","అలాగే ఇంగ్లీష్ మాట్లాడని వారి విషయానికి వస్తే, ప్రతీ అక్షరాన్ని ఉన్నది ఉన్నట్టు సబ్ టైటిల్ రాసి పంపండి.","And for those that don't speak English, I want you to subtitle what I say word-for-word."
"106","00:13:19,424","00:13:20,843","మీతో బలవంతంగా ఈ పని చేయించలేను అని తెలుసు.","I certainly can't force you to do this."
"107","00:13:20,843","00:13:24,847","కానీ మీరు అలా చేస్తే నేను సంతోషపడతాను, అలాగే మీకది ముఖ్యమని నాకు తెలుసు.","However, you doing it would please me, and I know you're into that."
"108","00:13:26,473","00:13:35,440","అలాగే మీరు గనుక ఈ పని చేయలేదంటే ఏమాత్రం సందేహమే లేకుండా నేను మహా దారుణంగా బాధపడినప్పుడు అందుకు మీరే కారణం అవుతారు.","And conversely, if you don't do it, I can't be held responsible for the biblically shitty mood in which I will no doubt find myself."
"109","00:13:36,984","00:13:41,488","కాబట్టి నేను దాన్ని నా ఇంటి ముందు ఒక రాయి పక్కన ఉంచుతాను.","So, I'm gonna leave it outside on the curb, by a rock."
"110","00:13:42,281","00:13:45,951","అలాగే దానికి నేను దూరంగా ఉంటాను, ఎందుకంటే మీరు నన్ను చూడాలి అనుకోవడం లేదని నాకు తెలుసు.","And I'll stay far, far away 'cause God knows you need your space."
"111","00:13:54,251","00:13:58,380","తక్షణమే పంచిపెట్టాలి కారోల్ స్టుర్క","**[NO ENGLISH MATCH FOUND]**"
"112","00:14:03,969","00:14:05,429","**[NO TELUGU MATCH FOUND]**","[breathes deeply]"
"113","00:14:16,815","00:14:18,483","**[NO TELUGU MATCH FOUND]**","[mechanical whirring]"
"114","00:14:52,851","00:14:54,353","**[NO TELUGU MATCH FOUND]**","[sighs]"
"115","00:15:20,712","00:15:23,131","**[NO TELUGU MATCH FOUND]**","[soft music playing]"
"116","00:15:43,193","00:15:44,403","**[NO TELUGU MATCH FOUND]**","[grunts]"
"117","00:15:45,237","00:15:47,447","**[NO TELUGU MATCH FOUND]**","[breathes deeply]"
"118","00:16:00,586","00:16:01,587","**[NO TELUGU MATCH FOUND]**","[smacks lips]"
"119","00:16:13,432","00:16:14,433","**[NO TELUGU MATCH FOUND]**","[sighs]"
"120","00:16:17,227","00:16:19,229","**[NO TELUGU MATCH FOUND]**","[object rattles]"
"121","00:16:20,856","00:16:21,940","**[NO TELUGU MATCH FOUND]**","[sighs]"
"122","00:16:58,852","00:17:01,855","లేదు. వద్దు. వద్దు, వద్దు, వద్దు.","-[wolves snuffling] -No. No. No, no, no."
"123","00:17:10,113","00:17:12,532","**[NO TELUGU MATCH FOUND]**","[snuffling continues]"
"124","00:17:23,085","00:17:24,086","హేయ్!","Hey!"
"125","00:17:26,255","00:17:27,506","ఇక్కడి నుండి పొండి!","Get out of here!"
"126","00:17:34,429","00:17:35,430","**[NO TELUGU MATCH FOUND]**","[rustling stops]"
"127","00:18:07,713","00:18:08,964","**[NO TELUGU MATCH FOUND]**","[line ringing]"
"128","00:18:09,631","00:18:12,718","హలో, కారోల్. ఇది ఒక రికార్డింగ్.","-[automated voice] Hello, Carol. -[sighs] This is a recording."
"129","00:18:13,343","00:18:16,889","టోన్ విన్న వెంటనే, నీకు కావాల్సింది ఏంటో చెప్పి నీ సందేశాన్ని పంపించు.","At the tone, you can leave a message to request anything you might need."
"130","00:18:17,472","00:18:22,394","నీకు అది అందజేయడానికి తప్పక కృషి చేస్తాం. నీ పట్ల మా అభిప్రాయం ఏమీ మారలేదు, కారోల్.","-We'll do our best to provide it. -[sighs] Our feelings for you haven't changed, Carol."
"131","00:18:23,061","00:18:26,648","కానీ ఈ మధ్య జరిగిన విషయాల కారణంగా, మేము నీకు కొంచెం దూరంగా ఉండాలి అనుకున్నాం.","But after everything that's happened, we just need a little space."
"132","00:18:26,648","00:18:32,446","లైట్లు ఆన్ చేయండి. అన్నీ ఆన్ అవ్వాలి.","-[smacks lips] -[phone beeps] I want the lights back on. All of them."
"133","00:18:33,280","00:18:34,281","అన్ని చోట్లా.","Everywhere."
"134","00:18:34,948","00:18:36,158","వెంటనే.","Now."
"135","00:18:47,294","00:18:48,337","**[NO TELUGU MATCH FOUND]**","[sighs]"
"136","00:18:54,384","00:18:56,386","అండ్ దెన్ దేర్ వెర్ నన్","**[NO ENGLISH MATCH FOUND]**"
"137","00:18:59,431","00:19:01,433","అగాథా క్రిస్టీ","**[NO ENGLISH MATCH FOUND]**"
"138","00:19:07,231","00:19:09,691","**[NO TELUGU MATCH FOUND]**","[sighs]"
"139","00:19:38,011","00:19:39,680","**[NO TELUGU MATCH FOUND]**","[line ringing]"
"140","00:19:39,763","00:19:41,473","హలో, కారోల్.","[automated voice] Hello, Carol."
"141","00:19:41,473","00:19:43,350","ఇది ఒక రికార్డింగ్.","This is a recording."
"142","00:19:43,350","00:19:47,229","టోన్ విన్న వెంటనే, నీకు కావాల్సింది ఏంటో చెప్పి నీ సందేశాన్ని పంపించు.","At the tone, you can leave a message to request anything you might need."
"143","00:19:47,771","00:19:49,398","నీకు అది అందజేయడానికి తప్పక కృషి చేస్తాం.","We'll do our best to provide it."
