"Index","Telugu Text","Mapped English Text"
"1","ఒక గ్రే హాలు ఉంది, ఆ తర్వాత.","There was [stammers] this gray hall, but then [stammers]"
"2","అంతా తెల్లగా అయిపోయింది.","everything was, like, so white."
"3","మనం పురోగతి సాధిస్తున్నాం.","We're making progress."
"4","టేబుల్ పై మేల్కోవడం దాటి ముందుకు వెళ్తున్నాం.","It's not just waking up on a table."
"5","మనుషులతో మాట్లాడుతున్నావు.","It's human interaction."
"6","అది మనిషితో మాట్లాడినట్టు లేదు, ఏదో భయంకరమైన పీడకలలా ఉంది.","This didn't feel human, this felt like a nightmare."
"7","తను ఎందుకు వరుసపెట్టి ఆ విషయాలన్నింటీనీ టపీటపీమని చెప్తోంది.","I mean, why is she rattling off a bunch of facts?"
"8","తననేం చేస్తున్నారు అసలు?","[stammers] What are they doing to her?"
"9","తను చాలా ముఖ్యమైనదని మాత్రం తెలుసు నాకు.","All I know is she's essential."
"10","తను నన్ను అస్సలు గుర్తుపట్టనే లేదు.","She didn't even recognize me."
"11","నీకు తెలిసిన జెమ్మా ఇంకా తనలో ఉంది.","The Gemma you know is still in there."
"12","తనని నువ్వు బయటకు తీసుకొచ్చేశాక, మళ్ళీ మీ ఇద్దరు ఇక్కడ కలిసి జీవించవచ్చు.","And when you get her out, it will be the two of you out here together."
"14","రాజీపడటం.","Bargaining."
"15","అంటే ఏంటో తెలుసా?","You know what that is?"
"16","నీ ఉద్దేశం ఏంటి?","What do you mean?"
"17","అది ఒకానొక దశ అన్నమాట.","Well, it's one of the stages."
"18","కావాల్సిన వ్యక్తిని దక్కించుకోవడానికి, మనం ఏమేం చేస్తామో, ఎలా మారతామో ఆలోచిస్తాం అన్నమాట.","You think about all the things you'd do, and all the ways you'd change to get that person back."
"19","తక్కువ తాగుతాం, ఎక్కువ వింటాం.","You'd drink less. You'd listen more."
"20","అది పిచ్చిగానే ఉంటుంది, అయినా చేసేస్తాం.","It's dumb, but you do it anyway."
"21","అది మామూలే.","[Reghabi] It's normal."
"22","హా.","Yeah."
"23","కానీ నాకు ఆ పరిస్థితి ఎదురుకావచ్చు.","But for me, it might actually happen."
"24","నల్ల హాల్ వే గీసి ఉంది, దానిలో కిందకు మాత్రమే వెళ్లే లిఫ్ట్ ఉంది.","[Dylan] It was a sketch of a black hallway, with a black elevator that only goes down."
"25","అంటే, మన కింద ఓక అంతస్థు ఉందన్నమాట.","So there's a floor beneath us."
"26","ఆమెని అక్కడే ఉంచారేమో.","That must be where they're keeping her."
"27","వెనుక పక్క, ఎలా వెళ్ళాలో తెలిపే సూచనలు ఉన్నాయి.","There were directions on the back."
"28","చూపించు ఒకసారి.","Well, let's see it."
"29","దాన్ని పోస్టర్ వెనుకే పెట్టేశా.","I left it there, behind the poster."
"30","తీసుకొని వచ్చేయవచ్చు కదా?","Why didn't you just take it?"
"31","తీసుకురాలేదులే, సరేనా?","I just didn't, okay?"
"32","ఇప్పుడు సమస్యల్లో చిక్కుకోవాలని నాకు లేదు.","I don't wanna get in trouble right now."
"33","సరే. నేను అవన్నీ పట్టించుకోను, కాబట్టి నేను వెళ్లి తెస్తా.","Okay. Well, I don't give a shit about that, so I'll go get it."
"34","నీ ధైర్యాన్ని అంతటినీ పోస్టర్ వెనుక పెట్టావని అంటున్నావా?","You said it's behind the poster of you actually being brave?"
"35","సరే. కాస్త ఆపు నువ్వు. నీకు అన్ని విషయాలూ తెలీవు.","Okay, yeah. Fuck you. You don't know everything."
"36","అయితే, మాకు చెప్పు మరి.","Then tell us."
"37","మరేం పర్వాలేదులే.","It's okay."
"39","సరే. ఇంకా నా దగ్గర హాల్ పాస్ ఉంది, కాబట్టి ఇప్పుడు నేను బ్రేక్ రూమ్ కి వెళ్తా, మనం లంచ్ తర్వాత అక్కడికి వెళ్ళవచ్చు. హా. చూద్దాం.","Okay. Well, I still have a hall pass, so I can go to the break room now, and then we can start after lunch. Yeah. Maybe."
"40","చూద్దామా?","Maybe?"
"41","ఉదయం వచ్చేటప్పుడు అందరూ ధైర్యాన్ని లిఫ్టులోనే పెట్టి వచ్చేశారా ఏంటి?","Did everyone sever their balls in the elevator this morning?"
"42","నాకు ఆకలేస్తోంది.","I'm starving."
